id	code	name	segmentCode
Fuels	15100000	Fuels	15000000
GaseousFuelsAndAdditives	15110000	Gaseous fuels and additives	15000000
LubricantsAndOilsAndGreasesAndAntiCorrosives	15120000	Lubricants and oils and greases and anti corrosives	15000000
FuelForNuclearReactors	15130000	Fuel for nuclear reactors	15000000
MiningAndQuarryingMachineryAndEquipment	20100000	Mining and quarrying machinery and equipment	20000000
WellDrillingAndOperationEquipment	20110000	Well drilling and operation equipment	20000000
OilAndGasDrillingAndExplorationEquipment	20120000	Oil and gas drilling and exploration equipment	20000000
OilAndGasDrillingAndOperationMaterials	20130000	Oil and gas drilling and operation materials	20000000
OilAndGasOperatingAndProductionEquipment	20140000	Oil and gas operating and production equipment	20000000
AgriculturalAndForestryAndLandscapeMachineryAndEquipment	21100000	Agricultural and forestry and landscape machinery and equipment	21000000
FishingAndAquacultureEquipment	21110000	Fishing and aquaculture equipment	21000000
HeavyConstructionMachineryAndEquipment	22100000	Heavy construction machinery and equipment	22000000
MarineConstructionAndInstallationEquipment	22110000	Marine construction and installation equipment	22000000
RawMaterialsProcessingMachinery	23100000	Raw materials processing machinery	23000000
PetroleumProcessingMachinery	23110000	Petroleum processing machinery	23000000
TextileAndFabricMachineryAndAccessories	23120000	Textile and fabric machinery and accessories	23000000
LapidaryMachineryAndEquipment	23130000	Lapidary machinery and equipment	23000000
LeatherworkingRepairingMachineryAndEquipment	23140000	Leatherworking repairing machinery and equipment	23000000
IndustrialProcessMachineryAndEquipmentAndSupplies	23150000	Industrial process machinery and equipment and supplies	23000000
FoundryMachinesAndEquipmentAndSupplies	23160000	Foundry machines and equipment and supplies	23000000
IndustrialFoodAndBeverageEquipment	23180000	Industrial food and beverage equipment	23000000
MixersAndTheirPartsAndAccessories	23190000	Mixers and their parts and accessories	23000000
MassTransferEquipment	23200000	Mass transfer equipment	23000000
ElectronicManufacturingMachineryAndEquipmentAndAccessories	23210000	Electronic manufacturing machinery and equipment and accessories	23000000
ChickenProcessingMachineryAndEquipment	23220000	Chicken processing machinery and equipment	23000000
SawmillingAndLumberProcessingMachineryAndEquipment	23230000	Sawmilling and lumber processing machinery and equipment	23000000
MetalCuttingMachineryAndAccessories	23240000	Metal cutting machinery and accessories	23000000
MetalFormingMachineryAndAccessories	23250000	Metal forming machinery and accessories	23000000
RapidPrototypingMachineryAndAccessories	23260000	Rapid prototyping machinery and accessories	23000000
WeldingAndSolderingAndBrazingMachineryAndAccessoriesAndSupplies	23270000	Welding and soldering and brazing machinery and accessories and supplies	23000000
MetalTreatmentMachinery	23280000	Metal treatment machinery	23000000
IndustrialMachineTools	23290000	Industrial machine tools	23000000
WireMachineryAndEquipment	23300000	Wire machinery and equipment	23000000
MaterialHandlingMachineryAndEquipment	24100000	Material handling machinery and equipment	24000000
ContainersAndStorage	24110000	Containers and storage	24000000
PackagingMaterials	24120000	Packaging materials	24000000
IndustrialRefrigeration	24130000	Industrial refrigeration	24000000
PackingSupplies	24140000	Packing supplies	24000000
MotorVehicles	25100000	Motor vehicles	25000000
MarineTransport	25110000	Marine transport	25000000
RailwayAndTramwayMachineryAndEquipment	25120000	Railway and tramway machinery and equipment	25000000
Aircraft	25130000	Aircraft	25000000
Spacecraft	25150000	Spacecraft	25000000
NonMotorizedCycles	25160000	Non motorized cycles	25000000
TransportationComponentsAndSystems	25170000	Transportation components and systems	25000000
VehicleBodiesAndTrailers	25180000	Vehicle bodies and trailers	25000000
TransportationServicesEquipment	25190000	Transportation services equipment	25000000
AerospaceSystemsAndComponentsAndEquipment	25200000	Aerospace systems and components and equipment	25000000
PowerSources	26100000	Power sources	26000000
BatteriesAndGeneratorsAndKineticPowerTransmission	26110000	Batteries and generators and kinetic power transmission	26000000
ElectricalWireAndCableAndHarness	26120000	Electrical wire and cable and harness	26000000
PowerGeneration	26130000	Power generation	26000000
AtomicAndNuclearEnergyMachineryAndEquipment	26140000	Atomic and nuclear energy machinery and equipment	26000000
HandTools	27110000	Hand tools	27000000
HydraulicMachineryAndEquipment	27120000	Hydraulic machinery and equipment	27000000
PneumaticMachineryAndEquipment	27130000	Pneumatic machinery and equipment	27000000
AutomotiveSpecialtyTools	27140000	Automotive specialty tools	27000000
PartCleaningMachineryAndAccessories	27150000	Part cleaning machinery and accessories	27000000
StructuralComponentsAndBasicShapes	30100000	Structural components and basic shapes	30000000
ConcreteAndCementAndPlaster	30110000	Concrete and cement and plaster	30000000
RoadsAndLandscape	30120000	Roads and landscape	30000000
StructuralBuildingProducts	30130000	Structural building products	30000000
Insulation	30140000	Insulation	30000000
ExteriorFinishingMaterials	30150000	Exterior finishing materials	30000000
InteriorFinishingMaterials	30160000	Interior finishing materials	30000000
DoorsAndWindowsAndGlass	30170000	Doors and windows and glass	30000000
PlumbingFixtures	30180000	Plumbing fixtures	30000000
ConstructionAndMaintenanceSupportEquipment	30190000	Construction and maintenance support equipment	30000000
PortableStructureBuildingComponents	30240000	Portable Structure Building Components	30000000
UndergroundMiningStructuresAndMaterials	30250000	Underground mining structures and materials	30000000
StructuralMaterials	30260000	Structural materials	30000000
CastingsAndCastingAssemblies	31100000	Castings and casting assemblies	31000000
Extrusions	31110000	Extrusions	31000000
MachinedCastings	31120000	Machined castings	31000000
Forgings	31130000	Forgings	31000000
Moldings	31140000	Moldings	31000000
RopeAndChainAndCableAndWireAndStrap	31150000	Rope and chain and cable and wire and strap	31000000
Hardware	31160000	Hardware	31000000
BearingsAndBushingsAndWheelsAndGears	31170000	Bearings and bushings and wheels and gears	31000000
PackingsGlandsBootsAndCovers	31180000	Packings glands boots and covers	31000000
GrindingAndPolishingAndSmoothingMaterials	31190000	Grinding and polishing and smoothing materials	31000000
AdhesivesAndSealants	31200000	Adhesives and sealants	31000000
PaintsAndPrimersAndFinishes	31210000	Paints and primers and finishes	31000000
DyeingAndTanningExtracts	31220000	Dyeing and tanning extracts	31000000
MachinedRawStock	31230000	Machined raw stock	31000000
IndustrialOptics	31240000	Industrial optics	31000000
PneumaticAndHydraulicAndElectricControlSystems	31250000	Pneumatic and hydraulic and electric control systems	31000000
HousingsAndCabinetsAndCasings	31260000	Housings and cabinets and casings	31000000
MachineMadeParts	31270000	Machine made parts	31000000
StampingsAndSheetComponents	31280000	Stampings and sheet components	31000000
MachinedExtrusions	31290000	Machined extrusions	31000000
MachinedForgings	31300000	Machined forgings	31000000
FabricatedPipeAssemblies	31310000	Fabricated pipe assemblies	31000000
FabricatedBarStockAssemblies	31320000	Fabricated bar stock assemblies	31000000
FabricatedStructuralAssemblies	31330000	Fabricated structural assemblies	31000000
FabricatedSheetAssemblies	31340000	Fabricated sheet assemblies	31000000
FabricatedTubeAssemblies	31350000	Fabricated tube assemblies	31000000
FabricatedPlateAssemblies	31360000	Fabricated plate assemblies	31000000
Refractories	31370000	Refractories	31000000
MagnetsAndMagneticMaterials	31380000	Magnets and magnetic materials	31000000
Machinings	31390000	Machinings	31000000
Gaskets	31400000	Gaskets	31000000
Seals	31410000	Seals	31000000
SinteredParts	31420000	Sintered parts	31000000
PrintedCircuitsAndIntegratedCircuitsAndMicroassemblies	32100000	Printed circuits and integrated circuits and microassemblies	32000000
DiscreteSemiconductorDevices	32110000	Discrete semiconductor devices	32000000
PassiveDiscreteComponents	32120000	Passive discrete components	32000000
ElectronicHardwareAndComponentPartsAndAccessories	32130000	Electronic hardware and component parts and accessories	32000000
ElectronTubeDevicesAndAccessories	32140000	Electron tube devices and accessories	32000000
AutomationControlDevicesAndComponentsAndAccessories	32150000	Automation control devices and components and accessories	32000000
LampsAndLightbulbsAndLampComponents	39100000	Lamps and lightbulbs and lamp components	39000000
LightingFixturesAndAccessories	39110000	Lighting Fixtures and Accessories	39000000
ElectricalEquipmentAndComponentsAndSupplies	39120000	Electrical equipment and components and supplies	39000000
ElectricalWireManagementDevicesAndAccessoriesAndSupplies	39130000	Electrical wire management devices and accessories and supplies	39000000
HeatingAndVentilationAndAirCirculation	40100000	Heating and ventilation and air circulation	40000000
FluidAndGasDistribution	40140000	Fluid and gas distribution	40000000
IndustrialPumpsAndCompressors	40150000	Industrial pumps and compressors	40000000
IndustrialFilteringAndPurification	40160000	Industrial filtering and purification	40000000
PipePipingAndPipeFittings	40170000	Pipe piping and pipe fittings	40000000
TubesTubingAndTubeFittings	40180000	Tubes tubing and tube fittings	40000000
LaboratoryAndScientificEquipment	41100000	Laboratory and scientific equipment	41000000
MeasuringAndObservingAndTestingInstruments	41110000	Measuring and observing and testing instruments	41000000
LaboratorySuppliesAndFixtures	41120000	Laboratory supplies and fixtures	41000000
BloodManufacturingAndHematologySystemsComponentsAndSupplies	41130000	Blood manufacturing and hematology systems, components and supplies	41000000
ClinicalChemistryTestingSystemsComponentsAndSupplies	41140000	Clinical chemistry testing systems, components, and supplies	41000000
ClinicalLaboratoryAndToxicologyTestingSystemsComponentsAndSupplies	41150000	Clinical laboratory and toxicology testing systems, components, and supplies	41000000
CellularCultureProducts	41160000	Cellular culture products	41000000
DiagnosticAndMicrobiologicalDevices	41170000	Diagnostic and microbiological devices	41000000
ImmunologicalTestingSystemsComponentsAndSupplies	41180000	Immunological testing systems, components, and supplies	41000000
PathologyInstrumentationAndAccessories	41190000	Pathology instrumentation and accessories	41000000
SerologicalAndSpecimenPreparationTestSystemsComponentsAndSupplies	41200000	Serological and specimen preparation test systems, components and supplies	41000000
VeterinaryEquipmentAndSupplies	42120000	Veterinary equipment and supplies	42000000
MedicalApparelAndTextiles	42130000	Medical apparel and textiles	42000000
PatientCareAndTreatmentProductsAndSupplies	42140000	Patient care and treatment products and supplies	42000000
DentalEquipmentAndSupplies	42150000	Dental equipment and supplies	42000000
DialysisEquipmentAndSupplies	42160000	Dialysis equipment and supplies	42000000
MobileMedicalServicesProducts	42170000	Mobile medical services products	42000000
PatientExamAndMonitoringProducts	42180000	Patient exam and monitoring products	42000000
MedicalFacilityProducts	42190000	Medical facility products	42000000
MedicalDiagnosticImagingAndNuclearMedicineProducts	42200000	Medical diagnostic imaging and nuclear medicine products	42000000
IndependentLivingAidsForThePhysicallyChallenged	42210000	Independent living aids for the physically challenged	42000000
IntravenousAndArterialAdministrationProducts	42220000	Intravenous and arterial administration products	42000000
ClinicalNutrition	42230000	Clinical nutrition	42000000
OrthopedicAndProstheticAndSportsMedicineProducts	42240000	Orthopedic and prosthetic and sports medicine products	42000000
PhysicalAndOccupationalTherapyAndRehabilitationProducts	42250000	Physical and occupational therapy and rehabilitation products	42000000
PostmortemAndMortuaryEquipmentAndSupplies	42260000	Postmortem and mortuary equipment and supplies	42000000
RespiratoryAndAnesthesiaAndResuscitationProducts	42270000	Respiratory and anesthesia and resuscitation products	42000000
MedicalCleaningAndSterilizationProducts	42280000	Medical cleaning and sterilization products	42000000
SurgicalProducts	42290000	Surgical products	42000000
MedicalTrainingAndEducationSupplies	42300000	Medical training and education supplies	42000000
WoundCareProducts	42310000	Wound care products	42000000
OrthopedicSurgicalImplants	42320000	Orthopedic surgical implants	42000000
ProceduralKittingSolutions	42330000	Procedural Kitting Solutions	42000000
CommunicationsDevicesAndAccessories	43190000	Communications Devices and Accessories	43000000
ComponentsForInformationTechnologyOrBroadcastingOrTelecommunications	43200000	Components for information technology or broadcasting or telecommunications	43000000
ComputerEquipmentAndAccessories	43210000	Computer Equipment and Accessories	43000000
DataVoiceOrMultimediaNetworkEquipmentOrPlatformsAndAccessories	43220000	Data Voice or Multimedia Network Equipment or Platforms and Accessories	43000000
Software	43230000	Software	43000000
OfficeMachinesAndTheirSuppliesAndAccessories	44100000	Office machines and their supplies and accessories	44000000
OfficeAndDeskAccessories	44110000	Office and desk accessories	44000000
OfficeSupply	44120000	Office supply	44000000
PrintingAndPublishingEquipment	45100000	Printing and publishing equipment	45000000
AudioAndVisualPresentationAndComposingEquipment	45110000	Audio and visual presentation and composing equipment	45000000
PhotographicOrFilmingOrVideoEquipment	45120000	Photographic or filming or video equipment	45000000
PhotographicAndRecordingMedia	45130000	Photographic and recording media	45000000
PhotographicFilmmakingSupplies	45140000	Photographic filmmaking supplies	45000000
LightWeaponsAndAmmunition	46100000	Light weapons and ammunition	46000000
ConventionalWarWeapons	46110000	Conventional war weapons	46000000
Missiles	46120000	Missiles	46000000
RocketsAndSubsystems	46130000	Rockets and subsystems	46000000
Launchers	46140000	Launchers	46000000
LawEnforcement	46150000	Law enforcement	46000000
PublicSafetyAndControl	46160000	Public safety and control	46000000
SecuritySurveillanceAndDetection	46170000	Security surveillance and detection	46000000
PersonalSafetyAndProtection	46180000	Personal safety and protection	46000000
FireProtection	46190000	Fire protection	46000000
DefenseAndLawEnforcementAndSecurityAndSafetyTrainingEquipment	46200000	Defense and law enforcement and security and safety training equipment	46000000
WorkplaceSafetyEquipmentAndSuppliesAndTrainingMaterials	46210000	Workplace safety equipment and supplies and training materials	46000000
MilitaryWeaponAndAmmunitionDisarmamentAndDisposalEquipmentAndRelatedProducts	46220000	Military weapon and ammunition disarmament and disposal equipment and related products	46000000
WaterAndWastewaterTreatmentSupplyAndDisposal	47100000	Water and wastewater treatment supply and disposal	47000000
IndustrialLaundryAndDryCleaningEquipment	47110000	Industrial laundry and dry cleaning equipment	47000000
JanitorialEquipment	47120000	Janitorial equipment	47000000
CleaningAndJanitorialSupplies	47130000	Cleaning and janitorial supplies	47000000
ToxicAndHazardousWasteCleanupProducts	47140000	Toxic and hazardous waste cleanup products	47000000
InstitutionalFoodServicesEquipment	48100000	Institutional food services equipment	48000000
VendingMachines	48110000	Vending machines	48000000
GamblingOrWageringEquipment	48120000	Gambling or wagering equipment	48000000
FuneralEquipmentAndMaterials	48130000	Funeral equipment and materials	48000000
ProfessionalServiceRobot	48140000	Professional service robot	48000000
CollectiblesAndAwards	49100000	Collectibles and awards	49000000
CampingAndOutdoorEquipmentAndAccessories	49120000	Camping and outdoor equipment and accessories	49000000
FishingAndHuntingEquipment	49130000	Fishing and hunting equipment	49000000
WatersportsEquipment	49140000	Watersports equipment	49000000
WinterSportsEquipment	49150000	Winter sports equipment	49000000
FieldAndCourtSportsEquipment	49160000	Field and court sports equipment	49000000
GymnasticsAndBoxingEquipment	49170000	Gymnastics and boxing equipment	49000000
TargetAndTableGamesAndEquipment	49180000	Target and table games and equipment	49000000
FitnessEquipment	49200000	Fitness equipment	49000000
OtherSports	49210000	Other sports	49000000
SportsEquipmentAndAccessories	49220000	Sports equipment and accessories	49000000
RecreationAndPlaygroundAndSwimmingAndSpaEquipmentAndSupplies	49240000	Recreation and playground and swimming and spa equipment and supplies	49000000
NutsAndSeeds	50100000	Nuts and seeds	50000000
MeatAndPoultryProducts	50110000	Meat and poultry products	50000000
Seafood	50120000	Seafood	50000000
DairyProductsAndEggs	50130000	Dairy products and eggs	50000000
EdibleOilsAndFats	50150000	Edible oils and fats	50000000
ChocolateAndSugarsAndSweetenersAndConfectionaryProducts	50160000	Chocolate and sugars and sweeteners and confectionary products	50000000
SeasoningsAndPreservatives	50170000	Seasonings and preservatives	50000000
BreadAndBakeryProducts	50180000	Bread and bakery products	50000000
PreparedAndPreservedFoods	50190000	Prepared and preserved foods	50000000
Beverages	50200000	Beverages	50000000
TobaccoAndSmokingProductsAndSubstitutes	50210000	Tobacco and smoking products and substitutes	50000000
CerealAndPulseProducts	50220000	Cereal and pulse products	50000000
FreshFruits	50300000	Fresh fruits	50000000
OrganicFreshFruits	50310000	Organic fresh fruits	50000000
DriedFruit	50320000	Dried fruit	50000000
DriedOrganicFruit	50330000	Dried organic fruit	50000000
FrozenFruit	50340000	Frozen fruit	50000000
FrozenOrganicFruit	50350000	Frozen organic fruit	50000000
CannedOrJarredFruit	50360000	Canned or jarred fruit	50000000
CannedOrJarredOrganicFruit	50370000	Canned or jarred organic fruit	50000000
FreshFruitPurees	50380000	Fresh fruit purees	50000000
OrganicFreshFruitPurees	50390000	Organic fresh fruit purees	50000000
FreshVegetables	50400000	Fresh vegetables	50000000
OrganicFreshVegetables	50410000	Organic fresh vegetables	50000000
DriedVegetables	50420000	Dried vegetables	50000000
DriedOrganicVegetables	50430000	Dried organic vegetables	50000000
FrozenVegetables	50440000	Frozen vegetables	50000000
FrozenOrganicVegetables	50450000	Frozen organic vegetables	50000000
CannedOrJarredVegetables	50460000	Canned or jarred vegetables	50000000
CannedOrJarredOrganicVegetables	50470000	Canned or jarred organic vegetables	50000000
FreshVegetablePurees	50480000	Fresh vegetable purees	50000000
OrganicFreshVegetablePurees	50490000	Organic fresh vegetable purees	50000000
NutritionalSupplements	50500000	Nutritional supplements	50000000
NonGmoFreshFruits	50520000	Non GMO fresh fruits	50000000
DriedNonGmoFruits	50530000	Dried non GMO fruits	50000000
FrozenNonGmoFruits	50540000	Frozen non GMO fruits	50000000
CannedOrJarredNonGmoFruits	50550000	Canned or jarred non GMO fruits	50000000
NonGmoFreshFruitPurees	50560000	Non GMO fresh fruit purees	50000000
NonGmoFreshVegetables	50580000	Non GMO fresh vegetables	50000000
DriedNonGmoVegetables	50590000	Dried Non GMO vegetables	50000000
FrozenNonGmoVegetables	50600000	Frozen Non GMO vegetables	50000000
CannedOrJarredNonGmoVegetables	50610000	Canned or jarred Non GMO vegetables	50000000
NonGmoFreshVegetablePurees	50620000	Non GMO fresh vegetable purees	50000000
FreshVegetablesProcessed	50630000	Fresh vegetables processed	50000000
AmebicidesAndTrichomonacidesAndAntiprotozoals	51100000	Amebicides and trichomonacides and antiprotozoals	51000000
AntineoplasticAgents	51110000	Antineoplastic agents	51000000
AntiarrythmicsAndAntianginalsAndCardioplegicsAndDrugsForHeartFailure	51120000	Antiarrythmics and antianginals and cardioplegics and drugs for heart failure	51000000
HematolicDrugs	51130000	Hematolic drugs	51000000
CentralNervousSystemDrugs	51140000	Central nervous system drugs	51000000
AutonomicNervousSystemDrugs	51150000	Autonomic nervous system drugs	51000000
DrugsAffectingTheRespiratoryTract	51160000	Drugs affecting the respiratory tract	51000000
DrugsAffectingTheGastrointestinalSystem	51170000	Drugs affecting the gastrointestinal system	51000000
HormonesAndHormoneAntagonists	51180000	Hormones and hormone antagonists	51000000
AgentsAffectingWaterAndElectrolytes	51190000	Agents affecting water and electrolytes	51000000
ImmunomodulatingDrugs	51200000	Immunomodulating drugs	51000000
DrugsAffectingTheEarsEyeNoseAndSkin	51240000	Drugs affecting the ears, eye, nose and skin	51000000
AdrenergicBlockingAgents	51260000	Adrenergic blocking agents	51000000
AnaestheticDrugsAndRelatedAdjunctsAndAnaleptics	51270000	Anaesthetic drugs and related adjuncts and analeptics	51000000
Antibacterials	51280000	Antibacterials	51000000
Antidepressants	51290000	Antidepressants	51000000
AntifungalDrugs	51300000	Antifungal drugs	51000000
AntihistaminesOrH1Blockers	51310000	Antihistamines or H1 blockers	51000000
AntihyperlipidemicAndHypocholesterolemicAgents	51320000	Antihyperlipidemic and hypocholesterolemic agents	51000000
Antipsychotics	51330000	Antipsychotics	51000000
AntiviralDrugs	51340000	Antiviral drugs	51000000
EstrogensAndProgestinsAndInternalContraceptives	51350000	Estrogens and progestins and internal contraceptives	51000000
Hypnotics	51360000	Hypnotics	51000000
ControlledSubstanceAnalgesics	51370000	Controlled substance analgesics	51000000
NonsteroidalAntiInflammatoryDrugsNsaids	51380000	Nonsteroidal anti inflammatory drugs NSAIDs	51000000
SympathomimeticOrAdrenergicDrugs	51390000	Sympathomimetic or adrenergic drugs	51000000
TranquilizersAndAntimanicAndAntianxietyDrugs	51400000	Tranquilizers and antimanic and antianxiety drugs	51000000
Vasodilators	51410000	Vasodilators	51000000
Corticosteroids	51420000	Corticosteroids	51000000
AntihypertensiveDrugs	51430000	Antihypertensive drugs	51000000
RadiopharmaceuticalsAndContrastMedia	51440000	Radiopharmaceuticals and contrast media	51000000
Anthelmintics	51450000	Anthelmintics	51000000
HerbalDrugs	51460000	Herbal drugs	51000000
Antiseptics	51470000	Antiseptics	51000000
FloorCoverings	52100000	Floor coverings	52000000
BedclothesAndTableAndKitchenLinenAndTowels	52120000	Bedclothes and table and kitchen linen and towels	52000000
WindowTreatments	52130000	Window treatments	52000000
DomesticAppliances	52140000	Domestic appliances	52000000
DomesticKitchenwareAndKitchenSupplies	52150000	Domestic kitchenware and kitchen supplies	52000000
ConsumerElectronics	52160000	Consumer electronics	52000000
DomesticWallTreatments	52170000	Domestic wall treatments	52000000
Clothing	53100000	Clothing	53000000
Footwear	53110000	Footwear	53000000
LuggageAndHandbagsAndPacksAndCases	53120000	Luggage and handbags and packs and cases	53000000
PersonalCareProducts	53130000	Personal care products	53000000
SewingSuppliesAndAccessories	53140000	Sewing supplies and accessories	53000000
Jewelry	54100000	Jewelry	54000000
Timepieces	54110000	Timepieces	54000000
Gemstones	54120000	Gemstones	54000000
PrintedMedia	55100000	Printed media	55000000
ElectronicReferenceMaterial	55110000	Electronic reference material	55000000
SignageAndAccessories	55120000	Signage and accessories	55000000
AccommodationFurniture	56100000	Accommodation furniture	56000000
CommercialAndIndustrialFurniture	56110000	Commercial and industrial furniture	56000000
ClassroomAndInstructionalAndInstitutionalFurnitureAndFixtures	56120000	Classroom and instructional and institutional furniture and fixtures	56000000
MerchandisingFurnitureAndAccessories	56130000	Merchandising furniture and accessories	56000000
DecorativeAdornments	56140000	Decorative adornments	56000000
SurvivalSupplies	57010000	Survival supplies	57000000
ServicesRelatedToHumanitarianReliefActions	57020000	Services related to humanitarian relief actions	57000000
HumanitarianHealthSupplies	57030000	Humanitarian health supplies	57000000
EducationalOrRecreationalItems	57040000	Educational or recreational items	57000000
HumanitarianReliefFood	57050000	Humanitarian relief food	57000000
ShelterAndReliefItems	57060000	Shelter and relief items	57000000
HumanitarianLogisticsSupplies	57070000	Humanitarian logistics supplies	57000000
HumanitarianItEquipment	57080000	Humanitarian IT equipment	57000000
DevelopmentalAndProfessionalTeachingAidsAndMaterialsAndAccessoriesAndSupplies	60100000	Developmental and professional teaching aids and materials and accessories and supplies	60000000
ClassroomDecorativesAndSupplies	60110000	Classroom decoratives and supplies	60000000
ArtsAndCraftsEquipmentAndAccessoriesAndSupplies	60120000	Arts and crafts equipment and accessories and supplies	60000000
MusicalInstrumentsAndPartsAndAccessories	60130000	Musical Instruments and parts and accessories	60000000
ToysAndGames	60140000	Toys and games	60000000
BankOfferedProducts	64100000	Bank offered products	64000000
Securities	64110000	Securities	64000000
InsurableInterestContracts	64120000	Insurable interest contracts	64000000
GeneralAgreementsAndContracts	64130000	General agreements and contracts	64000000
GovernmentalPropertyRightConferrals	64140000	Governmental property right conferrals	64000000
MonetaryInstrumentsOrCurrency	64150000	Monetary instruments or currency	64000000
FisheriesAndAquaculture	70100000	Fisheries and aquaculture	70000000
Horticulture	70110000	Horticulture	70000000
LivestockServices	70120000	Livestock services	70000000
LandAndSoilPreparationAndManagementAndProtection	70130000	Land and soil preparation and management and protection	70000000
CropProductionAndManagementAndProtection	70140000	Crop production and management and protection	70000000
Forestry	70150000	Forestry	70000000
WildlifeAndFlora	70160000	Wildlife and flora	70000000
WaterResourcesDevelopmentAndOversight	70170000	Water resources development and oversight	70000000
MiningServices	71100000	Mining services	71000000
OilAndGasExplorationServices	71110000	Oil and gas exploration services	71000000
WellDrillingAndConstructionServices	71120000	Well drilling and construction services	71000000
OilAndGasExtractionAndProductionEnhancementServices	71130000	Oil and gas extraction and production enhancement services	71000000
OilAndGasRestorationAndReclamationServices	71140000	Oil and gas restoration and reclamation services	71000000
OilAndGasDataManagementAndProcessingServices	71150000	Oil and gas data management and processing services	71000000
OilAndGasWellProjectManagementServices	71160000	Oil and gas well project management services	71000000
OilAndGasLaboratoryTestingServices	71170000	Oil and gas laboratory testing services	71000000
BuildingAndFacilityMaintenanceAndRepairServices	72100000	Building and facility maintenance and repair services	72000000
ResidentialBuildingConstructionServices	72110000	Residential building construction services	72000000
NonresidentialBuildingConstructionServices	72120000	Nonresidential building construction services	72000000
HeavyConstructionServices	72140000	Heavy construction services	72000000
SpecializedTradeConstructionAndMaintenanceServices	72150000	Specialized trade construction and maintenance services	72000000
PlasticAndChemicalIndustries	73100000	Plastic and chemical industries	73000000
WoodAndPaperIndustries	73110000	Wood and paper industries	73000000
MetalAndMineralIndustries	73120000	Metal and mineral industries	73000000
FoodAndBeverageIndustries	73130000	Food and beverage industries	73000000
FibersAndTextilesAndFabricIndustries	73140000	Fibers and textiles and fabric industries	73000000
ManufacturingSupportServices	73150000	Manufacturing support services	73000000
MachineryAndTransportEquipmentManufacture	73160000	Machinery and transport equipment manufacture	73000000
