url	ns	type	id	code	name	description	subject	predicate	object	sourceUrl	sourceNs
https://processes.org.ai/Companies.identify.PoliticalFactors	processes.org.ai	Statement	Companies.identify.PoliticalFactors		Identify political and regulatory factors	Identify political and regulatory factors	Companies	identify	PoliticalFactors	https://apqc.org.ai/Companies.identify.PoliticalFactors	apqc.org.ai
https://processes.org.ai/Companies.identify.RegulatoryFactors	processes.org.ai	Statement	Companies.identify.RegulatoryFactors		Identify political and regulatory factors	Identify political and regulatory factors	Companies	identify	RegulatoryFactors	https://apqc.org.ai/Companies.identify.RegulatoryFactors	apqc.org.ai
https://processes.org.ai/Companies.identify.EnvironmentalFactors	processes.org.ai	Statement	Companies.identify.EnvironmentalFactors		Identify environmental factors	Identify environmental factors	Companies	identify	EnvironmentalFactors	https://apqc.org.ai/Companies.identify.EnvironmentalFactors	apqc.org.ai
https://processes.org.ai/Companies.identify.SocialChanges	processes.org.ai	Statement	Companies.identify.SocialChanges		Identify social and cultural changes	Identify social and cultural changes	Companies	identify	SocialChanges	https://apqc.org.ai/Companies.identify.SocialChanges	apqc.org.ai
https://processes.org.ai/Companies.identify.CulturalChanges	processes.org.ai	Statement	Companies.identify.CulturalChanges		Identify social and cultural changes	Identify social and cultural changes	Companies	identify	CulturalChanges	https://apqc.org.ai/Companies.identify.CulturalChanges	apqc.org.ai
https://processes.org.ai/Companies.assess.NewTechnologies	processes.org.ai	Statement	Companies.assess.NewTechnologies		Assess new technologies	Assess new technologies	Companies	assess	NewTechnologies	https://apqc.org.ai/Companies.assess.NewTechnologies	apqc.org.ai
https://processes.org.ai/Companies.analyze.Demographics	processes.org.ai	Statement	Companies.analyze.Demographics		Analyze demographics	Analyze demographics	Companies	analyze	Demographics	https://apqc.org.ai/Companies.analyze.Demographics	apqc.org.ai
https://processes.org.ai/Companies.evaluate.IntellectualProperty	processes.org.ai	Statement	Companies.evaluate.IntellectualProperty		Evaluate intellectual property	Evaluate intellectual property	Companies	evaluate	IntellectualProperty	https://apqc.org.ai/Companies.evaluate.IntellectualProperty	apqc.org.ai
https://processes.org.ai/Companies.survey.MarketCustomerNeeds	processes.org.ai	Statement	Companies.survey.MarketCustomerNeeds		Survey market and determine customer needs and wants	Survey market and determine customer needs and wants	Companies	survey	MarketCustomerNeeds	https://apqc.org.ai/Companies.survey.MarketCustomerNeeds	apqc.org.ai
https://processes.org.ai/Companies.survey.Wants	processes.org.ai	Statement	Companies.survey.Wants		Survey market and determine customer needs and wants	Survey market and determine customer needs and wants	Companies	survey	Wants	https://apqc.org.ai/Companies.survey.Wants	apqc.org.ai
https://processes.org.ai/Companies.survey.DetermineCustomerNeeds	processes.org.ai	Statement	Companies.survey.DetermineCustomerNeeds		Survey market and determine customer needs and wants	Survey market and determine customer needs and wants	Companies	survey	DetermineCustomerNeeds	https://apqc.org.ai/Companies.survey.DetermineCustomerNeeds	apqc.org.ai
https://processes.org.ai/Companies.survey.Wants	processes.org.ai	Statement	Companies.survey.Wants		Survey market and determine customer needs and wants	Survey market and determine customer needs and wants	Companies	survey	Wants	https://apqc.org.ai/Companies.survey.Wants	apqc.org.ai
https://processes.org.ai/Companies.conduct.QualitativeQuantitativeResearch	processes.org.ai	Statement	Companies.conduct.QualitativeQuantitativeResearch		Conduct qualitative/quantitative research and assessments	Conduct qualitative/quantitative research and assessments	Companies	conduct	QualitativeQuantitativeResearch	https://apqc.org.ai/Companies.conduct.QualitativeQuantitativeResearch	apqc.org.ai
https://processes.org.ai/Companies.conduct.Assessments	processes.org.ai	Statement	Companies.conduct.Assessments		Conduct qualitative/quantitative research and assessments	Conduct qualitative/quantitative research and assessments	Companies	conduct	Assessments	https://apqc.org.ai/Companies.conduct.Assessments	apqc.org.ai
https://processes.org.ai/Companies.capture.CustomerNeeds	processes.org.ai	Statement	Companies.capture.CustomerNeeds		Capture customer needs and wants	Capture customer needs and wants	Companies	capture	CustomerNeeds	https://apqc.org.ai/Companies.capture.CustomerNeeds	apqc.org.ai
https://processes.org.ai/Companies.capture.Wants	processes.org.ai	Statement	Companies.capture.Wants		Capture customer needs and wants	Capture customer needs and wants	Companies	capture	Wants	https://apqc.org.ai/Companies.capture.Wants	apqc.org.ai
https://processes.org.ai/Companies.assess.CustomerNeeds	processes.org.ai	Statement	Companies.assess.CustomerNeeds		Assess customer needs and wants	Assess customer needs and wants	Companies	assess	CustomerNeeds	https://apqc.org.ai/Companies.assess.CustomerNeeds	apqc.org.ai
https://processes.org.ai/Companies.assess.Wants	processes.org.ai	Statement	Companies.assess.Wants		Assess customer needs and wants	Assess customer needs and wants	Companies	assess	Wants	https://apqc.org.ai/Companies.assess.Wants	apqc.org.ai
https://processes.org.ai/Companies.assess.InternalEnvironment	processes.org.ai	Statement	Companies.assess.InternalEnvironment		Assess the internal environment	Assess the internal environment	Companies	assess	InternalEnvironment	https://apqc.org.ai/Companies.assess.InternalEnvironment	apqc.org.ai
https://processes.org.ai/Companies.analyze.OrganizationalCharacteristics	processes.org.ai	Statement	Companies.analyze.OrganizationalCharacteristics		Analyze organizational characteristics	Analyze organizational characteristics	Companies	analyze	OrganizationalCharacteristics	https://apqc.org.ai/Companies.analyze.OrganizationalCharacteristics	apqc.org.ai
https://processes.org.ai/Companies.analyze.InternalOperations	processes.org.ai	Statement	Companies.analyze.InternalOperations		Analyze internal operations	Analyze internal operations	Companies	analyze	InternalOperations	https://apqc.org.ai/Companies.analyze.InternalOperations	apqc.org.ai
https://processes.org.ai/Companies.create.Baselines.for.CurrentProcesses	processes.org.ai	Statement	Companies.create.Baselines.for.CurrentProcesses		Create baselines for current processes	Create baselines for current processes	Companies	create	Baselines	https://apqc.org.ai/Companies.create.Baselines.for.CurrentProcesses	apqc.org.ai
https://processes.org.ai/Companies.analyze.Systems	processes.org.ai	Statement	Companies.analyze.Systems		Analyze systems and technology	Analyze systems and technology	Companies	analyze	Systems	https://apqc.org.ai/Companies.analyze.Systems	apqc.org.ai
https://processes.org.ai/Companies.analyze.Technology	processes.org.ai	Statement	Companies.analyze.Technology		Analyze systems and technology	Analyze systems and technology	Companies	analyze	Technology	https://apqc.org.ai/Companies.analyze.Technology	apqc.org.ai
https://processes.org.ai/Companies.analyze.FinancialHealth	processes.org.ai	Statement	Companies.analyze.FinancialHealth		Analyze financial health	Analyze financial health	Companies	analyze	FinancialHealth	https://apqc.org.ai/Companies.analyze.FinancialHealth	apqc.org.ai
https://processes.org.ai/Companies.identify.CoreCompetencies	processes.org.ai	Statement	Companies.identify.CoreCompetencies		Identify core competencies	Identify core competencies	Companies	identify	CoreCompetencies	https://apqc.org.ai/Companies.identify.CoreCompetencies	apqc.org.ai
https://processes.org.ai/Companies.establish.StrategicVision	processes.org.ai	Statement	Companies.establish.StrategicVision		Establish strategic vision	Establish strategic vision	Companies	establish	StrategicVision	https://apqc.org.ai/Companies.establish.StrategicVision	apqc.org.ai
https://processes.org.ai/Companies.define.StrategicVision	processes.org.ai	Statement	Companies.define.StrategicVision		Define the strategic vision	Define the strategic vision	Companies	define	StrategicVision	https://apqc.org.ai/Companies.define.StrategicVision	apqc.org.ai
https://processes.org.ai/Companies.align.Stakeholders.around.StrategicVision	processes.org.ai	Statement	Companies.align.Stakeholders.around.StrategicVision		Align stakeholders around strategic vision	Align stakeholders around strategic vision	Companies	align	Stakeholders.around.StrategicVision	https://apqc.org.ai/Companies.align.Stakeholders.around.StrategicVision	apqc.org.ai
https://processes.org.ai/Companies.communicate.StrategicVision.to.Stakeholders	processes.org.ai	Statement	Companies.communicate.StrategicVision.to.Stakeholders		Communicate strategic vision to stakeholders	Communicate strategic vision to stakeholders	Companies	communicate	StrategicVision	https://apqc.org.ai/Companies.communicate.StrategicVision.to.Stakeholders	apqc.org.ai
https://processes.org.ai/Companies.conduct.OrganizationRestructuringOpportunities	processes.org.ai	Statement	Companies.conduct.OrganizationRestructuringOpportunities		Conduct organization restructuring opportunities	Conduct organization restructuring opportunities	Companies	conduct	OrganizationRestructuringOpportunities	https://apqc.org.ai/Companies.conduct.OrganizationRestructuringOpportunities	apqc.org.ai
https://processes.org.ai/Companies.identify.RestructuringOpportunities	processes.org.ai	Statement	Companies.identify.RestructuringOpportunities		Identify restructuring opportunities	Identify restructuring opportunities	Companies	identify	RestructuringOpportunities	https://apqc.org.ai/Companies.identify.RestructuringOpportunities	apqc.org.ai
https://processes.org.ai/Companies.perform.DueDiligence	processes.org.ai	Statement	Companies.perform.DueDiligence		Perform due-diligence	Perform due-diligence	Companies	perform	DueDiligence	https://apqc.org.ai/Companies.perform.DueDiligence	apqc.org.ai
https://processes.org.ai/Companies.analyze.DealOptions	processes.org.ai	Statement	Companies.analyze.DealOptions		Analyze deal options	Analyze deal options	Companies	analyze	DealOptions	https://apqc.org.ai/Companies.analyze.DealOptions	apqc.org.ai
https://processes.org.ai/Companies.evaluate.AcquisitionOptions	processes.org.ai	Statement	Companies.evaluate.AcquisitionOptions		Evaluate acquisition options	Evaluate acquisition options	Companies	evaluate	AcquisitionOptions	https://apqc.org.ai/Companies.evaluate.AcquisitionOptions	apqc.org.ai
https://processes.org.ai/Companies.evaluate.MergerOptions	processes.org.ai	Statement	Companies.evaluate.MergerOptions		Evaluate merger options	Evaluate merger options	Companies	evaluate	MergerOptions	https://apqc.org.ai/Companies.evaluate.MergerOptions	apqc.org.ai
https://processes.org.ai/Companies.evaluate.DeMergerOptions	processes.org.ai	Statement	Companies.evaluate.DeMergerOptions		Evaluate de-merger options	Evaluate de-merger options	Companies	evaluate	DeMergerOptions	https://apqc.org.ai/Companies.evaluate.DeMergerOptions	apqc.org.ai
https://processes.org.ai/Companies.evaluate.DivestureOptions	processes.org.ai	Statement	Companies.evaluate.DivestureOptions		Evaluate divesture options	Evaluate divesture options	Companies	evaluate	DivestureOptions	https://apqc.org.ai/Companies.evaluate.DivestureOptions	apqc.org.ai
https://processes.org.ai/Companies.develop.BusinessStrategy	processes.org.ai	Statement	Companies.develop.BusinessStrategy		Develop business strategy	Develop business strategy	Companies	develop	BusinessStrategy	https://apqc.org.ai/Companies.develop.BusinessStrategy	apqc.org.ai
https://processes.org.ai/Companies.develop.OverallMissionStatement	processes.org.ai	Statement	Companies.develop.OverallMissionStatement		Develop overall mission statement	Develop overall mission statement	Companies	develop	OverallMissionStatement	https://apqc.org.ai/Companies.develop.OverallMissionStatement	apqc.org.ai
https://processes.org.ai/Companies.define.CurrentBusiness	processes.org.ai	Statement	Companies.define.CurrentBusiness		Define current business	Define current business	Companies	define	CurrentBusiness	https://apqc.org.ai/Companies.define.CurrentBusiness	apqc.org.ai
https://processes.org.ai/Companies.formulate.Mission	processes.org.ai	Statement	Companies.formulate.Mission		Formulate mission	Formulate mission	Companies	formulate	Mission	https://apqc.org.ai/Companies.formulate.Mission	apqc.org.ai
https://processes.org.ai/Companies.communicate.Mission	processes.org.ai	Statement	Companies.communicate.Mission		Communicate mission	Communicate mission	Companies	communicate	Mission	https://apqc.org.ai/Companies.communicate.Mission	apqc.org.ai
https://processes.org.ai/Companies.define.StrategicOptions.to.AchieveMission	processes.org.ai	Statement	Companies.define.StrategicOptions.to.AchieveMission		Define and evaluate strategic options to achieve the mission	Define and evaluate strategic options to achieve the mission	Companies	define	StrategicOptions	https://apqc.org.ai/Companies.define.StrategicOptions.to.AchieveMission	apqc.org.ai
https://processes.org.ai/Companies.evaluate.StrategicOptions.to.AchieveMission	processes.org.ai	Statement	Companies.evaluate.StrategicOptions.to.AchieveMission		Define and evaluate strategic options to achieve the mission	Define and evaluate strategic options to achieve the mission	Companies	evaluate	StrategicOptions	https://apqc.org.ai/Companies.evaluate.StrategicOptions.to.AchieveMission	apqc.org.ai
https://processes.org.ai/Companies.define.StrategicOptions	processes.org.ai	Statement	Companies.define.StrategicOptions		Define strategic options	Define strategic options	Companies	define	StrategicOptions	https://apqc.org.ai/Companies.define.StrategicOptions	apqc.org.ai
https://processes.org.ai/Companies.select.Partnerships.to.SupportExtendedEnterprise	processes.org.ai	Statement	Companies.select.Partnerships.to.SupportExtendedEnterprise		Select partnerships and relationships to support the extended enterprise	Select partnerships and relationships to support the extended enterprise	Companies	select	Partnerships	https://apqc.org.ai/Companies.select.Partnerships.to.SupportExtendedEnterprise	apqc.org.ai
https://processes.org.ai/Companies.select.Relationships.to.SupportExtendedEnterprise	processes.org.ai	Statement	Companies.select.Relationships.to.SupportExtendedEnterprise		Select partnerships and relationships to support the extended enterprise	Select partnerships and relationships to support the extended enterprise	Companies	select	Relationships	https://apqc.org.ai/Companies.select.Relationships.to.SupportExtendedEnterprise	apqc.org.ai
https://processes.org.ai/Companies.assess.Impact.of.Option	processes.org.ai	Statement	Companies.assess.Impact.of.Option		Assess and analyze impact of each option	Assess and analyze impact of each option	Companies	assess	Impact	https://apqc.org.ai/Companies.assess.Impact.of.Option	apqc.org.ai
https://processes.org.ai/Companies.analyze.Impact.of.Option	processes.org.ai	Statement	Companies.analyze.Impact.of.Option		Assess and analyze impact of each option	Assess and analyze impact of each option	Companies	analyze	Impact	https://apqc.org.ai/Companies.analyze.Impact.of.Option	apqc.org.ai
https://processes.org.ai/Companies.identify.Implications.for.KeyOperatingModelBusinessElementsRequireChange	processes.org.ai	Statement	Companies.identify.Implications.for.KeyOperatingModelBusinessElementsRequireChange		Identify implications for key operating model business elements that require change	Identify implications for key operating model business elements that require change	Companies	identify	Implications	https://apqc.org.ai/Companies.identify.Implications.for.KeyOperatingModelBusinessElementsRequireChange	apqc.org.ai
https://processes.org.ai/Companies.identify.Implications.for.KeyTechnologyAspects	processes.org.ai	Statement	Companies.identify.Implications.for.KeyTechnologyAspects		Identify implications for key technology aspects	Identify implications for key technology aspects	Companies	identify	Implications	https://apqc.org.ai/Companies.identify.Implications.for.KeyTechnologyAspects	apqc.org.ai
https://processes.org.ai/Companies.evaluate.BBOptions	processes.org.ai	Statement	Companies.evaluate.BBOptions		Evaluate B2B options	Evaluate B2B options	Companies	evaluate	BBOptions	https://apqc.org.ai/Companies.evaluate.BBOptions	apqc.org.ai
https://processes.org.ai/Companies.evaluate.BCOptions	processes.org.ai	Statement	Companies.evaluate.BCOptions		Evaluate B2C options	Evaluate B2C options	Companies	evaluate	BCOptions	https://apqc.org.ai/Companies.evaluate.BCOptions	apqc.org.ai
https://processes.org.ai/Companies.evaluate.PartnerAllianceOptions	processes.org.ai	Statement	Companies.evaluate.PartnerAllianceOptions		Evaluate partner/alliance options	Evaluate partner/alliance options	Companies	evaluate	PartnerAllianceOptions	https://apqc.org.ai/Companies.evaluate.PartnerAllianceOptions	apqc.org.ai
https://processes.org.ai/Companies.evaluate.IpAcquisitionOptions	processes.org.ai	Statement	Companies.evaluate.IpAcquisitionOptions		Evaluate IP acquisition options	Evaluate IP acquisition options	Companies	evaluate	IpAcquisitionOptions	https://apqc.org.ai/Companies.evaluate.IpAcquisitionOptions	apqc.org.ai
https://processes.org.ai/Companies.evaluate.InnovationOptions	processes.org.ai	Statement	Companies.evaluate.InnovationOptions		Evaluate innovation options	Evaluate innovation options	Companies	evaluate	InnovationOptions	https://apqc.org.ai/Companies.evaluate.InnovationOptions	apqc.org.ai
https://processes.org.ai/Companies.evaluate.SustainabilityOptions	processes.org.ai	Statement	Companies.evaluate.SustainabilityOptions		Evaluate sustainability options	Evaluate sustainability options	Companies	evaluate	SustainabilityOptions	https://apqc.org.ai/Companies.evaluate.SustainabilityOptions	apqc.org.ai
https://processes.org.ai/Companies.evaluate.GlobalSupportOptions	processes.org.ai	Statement	Companies.evaluate.GlobalSupportOptions		Evaluate global support options	Evaluate global support options	Companies	evaluate	GlobalSupportOptions	https://apqc.org.ai/Companies.evaluate.GlobalSupportOptions	apqc.org.ai
https://processes.org.ai/Companies.evaluate.SharedServicesOptions	processes.org.ai	Statement	Companies.evaluate.SharedServicesOptions		Evaluate shared services options	Evaluate shared services options	Companies	evaluate	SharedServicesOptions	https://apqc.org.ai/Companies.evaluate.SharedServicesOptions	apqc.org.ai
https://processes.org.ai/Companies.evaluate.LeanContinuousImprovementOptions	processes.org.ai	Statement	Companies.evaluate.LeanContinuousImprovementOptions		Evaluate lean/continuous improvement options	Evaluate lean/continuous improvement options	Companies	evaluate	LeanContinuousImprovementOptions	https://apqc.org.ai/Companies.evaluate.LeanContinuousImprovementOptions	apqc.org.ai
https://processes.org.ai/Companies.set.LongTermEnterpriseStrategy	processes.org.ai	Statement	Companies.set.LongTermEnterpriseStrategy		Set/Develop long-term enterprise strategy	Set/Develop long-term enterprise strategy	Companies	set	LongTermEnterpriseStrategy	https://apqc.org.ai/Companies.set.LongTermEnterpriseStrategy	apqc.org.ai
https://processes.org.ai/Companies.develop.LongTermEnterpriseStrategy	processes.org.ai	Statement	Companies.develop.LongTermEnterpriseStrategy		Set/Develop long-term enterprise strategy	Set/Develop long-term enterprise strategy	Companies	develop	LongTermEnterpriseStrategy	https://apqc.org.ai/Companies.develop.LongTermEnterpriseStrategy	apqc.org.ai
https://processes.org.ai/Companies.develop.PartnerAllianceStrategy	processes.org.ai	Statement	Companies.develop.PartnerAllianceStrategy		Develop partner/alliance strategy	Develop partner/alliance strategy	Companies	develop	PartnerAllianceStrategy	https://apqc.org.ai/Companies.develop.PartnerAllianceStrategy	apqc.org.ai
https://processes.org.ai/Companies.develop.SustainabilityStrategy	processes.org.ai	Statement	Companies.develop.SustainabilityStrategy		Develop sustainability strategy	Develop sustainability strategy	Companies	develop	SustainabilityStrategy	https://apqc.org.ai/Companies.develop.SustainabilityStrategy	apqc.org.ai
https://processes.org.ai/Companies.develop.MergerDemergerAcquisitionExitStrategy	processes.org.ai	Statement	Companies.develop.MergerDemergerAcquisitionExitStrategy		Develop merger/demerger/acquisition/exit strategy	Develop merger/demerger/acquisition/exit strategy	Companies	develop	MergerDemergerAcquisitionExitStrategy	https://apqc.org.ai/Companies.develop.MergerDemergerAcquisitionExitStrategy	apqc.org.ai
https://processes.org.ai/Companies.develop.InnovationStrategy	processes.org.ai	Statement	Companies.develop.InnovationStrategy		Develop innovation strategy	Develop innovation strategy	Companies	develop	InnovationStrategy	https://apqc.org.ai/Companies.develop.InnovationStrategy	apqc.org.ai
https://processes.org.ai/Companies.develop.GlobalSupportStrategy	processes.org.ai	Statement	Companies.develop.GlobalSupportStrategy		Develop global support strategy	Develop global support strategy	Companies	develop	GlobalSupportStrategy	https://apqc.org.ai/Companies.develop.GlobalSupportStrategy	apqc.org.ai
https://processes.org.ai/Companies.develop.SharedServicesStrategy	processes.org.ai	Statement	Companies.develop.SharedServicesStrategy		Develop shared services strategy	Develop shared services strategy	Companies	develop	SharedServicesStrategy	https://apqc.org.ai/Companies.develop.SharedServicesStrategy	apqc.org.ai
https://processes.org.ai/Companies.develop.LeanContinuousImprovementStrategy	processes.org.ai	Statement	Companies.develop.LeanContinuousImprovementStrategy		Develop lean/continuous improvement strategy	Develop lean/continuous improvement strategy	Companies	develop	LeanContinuousImprovementStrategy	https://apqc.org.ai/Companies.develop.LeanContinuousImprovementStrategy	apqc.org.ai
https://processes.org.ai/Companies.coordinate.CrossFunctionalProcessStrategies	processes.org.ai	Statement	Companies.coordinate.CrossFunctionalProcessStrategies		Coordinate and align cross-functional and process strategies	Coordinate and align cross-functional and process strategies	Companies	coordinate	CrossFunctionalProcessStrategies	https://apqc.org.ai/Companies.coordinate.CrossFunctionalProcessStrategies	apqc.org.ai
https://processes.org.ai/Companies.align.CrossFunctionalProcessStrategies	processes.org.ai	Statement	Companies.align.CrossFunctionalProcessStrategies		Coordinate and align cross-functional and process strategies	Coordinate and align cross-functional and process strategies	Companies	align	CrossFunctionalProcessStrategies	https://apqc.org.ai/Companies.align.CrossFunctionalProcessStrategies	apqc.org.ai
https://processes.org.ai/Companies.create.OrganizationalDesign	processes.org.ai	Statement	Companies.create.OrganizationalDesign		Create organizational design	Create organizational design	Companies	create	OrganizationalDesign	https://apqc.org.ai/Companies.create.OrganizationalDesign	apqc.org.ai
https://processes.org.ai/Companies.evaluate.Breadth.of.OrganizationalStructure	processes.org.ai	Statement	Companies.evaluate.Breadth.of.OrganizationalStructure		Evaluate breadth and depth of organizational structure	Evaluate breadth and depth of organizational structure	Companies	evaluate	Breadth	https://apqc.org.ai/Companies.evaluate.Breadth.of.OrganizationalStructure	apqc.org.ai
https://processes.org.ai/Companies.evaluate.Depth.of.OrganizationalStructure	processes.org.ai	Statement	Companies.evaluate.Depth.of.OrganizationalStructure		Evaluate breadth and depth of organizational structure	Evaluate breadth and depth of organizational structure	Companies	evaluate	Depth	https://apqc.org.ai/Companies.evaluate.Depth.of.OrganizationalStructure	apqc.org.ai
https://processes.org.ai/Companies.perform.JobSpecificRolesMappingAnalyses	processes.org.ai	Statement	Companies.perform.JobSpecificRolesMappingAnalyses		Perform job-specific roles mapping and value-added analyses	Perform job-specific roles mapping and value-added analyses	Companies	perform	JobSpecificRolesMappingAnalyses	https://apqc.org.ai/Companies.perform.JobSpecificRolesMappingAnalyses	apqc.org.ai
https://processes.org.ai/Companies.perform.ValueAddedAnalyses	processes.org.ai	Statement	Companies.perform.ValueAddedAnalyses		Perform job-specific roles mapping and value-added analyses	Perform job-specific roles mapping and value-added analyses	Companies	perform	ValueAddedAnalyses	https://apqc.org.ai/Companies.perform.ValueAddedAnalyses	apqc.org.ai
https://processes.org.ai/Companies.develop.RoleActivityDiagrams.to.AssessHandOffActivity	processes.org.ai	Statement	Companies.develop.RoleActivityDiagrams.to.AssessHandOffActivity		Develop role activity diagrams to assess hand-off activity	Develop role activity diagrams to assess hand-off activity	Companies	develop	RoleActivityDiagrams	https://apqc.org.ai/Companies.develop.RoleActivityDiagrams.to.AssessHandOffActivity	apqc.org.ai
https://processes.org.ai/Companies.perform.OrganizationRedesignWorkshops	processes.org.ai	Statement	Companies.perform.OrganizationRedesignWorkshops		Perform organization redesign workshops	Perform organization redesign workshops	Companies	perform	OrganizationRedesignWorkshops	https://apqc.org.ai/Companies.perform.OrganizationRedesignWorkshops	apqc.org.ai
https://processes.org.ai/Companies.design.Relationships.between.OrganizationalUnits	processes.org.ai	Statement	Companies.design.Relationships.between.OrganizationalUnits		Design the relationships between organizational units	Design the relationships between organizational units	Companies	design	Relationships	https://apqc.org.ai/Companies.design.Relationships.between.OrganizationalUnits	apqc.org.ai
https://processes.org.ai/Companies.develop.RoleAnalysisDiagrams.for.KeyProcesses	processes.org.ai	Statement	Companies.develop.RoleAnalysisDiagrams.for.KeyProcesses		Develop role analysis and activity diagrams for key processes	Develop role analysis and activity diagrams for key processes	Companies	develop	RoleAnalysisDiagrams	https://apqc.org.ai/Companies.develop.RoleAnalysisDiagrams.for.KeyProcesses	apqc.org.ai
https://processes.org.ai/Companies.develop.ActivityDiagrams.for.KeyProcesses	processes.org.ai	Statement	Companies.develop.ActivityDiagrams.for.KeyProcesses		Develop role analysis and activity diagrams for key processes	Develop role analysis and activity diagrams for key processes	Companies	develop	ActivityDiagrams	https://apqc.org.ai/Companies.develop.ActivityDiagrams.for.KeyProcesses	apqc.org.ai
https://processes.org.ai/Companies.assess.OrganizationalImplication.of.FeasibleAlternatives	processes.org.ai	Statement	Companies.assess.OrganizationalImplication.of.FeasibleAlternatives		Assess organizational implication of feasible alternatives	Assess organizational implication of feasible alternatives	Companies	assess	OrganizationalImplication	https://apqc.org.ai/Companies.assess.OrganizationalImplication.of.FeasibleAlternatives	apqc.org.ai
https://processes.org.ai/Companies.migrate.to.NewOrganization	processes.org.ai	Statement	Companies.migrate.to.NewOrganization		Migrate to new organization	Migrate to new organization	Companies	migrate		https://apqc.org.ai/Companies.migrate.to.NewOrganization	apqc.org.ai
https://processes.org.ai/Companies.develop.OrganizationalObjectives	processes.org.ai	Statement	Companies.develop.OrganizationalObjectives		Develop and set organizational objectives	Develop and set organizational objectives	Companies	develop	OrganizationalObjectives	https://apqc.org.ai/Companies.develop.OrganizationalObjectives	apqc.org.ai
https://processes.org.ai/Companies.set.OrganizationalObjectives	processes.org.ai	Statement	Companies.set.OrganizationalObjectives		Develop and set organizational objectives	Develop and set organizational objectives	Companies	set	OrganizationalObjectives	https://apqc.org.ai/Companies.set.OrganizationalObjectives	apqc.org.ai
https://processes.org.ai/Companies.identify.OrganizationalObjectives	processes.org.ai	Statement	Companies.identify.OrganizationalObjectives		Identify organizational objectives	Identify organizational objectives	Companies	identify	OrganizationalObjectives	https://apqc.org.ai/Companies.identify.OrganizationalObjectives	apqc.org.ai
https://processes.org.ai/Companies.establish.BaselineMetrics	processes.org.ai	Statement	Companies.establish.BaselineMetrics		Establish baseline metrics	Establish baseline metrics	Companies	establish	BaselineMetrics	https://apqc.org.ai/Companies.establish.BaselineMetrics	apqc.org.ai
https://processes.org.ai/Companies.monitor.Performance.against.Objective	processes.org.ai	Statement	Companies.monitor.Performance.against.Objective		Monitor performance against objective	Monitor performance against objective	Companies	monitor	Performance	https://apqc.org.ai/Companies.monitor.Performance.against.Objective	apqc.org.ai
