serviceUrl	serviceName	productUrl	productName	relationshipType	confidence	matchType
https://napcs.org.ai/Service/Technicalserviceforartgallery	Technical service for art gallery	https://unspsc.org.ai/Product/ArtGallery	Art gallery	relatedTo	high	exact
https://napcs.org.ai/Service/Curatorialserviceforartgallery	Curatorial service for art gallery	https://unspsc.org.ai/Product/ArtGallery	Art gallery	relatedTo	high	exact
https://napcs.org.ai/Service/Diagnosisofbone	Diagnosis of bone	https://unspsc.org.ai/Product/Bones	Bones	relatedTo	high	partial
https://napcs.org.ai/Service/Diagnosisofaorticvalves	Diagnosis of aortic valves	https://unspsc.org.ai/Product/AorticValves	Aortic valves	relatedTo	high	exact
https://napcs.org.ai/Service/Diagnosisoftricuspidvalves	Diagnosis of tricuspid valves	https://unspsc.org.ai/Product/TricuspidValves	Tricuspid valves	relatedTo	high	exact
https://napcs.org.ai/Service/Diagnosisofgreases	Diagnosis of greases	https://unspsc.org.ai/Product/Grease	Grease	relatedTo	high	partial
https://napcs.org.ai/Service/Diagnosisofwells	Diagnosis of wells	https://unspsc.org.ai/Product/Well	Well	relatedTo	high	partial
https://napcs.org.ai/Service/Diagnosisofboneplate	Diagnosis of bone plate	https://unspsc.org.ai/Product/BonePlates	Bone plates	relatedTo	high	partial
https://napcs.org.ai/Service/Diagnosisofhand	Diagnosis of hand	https://unspsc.org.ai/Product/Hand	Hand	relatedTo	high	exact
https://napcs.org.ai/Service/Thediagnosisofhand	The diagnosis of hand	https://unspsc.org.ai/Product/Hand	Hand	relatedTo	high	exact
https://napcs.org.ai/Service/Thediagnosisofburn	The diagnosis of burn	https://unspsc.org.ai/Product/Burn	Burn	relatedTo	high	exact
https://napcs.org.ai/Service/Thediagnosisoffungicides	The diagnosis of fungicides	https://unspsc.org.ai/Product/Fungicides	Fungicides	relatedTo	high	exact
https://napcs.org.ai/Service/Thediagnosisofnicotine	The diagnosis of nicotine	https://unspsc.org.ai/Product/Nicotine	Nicotine	relatedTo	high	exact
https://napcs.org.ai/Service/Thediagnosisofnitricacids	The diagnosis of nitric acids	https://unspsc.org.ai/Product/NitricAcid	Nitric acid	relatedTo	high	partial
https://napcs.org.ai/Service/Thediagnosisoftissues	The diagnosis of tissues	https://unspsc.org.ai/Product/Tissues	Tissues	relatedTo	high	exact
https://napcs.org.ai/Service/Thediagnosisoftissue	The diagnosis of tissue	https://unspsc.org.ai/Product/Tissues	Tissues	relatedTo	high	partial
https://napcs.org.ai/Service/Thediagnosisofbus	The diagnosis of bus	https://unspsc.org.ai/Product/Bu	Bu	relatedTo	high	partial
https://napcs.org.ai/Service/Thediagnosisofskateboards	The diagnosis of skateboards	https://unspsc.org.ai/Product/Skateboard	Skateboard	relatedTo	high	partial
https://napcs.org.ai/Service/Thediagnosisofbees	The diagnosis of bees	https://unspsc.org.ai/Product/Bees	Bees	relatedTo	high	exact
https://napcs.org.ai/Service/Thediagnosisoftetracyclines	The diagnosis of tetracyclines	https://unspsc.org.ai/Product/Tetracycline	Tetracycline	relatedTo	high	partial
https://napcs.org.ai/Service/Thediagnosisofrifamycins	The diagnosis of rifamycins	https://unspsc.org.ai/Product/Rifamycin	Rifamycin	relatedTo	high	partial
https://napcs.org.ai/Service/Thediagnosisofsulfonamides	The diagnosis of sulfonamides	https://unspsc.org.ai/Product/Sulfonamides	Sulfonamides	relatedTo	high	exact
https://napcs.org.ai/Service/Thediagnosisofinsulin	The diagnosis of insulin	https://unspsc.org.ai/Product/Insulin	Insulin	relatedTo	high	exact
https://napcs.org.ai/Service/Thediagnosisofenzymes	The diagnosis of enzymes	https://unspsc.org.ai/Product/Enzymes	Enzymes	relatedTo	high	exact
https://napcs.org.ai/Service/Thediagnosisofvalproicacid	The diagnosis of valproic acid	https://unspsc.org.ai/Product/ValproicAcid	Valproic acid	relatedTo	high	exact
https://napcs.org.ai/Service/Thediagnosisofparaldehyde	The diagnosis of paraldehyde	https://unspsc.org.ai/Product/Paraldehyde	Paraldehyde	relatedTo	high	exact
https://napcs.org.ai/Service/Thediagnosisofplaguevaccine	The diagnosis of plague vaccine	https://unspsc.org.ai/Product/PlagueVaccine	Plague vaccine	relatedTo	high	exact
https://napcs.org.ai/Service/Thediagnosisoftetanusvaccine	The diagnosis of tetanus vaccine	https://unspsc.org.ai/Product/TetanusVaccine	Tetanus vaccine	relatedTo	high	exact
https://napcs.org.ai/Service/Thediagnosisofpacking	The diagnosis of packing	https://unspsc.org.ai/Product/Packings	Packings	relatedTo	high	partial
https://napcs.org.ai/Service/Thediagnosisofinfusion	The diagnosis of infusion	https://unspsc.org.ai/Product/Infusions	Infusions	relatedTo	high	partial
https://napcs.org.ai/Service/Thediagnosisofcontactlenses	The diagnosis of contact lenses	https://unspsc.org.ai/Product/ContactLenses	Contact lenses	relatedTo	high	exact
https://napcs.org.ai/Service/Thediagnosisofsutures	The diagnosis of sutures	https://unspsc.org.ai/Product/Sutures	Sutures	relatedTo	high	exact
https://napcs.org.ai/Service/Respiratoryventilationgreaterthan96consecutivehours	respiratory ventilation,  greater than 96 consecutive hours	https://unspsc.org.ai/Product/RespiratoryVentilationGreaterThan96ConsecutiveHours	Respiratory ventilation,  greater than 96 consecutive hours	relatedTo	high	exact
https://napcs.org.ai/Service/Respiratoryventilation2496consecutivehours	respiratory ventilation,  24-96 consecutive hours	https://unspsc.org.ai/Product/RespiratoryVentilation2496ConsecutiveHours	Respiratory ventilation,  24-96 consecutive hours	relatedTo	high	exact
https://napcs.org.ai/Service/Respiratoryventilationlessthan24consecutivehours	respiratory ventilation,  less than 24 consecutive hours	https://unspsc.org.ai/Product/RespiratoryVentilationLessThan24ConsecutiveHours	Respiratory ventilation,  less than 24 consecutive hours	relatedTo	high	exact
https://napcs.org.ai/Service/Ultrasonographyofleftheart	Ultrasonography of left heart	https://unspsc.org.ai/Product/UltrasonographyOfLeftHeart	Ultrasonography of left heart	relatedTo	high	exact
https://napcs.org.ai/Service/Ultrasonographyoflefthearttransesophageal	Ultrasonography of left heart, transesophageal	https://unspsc.org.ai/Product/UltrasonographyOfLeftHeartTransesophageal	Ultrasonography of left heart, transesophageal	relatedTo	high	exact
https://napcs.org.ai/Service/Ultrasonographyofleftheartintravascular	Ultrasonography of left heart, intravascular	https://unspsc.org.ai/Product/UltrasonographyOfLeftHeartIntravascular	Ultrasonography of left heart, intravascular	relatedTo	high	exact
https://napcs.org.ai/Service/Ultrasonographyofleftheartusingothercontrast	Ultrasonography of left heart using other contrast	https://unspsc.org.ai/Product/UltrasonographyOfLeftHeartUsingOtherContrast	Ultrasonography of left heart using other contrast	relatedTo	high	exact
https://napcs.org.ai/Service/Fluoroscopyofleftheartusingothercontrast	Fluoroscopy of left heart using other contrast	https://unspsc.org.ai/Product/FluoroscopyOfLeftHeartUsingOtherContrast	Fluoroscopy of left heart using other contrast	relatedTo	high	exact
https://napcs.org.ai/Service/Fluoroscopyofleftheartusinglowosmolarcontrast	Fluoroscopy of left heart using low osmolar contrast	https://unspsc.org.ai/Product/FluoroscopyOfLeftHeartUsingLowOsmolarContrast	Fluoroscopy of left heart using low osmolar contrast	relatedTo	high	exact
https://napcs.org.ai/Service/Fluoroscopyofleftheartusinghighosmolarcontrast	Fluoroscopy of left heart using high osmolar contrast	https://unspsc.org.ai/Product/FluoroscopyOfLeftHeartUsingHighOsmolarContrast	Fluoroscopy of left heart using high osmolar contrast	relatedTo	high	exact
https://napcs.org.ai/Service/Plainradiographyofleftheartusingothercontrast	Plain radiography of left heart using other contrast	https://unspsc.org.ai/Product/PlainRadiographyOfLeftHeartUsingOtherContrast	Plain radiography of left heart using other contrast	relatedTo	high	exact
https://napcs.org.ai/Service/Plainradiographyofleftheartusinglowosmolarcontrast	Plain radiography of left heart using low osmolar contrast	https://unspsc.org.ai/Product/PlainRadiographyOfLeftHeartUsingLowOsmolarContrast	Plain radiography of left heart using low osmolar contrast	relatedTo	high	exact
https://napcs.org.ai/Service/Plainradiographyofleftheartusinghighosmolarcontrast	Plain radiography of left heart using high osmolar contrast	https://unspsc.org.ai/Product/PlainRadiographyOfLeftHeartUsingHighOsmolarContrast	Plain radiography of left heart using high osmolar contrast	relatedTo	high	exact
https://napcs.org.ai/Service/Ultrasonographyofabdomen	Ultrasonography of abdomen	https://unspsc.org.ai/Product/UltrasonographyOfAbdomen	Ultrasonography of abdomen	relatedTo	high	exact
https://napcs.org.ai/Service/Fluoroscopyofpelvis	Fluoroscopy of pelvis	https://unspsc.org.ai/Product/FluoroscopyOfPelvis	Fluoroscopy of pelvis	relatedTo	high	exact
https://napcs.org.ai/Service/Fluoroscopyofpelvisusingothercontrast	Fluoroscopy of pelvis using other contrast	https://unspsc.org.ai/Product/FluoroscopyOfPelvisUsingOtherContrast	Fluoroscopy of pelvis using other contrast	relatedTo	high	exact
https://napcs.org.ai/Service/Fluoroscopyofpelvisusinglowosmolarcontrast	Fluoroscopy of pelvis using low osmolar contrast	https://unspsc.org.ai/Product/FluoroscopyOfPelvisUsingLowOsmolarContrast	Fluoroscopy of pelvis using low osmolar contrast	relatedTo	high	exact
https://napcs.org.ai/Service/Fluoroscopyofpelvisusinghighosmolarcontrast	Fluoroscopy of pelvis using high osmolar contrast	https://unspsc.org.ai/Product/FluoroscopyOfPelvisUsingHighOsmolarContrast	Fluoroscopy of pelvis using high osmolar contrast	relatedTo	high	exact
https://napcs.org.ai/Service/Plainradiographyofabdomen	Plain radiography of abdomen	https://unspsc.org.ai/Product/PlainRadiographyOfAbdomen	Plain radiography of abdomen	relatedTo	high	exact
https://napcs.org.ai/Service/Plainradiographyofpelvis	Plain radiography of pelvis	https://unspsc.org.ai/Product/PlainRadiographyOfPelvis	Plain radiography of pelvis	relatedTo	high	exact
https://napcs.org.ai/Service/Ultrasonographyofneck	Ultrasonography of neck	https://unspsc.org.ai/Product/UltrasonographyOfNeck	Ultrasonography of neck	relatedTo	high	exact
https://napcs.org.ai/Service/Chest	chest	https://unspsc.org.ai/Product/Chests	Chests	relatedTo	high	partial
https://napcs.org.ai/Service/Diaphragm	diaphragm	https://unspsc.org.ai/Product/Diaphragms	Diaphragms	relatedTo	high	partial
https://napcs.org.ai/Service/Fluoroscopyofuppergi	Fluoroscopy of upper gi	https://unspsc.org.ai/Product/FluoroscopyOfUpperGi	Fluoroscopy of upper gi	relatedTo	high	exact
https://napcs.org.ai/Service/Fluoroscopyofsmallbowel	Fluoroscopy of small bowel	https://unspsc.org.ai/Product/FluoroscopyOfSmallBowel	Fluoroscopy of small bowel	relatedTo	high	exact
https://napcs.org.ai/Service/Fluoroscopyofsmallbowelusingothercontrast	Fluoroscopy of small bowel using other contrast	https://unspsc.org.ai/Product/FluoroscopyOfSmallBowelUsingOtherContrast	Fluoroscopy of small bowel using other contrast	relatedTo	high	exact
https://napcs.org.ai/Service/Ultrasonographyofuterus	Ultrasonography of uterus	https://unspsc.org.ai/Product/UltrasonographyOfUterus	Ultrasonography of uterus	relatedTo	high	exact
https://napcs.org.ai/Service/Fluoroscopyofuterus	Fluoroscopy of uterus	https://unspsc.org.ai/Product/FluoroscopyOfUterus	Fluoroscopy of uterus	relatedTo	high	exact
https://napcs.org.ai/Service/Ultrasonographyofliver	Ultrasonography of liver	https://unspsc.org.ai/Product/UltrasonographyOfLiver	Ultrasonography of liver	relatedTo	high	exact
https://napcs.org.ai/Service/Ultrasonographyofgallbladder	Ultrasonography of gallbladder	https://unspsc.org.ai/Product/UltrasonographyOfGallbladder	Ultrasonography of gallbladder	relatedTo	high	exact
https://napcs.org.ai/Service/Ultrasonographyofbileducts	Ultrasonography of bile ducts	https://unspsc.org.ai/Product/UltrasonographyOfBileDucts	Ultrasonography of bile ducts	relatedTo	high	exact
https://napcs.org.ai/Service/Fluoroscopyofpancreaticductsusingothercontrast	Fluoroscopy of pancreatic ducts using other contrast	https://unspsc.org.ai/Product/FluoroscopyOfPancreaticDuctsUsingOtherContrast	Fluoroscopy of pancreatic ducts using other contrast	relatedTo	high	exact
https://napcs.org.ai/Service/Fluoroscopyofpancreaticductsusinglowosmolarcontrast	Fluoroscopy of pancreatic ducts using low osmolar contrast	https://unspsc.org.ai/Product/FluoroscopyOfPancreaticDuctsUsingLowOsmolarContrast	Fluoroscopy of pancreatic ducts using low osmolar contrast	relatedTo	high	exact
https://napcs.org.ai/Service/Fluoroscopyofpancreaticductsusinghighosmolarcontrast	Fluoroscopy of pancreatic ducts using high osmolar contrast	https://unspsc.org.ai/Product/FluoroscopyOfPancreaticDuctsUsingHighOsmolarContrast	Fluoroscopy of pancreatic ducts using high osmolar contrast	relatedTo	high	exact
https://napcs.org.ai/Service/Fluoroscopyofbileductsusingothercontrast	Fluoroscopy of bile ducts using other contrast	https://unspsc.org.ai/Product/FluoroscopyOfBileDuctsUsingOtherContrast	Fluoroscopy of bile ducts using other contrast	relatedTo	high	exact
https://napcs.org.ai/Service/Fluoroscopyofbileductsusinglowosmolarcontrast	Fluoroscopy of bile ducts using low osmolar contrast	https://unspsc.org.ai/Product/FluoroscopyOfBileDuctsUsingLowOsmolarContrast	Fluoroscopy of bile ducts using low osmolar contrast	relatedTo	high	exact
https://napcs.org.ai/Service/Fluoroscopyofbileductsusinghighosmolarcontrast	Fluoroscopy of bile ducts using high osmolar contrast	https://unspsc.org.ai/Product/FluoroscopyOfBileDuctsUsingHighOsmolarContrast	Fluoroscopy of bile ducts using high osmolar contrast	relatedTo	high	exact
https://napcs.org.ai/Service/Plainradiographyofbileductsusingothercontrast	Plain radiography of bile ducts using other contrast	https://unspsc.org.ai/Product/PlainRadiographyOfBileDuctsUsingOtherContrast	Plain radiography of bile ducts using other contrast	relatedTo	high	exact
https://napcs.org.ai/Service/Plainradiographyofbileductsusinglowosmolarcontrast	Plain radiography of bile ducts using low osmolar contrast	https://unspsc.org.ai/Product/PlainRadiographyOfBileDuctsUsingLowOsmolarContrast	Plain radiography of bile ducts using low osmolar contrast	relatedTo	high	exact
https://napcs.org.ai/Service/Plainradiographyofbileductsusinghighosmolarcontrast	Plain radiography of bile ducts using high osmolar contrast	https://unspsc.org.ai/Product/PlainRadiographyOfBileDuctsUsingHighOsmolarContrast	Plain radiography of bile ducts using high osmolar contrast	relatedTo	high	exact
https://napcs.org.ai/Service/Upperextremity	upper extremity	https://unspsc.org.ai/Product/UpperExtremity	Upper Extremity	relatedTo	high	exact
https://napcs.org.ai/Service/Lowerextremity	lower extremity	https://unspsc.org.ai/Product/LowerExtremity	Lower Extremity	relatedTo	high	exact
https://napcs.org.ai/Service/Ultrasonographyofbladder	Ultrasonography of bladder	https://unspsc.org.ai/Product/UltrasonographyOfBladder	Ultrasonography of bladder	relatedTo	high	exact
https://napcs.org.ai/Service/Fluoroscopyofbladder	Fluoroscopy of bladder	https://unspsc.org.ai/Product/FluoroscopyOfBladder	Fluoroscopy of bladder	relatedTo	high	exact
https://napcs.org.ai/Service/Fluoroscopyofbladderusingothercontrast	Fluoroscopy of bladder using other contrast	https://unspsc.org.ai/Product/FluoroscopyOfBladderUsingOtherContrast	Fluoroscopy of bladder using other contrast	relatedTo	high	exact
https://napcs.org.ai/Service/Fluoroscopyofbladderusinglowosmolarcontrast	Fluoroscopy of bladder using low osmolar contrast	https://unspsc.org.ai/Product/FluoroscopyOfBladderUsingLowOsmolarContrast	Fluoroscopy of bladder using low osmolar contrast	relatedTo	high	exact
https://napcs.org.ai/Service/Fluoroscopyofbladderusinghighosmolarcontrast	Fluoroscopy of bladder using high osmolar contrast	https://unspsc.org.ai/Product/FluoroscopyOfBladderUsingHighOsmolarContrast	Fluoroscopy of bladder using high osmolar contrast	relatedTo	high	exact
https://napcs.org.ai/Service/Fluoroscopyofurethra	Fluoroscopy of urethra	https://unspsc.org.ai/Product/FluoroscopyOfUrethra	Fluoroscopy of urethra	relatedTo	high	exact
https://napcs.org.ai/Service/Fluoroscopyofurethrausingothercontrast	Fluoroscopy of urethra using other contrast	https://unspsc.org.ai/Product/FluoroscopyOfUrethraUsingOtherContrast	Fluoroscopy of urethra using other contrast	relatedTo	high	exact
https://napcs.org.ai/Service/Fluoroscopyofurethrausinglowosmolarcontrast	Fluoroscopy of urethra using low osmolar contrast	https://unspsc.org.ai/Product/FluoroscopyOfUrethraUsingLowOsmolarContrast	Fluoroscopy of urethra using low osmolar contrast	relatedTo	high	exact
https://napcs.org.ai/Service/Fluoroscopyofurethrausinghighosmolarcontrast	Fluoroscopy of urethra using high osmolar contrast	https://unspsc.org.ai/Product/FluoroscopyOfUrethraUsingHighOsmolarContrast	Fluoroscopy of urethra using high osmolar contrast	relatedTo	high	exact
