url	ns	type	id	code	name	description	commodityCode	commodityTitle	hotTechnology	inDemand	digital
https://onet.org.ai/Technology/360analyticsequest	onet.org.ai	Technology	360analyticsequest	360-analytics-equest	360 Analytics eQUEST		43232605	Analytical or scientific software	N	N	1.00
https://onet.org.ai/Technology/3DGraphicdesignsoftware	onet.org.ai	Technology	3DGraphicdesignsoftware	3d-graphic-design-software	3D graphic design software		43232102	Graphics or photo imaging software	N	N	1.00
https://onet.org.ai/Technology/3DGraphicssoftware	onet.org.ai	Technology	3DGraphicssoftware	3d-graphics-software	3D graphics software		43232102	Graphics or photo imaging software	N	N	1.00
https://onet.org.ai/Technology/3DMotionanalysissoftware	onet.org.ai	Technology	3DMotionanalysissoftware	3d-motion-analysis-software	3D motion analysis software		43232605	Analytical or scientific software	N	N	1.00
https://onet.org.ai/Technology/3DNaturellcvisualnaturestudio	onet.org.ai	Technology	3DNaturellcvisualnaturestudio	3d-nature-llc-visual-nature-studio	3D Nature LLC Visual Nature Studio		43232604	Computer aided design CAD software	N	N	1.00
https://onet.org.ai/Technology/3DNaturellcworldconstructionset	onet.org.ai	Technology	3DNaturellcworldconstructionset	3d-nature-llc-world-construction-set	3D Nature LLC World Construction Set		43232604	Computer aided design CAD software	N	N	1.00
https://onet.org.ai/Technology/3DPrintingsoftware	onet.org.ai	Technology	3DPrintingsoftware	3d-printing-software	3D Printing software		43232604	Computer aided design CAD software	N	N	1.00
https://onet.org.ai/Technology/3DStaticstrengthpredictionprogram3dsspp	onet.org.ai	Technology	3DStaticstrengthpredictionprogram3dsspp	3d-static-strength-prediction-program-3dsspp	3D Static Strength Prediction Program 3DSSPP		43232605	Analytical or scientific software	N	N	1.00
https://onet.org.ai/Technology/3DSystemsgeomagicdesignx	onet.org.ai	Technology	3DSystemsgeomagicdesignx	3d-systems-geomagic-design-x	3D Systems Geomagic Design X		43232604	Computer aided design CAD software	N	N	1.00
https://onet.org.ai/Technology/3DSystemsgibbscam	onet.org.ai	Technology	3DSystemsgibbscam	3d-systems-gibbscam	3D Systems GibbsCAM		43232612	Computer aided manufacturing CAM software	N	N	1.00
https://onet.org.ai/Technology/3DUrbansimulationmodelingsoftware	onet.org.ai	Technology	3DUrbansimulationmodelingsoftware	3d-urban-simulation-modeling-software	3D urban simulation modeling software		43232604	Computer aided design CAD software	N	N	1.00
https://onet.org.ai/Technology/3DGridhipaacheckup	onet.org.ai	Technology	3DGridhipaacheckup	3dgrid-hipaa-checkup	3DGrid HIPAA Checkup		43232606	Compliance software	N	N	1.00
https://onet.org.ai/Technology/3DMapper	onet.org.ai	Technology	3DMapper	3dmapper	3dMapper		43232605	Analytical or scientific software	N	N	1.00
https://onet.org.ai/Technology/3melectronicmonitoring	onet.org.ai	Technology	3melectronicmonitoring	3m-electronic-monitoring	3M Electronic Monitoring		43232306	Data base user interface and query software	N	N	1.00
https://onet.org.ai/Technology/3mencoder	onet.org.ai	Technology	3mencoder	3m-encoder	3M Encoder		43232301	Categorization or classification software	N	N	1.00
https://onet.org.ai/Technology/3mpostitapp	onet.org.ai	Technology	3mpostitapp	3m-post-it-app	3M Post-it App		43232104	Word processing software	N	N	1.00
https://onet.org.ai/Technology/3plcentral	onet.org.ai	Technology	3plcentral	3pl-central	3PL Central		43231506	Materials requirements planning logistics and supply chain software	N	N	1.00
https://onet.org.ai/Technology/4n6xprtsystemsstiffcalcs	onet.org.ai	Technology	4n6xprtsystemsstiffcalcs	4n6xprt-systems-stiffcalcs	4n6xprt Systems StiffCalcs		43232604	Computer aided design CAD software	N	N	1.00
https://onet.org.ai/Technology/5amglassboxtranslationalresearch	onet.org.ai	Technology	5amglassboxtranslationalresearch	5am-glassbox-translational-research	5AM Glassbox Translational Research		43232306	Data base user interface and query software	N	N	1.00
https://onet.org.ai/Technology/8020softwareleaders4	onet.org.ai	Technology	8020softwareleaders4	80-20-software-leaders4	80-20 Software Leaders4		43232606	Compliance software	N	N	1.00
https://onet.org.ai/Technology/911systeminformationdatabases	onet.org.ai	Technology	911systeminformationdatabases	911-system-information-databases	911 system information databases		43232306	Data base user interface and query software	N	N	1.00
https://onet.org.ai/Technology/ALaModePocketTotal	onet.org.ai	Technology	ALaModePocketTotal	a-la-mode-pocket-total	a la mode Pocket TOTAL		43232605	Analytical or scientific software	N	N	1.00
https://onet.org.ai/Technology/ALaModeWintotal	onet.org.ai	Technology	ALaModeWintotal	a-la-mode-wintotal	a la mode WinTOTAL		43232605	Analytical or scientific software	N	N	1.00
https://onet.org.ai/Technology/ALargeOutdoorFirePlumeTrajectoryModelFlatTerrainAloftFt	onet.org.ai	Technology	ALargeOutdoorFirePlumeTrajectoryModelFlatTerrainAloftFt	a-large-outdoor-fire-plume-trajectory-model-flat-terrain-aloft-ft	A Large Outdoor Fire plume Trajectory model Flat Terrain ALOFT-FT		43232605	Analytical or scientific software	N	N	1.00
https://onet.org.ai/Technology/AMathematicalProgrammingLanguageAmpl	onet.org.ai	Technology	AMathematicalProgrammingLanguageAmpl	a-mathematical-programming-language-ampl	A mathematical programming language AMPL		43232605	Analytical or scientific software	N	N	1.00
https://onet.org.ai/Technology/AProgrammingLanguageApl	onet.org.ai	Technology	AProgrammingLanguageApl	a-programming-language-apl	A programming language APL		43232402	Development environment software	N	N	1.00
https://onet.org.ai/Technology/ASystemsJobview	onet.org.ai	Technology	ASystemsJobview	a-systems-jobview	A-Systems JobView		43231601	Accounting software	N	N	1.00
https://onet.org.ai/Technology/ATSolutionsEasyStreetDraw	onet.org.ai	Technology	ATSolutionsEasyStreetDraw	a-t-solutions-easy-street-draw	A-T Solutions Easy Street Draw		43232102	Graphics or photo imaging software	N	N	1.00
https://onet.org.ai/Technology/Aanddtechnologyitest	onet.org.ai	Technology	Aanddtechnologyitest	a-d-technology-itest	A&D Technology iTest		43232605	Analytical or scientific software	N	N	1.00
https://onet.org.ai/Technology/A1Law	onet.org.ai	Technology	A1Law	a1-law	A1-Law		43232306	Data base user interface and query software	N	N	1.00
https://onet.org.ai/Technology/AabachGraphicSystemsDigra	onet.org.ai	Technology	AabachGraphicSystemsDigra	aabach-graphic-systems-digra	AABACH Graphic Systems DIGRA		43232608	Industrial control software	N	N	1.00
https://onet.org.ai/Technology/AasofttechWebOrganizationChart	onet.org.ai	Technology	AasofttechWebOrganizationChart	aasofttech-web-organization-chart	AASoftTech Web Organization Chart		43232105	Charting software	N	N	1.00
https://onet.org.ai/Technology/AbInitio	onet.org.ai	Technology	AbInitio	ab-initio	Ab Initio		43231602	Enterprise resource planning ERP software	N	N	1.00
https://onet.org.ai/Technology/AbacusDataSolutionsHearware	onet.org.ai	Technology	AbacusDataSolutionsHearware	abacus-data-solutions-hearware	Abacus Data Solutions HearWare		43232610	Medical software	N	N	1.00
https://onet.org.ai/Technology/AbacusDataSystemsAbacuslaw	onet.org.ai	Technology	AbacusDataSystemsAbacuslaw	abacus-data-systems-abacuslaw	Abacus Data Systems AbacusLaw		43232306	Data base user interface and query software	N	N	1.00
https://onet.org.ai/Technology/AbacusTax	onet.org.ai	Technology	AbacusTax	abacus-tax	Abacus Tax		43231603	Tax preparation software	N	N	1.00
https://onet.org.ai/Technology/AbacusnextHotdocs	onet.org.ai	Technology	AbacusnextHotdocs	abacusnext-hotdocs	AbacusNext HotDocs		43232202	Document management software	N	N	1.00
https://onet.org.ai/Technology/AbbCpm4metals	onet.org.ai	Technology	AbbCpm4metals	abb-cpm4metals	ABB CPM4Metals		43231506	Materials requirements planning logistics and supply chain software	N	N	1.00
https://onet.org.ai/Technology/AbbMicroscadaProDms	onet.org.ai	Technology	AbbMicroscadaProDms	abb-microscada-pro-dms	ABB MicroSCADA Pro DMS		43232608	Industrial control software	N	N	1.00
https://onet.org.ai/Technology/AbbMicroscadaProSys	onet.org.ai	Technology	AbbMicroscadaProSys	abb-microscada-pro-sys	ABB MicroSCADA Pro SYS		43232608	Industrial control software	N	N	1.00
https://onet.org.ai/Technology/Abboptimizeitpredictandcontrol	onet.org.ai	Technology	Abboptimizeitpredictandcontrol	abb-optimize-it-predict-control	ABB Optimize IT Predict & Control		43232603	Facilities management software	N	N	1.00
https://onet.org.ai/Technology/AbbProductionPlanning	onet.org.ai	Technology	AbbProductionPlanning	abb-production-planning	ABB Production Planning		43231506	Materials requirements planning logistics and supply chain software	N	N	1.00
https://onet.org.ai/Technology/AbbPsguard	onet.org.ai	Technology	AbbPsguard	abb-psguard	ABB PSGuard		43232608	Industrial control software	N	N	1.00
https://onet.org.ai/Technology/AbbRobotstudio	onet.org.ai	Technology	AbbRobotstudio	abb-robotstudio	ABB RobotStudio		43232402	Development environment software	N	N	1.00
https://onet.org.ai/Technology/Abbott	onet.org.ai	Technology	Abbott	abbott	Abbott		43232406	Program testing software	N	N	1.00
https://onet.org.ai/Technology/Lims	onet.org.ai	Technology	Lims	abbott-informatics-starlims-lims	Abbott Informatics STARLIMS:LIMS		43232605	Analytical or scientific software	N	N	1.00
https://onet.org.ai/Technology/AbbottsoftQuickfix	onet.org.ai	Technology	AbbottsoftQuickfix	abbottsoft-quickfix	AbbottSoft QuickFix		43232306	Data base user interface and query software	N	N	1.00
https://onet.org.ai/Technology/AbcCompiler	onet.org.ai	Technology	AbcCompiler	abc-compiler	ABC Compiler		43232402	Development environment software	N	N	1.00
https://onet.org.ai/Technology/AbcProgrammingLanguage	onet.org.ai	Technology	AbcProgrammingLanguage	abc-programming-language	ABC programming language		43232402	Development environment software	N	N	1.00
https://onet.org.ai/Technology/Theaspectbenchcompilerforaspectj	onet.org.ai	Technology	Theaspectbenchcompilerforaspectj	abc-the-aspectbench-compiler-for-aspectj	ABC: the AspectBench Compiler for AspectJ		43232405	Object or component oriented development software	N	N	1.00
https://onet.org.ai/Technology/AbelsoftAbeldent	onet.org.ai	Technology	AbelsoftAbeldent	abelsoft-abeldent	ABELSoft ABELDent		43232610	Medical software	N	N	1.00
https://onet.org.ai/Technology/AbilisCorisOffenderManagementSystem	onet.org.ai	Technology	AbilisCorisOffenderManagementSystem	abilis-coris-offender-management-system	Abilis CORIS Offender Management System		43232306	Data base user interface and query software	N	N	1.00
https://onet.org.ai/Technology/AbilityPhotopaint	onet.org.ai	Technology	AbilityPhotopaint	ability-photopaint	Ability Photopaint		43232102	Graphics or photo imaging software	N	N	1.00
https://onet.org.ai/Technology/AbolManifestSystems	onet.org.ai	Technology	AbolManifestSystems	abol-manifest-systems	ABOL Manifest Systems		43231510	Label making software	N	N	1.00
https://onet.org.ai/Technology/AbraxasEnergyConsultingMetrix	onet.org.ai	Technology	AbraxasEnergyConsultingMetrix	abraxas-energy-consulting-metrix	Abraxas Energy Consulting Metrix		43232306	Data base user interface and query software	N	N	1.00
https://onet.org.ai/Technology/AbsorptionProcessSimulationSoftware	onet.org.ai	Technology	AbsorptionProcessSimulationSoftware	absorption-process-simulation-software	Absorption process simulation software		43232605	Analytical or scientific software	N	N	1.00
https://onet.org.ai/Technology/Abstractionplusreferenceplussynthesisa++	onet.org.ai	Technology	Abstractionplusreferenceplussynthesisa++	abstraction-plus-reference-plus-synthesis-a	Abstraction plus reference plus synthesis A++		43232402	Development environment software	N	N	1.00
https://onet.org.ai/Technology/AcaclonePdraw32	onet.org.ai	Technology	AcaclonePdraw32	acaclone-pdraw32	AcaClone pDRAW32		43232605	Analytical or scientific software	N	N	1.00
https://onet.org.ai/Technology/AcademicEducationalSoftware	onet.org.ai	Technology	AcademicEducationalSoftware	academic-educational-software	Academic educational software		43232502	Computer based training software	N	N	1.00
https://onet.org.ai/Technology/AcardaCallassist	onet.org.ai	Technology	AcardaCallassist	acarda-callassist	Acarda CallAssist		43231511	Expert system software	N	N	1.00
https://onet.org.ai/Technology/AcardaForbiddencalls	onet.org.ai	Technology	AcardaForbiddencalls	acarda-forbiddencalls	Acarda ForbiddenCalls		43232306	Data base user interface and query software	N	N	1.00
https://onet.org.ai/Technology/AcardaSalesTechnologiesAcardaOutbound	onet.org.ai	Technology	AcardaSalesTechnologiesAcardaOutbound	acarda-sales-technologies-acarda-outbound	Acarda Sales Technologies Acarda Outbound		43231501	Helpdesk or call center software	N	N	1.00
https://onet.org.ai/Technology/AcastatSoftware	onet.org.ai	Technology	AcastatSoftware	acastat-software	AcaStat Software		43232605	Analytical or scientific software	N	N	1.00
https://onet.org.ai/Technology/AccaManualJ	onet.org.ai	Technology	AccaManualJ	acca-manual-j	ACCA Manual J		43232605	Analytical or scientific software	N	N	1.00
https://onet.org.ai/Technology/AccelaKivaDms	onet.org.ai	Technology	AccelaKivaDms	accela-kiva-dms	Accela KIVA DMS		43231602	Enterprise resource planning ERP software	N	N	1.00
https://onet.org.ai/Technology/AccelaPermitsPlus	onet.org.ai	Technology	AccelaPermitsPlus	accela-permits-plus	Accela PERMITS Plus		43232606	Compliance software	N	N	1.00
https://onet.org.ai/Technology/AccelaTidemarkAdvantage	onet.org.ai	Technology	AccelaTidemarkAdvantage	accela-tidemark-advantage	Accela Tidemark Advantage		43232606	Compliance software	N	N	1.00
https://onet.org.ai/Technology/AcceleratedLifeTestingSoftware	onet.org.ai	Technology	AcceleratedLifeTestingSoftware	accelerated-life-testing-software	Accelerated life testing software		43232605	Analytical or scientific software	N	N	1.00
https://onet.org.ai/Technology/AccellosRealDispatch	onet.org.ai	Technology	AccellosRealDispatch	accellos-real-dispatch	Accellos Real Dispatch		43233511	Mobile location based services software	N	N	1.00
https://onet.org.ai/Technology/AccelrysCerius2	onet.org.ai	Technology	AccelrysCerius2	accelrys-cerius2	Accelrys Cerius2		43232605	Analytical or scientific software	N	N	1.00
https://onet.org.ai/Technology/AccelrysDecipher	onet.org.ai	Technology	AccelrysDecipher	accelrys-decipher	Accelrys DeCipher		43232605	Analytical or scientific software	N	N	1.00
https://onet.org.ai/Technology/AccelrysFelix	onet.org.ai	Technology	AccelrysFelix	accelrys-felix	Accelrys FELIX		43232605	Analytical or scientific software	N	N	1.00
https://onet.org.ai/Technology/AccelrysInsightIi	onet.org.ai	Technology	AccelrysInsightIi	accelrys-insight-ii	Accelrys Insight II		43232604	Computer aided design CAD software	N	N	1.00
https://onet.org.ai/Technology/AccelrysMaterialsStudio	onet.org.ai	Technology	AccelrysMaterialsStudio	accelrys-materials-studio	Accelrys Materials Studio		43232605	Analytical or scientific software	N	N	1.00
https://onet.org.ai/Technology/AccelrysPipelinePilot	onet.org.ai	Technology	AccelrysPipelinePilot	accelrys-pipeline-pilot	Accelrys Pipeline Pilot		43232605	Analytical or scientific software	N	N	1.00
https://onet.org.ai/Technology/AccelrysQaunta	onet.org.ai	Technology	AccelrysQaunta	accelrys-qaunta	Accelrys QAUNTA		43232605	Analytical or scientific software	N	N	1.00
https://onet.org.ai/Technology/AccessManagementSoftware	onet.org.ai	Technology	AccessManagementSoftware	access-management-software	Access management software		43232901	Access software	N	N	1.00
https://onet.org.ai/Technology/AccessSoftwareAirpax	onet.org.ai	Technology	AccessSoftwareAirpax	access-software-airpax	Access Software AIRPAX		43232603	Facilities management software	N	N	1.00
https://onet.org.ai/Technology/AccessdataFtk	onet.org.ai	Technology	AccessdataFtk	accessdata-ftk	AccessData FTK		43232801	Network monitoring software	N	N	1.00
https://onet.org.ai/Technology/AcclaimLegalAcclaimDepomanage	onet.org.ai	Technology	AcclaimLegalAcclaimDepomanage	acclaim-legal-acclaim-depomanage	Acclaim Legal Acclaim DepoManage		43232306	Data base user interface and query software	N	N	1.00
https://onet.org.ai/Technology/AccountManagementSoftware	onet.org.ai	Technology	AccountManagementSoftware	account-management-software	Account management software		43231601	Accounting software	N	N	1.00
https://onet.org.ai/Technology/Accountantstemplatesjazzit!	onet.org.ai	Technology	Accountantstemplatesjazzit!	accountants-templates-jazz-it	Accountants Templates JAZZ-It!		43231602	Enterprise resource planning ERP software	N	N	1.00
https://onet.org.ai/Technology/AccountantsworldPayrollRelief	onet.org.ai	Technology	AccountantsworldPayrollRelief	accountantsworld-payroll-relief	AccountantsWorld Payroll Relief		43231601	Accounting software	N	N	1.00
https://onet.org.ai/Technology/AccountingComplianceSoftware	onet.org.ai	Technology	AccountingComplianceSoftware	accounting-compliance-software	Accounting compliance software		43232606	Compliance software	N	N	1.00
https://onet.org.ai/Technology/AccountingFraudDetectionSoftware	onet.org.ai	Technology	AccountingFraudDetectionSoftware	accounting-fraud-detection-software	Accounting fraud detection software		43231604	Financial analysis software	N	N	1.00
https://onet.org.ai/Technology/AccountingSoftware	onet.org.ai	Technology	AccountingSoftware	accounting-software	Accounting software		43231601	Accounting software	N	Y	1.00
https://onet.org.ai/Technology/AccountmateSoftwareAccountmate	onet.org.ai	Technology	AccountmateSoftwareAccountmate	accountmate-software-accountmate	AccountMate Software AccountMate		43231601	Accounting software	N	N	1.00
https://onet.org.ai/Technology/AccountsPayableSoftware	onet.org.ai	Technology	AccountsPayableSoftware	accounts-payable-software	Accounts payable software		43231601	Accounting software	N	N	1.00
https://onet.org.ai/Technology/AccountsReceivableSoftware	onet.org.ai	Technology	AccountsReceivableSoftware	accounts-receivable-software	Accounts receivable software		43231601	Accounting software	N	N	1.00
https://onet.org.ai/Technology/AccountsReceivablesSystemSoftware	onet.org.ai	Technology	AccountsReceivablesSystemSoftware	accounts-receivables-system-software	Accounts receivables system software		43231601	Accounting software	N	N	1.00
https://onet.org.ai/Technology/AccraMedSoftwareFilopto	onet.org.ai	Technology	AccraMedSoftwareFilopto	accra-med-software-filopto	Accra Med Software Filopto		43232610	Medical software	N	N	1.00
https://onet.org.ai/Technology/Accucert	onet.org.ai	Technology	Accucert	accucert	ACCUCert		43232606	Compliance software	N	N	1.00
https://onet.org.ai/Technology/AccuityEpicware	onet.org.ai	Technology	AccuityEpicware	accuity-epicware	Accuity EPICWare		43231604	Financial analysis software	N	N	1.00
https://onet.org.ai/Technology/AcculawCourtReportersBillingSchedulingJobManagementSystemAbsms	onet.org.ai	Technology	AcculawCourtReportersBillingSchedulingJobManagementSystemAbsms	acculaw-court-reporters-billing-scheduling-job-management-system-absms	Acculaw Court Reporters Billing Scheduling Job Management System ABSMS		43231602	Enterprise resource planning ERP software	N	N	1.00
https://onet.org.ai/Technology/AccurateNxg	onet.org.ai	Technology	AccurateNxg	accurate-nxg	Accurate NXG		43231601	Accounting software	N	N	1.00
https://onet.org.ai/Technology/AccushipStarSystem	onet.org.ai	Technology	AccushipStarSystem	accuship-star-system	Accuship Star System		43231506	Materials requirements planning logistics and supply chain software	N	N	1.00
https://onet.org.ai/Technology/AccutechSystemsCorporationAccufarmMgr	onet.org.ai	Technology	AccutechSystemsCorporationAccufarmMgr	accutech-systems-corporation-accufarm-mgr	Accutech Systems Corporation AccuFarm-MGR		43231602	Enterprise resource planning ERP software	N	N	1.00
https://onet.org.ai/Technology/AccuweatherGalileo	onet.org.ai	Technology	AccuweatherGalileo	accuweather-galileo	AccuWeather Galileo		43232102	Graphics or photo imaging software	N	N	1.00
https://onet.org.ai/Technology/AccvisionAbmis	onet.org.ai	Technology	AccvisionAbmis	accvision-abmis	Accvision ABMIS		43231508	Inventory management software	N	N	1.00
https://onet.org.ai/Technology/AcdSystemsCanvas	onet.org.ai	Technology	AcdSystemsCanvas	acd-systems-canvas	ACD Systems Canvas		43232102	Graphics or photo imaging software	N	N	1.00
https://onet.org.ai/Technology/AceDental	onet.org.ai	Technology	AceDental	ace-dental	ACE Dental		43232610	Medical software	N	N	1.00
https://onet.org.ai/Technology/AcetoolsBizAceTranslator	onet.org.ai	Technology	AcetoolsBizAceTranslator	acetools-biz-ace-translator	AceTools.biz Ace Translator		43232501	Foreign language software	N	N	1.00
https://onet.org.ai/Technology/Aciappraiserschoice	onet.org.ai	Technology	Aciappraiserschoice	aci-appraiser-s-choice	ACI Appraiser's Choice		43232112	Desktop publishing software	N	N	1.00
https://onet.org.ai/Technology/AciTasktracker	onet.org.ai	Technology	AciTasktracker	aci-tasktracker	ACI TaskTracker		43231507	Project management software	N	N	1.00
https://onet.org.ai/Technology/AclAnalytics	onet.org.ai	Technology	AclAnalytics	acl-analytics	ACL Analytics		43231604	Financial analysis software	N	N	1.00
https://onet.org.ai/Technology/AclAuditExchange	onet.org.ai	Technology	AclAuditExchange	acl-audit-exchange	ACL Audit Exchange		43232605	Analytical or scientific software	N	N	1.00
https://onet.org.ai/Technology/AclBusinessAssuranceAnalytics	onet.org.ai	Technology	AclBusinessAssuranceAnalytics	acl-business-assurance-analytics	ACL Business Assurance Analytics		43231604	Financial analysis software	N	N	1.00
https://onet.org.ai/Technology/Acmestudio	onet.org.ai	Technology	Acmestudio	acmestudio	AcmeStudio		43232407	Requirements analysis and system architecture software	N	N	1.00
https://onet.org.ai/Technology/AcmsCasewatchMillenium	onet.org.ai	Technology	AcmsCasewatchMillenium	acms-casewatch-millenium	ACMS Casewatch Millenium		43232610	Medical software	N	N	1.00
https://onet.org.ai/Technology/AcomSolutionsRapidEmr	onet.org.ai	Technology	AcomSolutionsRapidEmr	acom-solutions-rapid-emr	ACOM Solutions RAPID EMR		43232610	Medical software	N	N	1.00
https://onet.org.ai/Technology/AcornsystemsCorporatePerformanceManagement	onet.org.ai	Technology	AcornsystemsCorporatePerformanceManagement	acornsystems-corporate-performance-management	AcornSystems Corporate Performance Management		43231602	Enterprise resource planning ERP software	N	N	1.00
https://onet.org.ai/Technology/AcorynsystemsActivityBasedCostingManagementAbcM	onet.org.ai	Technology	AcorynsystemsActivityBasedCostingManagementAbcM	acorynsystems-activity-based-costing-management-abc-m	AcorynSystems Activity Based Costing/Management ABC/M		43231601	Accounting software	N	N	1.00
https://onet.org.ai/Technology/AcousticaMixcraft	onet.org.ai	Technology	AcousticaMixcraft	acoustica-mixcraft	Acoustica Mixcraft		43232005	Music or sound editing software	N	N	1.00
https://onet.org.ai/Technology/AcrendoAIMed	onet.org.ai	Technology	AcrendoAIMed	acrendo-a-i-med	Acrendo A.I.med		43232610	Medical software	N	N	1.00
https://onet.org.ai/Technology/AcrendoMedicalSoftwareFamilyPracticeEmr	onet.org.ai	Technology	AcrendoMedicalSoftwareFamilyPracticeEmr	acrendo-medical-software-family-practice-emr	Acrendo Medical Software Family Practice EMR		43232610	Medical software	N	N	1.00
https://onet.org.ai/Technology/AcrendoMedicalSoftwareObGynEmr	onet.org.ai	Technology	AcrendoMedicalSoftwareObGynEmr	acrendo-medical-software-ob-gyn-emr	Acrendo Medical Software Ob/Gyn EMR		43232610	Medical software	N	N	1.00
https://onet.org.ai/Technology/AcressoInstallanywhere	onet.org.ai	Technology	AcressoInstallanywhere	acresso-installanywhere	Acresso InstallAnywhere		43232405	Object or component oriented development software	N	N	1.00
https://onet.org.ai/Technology/AcronisRecoveryExpert	onet.org.ai	Technology	AcronisRecoveryExpert	acronis-recovery-expert	Acronis Recovery Expert		43233415	Backup or archival software	N	N	1.00
https://onet.org.ai/Technology/AcsTechnologiesAcsFinancialSuite	onet.org.ai	Technology	AcsTechnologiesAcsFinancialSuite	acs-technologies-acs-financial-suite	ACS Technologies ACS Financial Suite		43231601	Accounting software	N	N	1.00
https://onet.org.ai/Technology/AcsTechnologiesHeadmaster	onet.org.ai	Technology	AcsTechnologiesHeadmaster	acs-technologies-headmaster	ACS Technologies HeadMaster		43231602	Enterprise resource planning ERP software	N	N	1.00
https://onet.org.ai/Technology/ActContractorsForms	onet.org.ai	Technology	ActContractorsForms	act-contractors-forms	ACT Contractors Forms		43232309	Information retrieval or search software	N	N	1.00
https://onet.org.ai/Technology/ActDiscover	onet.org.ai	Technology	ActDiscover	act-discover	ACT Discover		43232306	Data base user interface and query software	N	N	1.00
https://onet.org.ai/Technology/ActWorkkeys	onet.org.ai	Technology	ActWorkkeys	act-workkeys	ACT WorkKeys		43232605	Analytical or scientific software	N	N	1.00
https://onet.org.ai/Technology/Act3dQuest3d	onet.org.ai	Technology	Act3dQuest3d	act-3d-quest3d	Act-3D Quest3D		43232103	Video creation and editing software	N	N	1.00
https://onet.org.ai/Technology/Act!	onet.org.ai	Technology	Act!	act	Act!		43232303	Customer relationship management CRM software	N	N	1.00
https://onet.org.ai/Technology/Act!act4advisors	onet.org.ai	Technology	Act!act4advisors	act-act4advisors	ACT! ACT4Advisors		43232303	Customer relationship management CRM software	N	N	1.00
https://onet.org.ai/Technology/Act!premium	onet.org.ai	Technology	Act!premium	act-premium	ACT! Premium		43232303	Customer relationship management CRM software	N	N	1.00
https://onet.org.ai/Technology/ActanoRplan	onet.org.ai	Technology	ActanoRplan	actano-rplan	Actano Rplan		43231507	Project management software	N	N	1.00
https://onet.org.ai/Technology/ActimizeBrokerageComplianceSolutions	onet.org.ai	Technology	ActimizeBrokerageComplianceSolutions	actimize-brokerage-compliance-solutions	Actimize Brokerage Compliance Solutions		43232606	Compliance software	N	N	1.00
https://onet.org.ai/Technology/Actionware	onet.org.ai	Technology	Actionware	actionware	ActionWare		43232303	Customer relationship management CRM software	N	N	1.00
https://onet.org.ai/Technology/ActivantSolutionsActivantProphet21	onet.org.ai	Technology	ActivantSolutionsActivantProphet21	activant-solutions-activant-prophet-21	Activant Solutions Activant Prophet 21		43231601	Accounting software	N	N	1.00
https://onet.org.ai/Technology/ActiveDataOnlineWebchat	onet.org.ai	Technology	ActiveDataOnlineWebchat	active-data-online-webchat	Active Data Online WebChat		43233503	Network conferencing software	N	N	1.00
https://onet.org.ai/Technology/ActiveDirectorySoftware	onet.org.ai	Technology	ActiveDirectorySoftware	active-directory-software	Active directory software		43232704	Internet directory services software	N	N	1.00
https://onet.org.ai/Technology/ActiveNetworkEventregister	onet.org.ai	Technology	ActiveNetworkEventregister	active-network-eventregister	Active Network EventRegister		43231507	Project management software	N	N	1.00
https://onet.org.ai/Technology/ActsoftCometTracker	onet.org.ai	Technology	ActsoftCometTracker	actsoft-comet-tracker	Actsoft Comet Tracker		43231506	Materials requirements planning logistics and supply chain software	N	N	1.00
