url	ns	type	id	code	name	description	cip_code	career_clusters	subclusters	soc_count
https://education.org.ai/TurfAndTurfgrassManagement	education.org.ai	Education	TurfAndTurfgrassManagement	turf-and-turfgrass-management	Turf and Turfgrass Management.	Turf and Turfgrass Management.	01.0607	agriculture,education,hospitality-events-tourism	agriculture/plant-systems,education/teaching-training-facilitation,hospitality-events-tourism/travel-leisure	4
https://education.org.ai/FloricultureFloristryOperationsAndManagement	education.org.ai	Education	FloricultureFloristryOperationsAndManagement	floriculturefloristry-operations-and-management	Floriculture/Floristry Operations and Management.	Floriculture/Floristry Operations and Management.	01.0608	marketing-sales	marketing-sales/retail-customer-experience	1
https://education.org.ai/PublicHorticulture	education.org.ai	Education	PublicHorticulture	public-horticulture	Public Horticulture.	Public Horticulture.	01.0609	agriculture,education	agriculture/plant-systems,education/teaching-training-facilitation	2
https://education.org.ai/UrbanAndCommunityHorticulture	education.org.ai	Education	UrbanAndCommunityHorticulture	urban-and-community-horticulture	Urban and Community Horticulture.	Urban and Community Horticulture.	01.0610	agriculture,education	agriculture/plant-systems,education/teaching-training-facilitation	2
https://education.org.ai/InternationalAgriculture	education.org.ai	Education	InternationalAgriculture	international-agriculture	International Agriculture.	International Agriculture.	01.0701	agriculture,education	agriculture/food-science-processing,education/teaching-training-facilitation	2
https://education.org.ai/AgriculturalAndExtensionEducationServices	education.org.ai	Education	AgriculturalAndExtensionEducationServices	agricultural-and-extension-education-services	Agricultural and Extension Education Services.	Agricultural and Extension Education Services.	01.0801	education	education/teaching-training-facilitation	1
https://education.org.ai/AgriculturalCommunicationJournalism	education.org.ai	Education	AgriculturalCommunicationJournalism	agricultural-communicationjournalism	Agricultural Communication/Journalism.	Agricultural Communication/Journalism.	01.0802	arts-entertainment-design	arts-entertainment-design/lighting-sound-technology,arts-entertainment-design/media-production-broadcasting	2
https://education.org.ai/AnimalsciencesGeneral	education.org.ai	Education	AnimalsciencesGeneral	animal-sciences-general	Animal Sciences, General.	Animal Sciences, General.	01.0901	agriculture,education	agriculture/agribusiness,agriculture/animal-systems,agriculture/plant-systems,education/teaching-training-facilitation	6
https://education.org.ai/AgriculturalAnimalBreeding	education.org.ai	Education	AgriculturalAnimalBreeding	agricultural-animal-breeding	Agricultural Animal Breeding.	Agricultural Animal Breeding.	01.0902	agriculture,education	agriculture/agribusiness,agriculture/animal-systems,education/teaching-training-facilitation	4
https://education.org.ai/AnimalHealth	education.org.ai	Education	AnimalHealth	animal-health	Animal Health.	Animal Health.	01.0903	agriculture,education	agriculture/agribusiness,agriculture/animal-systems,education/teaching-training-facilitation	3
https://education.org.ai/AnimalNutrition	education.org.ai	Education	AnimalNutrition	animal-nutrition	Animal Nutrition.	Animal Nutrition.	01.0904	agriculture,education	agriculture/agribusiness,agriculture/animal-systems,education/teaching-training-facilitation	4
https://education.org.ai/DairyScience	education.org.ai	Education	DairyScience	dairy-science	Dairy Science.	Dairy Science.	01.0905	agriculture,education	agriculture/agribusiness,agriculture/animal-systems,agriculture/food-science-processing,agriculture/plant-systems,education/teaching-training-facilitation	6
https://education.org.ai/LivestockManagement	education.org.ai	Education	LivestockManagement	livestock-management	Livestock Management.	Livestock Management.	01.0906	agriculture,education	agriculture/agribusiness,agriculture/animal-systems,education/teaching-training-facilitation	4
https://education.org.ai/PoultryScience	education.org.ai	Education	PoultryScience	poultry-science	Poultry Science.	Poultry Science.	01.0907	agriculture,education	agriculture/agribusiness,agriculture/animal-systems,education/teaching-training-facilitation	5
https://education.org.ai/AnimalsciencesOther	education.org.ai	Education	AnimalsciencesOther	animal-sciences-other	Animal Sciences, Other.	Animal Sciences, Other.	01.0999	agriculture,education	agriculture/agribusiness,agriculture/animal-systems,education/teaching-training-facilitation	5
https://education.org.ai/FoodScience	education.org.ai	Education	FoodScience	food-science	Food Science.	Food Science.	01.1001	agriculture,education	agriculture/food-science-processing,education/teaching-training-facilitation	3
https://education.org.ai/FoodTechnologyAndProcessing	education.org.ai	Education	FoodTechnologyAndProcessing	food-technology-and-processing	Food Technology and Processing.	Food Technology and Processing.	01.1002	agriculture	agriculture/food-science-processing	2
https://education.org.ai/BrewingScience	education.org.ai	Education	BrewingScience	brewing-science	Brewing Science.	Brewing Science.	01.1003	advanced-manufacturing,agriculture	advanced-manufacturing/production-automation,agriculture/food-science-processing	4
https://education.org.ai/ViticultureAndEnology	education.org.ai	Education	ViticultureAndEnology	viticulture-and-enology	Viticulture and Enology.	Viticulture and Enology.	01.1004	advanced-manufacturing,agriculture,education	advanced-manufacturing/production-automation,agriculture/agribusiness,agriculture/food-science-processing,agriculture/plant-systems,education/teaching-training-facilitation	6
https://education.org.ai/ZymologyFermentationScience	education.org.ai	Education	ZymologyFermentationScience	zymologyfermentation-science	Zymology/Fermentation Science.	Zymology/Fermentation Science.	01.1005	advanced-manufacturing,agriculture	advanced-manufacturing/production-automation,agriculture/food-science-processing	4
https://education.org.ai/FoodscienceandtechnologyOther	education.org.ai	Education	FoodscienceandtechnologyOther	food-science-and-technology-other	Food Science and Technology, Other.	Food Science and Technology, Other.	01.1099	agriculture,education	agriculture/food-science-processing,education/teaching-training-facilitation	3
https://education.org.ai/PlantsciencesGeneral	education.org.ai	Education	PlantsciencesGeneral	plant-sciences-general	Plant Sciences, General.	Plant Sciences, General.	01.1101	agriculture,education,energy-natural-resources	agriculture/agribusiness,agriculture/plant-systems,education/teaching-training-facilitation,energy-natural-resources/ecological-research-development	6
https://education.org.ai/AgronomyAndCropScience	education.org.ai	Education	AgronomyAndCropScience	agronomy-and-crop-science	Agronomy and Crop Science.	Agronomy and Crop Science.	01.1102	agriculture,education,energy-natural-resources	agriculture/agribusiness,agriculture/plant-systems,education/teaching-training-facilitation,energy-natural-resources/ecological-research-development	6
https://education.org.ai/HorticulturalScience	education.org.ai	Education	HorticulturalScience	horticultural-science	Horticultural Science.	Horticultural Science.	01.1103	agriculture,education,energy-natural-resources	agriculture/agribusiness,agriculture/plant-systems,education/teaching-training-facilitation,energy-natural-resources/ecological-research-development	4
https://education.org.ai/AgriculturalAndHorticulturalPlantBreeding	education.org.ai	Education	AgriculturalAndHorticulturalPlantBreeding	agricultural-and-horticultural-plant-breeding	Agricultural and Horticultural Plant Breeding.	Agricultural and Horticultural Plant Breeding.	01.1104	agriculture,education,energy-natural-resources	agriculture/plant-systems,education/teaching-training-facilitation,energy-natural-resources/ecological-research-development	2
https://education.org.ai/PlantProtectionAndIntegratedPestManagement	education.org.ai	Education	PlantProtectionAndIntegratedPestManagement	plant-protection-and-integrated-pest-management	Plant Protection and Integrated Pest Management.	Plant Protection and Integrated Pest Management.	01.1105	agriculture,education,energy-natural-resources	agriculture/agribusiness,agriculture/plant-systems,education/teaching-training-facilitation,energy-natural-resources/ecological-research-development	4
https://education.org.ai/RangeScienceAndManagement	education.org.ai	Education	RangeScienceAndManagement	range-science-and-management	Range Science and Management.	Range Science and Management.	01.1106	agriculture,education,energy-natural-resources	agriculture/agribusiness,agriculture/animal-systems,agriculture/plant-systems,education/teaching-training-facilitation,energy-natural-resources/conservation-land-management,energy-natural-resources/ecological-research-development	7
https://education.org.ai/PlantsciencesOther	education.org.ai	Education	PlantsciencesOther	plant-sciences-other	Plant Sciences, Other.	Plant Sciences, Other.	01.1199	agriculture,education,energy-natural-resources	agriculture/plant-systems,education/teaching-training-facilitation,energy-natural-resources/ecological-research-development	2
https://education.org.ai/SoilscienceandagronomyGeneral	education.org.ai	Education	SoilscienceandagronomyGeneral	soil-science-and-agronomy-general	Soil Science and Agronomy, General.	Soil Science and Agronomy, General.	01.1201	agriculture,education,energy-natural-resources	agriculture/plant-systems,education/teaching-training-facilitation,energy-natural-resources/ecological-research-development	3
https://education.org.ai/SoilChemistryAndPhysics	education.org.ai	Education	SoilChemistryAndPhysics	soil-chemistry-and-physics	Soil Chemistry and Physics.	Soil Chemistry and Physics.	01.1202	agriculture,education,energy-natural-resources	agriculture/plant-systems,education/teaching-training-facilitation,energy-natural-resources/ecological-research-development	2
https://education.org.ai/SoilMicrobiology	education.org.ai	Education	SoilMicrobiology	soil-microbiology	Soil Microbiology.	Soil Microbiology.	01.1203	agriculture,education,energy-natural-resources	agriculture/plant-systems,education/teaching-training-facilitation,energy-natural-resources/ecological-research-development	3
https://education.org.ai/SoilsciencesOther	education.org.ai	Education	SoilsciencesOther	soil-sciences-other	Soil Sciences, Other.	Soil Sciences, Other.	01.1299	agriculture,education,energy-natural-resources	agriculture/plant-systems,education/teaching-training-facilitation,energy-natural-resources/ecological-research-development	2
https://education.org.ai/AgricultureveterinarypreparatoryprogramsOther	education.org.ai	Education	AgricultureveterinarypreparatoryprogramsOther	agricultureveterinary-preparatory-programs-other	Agriculture/Veterinary Preparatory Programs, Other.	Agriculture/Veterinary Preparatory Programs, Other.	01.1399	agriculture	agriculture/animal-systems,agriculture/plant-systems	1
https://education.org.ai/VeterinaryMedicine	education.org.ai	Education	VeterinaryMedicine	veterinary-medicine	Veterinary Medicine.	Veterinary Medicine.	01.8001	agriculture,education	agriculture/animal-systems,education/teaching-training-facilitation	2
https://education.org.ai/VeterinarysciencesveterinaryclinicalsciencesGeneral	education.org.ai	Education	VeterinarysciencesveterinaryclinicalsciencesGeneral	veterinary-sciencesveterinary-clinical-sciences-general	Veterinary Sciences/Veterinary Clinical Sciences, General.	Veterinary Sciences/Veterinary Clinical Sciences, General.	01.8101	agriculture,education	agriculture/animal-systems,education/teaching-training-facilitation	2
https://education.org.ai/ComparativeAndLaboratoryAnimalMedicine	education.org.ai	Education	ComparativeAndLaboratoryAnimalMedicine	comparative-and-laboratory-animal-medicine	Comparative and Laboratory Animal Medicine.	Comparative and Laboratory Animal Medicine.	01.8102	agriculture,education	agriculture/animal-systems,education/teaching-training-facilitation	2
https://education.org.ai/LargeAnimalFoodAnimalAndEquineSurgeryAndMedicine	education.org.ai	Education	LargeAnimalFoodAnimalAndEquineSurgeryAndMedicine	large-animalfood-animal-and-equine-surgery-and-medicine	Large Animal/Food Animal and Equine Surgery and Medicine.	Large Animal/Food Animal and Equine Surgery and Medicine.	01.8103	agriculture,education	agriculture/animal-systems,education/teaching-training-facilitation	3
https://education.org.ai/SmallCompanionAnimalSurgeryAndMedicine	education.org.ai	Education	SmallCompanionAnimalSurgeryAndMedicine	smallcompanion-animal-surgery-and-medicine	Small/Companion Animal Surgery and Medicine.	Small/Companion Animal Surgery and Medicine.	01.8104	agriculture,education	agriculture/animal-systems,education/teaching-training-facilitation	2
https://education.org.ai/VeterinaryAnatomy	education.org.ai	Education	VeterinaryAnatomy	veterinary-anatomy	Veterinary Anatomy.	Veterinary Anatomy.	01.8105	agriculture,education	agriculture/animal-systems,education/teaching-training-facilitation	3
https://education.org.ai/VeterinaryInfectiousDiseases	education.org.ai	Education	VeterinaryInfectiousDiseases	veterinary-infectious-diseases	Veterinary Infectious Diseases.	Veterinary Infectious Diseases.	01.8106	agriculture,education	agriculture/animal-systems,education/teaching-training-facilitation	3
https://education.org.ai/VeterinaryMicrobiologyAndImmunobiology	education.org.ai	Education	VeterinaryMicrobiologyAndImmunobiology	veterinary-microbiology-and-immunobiology	Veterinary Microbiology and Immunobiology.	Veterinary Microbiology and Immunobiology.	01.8107	agriculture,education	agriculture/animal-systems,education/teaching-training-facilitation	3
https://education.org.ai/VeterinaryPathologyAndPathobiology	education.org.ai	Education	VeterinaryPathologyAndPathobiology	veterinary-pathology-and-pathobiology	Veterinary Pathology and Pathobiology.	Veterinary Pathology and Pathobiology.	01.8108	agriculture,education	agriculture/animal-systems,education/teaching-training-facilitation	3
https://education.org.ai/VeterinaryPhysiology	education.org.ai	Education	VeterinaryPhysiology	veterinary-physiology	Veterinary Physiology.	Veterinary Physiology.	01.8109	agriculture,education	agriculture/animal-systems,education/teaching-training-facilitation	3
https://education.org.ai/VeterinarypreventivemedicineEpidemiologyAndpublichealth	education.org.ai	Education	VeterinarypreventivemedicineEpidemiologyAndpublichealth	veterinary-preventive-medicine-epidemiology-and-public-health	Veterinary Preventive Medicine, Epidemiology, and Public Health.	Veterinary Preventive Medicine, Epidemiology, and Public Health.	01.8110	agriculture,education	agriculture/animal-systems,education/teaching-training-facilitation	3
https://education.org.ai/VeterinaryToxicologyAndPharmacology	education.org.ai	Education	VeterinaryToxicologyAndPharmacology	veterinary-toxicology-and-pharmacology	Veterinary Toxicology and Pharmacology.	Veterinary Toxicology and Pharmacology.	01.8111	agriculture,education	agriculture/animal-systems,education/teaching-training-facilitation	3
https://education.org.ai/VeterinarybiomedicalandclinicalsciencesOther	education.org.ai	Education	VeterinarybiomedicalandclinicalsciencesOther	veterinary-biomedical-and-clinical-sciences-other	Veterinary Biomedical and Clinical Sciences, Other.	Veterinary Biomedical and Clinical Sciences, Other.	01.8199	agriculture,education	agriculture/animal-systems,education/teaching-training-facilitation	3
https://education.org.ai/VeterinaryadministrativeservicesGeneral	education.org.ai	Education	VeterinaryadministrativeservicesGeneral	veterinary-administrative-services-general	Veterinary Administrative Services, General.	Veterinary Administrative Services, General.	01.8201	healthcare-human-services,management-entrepreneurship	healthcare-human-services/health-data-administration,management-entrepreneurship/leadership-operations	3
https://education.org.ai/VeterinaryOfficeManagementAdministration	education.org.ai	Education	VeterinaryOfficeManagementAdministration	veterinary-office-managementadministration	Veterinary Office Management/Administration.	Veterinary Office Management/Administration.	01.8202	healthcare-human-services,management-entrepreneurship	healthcare-human-services/health-data-administration,management-entrepreneurship/leadership-operations	4
https://education.org.ai/VeterinaryReceptionReceptionist	education.org.ai	Education	VeterinaryReceptionReceptionist	veterinary-receptionreceptionist	Veterinary Reception/Receptionist.	Veterinary Reception/Receptionist.	01.8203	hospitality-events-tourism,management-entrepreneurship	hospitality-events-tourism/accommodations,management-entrepreneurship/leadership-operations	2
https://education.org.ai/VeterinaryAdministrativeExecutiveAssistantAndVeterinarySecretary	education.org.ai	Education	VeterinaryAdministrativeExecutiveAssistantAndVeterinarySecretary	veterinary-administrativeexecutive-assistant-and-veterinary-secretary	Veterinary Administrative/Executive Assistant and Veterinary Secretary.	Veterinary Administrative/Executive Assistant and Veterinary Secretary.	01.8204	healthcare-human-services,management-entrepreneurship	healthcare-human-services/health-data-administration,management-entrepreneurship/leadership-operations	2
https://education.org.ai/VeterinaryAnimalHealthTechnologyTechnicianAndVeterinaryAssistant	education.org.ai	Education	VeterinaryAnimalHealthTechnologyTechnicianAndVeterinaryAssistant	veterinaryanimal-health-technologytechnician-and-veterinary-assistant	Veterinary/Animal Health Technology/Technician and Veterinary Assistant.	Veterinary/Animal Health Technology/Technician and Veterinary Assistant.	01.8301	agriculture,education,healthcare-human-services	agriculture/animal-systems,education/teaching-training-facilitation,healthcare-human-services/health-data-administration	3
https://education.org.ai/VeterinaryanimalhealthtechnologiestechniciansOther	education.org.ai	Education	VeterinaryanimalhealthtechnologiestechniciansOther	veterinaryanimal-health-technologiestechnicians-other	Veterinary/Animal Health Technologies/Technicians, Other.	Veterinary/Animal Health Technologies/Technicians, Other.	01.8399	agriculture,healthcare-human-services	agriculture/animal-systems,healthcare-human-services/health-data-administration	2
https://education.org.ai/NaturalresourcesconservationGeneral	education.org.ai	Education	NaturalresourcesconservationGeneral	natural-resourcesconservation-general	Natural Resources/Conservation, General.	Natural Resources/Conservation, General.	03.0101	agriculture,education,energy-natural-resources	agriculture/plant-systems,education/teaching-training-facilitation,energy-natural-resources/conservation-land-management	4
https://education.org.ai/EnvironmentalStudies	education.org.ai	Education	EnvironmentalStudies	environmental-studies	Environmental Studies.	Environmental Studies.	03.0103	education,energy-natural-resources,healthcare-human-services,management-entrepreneurship,public-service-safety	education/teaching-training-facilitation,energy-natural-resources/ecological-research-development,healthcare-human-services/biotechnology-research-development,management-entrepreneurship/regulation,public-service-safety/public-safety	3
https://education.org.ai/EnvironmentalScience	education.org.ai	Education	EnvironmentalScience	environmental-science	Environmental Science.	Environmental Science.	03.0104	advanced-manufacturing,agriculture,education,energy-natural-resources,healthcare-human-services,management-entrepreneurship,public-service-safety	advanced-manufacturing/safety-quality-assurance,agriculture/plant-systems,education/teaching-training-facilitation,energy-natural-resources/conservation-land-management,energy-natural-resources/ecological-research-development,healthcare-human-services/biotechnology-research-development,management-entrepreneurship/regulation,public-service-safety/local-state-federal-services,public-service-safety/public-safety	5
https://education.org.ai/EnvironmentalnaturalresourcesmanagementandpolicyGeneral	education.org.ai	Education	EnvironmentalnaturalresourcesmanagementandpolicyGeneral	environmentalnatural-resources-management-and-policy-general	Environmental/Natural Resources Management and Policy, General.	Environmental/Natural Resources Management and Policy, General.	03.0201	agriculture,education,energy-natural-resources	agriculture/plant-systems,education/teaching-training-facilitation,energy-natural-resources/conservation-land-management	3
https://education.org.ai/WaterWetlandsAndmarineresourcesmanagement	education.org.ai	Education	WaterWetlandsAndmarineresourcesmanagement	water-wetlands-and-marine-resources-management	Water, Wetlands, and Marine Resources Management.	Water, Wetlands, and Marine Resources Management.	03.0205	education,energy-natural-resources	education/teaching-training-facilitation,energy-natural-resources/conservation-land-management	2
https://education.org.ai/LandUsePlanningAndManagementDevelopment	education.org.ai	Education	LandUsePlanningAndManagementDevelopment	land-use-planning-and-managementdevelopment	Land Use Planning and Management/Development.	Land Use Planning and Management/Development.	03.0206	education,energy-natural-resources	education/teaching-training-facilitation,energy-natural-resources/conservation-land-management	2
https://education.org.ai/EnvironmentalNaturalResourceRecreationAndTourism	education.org.ai	Education	EnvironmentalNaturalResourceRecreationAndTourism	environmentalnatural-resource-recreation-and-tourism	Environmental/Natural Resource Recreation and Tourism.	Environmental/Natural Resource Recreation and Tourism.	03.0207	hospitality-events-tourism	hospitality-events-tourism/travel-leisure	1
https://education.org.ai/EnvironmentalNaturalResourcesLawEnforcementAndProtectiveServices	education.org.ai	Education	EnvironmentalNaturalResourcesLawEnforcementAndProtectiveServices	environmentalnatural-resources-law-enforcement-and-protective-services	Environmental/Natural Resources Law Enforcement and Protective Services.	Environmental/Natural Resources Law Enforcement and Protective Services.	03.0208	education,energy-natural-resources,management-entrepreneurship,public-service-safety	education/teaching-training-facilitation,energy-natural-resources/conservation-land-management,energy-natural-resources/environmental-protection,management-entrepreneurship/regulation,public-service-safety/emergency-response,public-service-safety/local-state-federal-services,public-service-safety/public-safety	7
