ns	type	id	name	description	code
naics.org.ai	Industry	111310	Orange Groves	Orange Groves	111310
naics.org.ai	Industry	11132	Citrus (except Orange) GrovesT	Citrus (except Orange) GrovesT	11132
naics.org.ai	Industry	111320	Citrus (except Orange) Groves	Citrus (except Orange) Groves	111320
naics.org.ai	Industry	11133	Noncitrus Fruit and Tree Nut FarmingT	Noncitrus Fruit and Tree Nut FarmingT	11133
naics.org.ai	Industry	111331	Apple Orchards	Apple Orchards	111331
naics.org.ai	Industry	111332	Grape Vineyards	Grape Vineyards	111332
naics.org.ai	Industry	111333	Strawberry Farming	Strawberry Farming	111333
naics.org.ai	Industry	111334	Berry (except Strawberry) Farming	Berry (except Strawberry) Farming	111334
naics.org.ai	Industry	111335	Tree Nut Farming	Tree Nut Farming	111335
naics.org.ai	Industry	111336	Fruit and Tree Nut Combination Farming	Fruit and Tree Nut Combination Farming	111336
naics.org.ai	Industry	111339	Other Noncitrus Fruit Farming	Other Noncitrus Fruit Farming	111339
naics.org.ai	Industry	1114	Greenhouse, Nursery, and Floriculture ProductionT	Greenhouse, Nursery, and Floriculture ProductionT	1114
naics.org.ai	Industry	11141	Food Crops Grown Under CoverT	Food Crops Grown Under CoverT	11141
naics.org.ai	Industry	111411	Mushroom Production	Mushroom Production	111411
naics.org.ai	Industry	111419	Other Food Crops Grown Under Cover	Other Food Crops Grown Under Cover	111419
naics.org.ai	Industry	11142	Nursery and Floriculture ProductionT	Nursery and Floriculture ProductionT	11142
naics.org.ai	Industry	111421	Nursery and Tree Production	Nursery and Tree Production	111421
naics.org.ai	Industry	111422	Floriculture Production	Floriculture Production	111422
naics.org.ai	Industry	1119	Other Crop FarmingT	Other Crop FarmingT	1119
naics.org.ai	Industry	11191	Tobacco FarmingT	Tobacco FarmingT	11191
naics.org.ai	Industry	111910	Tobacco Farming	Tobacco Farming	111910
naics.org.ai	Industry	11192	Cotton FarmingT	Cotton FarmingT	11192
naics.org.ai	Industry	111920	Cotton Farming	Cotton Farming	111920
naics.org.ai	Industry	11193	Sugarcane FarmingT	Sugarcane FarmingT	11193
naics.org.ai	Industry	111930	Sugarcane Farming	Sugarcane Farming	111930
naics.org.ai	Industry	11194	Hay FarmingT	Hay FarmingT	11194
naics.org.ai	Industry	111940	Hay Farming	Hay Farming	111940
naics.org.ai	Industry	11199	All Other Crop FarmingT	All Other Crop FarmingT	11199
naics.org.ai	Industry	111991	Sugar Beet Farming	Sugar Beet Farming	111991
naics.org.ai	Industry	111992	Peanut Farming	Peanut Farming	111992
naics.org.ai	Industry	111998	All Other Miscellaneous Crop Farming	All Other Miscellaneous Crop Farming	111998
naics.org.ai	Industry	112	Animal Production and AquacultureT	Animal Production and AquacultureT	112
naics.org.ai	Industry	1121	Cattle Ranching and FarmingT	Cattle Ranching and FarmingT	1121
naics.org.ai	Industry	11211	Beef Cattle Ranching and Farming, including FeedlotsT	Beef Cattle Ranching and Farming, including FeedlotsT	11211
naics.org.ai	Industry	112111	Beef Cattle Ranching and Farming	Beef Cattle Ranching and Farming	112111
naics.org.ai	Industry	112112	Cattle Feedlots	Cattle Feedlots	112112
naics.org.ai	Industry	11212	Dairy Cattle and Milk ProductionT	Dairy Cattle and Milk ProductionT	11212
naics.org.ai	Industry	112120	Dairy Cattle and Milk Production	Dairy Cattle and Milk Production	112120
naics.org.ai	Industry	11213	Dual-Purpose Cattle Ranching and FarmingT	Dual-Purpose Cattle Ranching and FarmingT	11213
naics.org.ai	Industry	112130	Dual-Purpose Cattle Ranching and Farming	Dual-Purpose Cattle Ranching and Farming	112130
naics.org.ai	Industry	1122	Hog and Pig FarmingT	Hog and Pig FarmingT	1122
naics.org.ai	Industry	11221	Hog and Pig FarmingT	Hog and Pig FarmingT	11221
naics.org.ai	Industry	112210	Hog and Pig Farming	Hog and Pig Farming	112210
naics.org.ai	Industry	1123	Poultry and Egg ProductionT	Poultry and Egg ProductionT	1123
naics.org.ai	Industry	11231	Chicken Egg ProductionT	Chicken Egg ProductionT	11231
naics.org.ai	Industry	112310	Chicken Egg Production	Chicken Egg Production	112310
naics.org.ai	Industry	11232	Broilers and Other Meat Type Chicken ProductionT	Broilers and Other Meat Type Chicken ProductionT	11232
naics.org.ai	Industry	112320	Broilers and Other Meat Type Chicken Production	Broilers and Other Meat Type Chicken Production	112320
naics.org.ai	Industry	11233	Turkey ProductionT	Turkey ProductionT	11233
naics.org.ai	Industry	112330	Turkey Production	Turkey Production	112330
naics.org.ai	Industry	11234	Poultry HatcheriesT	Poultry HatcheriesT	11234
naics.org.ai	Industry	112340	Poultry Hatcheries	Poultry Hatcheries	112340
naics.org.ai	Industry	11239	Other Poultry ProductionT	Other Poultry ProductionT	11239
naics.org.ai	Industry	112390	Other Poultry Production	Other Poultry Production	112390
naics.org.ai	Industry	1124	Sheep and Goat FarmingT	Sheep and Goat FarmingT	1124
naics.org.ai	Industry	11241	Sheep FarmingT	Sheep FarmingT	11241
naics.org.ai	Industry	112410	Sheep Farming	Sheep Farming	112410
naics.org.ai	Industry	11242	Goat FarmingT	Goat FarmingT	11242
naics.org.ai	Industry	112420	Goat Farming	Goat Farming	112420
naics.org.ai	Industry	1125	AquacultureT	AquacultureT	1125
naics.org.ai	Industry	11251	AquacultureT	AquacultureT	11251
naics.org.ai	Industry	112511	Finfish Farming and Fish Hatcheries	Finfish Farming and Fish Hatcheries	112511
naics.org.ai	Industry	112512	Shellfish Farming	Shellfish Farming	112512
naics.org.ai	Industry	112519	Other Aquaculture	Other Aquaculture	112519
naics.org.ai	Industry	1129	Other Animal ProductionT	Other Animal ProductionT	1129
naics.org.ai	Industry	11291	ApicultureT	ApicultureT	11291
naics.org.ai	Industry	112910	Apiculture	Apiculture	112910
naics.org.ai	Industry	11292	Horses and Other Equine ProductionT	Horses and Other Equine ProductionT	11292
naics.org.ai	Industry	112920	Horses and Other Equine Production	Horses and Other Equine Production	112920
naics.org.ai	Industry	11293	Fur-Bearing Animal and Rabbit ProductionT	Fur-Bearing Animal and Rabbit ProductionT	11293
naics.org.ai	Industry	112930	Fur-Bearing Animal and Rabbit Production	Fur-Bearing Animal and Rabbit Production	112930
naics.org.ai	Industry	11299	All Other Animal ProductionT	All Other Animal ProductionT	11299
naics.org.ai	Industry	112990	All Other Animal Production	All Other Animal Production	112990
naics.org.ai	Industry	113	Forestry and LoggingT	Forestry and LoggingT	113
naics.org.ai	Industry	1131	Timber Tract OperationsT	Timber Tract OperationsT	1131
naics.org.ai	Industry	11311	Timber Tract OperationsT	Timber Tract OperationsT	11311
naics.org.ai	Industry	113110	Timber Tract Operations	Timber Tract Operations	113110
naics.org.ai	Industry	1132	Forest Nurseries and Gathering of Forest ProductsT	Forest Nurseries and Gathering of Forest ProductsT	1132
naics.org.ai	Industry	11321	Forest Nurseries and Gathering of Forest ProductsT	Forest Nurseries and Gathering of Forest ProductsT	11321
naics.org.ai	Industry	113210	Forest Nurseries and Gathering of Forest Products	Forest Nurseries and Gathering of Forest Products	113210
naics.org.ai	Industry	1133	LoggingT	LoggingT	1133
naics.org.ai	Industry	11331	LoggingT	LoggingT	11331
naics.org.ai	Industry	113310	Logging	Logging	113310
naics.org.ai	Industry	114	Fishing, Hunting and TrappingT	Fishing, Hunting and TrappingT	114
naics.org.ai	Industry	1141	FishingT	FishingT	1141
naics.org.ai	Industry	11411	FishingT	FishingT	11411
naics.org.ai	Industry	114111	Finfish Fishing	Finfish Fishing	114111
naics.org.ai	Industry	114112	Shellfish Fishing	Shellfish Fishing	114112
naics.org.ai	Industry	114119	Other Marine Fishing	Other Marine Fishing	114119
naics.org.ai	Industry	1142	Hunting and TrappingT	Hunting and TrappingT	1142
naics.org.ai	Industry	11421	Hunting and TrappingT	Hunting and TrappingT	11421
naics.org.ai	Industry	114210	Hunting and Trapping	Hunting and Trapping	114210
naics.org.ai	Industry	115	Support Activities for Agriculture and ForestryT	Support Activities for Agriculture and ForestryT	115
naics.org.ai	Industry	1151	Support Activities for Crop ProductionT	Support Activities for Crop ProductionT	1151
naics.org.ai	Industry	11511	Support Activities for Crop ProductionT	Support Activities for Crop ProductionT	11511
naics.org.ai	Industry	115111	Cotton Ginning	Cotton Ginning	115111
naics.org.ai	Industry	115112	Soil Preparation, Planting, and Cultivating	Soil Preparation, Planting, and Cultivating	115112
naics.org.ai	Industry	115113	Crop Harvesting, Primarily by Machine	Crop Harvesting, Primarily by Machine	115113
naics.org.ai	Industry	115114	Postharvest Crop Activities (except Cotton Ginning)	Postharvest Crop Activities (except Cotton Ginning)	115114
naics.org.ai	Industry	115115	Farm Labor Contractors and Crew Leaders	Farm Labor Contractors and Crew Leaders	115115
naics.org.ai	Industry	115116	Farm Management Services	Farm Management Services	115116
naics.org.ai	Industry	1152	Support Activities for Animal ProductionT	Support Activities for Animal ProductionT	1152
naics.org.ai	Industry	11521	Support Activities for Animal ProductionT	Support Activities for Animal ProductionT	11521
naics.org.ai	Industry	115210	Support Activities for Animal Production	Support Activities for Animal Production	115210
naics.org.ai	Industry	1153	Support Activities for ForestryT	Support Activities for ForestryT	1153
naics.org.ai	Industry	11531	Support Activities for ForestryT	Support Activities for ForestryT	11531
naics.org.ai	Industry	115310	Support Activities for Forestry	Support Activities for Forestry	115310
naics.org.ai	Industry	21	Mining, Quarrying, and Oil and Gas ExtractionT	Mining, Quarrying, and Oil and Gas ExtractionT	21
naics.org.ai	Industry	211	Oil and Gas ExtractionT	Oil and Gas ExtractionT	211
naics.org.ai	Industry	2111	Oil and Gas ExtractionT	Oil and Gas ExtractionT	2111
naics.org.ai	Industry	21112	Crude Petroleum Extraction	Crude Petroleum Extraction	21112
naics.org.ai	Industry	211120	Crude Petroleum Extraction	Crude Petroleum Extraction	211120
naics.org.ai	Industry	21113	Natural Gas Extraction	Natural Gas Extraction	21113
naics.org.ai	Industry	211130	Natural Gas Extraction	Natural Gas Extraction	211130
naics.org.ai	Industry	212	Mining (except Oil and Gas)T	Mining (except Oil and Gas)T	212
naics.org.ai	Industry	2121	Coal MiningT	Coal MiningT	2121
naics.org.ai	Industry	21211	Coal MiningT	Coal MiningT	21211
naics.org.ai	Industry	212114	Surface Coal Mining	Surface Coal Mining	212114
naics.org.ai	Industry	212115	Underground Coal Mining	Underground Coal Mining	212115
naics.org.ai	Industry	2122	Metal Ore MiningT	Metal Ore MiningT	2122
naics.org.ai	Industry	21221	Iron Ore MiningT	Iron Ore MiningT	21221
naics.org.ai	Industry	212210	Iron Ore Mining	Iron Ore Mining	212210
naics.org.ai	Industry	21222	Gold Ore and Silver Ore MiningT	Gold Ore and Silver Ore MiningT	21222
naics.org.ai	Industry	212220	Gold Ore and Silver Ore Mining	Gold Ore and Silver Ore Mining	212220
naics.org.ai	Industry	21223	Copper, Nickel, Lead, and Zinc MiningT	Copper, Nickel, Lead, and Zinc MiningT	21223
naics.org.ai	Industry	212230	Copper, Nickel, Lead, and Zinc Mining	Copper, Nickel, Lead, and Zinc Mining	212230
naics.org.ai	Industry	21229	Other Metal Ore MiningT	Other Metal Ore MiningT	21229
naics.org.ai	Industry	212290	Other Metal Ore Mining	Other Metal Ore Mining	212290
naics.org.ai	Industry	2123	Nonmetallic Mineral Mining and QuarryingT	Nonmetallic Mineral Mining and QuarryingT	2123
naics.org.ai	Industry	21231	Stone Mining and QuarryingT	Stone Mining and QuarryingT	21231
naics.org.ai	Industry	212311	Dimension Stone Mining and Quarrying	Dimension Stone Mining and Quarrying	212311
naics.org.ai	Industry	212312	Crushed and Broken Limestone Mining and Quarrying	Crushed and Broken Limestone Mining and Quarrying	212312
naics.org.ai	Industry	212313	Crushed and Broken Granite Mining and Quarrying	Crushed and Broken Granite Mining and Quarrying	212313
naics.org.ai	Industry	212319	Other Crushed and Broken Stone Mining and Quarrying	Other Crushed and Broken Stone Mining and Quarrying	212319
naics.org.ai	Industry	21232	Sand, Gravel, Clay, and Ceramic and Refractory Minerals Mining and QuarryingT	Sand, Gravel, Clay, and Ceramic and Refractory Minerals Mining and QuarryingT	21232
naics.org.ai	Industry	212321	Construction Sand and Gravel Mining	Construction Sand and Gravel Mining	212321
naics.org.ai	Industry	212322	Industrial Sand Mining	Industrial Sand Mining	212322
naics.org.ai	Industry	212323	Kaolin, Clay, and Ceramic and Refractory Minerals Mining	Kaolin, Clay, and Ceramic and Refractory Minerals Mining	212323
naics.org.ai	Industry	21239	Other Nonmetallic Mineral Mining and QuarryingT	Other Nonmetallic Mineral Mining and QuarryingT	21239
naics.org.ai	Industry	212390	Other Nonmetallic Mineral Mining and Quarrying	Other Nonmetallic Mineral Mining and Quarrying	212390
naics.org.ai	Industry	213	Support Activities for MiningT	Support Activities for MiningT	213
naics.org.ai	Industry	2131	Support Activities for MiningT	Support Activities for MiningT	2131
naics.org.ai	Industry	21311	Support Activities for MiningT	Support Activities for MiningT	21311
naics.org.ai	Industry	213111	Drilling Oil and Gas Wells	Drilling Oil and Gas Wells	213111
naics.org.ai	Industry	213112	Support Activities for Oil and Gas Operations	Support Activities for Oil and Gas Operations	213112
naics.org.ai	Industry	213113	Support Activities for Coal Mining	Support Activities for Coal Mining	213113
naics.org.ai	Industry	213114	Support Activities for Metal Mining	Support Activities for Metal Mining	213114
naics.org.ai	Industry	213115	Support Activities for Nonmetallic Minerals (except Fuels) Mining	Support Activities for Nonmetallic Minerals (except Fuels) Mining	213115
naics.org.ai	Industry	22	UtilitiesT	UtilitiesT	22
naics.org.ai	Industry	221	UtilitiesT	UtilitiesT	221
naics.org.ai	Industry	2211	Electric Power Generation, Transmission and DistributionT	Electric Power Generation, Transmission and DistributionT	2211
naics.org.ai	Industry	22111	Electric Power GenerationT	Electric Power GenerationT	22111
naics.org.ai	Industry	221111	Hydroelectric Power Generation	Hydroelectric Power Generation	221111
naics.org.ai	Industry	221112	Fossil Fuel Electric Power Generation	Fossil Fuel Electric Power Generation	221112
naics.org.ai	Industry	221113	Nuclear Electric Power Generation	Nuclear Electric Power Generation	221113
naics.org.ai	Industry	221114	Solar Electric Power Generation	Solar Electric Power Generation	221114
naics.org.ai	Industry	221115	Wind Electric Power Generation	Wind Electric Power Generation	221115
naics.org.ai	Industry	221116	Geothermal Electric Power Generation	Geothermal Electric Power Generation	221116
naics.org.ai	Industry	221117	Biomass Electric Power Generation	Biomass Electric Power Generation	221117
naics.org.ai	Industry	221118	Other Electric Power Generation	Other Electric Power Generation	221118
naics.org.ai	Industry	22112	Electric Power Transmission, Control, and DistributionT	Electric Power Transmission, Control, and DistributionT	22112
naics.org.ai	Industry	221121	Electric Bulk Power Transmission and Control	Electric Bulk Power Transmission and Control	221121
naics.org.ai	Industry	221122	Electric Power Distribution	Electric Power Distribution	221122
naics.org.ai	Industry	2212	Natural Gas DistributionT	Natural Gas DistributionT	2212
naics.org.ai	Industry	22121	Natural Gas DistributionT	Natural Gas DistributionT	22121
naics.org.ai	Industry	221210	Natural Gas Distribution	Natural Gas Distribution	221210
naics.org.ai	Industry	2213	Water, Sewage and Other SystemsT	Water, Sewage and Other SystemsT	2213
naics.org.ai	Industry	22131	Water Supply and Irrigation Systems	Water Supply and Irrigation Systems	22131
naics.org.ai	Industry	221310	Water Supply and Irrigation Systems	Water Supply and Irrigation Systems	221310
naics.org.ai	Industry	22132	Sewage Treatment Facilities	Sewage Treatment Facilities	22132
naics.org.ai	Industry	221320	Sewage Treatment Facilities	Sewage Treatment Facilities	221320
naics.org.ai	Industry	22133	Steam and Air-Conditioning Supply	Steam and Air-Conditioning Supply	22133
naics.org.ai	Industry	221330	Steam and Air-Conditioning Supply	Steam and Air-Conditioning Supply	221330
naics.org.ai	Industry	23	ConstructionT	ConstructionT	23
naics.org.ai	Industry	236	Construction of BuildingsT	Construction of BuildingsT	236
naics.org.ai	Industry	2361	Residential Building ConstructionT	Residential Building ConstructionT	2361
naics.org.ai	Industry	23611	Residential Building ConstructionT	Residential Building ConstructionT	23611
naics.org.ai	Industry	236115	New Single-Family Housing Construction (except For-Sale Builders)	New Single-Family Housing Construction (except For-Sale Builders)	236115
naics.org.ai	Industry	236116	New Multifamily Housing Construction (except For-Sale Builders)	New Multifamily Housing Construction (except For-Sale Builders)	236116
naics.org.ai	Industry	236117	New Housing For-Sale Builders	New Housing For-Sale Builders	236117
naics.org.ai	Industry	236118	Residential Remodelers	Residential Remodelers	236118
naics.org.ai	Industry	2362	Nonresidential Building ConstructionT	Nonresidential Building ConstructionT	2362
naics.org.ai	Industry	23621	Industrial Building ConstructionT	Industrial Building ConstructionT	23621
naics.org.ai	Industry	236210	Industrial Building Construction	Industrial Building Construction	236210
naics.org.ai	Industry	23622	Commercial and Institutional Building ConstructionT	Commercial and Institutional Building ConstructionT	23622
naics.org.ai	Industry	236220	Commercial and Institutional Building Construction	Commercial and Institutional Building Construction	236220
naics.org.ai	Industry	237	Heavy and Civil Engineering ConstructionT	Heavy and Civil Engineering ConstructionT	237
naics.org.ai	Industry	2371	Utility System ConstructionT	Utility System ConstructionT	2371
naics.org.ai	Industry	23711	Water and Sewer Line and Related Structures ConstructionT	Water and Sewer Line and Related Structures ConstructionT	23711
naics.org.ai	Industry	237110	Water and Sewer Line and Related Structures Construction	Water and Sewer Line and Related Structures Construction	237110
naics.org.ai	Industry	23712	Oil and Gas Pipeline and Related Structures ConstructionT	Oil and Gas Pipeline and Related Structures ConstructionT	23712
naics.org.ai	Industry	237120	Oil and Gas Pipeline and Related Structures Construction	Oil and Gas Pipeline and Related Structures Construction	237120
naics.org.ai	Industry	23713	Power and Communication Line and Related Structures ConstructionT	Power and Communication Line and Related Structures ConstructionT	23713
naics.org.ai	Industry	237130	Power and Communication Line and Related Structures Construction	Power and Communication Line and Related Structures Construction	237130
naics.org.ai	Industry	2372	Land SubdivisionT	Land SubdivisionT	2372
naics.org.ai	Industry	23721	Land SubdivisionT	Land SubdivisionT	23721
naics.org.ai	Industry	237210	Land Subdivision	Land Subdivision	237210
naics.org.ai	Industry	2373	Highway, Street, and Bridge ConstructionT	Highway, Street, and Bridge ConstructionT	2373
naics.org.ai	Industry	23731	Highway, Street, and Bridge ConstructionT	Highway, Street, and Bridge ConstructionT	23731
naics.org.ai	Industry	237310	Highway, Street, and Bridge Construction	Highway, Street, and Bridge Construction	237310
naics.org.ai	Industry	2379	Other Heavy and Civil Engineering ConstructionT	Other Heavy and Civil Engineering ConstructionT	2379
naics.org.ai	Industry	23799	Other Heavy and Civil Engineering ConstructionT	Other Heavy and Civil Engineering ConstructionT	23799
naics.org.ai	Industry	237990	Other Heavy and Civil Engineering Construction	Other Heavy and Civil Engineering Construction	237990
naics.org.ai	Industry	238	Specialty Trade ContractorsT	Specialty Trade ContractorsT	238
naics.org.ai	Industry	2381	Foundation, Structure, and Building Exterior ContractorsT	Foundation, Structure, and Building Exterior ContractorsT	2381
naics.org.ai	Industry	23811	Poured Concrete Foundation and Structure Contractors	Poured Concrete Foundation and Structure Contractors	23811
naics.org.ai	Industry	238110	Poured Concrete Foundation and Structure Contractors	Poured Concrete Foundation and Structure Contractors	238110
naics.org.ai	Industry	23812	Structural Steel and Precast Concrete Contractors	Structural Steel and Precast Concrete Contractors	23812
naics.org.ai	Industry	238120	Structural Steel and Precast Concrete Contractors	Structural Steel and Precast Concrete Contractors	238120
naics.org.ai	Industry	23813	Framing Contractors	Framing Contractors	23813
naics.org.ai	Industry	238130	Framing Contractors	Framing Contractors	238130
naics.org.ai	Industry	23814	Masonry Contractors	Masonry Contractors	23814
naics.org.ai	Industry	238140	Masonry Contractors	Masonry Contractors	238140
naics.org.ai	Industry	23815	Glass and Glazing Contractors	Glass and Glazing Contractors	23815
naics.org.ai	Industry	238150	Glass and Glazing Contractors	Glass and Glazing Contractors	238150
naics.org.ai	Industry	23816	Roofing Contractors	Roofing Contractors	23816
naics.org.ai	Industry	238160	Roofing Contractors	Roofing Contractors	238160
naics.org.ai	Industry	23817	Siding Contractors	Siding Contractors	23817
naics.org.ai	Industry	238170	Siding Contractors	Siding Contractors	238170
naics.org.ai	Industry	23819	Other Foundation, Structure, and Building Exterior Contractors	Other Foundation, Structure, and Building Exterior Contractors	23819
naics.org.ai	Industry	238190	Other Foundation, Structure, and Building Exterior Contractors	Other Foundation, Structure, and Building Exterior Contractors	238190
naics.org.ai	Industry	2382	Building Equipment ContractorsT	Building Equipment ContractorsT	2382
naics.org.ai	Industry	23821	Electrical Contractors and Other Wiring Installation ContractorsT	Electrical Contractors and Other Wiring Installation ContractorsT	23821
naics.org.ai	Industry	238210	Electrical Contractors and Other Wiring Installation Contractors	Electrical Contractors and Other Wiring Installation Contractors	238210
naics.org.ai	Industry	23822	Plumbing, Heating, and Air-Conditioning ContractorsT	Plumbing, Heating, and Air-Conditioning ContractorsT	23822
naics.org.ai	Industry	238220	Plumbing, Heating, and Air-Conditioning Contractors	Plumbing, Heating, and Air-Conditioning Contractors	238220
naics.org.ai	Industry	23829	Other Building Equipment ContractorsT	Other Building Equipment ContractorsT	23829
naics.org.ai	Industry	238290	Other Building Equipment Contractors	Other Building Equipment Contractors	238290
naics.org.ai	Industry	2383	Building Finishing ContractorsT	Building Finishing ContractorsT	2383
naics.org.ai	Industry	23831	Drywall and Insulation ContractorsT	Drywall and Insulation ContractorsT	23831
naics.org.ai	Industry	238310	Drywall and Insulation Contractors	Drywall and Insulation Contractors	238310
naics.org.ai	Industry	23832	Painting and Wall Covering ContractorsT	Painting and Wall Covering ContractorsT	23832
naics.org.ai	Industry	238320	Painting and Wall Covering Contractors	Painting and Wall Covering Contractors	238320
naics.org.ai	Industry	23833	Flooring ContractorsT	Flooring ContractorsT	23833
naics.org.ai	Industry	238330	Flooring Contractors	Flooring Contractors	238330
naics.org.ai	Industry	23834	Tile and Terrazzo ContractorsT	Tile and Terrazzo ContractorsT	23834
naics.org.ai	Industry	238340	Tile and Terrazzo Contractors	Tile and Terrazzo Contractors	238340
naics.org.ai	Industry	23835	Finish Carpentry ContractorsT	Finish Carpentry ContractorsT	23835
naics.org.ai	Industry	238350	Finish Carpentry Contractors	Finish Carpentry Contractors	238350
naics.org.ai	Industry	23839	Other Building Finishing ContractorsT	Other Building Finishing ContractorsT	23839
naics.org.ai	Industry	238390	Other Building Finishing Contractors	Other Building Finishing Contractors	238390
naics.org.ai	Industry	2389	Other Specialty Trade ContractorsT	Other Specialty Trade ContractorsT	2389
naics.org.ai	Industry	23891	Site Preparation ContractorsT	Site Preparation ContractorsT	23891
naics.org.ai	Industry	238910	Site Preparation Contractors	Site Preparation Contractors	238910
naics.org.ai	Industry	23899	All Other Specialty Trade ContractorsT	All Other Specialty Trade ContractorsT	23899
naics.org.ai	Industry	238990	All Other Specialty Trade Contractors	All Other Specialty Trade Contractors	238990
naics.org.ai	Industry	31-33	ManufacturingT	ManufacturingT	31-33
naics.org.ai	Industry	311	Food ManufacturingT	Food ManufacturingT	311
naics.org.ai	Industry	3111	Animal Food ManufacturingT	Animal Food ManufacturingT	3111
naics.org.ai	Industry	31111	Animal Food ManufacturingT	Animal Food ManufacturingT	31111
naics.org.ai	Industry	311111	Dog and Cat Food Manufacturing	Dog and Cat Food Manufacturing	311111
naics.org.ai	Industry	311119	Other Animal Food Manufacturing	Other Animal Food Manufacturing	311119
naics.org.ai	Industry	3112	Grain and Oilseed MillingT	Grain and Oilseed MillingT	3112
naics.org.ai	Industry	31121	Flour Milling and Malt ManufacturingT	Flour Milling and Malt ManufacturingT	31121
naics.org.ai	Industry	311211	Flour Milling	Flour Milling	311211
naics.org.ai	Industry	311212	Rice Milling	Rice Milling	311212
naics.org.ai	Industry	311213	Malt Manufacturing	Malt Manufacturing	311213
naics.org.ai	Industry	31122	Starch and Vegetable Fats and Oils ManufacturingT	Starch and Vegetable Fats and Oils ManufacturingT	31122
naics.org.ai	Industry	311221	Wet Corn Milling and Starch Manufacturing	Wet Corn Milling and Starch Manufacturing	311221
naics.org.ai	Industry	311224	Soybean and Other Oilseed Processing	Soybean and Other Oilseed Processing	311224
naics.org.ai	Industry	311225	Fats and Oils Refining and Blending	Fats and Oils Refining and Blending	311225
naics.org.ai	Industry	31123	Breakfast Cereal ManufacturingT	Breakfast Cereal ManufacturingT	31123
naics.org.ai	Industry	311230	Breakfast Cereal Manufacturing	Breakfast Cereal Manufacturing	311230
naics.org.ai	Industry	3113	Sugar and Confectionery Product ManufacturingT	Sugar and Confectionery Product ManufacturingT	3113
naics.org.ai	Industry	31131	Sugar ManufacturingT	Sugar ManufacturingT	31131
naics.org.ai	Industry	311313	Beet Sugar Manufacturing	Beet Sugar Manufacturing	311313
naics.org.ai	Industry	311314	Cane Sugar Manufacturing	Cane Sugar Manufacturing	311314
naics.org.ai	Industry	31134	Nonchocolate Confectionery ManufacturingT	Nonchocolate Confectionery ManufacturingT	31134
naics.org.ai	Industry	311340	Nonchocolate Confectionery Manufacturing	Nonchocolate Confectionery Manufacturing	311340
naics.org.ai	Industry	31135	Chocolate and Confectionery ManufacturingT	Chocolate and Confectionery ManufacturingT	31135
naics.org.ai	Industry	311351	Chocolate and Confectionery Manufacturing from Cacao Beans	Chocolate and Confectionery Manufacturing from Cacao Beans	311351
naics.org.ai	Industry	311352	Confectionery Manufacturing from Purchased Chocolate	Confectionery Manufacturing from Purchased Chocolate	311352
naics.org.ai	Industry	3114	Fruit and Vegetable Preserving and Specialty Food ManufacturingT	Fruit and Vegetable Preserving and Specialty Food ManufacturingT	3114
naics.org.ai	Industry	31141	Frozen Food ManufacturingT	Frozen Food ManufacturingT	31141
naics.org.ai	Industry	311411	Frozen Fruit, Juice, and Vegetable Manufacturing	Frozen Fruit, Juice, and Vegetable Manufacturing	311411
naics.org.ai	Industry	311412	Frozen Specialty Food Manufacturing	Frozen Specialty Food Manufacturing	311412
