toolId	toolType	productId	commodityCode
Open_flares	Tool	VentStacks	26131608
Oxygen_analyzers	Tool	OxygenGasAnalyzers	41113110
Pressure_gauges	Tool	PressureSensors	41111927
Pressure_valves	Tool	SafetyValves	40141604
Squares	Tool	Squares	27111803
Tape_measures	Tool	TapeMeasures	27111801
Taper_gauges	Tool	TaperGauge	41111648
Utility_trucks	Tool	SportUtilityVehicles	25101507
Vernier_calipers	Tool	Calipers	41111621
Automated_diluters	Tool	LaboratoryDiluters	41121502
Automated_microplate_ELISA_readers	Tool	MicroplateReaders	41113037
Cellular_assay_equipment	Tool	ImmunologyAnalyzers	41115819
Computer_inkjet_printers	Tool	InkjetPrinters	43212104
Electrophoresis_equipment	Tool	InstrumentationForCapillaryElectrophoresis	41105307
Fourier_transfer_infrared_FTIR_spectrometers	Tool	InfraredSpectrometers	41115408
Gas_chromatography_equipment	Tool	GasChromatographs	41115703
Handheld_data_collectors	Tool	PortableDataInputTerminals	43211715
Infrared_spectroscopic_equipment	Tool	Spectrometers	41115403
Laboratory_analytical_balances	Tool	AnalyticalBalances	41111517
Laboratory_benchtop_centrifuges	Tool	BenchtopCentrifuges	41103903
Laboratory_extraction_equipment	Tool	ExtractingEquipmentForLaboratories	41104806
Laboratory_moisture_balances	Tool	MoistureBalances	41111513
Liquid_chromatography_equipment	Tool	LiquidChromatographs	41115705
pH_analyzers	Tool	PhMeters	41115603
Titrators	Tool	TitrationEquipment	41115602
Dataloggers	Tool	PortableDataInputTerminals	43211715
Diesel-powered_generators	Tool	DieselGenerators	26111601
Large_volume_water_pumps	Tool	WaterPumps	40151510
Material_moving_cranes	Tool	TowerCranes	24101623
Mobile_radios	Tool	TwoWayRadios	43191510
Programmable_logic_controllers_PLC	Tool	Microcontrollers	32101628
Air_monitoring_equipment	Tool	Collectors	41104008
Ball_valves	Tool	BallValves	40141607
Belt_conveyor_systems	Tool	BeltConveyors	24101712
Dust_and_particulate_respirators	Tool	Respirators	46182002
Electric_timing_devices	Tool	ClockTimers	46171603
Emergency_alarm_systems	Tool	AlarmSystems	46171604
Fermentation_processing_vessels	Tool	StandardFermentationUnits	41104301
Flow_control_valves_FCV	Tool	ControlValves	40141609
Gate_butterfly_valves	Tool	GateValves	40141613
Glass_graduated_cylinders	Tool	LaboratoryGraduatedCylinders	41121805
Gravity_convection_ovens	Tool	LaboratoryMechanicalConvectionOvens	41104501
Hand_sampling_pumps	Tool	HandPumps	40151506
Hazardous_material_spill_kits	Tool	SpillKits	47131905
Moisture_analyzers	Tool	MoistureMeters	41112304
Mole_sieves	Tool	TestSieves	41105003
pH_probes	Tool	PhMeters	41115603
Reaction_flasks	Tool	LaboratoryFlasks	41121804
Sample_ports	Tool	PlantSamplesAnalysisEquipment	41104015
Self-contained_breathing_apparatus	Tool	Accessories	46182004
Stop_valves	Tool	GlobeValves	40141611
Throttle_control_valves_TCV	Tool	ControlValves	40141609
Biomass_boilers	Tool	FireTubeBoilers	40102001
Bubbling_fluidized_bed_boilers	Tool	FireTubeBoilers	40102001
Circulating_fluidized_bed_boilers	Tool	FireTubeBoilers	40102001
Cooling_towers	Tool	EvaporativeCoolers	40101703
Heat_recovery_steam_generators	Tool	SteamGenerators	26111608
Radial_stackers	Tool	ExtendableConveyors	24101708
Steam_boilers	Tool	WaterTubeBoiler	40102002
Steam_turbines	Tool	SteamEngines	26101505
Water_samplers	Tool	WaterSamplers	41104007
Wood_feed_systems	Tool	Feeders	22101715
Dam_water_flow_controls	Tool	WaterLevelRegulator	40142207
Electrical_circuit_breakers	Tool	CircuitBreakers	39121601
Electrical_switch_gear	Tool	SubstationLoadControlSwitchgears	26131808
Hydraulic_power_generation_equipment	Tool	HydraulicGenerators	26111606
Hydroelectric_power_generator_controls	Tool	GeneratorProtectionPanels	26131803
Impulse_turbines	Tool	TurbineEngines	26101506
Power_transformers	Tool	PowerSupplyTransformers	39121002
Protective_ear_muffs	Tool	Defenders	46181902
Protective_respirators	Tool	Respirators	46182002
Reaction_turbines	Tool	TurbineEngines	26101506
Safety_glasses	Tool	SafetyGlasses	46181802
Turbine_generators	Tool	TurbineEngines	26101506
Barcode_scanners	Tool	BarCodeReaderEquipment	43211701
Barcoding_labels	Tool	BarCodeLabels	55121608
Global_positioning_systems_GPS	Tool	VehicularGlobalPositioningSystemGps	25173107
Pallet_jacks	Tool	PalletTrucks	24101505
Personal_protective_equipment	Tool	HazardousMaterialProtectiveApparel	46181509
Radio_frequency_handheld_terminals	Tool	RadioFrequencyDataCommunicationEquipment	43221721
Radio_frequency_identification_RFID_devices	Tool	RadioFrequencyIdentificationDevices	43211710
Radio_frequency_truck-mounted_terminals	Tool	RadioFrequencyDataCommunicationEquipment	43221721
Wireless_communication_and_satellite_positioning_tools	Tool	LocationBasedMessagingServicePlatforms	43223209
Radio_frequency_identification_RFID_scanners	Tool	RadioFrequencyScanners	52161522
Liquid_crystal_display_LCD_video_projectors	Tool	LiquidCrystalDisplayProjector	45111614
Optical_disk_drives	Tool	ReadWriteDigitalVersatileDiscDvd	43201811
Audio_recording_equipment	Tool	SurveillanceAudioRecorders	46171621
MP3_players	Tool	Recorders	52161543
Adjustable_hand_wrenches	Tool	AdjustableWrenches	27111707
Adjustable_widemouth_pliers	Tool	AdjustableWidemouthPliers	27112107
Aeration_pumps	Tool	AirPumps	40151501
Aerosol_foggers	Tool	MistGenerators	21101805
Air_compression_equipment	Tool	AirCompressors	40151601
Animal_blood_collection_syringes	Tool	VeterinarySuctionUnit	42121507
Animal_feeders	Tool	AnimalHusbandryEquipment	21101902
Animal_transportation_trailers	Tool	LivestockTrailers	25181703
Animal_vaccination_syringes	Tool	VeterinarySuctionUnit	42121507
Aquaculture_tanks	Tool	MarineHatcheryEquipment	21111601
Artificial_insemination_kits	Tool	AnimalHusbandryEquipment	21101902
Backhoe_attachments	Tool	BackhoeBoomSections	22101713
Backhoes	Tool	Backhoes	22101509
Bar_code_readers	Tool	BarCodeReaderEquipment	43211701
Bench_scales	Tool	BenchScales	41111507
Biological_filters	Tool	BiologicalFilterMedia	40161808
Branding_equipment	Tool	LivestockIdentificationEquipment	21101905
Brush_mowers	Tool	Mowers	21101701
Cage_nets	Tool	MarineHatcheryEquipment	21111601
Carbon_dioxide_systems	Tool	GreenhouseVentilationEquipment	21102303
Centrifugal_water_pumps	Tool	CentrifugalPumps	40151503
Chain_saws	Tool	PowerSaws	27112709
Chemical_sprayers	Tool	Sprayers	21101801
Chipping_equipment	Tool	PowerChippers	27112715
Circular_saws	Tool	PowerSaws	27112709
Claw_hammers	Tool	ClawHammer	27111618
Clockwork_belt_feeders	Tool	MarineHatcheryEquipment	21111601
Composting_equipment	Tool	Composter	21101806
Cordless_power_drills	Tool	PowerDrills	27112703
Corn_pickers	Tool	Harvesters	21101703
Dew_point_meters	Tool	Psychrometers	41112302
Digital_flowmeters	Tool	Flowmeters	41112501
Dip_nets	Tool	CommercialFishingNets	21111504
Drainage_pumps	Tool	DewateringPumps	40151531
Drip_emitters	Tool	IrrigationTrickles	21102501
Dump_trucks	Tool	DumpTrucks	25101601
Egg_gathering_equipment	Tool	EggCollectingEquipment	21101906
Extended_pole_pruners	Tool	PruningShears	27112007
Extension_ladders	Tool	Ladders	30191501
Farm_tractors	Tool	AgriculturalTractors	25101901
Farm_trucks	Tool	SportUtilityVehicles	25101507
Fertigation_equipment	Tool	GreenhouseIrrigationEquipment	21102301
Fertilizer_injectors	Tool	Distributors	21101804
Field_cultivators	Tool	Cultivators	21101503
Field_watering_systems	Tool	IrrigationOverheads	21102502
Fish_collection_nets	Tool	MarineHatcheryEquipment	21111601
Fish_counters	Tool	ElectronicCounters	41111902
Fish_crowders	Tool	MarineHatcheryEquipment	21111601
Fish_egg_counters	Tool	MarineHatcheryEquipment	21111601
Fish_egg_sorters	Tool	MarineHatcheryEquipment	21111601
Fish_feeders	Tool	MarineHatcheryEquipment	21111601
Fish_graders	Tool	MarineHatcheryEquipment	21111601
Fish_holding_pens	Tool	ItsAccessories	10131601
Fish_incubators	Tool	MarineHatcheryEquipment	21111601
Fish_transfer_pumps	Tool	MarineHatcheryEquipment	21111601
Fish_traps	Tool	MarineHatcheryEquipment	21111601
Four_wheel_drive_4WD_trucks	Tool	SportUtilityVehicles	25101507
Fry_nets	Tool	CommercialFishingNets	21111504
Fumigation_equipment	Tool	Sprayers	21101801
Garden_hoes	Tool	Hoes	27112008
Gardening_shovels	Tool	Shovels	27112004
Gas-powered_generators	Tool	GasGenerators	26111604
Global_positioning_system_GPS_receivers	Tool	GlobalPositioningSystemGpsReceiver	52161518
Grain_combines	Tool	CombineHarvesters	21101704
Grain_drills	Tool	SeedDrills	21101604
Grain_dryers	Tool	AirDryers	23201202
Grain_scales	Tool	PlatformScales	41111509
Grease_guns	Tool	GreaseGuns	27112901
Hacksaws	Tool	Hacksaw	27111559
Handheld_dissolved_oxygen_meters	Tool	DissolvedOxygenMeters	41115611
Handsaws	Tool	Saws	27111508
Hay_balers	Tool	HaymakingMachinery	21101702
Hay_mowing_machines	Tool	HaymakingMachinery	21101702
Hay_trucks	Tool	CargoTrucks	25101611
Humidifiers	Tool	GreenhouseVentilationEquipment	21102303
Humidity_meters	Tool	Hygrometers	41112301
Hydroponic_equipment	Tool	GreenhousePots	21102302
Impact_sprinklers	Tool	WaterSprinklers	21101803
Lawn_edgers	Tool	LawnScarifiers	27112015
Lawn_mowers	Tool	Lawnmowers	27112014
Layout_squares	Tool	Squares	27111803
Light_evaluation_meters	Tool	LightMeter	41115309
Line_cutters	Tool	LawnScarifiers	27112015
Livestock_castration_equipment	Tool	VeterinaryCastrationInstruments	42121513
Manure_spreaders	Tool	Distributors	21101804
Materials_conveyors	Tool	BeltConveyors	24101712
Mechanized_tilling_equipment	Tool	Cultivators	21101503
Microsprinklers	Tool	WaterSprinklers	21101803
Milking_equipment	Tool	MilkingMachines	21101901
Mist_control_systems	Tool	GreenhouseIrrigationEquipment	21102301
Mowing_equipment	Tool	Mowers	21101701
Mulch_spreaders	Tool	BroadcastSpreaders	27112907
Multipurpose_pliers	Tool	AdjustableWidemouthPliers	27112107
Multipurpose_tractors	Tool	AgriculturalTractors	25101901
Oil_dispensing_cans	Tool	OilCan	27112905
Overhead_sprinklers	Tool	WaterSprinklers	21101803
Ozone_generators	Tool	OzoneWaterTreatmentEquipment	47101541
pH_indicators	Tool	PhMeters	41115603
Phillips_screwdrivers	Tool	Screwdrivers	27111701
Pipe_wrenches	Tool	PipeStillsonWrench	27111749
Pneumatic_cutters	Tool	PruningShears	27112007
Pneumatic_pruners	Tool	PruningShears	27112007
Pop-up_sprinklers	Tool	WaterSprinklers	21101803
Portable_air_compressors	Tool	AirCompressors	40151601
Portable_dataloggers	Tool	PortableDataInputTerminals	43211715
Portable_power_saws	Tool	PowerSaws	27112709
Portable_welding_equipment	Tool	SpotWeldingMachine	23271406
Poultry_incubators	Tool	BroodersForPoultry	21101903
Power_augers	Tool	SoilCoreSamplingApparatus	41113909
Power_monitors	Tool	PowerMeters	41113708
Power_mowers	Tool	Lawnmowers	27112014
Power_nail_guns	Tool	PowerNailGuns	27112716
Power_nail_pullers	Tool	PneumaticNailPuller	27131528
Powered_trailers	Tool	ContainerTrailers	25181701
Propane_torches	Tool	BlowTorch	23271702
Pruning_tools	Tool	PruningShears	27112007
Radiant_heaters	Tool	LaboratoryHeaters	41102404
Round_metal_files	Tool	RoundFile	27111930
Safety_gloves	Tool	ProtectiveGloves	46181504
Screen_filters	Tool	WaterFilters	40161502
Seine_reels	Tool	CommercialFishingReels	21111502
Skid_steer_machines	Tool	SkidSteerLoaders	22101529
Snow_blowers	Tool	SnowBlowers	22101531
Snowplow_attachments	Tool	SnowplowAttachments	22101710
Soil_electrical_conductivity_measurement_devices	Tool	ConductivityMeters	41115609
Soil_mixers	Tool	LaboratoryMixers	41103801
Soil_pasteurizers	Tool	GreenhousePots	21102302
Soil_thermometers	Tool	HandheldThermometer	41112213
Sport_utility_vehicles_SUVs	Tool	SportUtilityVehicles	25101507
Spray_attachments	Tool	Sprayers	21101801
Steam_sterilizers	Tool	Sterilizers	42281508
Stereo_light_microscopes	Tool	DissectingLightMicroscopes	41111703
Straight_screwdrivers	Tool	Screwdrivers	27111701
Tanker_trucks	Tool	WaterTrucks	25101610
Temperature_monitors	Tool	AirTemperatureMonitors	41112509
Tongue_and_groove_pliers	Tool	GroovePliers	27112112
Transplanting_equipment	Tool	Transplanters	21101602
Trenchers	Tool	TrenchingMachines	22101508
Trickle_irrigators	Tool	IrrigationTrickles	21102501
Tubing_cutters	Tool	TubeCutter	23241610
Turbine_water_pumps	Tool	TurbinePumps	40151526
Ultraviolet_light_UV_water_disinfection_systems	Tool	UltravioletWastewaterDisinfectionEquipment	47101517
Utility_forklifts	Tool	Forklifts	24101603
Utility_knives	Tool	UtilityKnives	27111503
Water_filters	Tool	WaterFilters	40161502
Water_level_monitors	Tool	WaterMeters	41112504
Water_test_kits	Tool	WaterAnalyzers	41113319
Weedeaters	Tool	Weeders	21101504
Woodworking_chisels	Tool	WoodChisels	27111906
DroneDeploy	Tool	AircraftGuidanceSystems	25201604
Fixed_wing_unmanned_aerial_vehicles_UAV	Tool	Airships	25131801
Gas_detection_sensors	Tool	GasDetectors	46171613
Large-format_scanners	Tool	Scanners	43211711
Laser_imaging_detection_and_ranging_LIDAR_systems	Tool	RadarbasedSurveillanceSystems	41115201
Lasers	Tool	Lasers	41115307
Levels	Tool	Levels	27111802
Multi-rotor_unmanned_aerial_vehicles_UAV	Tool	Airships	25131801
Pocket_personal_computers_PC	Tool	PersonalComputer	43211508
RGB_cameras	Tool	DigitalCameras	45121504
Thermal_imaging_cameras	Tool	InfraredCamera	45121522
Transit_levels	Tool	Transmitters	41111938
Compact_digital_cameras	Tool	DigitalCameras	45121504
Emergency_first_aid_kits	Tool	MobileMedicalServicesFirstAidKits	42172001
Digital_projectors	Tool	LiquidCrystalDisplayProjector	45111614
Interactive_whiteboards	Tool	TouchScreenMonitors	43211903
Public_address_PA_systems	Tool	PublicAddressSystems	45111705
Two_way_radios	Tool	TwoWayRadios	43191510
Drawing_tablets	Tool	GraphicsTablets	43211712
Absorption_equipment	Tool	CarbonFiltrationEquipment	47101503
Autosamplers	Tool	Autosamplers	41115714
Bioreactors	Tool	MicrobiologyFermentationEquipment	41104307
Biosafety_cabinets	Tool	HepaFilteredEnclosures	41103507
Dissolved_oxygen_monitors	Tool	DissolvedOxygenMeters	41115611
Distillation_equipment	Tool	BiDistillationUnits	41104802
Extraction_equipment	Tool	ExtractingEquipmentForLaboratories	41104806
Fermentation_systems	Tool	StandardFermentationUnits	41104301
Flocculators	Tool	Agitators	47101512
Flow_indicators	Tool	FlowSensors	41111931
Forced_convection_incubators	Tool	MechanicalConvectionGeneralPurposeIncubators	41104402
Gas_chromatograph_mass_spectrometers_GC-MS	Tool	MassSpectrometers	41115404
Gas_chromatographs_GC	Tool	GasChromatographs	41115703
Gel_electrophoresis_equipment	Tool	GelDocumentationSystems	41105314
Glass_flasks	Tool	LaboratoryFlasks	41121804
High_pressure_liquid_chromatographs_HPLC	Tool	HighPressureLiquidChromatographChromatography	41115707
Inverted_compound_microscopes	Tool	InvertedMicroscopes	41111712
Level_indicators	Tool	Transmitters	41111938
Mass_spectrometers	Tool	MassSpectrometers	41115404
Orbital_incubating_shakers	Tool	ShakingIncubators	41104405
Polymerase_chain_reaction_PCR_equipment	Tool	ComplementaryDeoxyribonucleicAcidEndsRaceTechnologyProducts	41106312
Pressure_indicators	Tool	PressureIndicators	41112403
Spectrophotometers	Tool	Spectrophotometers	41115406
Temperature_probes	Tool	RemoteReadingThermometers	41112210
Top-loading_autoclaves	Tool	Sterilizers	42281508
Computerized_cash_registers	Tool	CashRegisters	44101804
Cash_registers	Tool	CashRegisters	44101804
Private_automatic_branch_exchange_PABX_systems	Tool	PremiseBranchExchangePbxSystems	43221504
Voice_mail_systems	Tool	VoiceMailSystems	43221519
Color_plotters	Tool	PlotterPrinters	43212107
Digital_video_equipment	Tool	DigitalVideoCameras	45121516
Automated_water_sampling_equipment	Tool	WaterSamplers	41104007
Binocular_light_compound_microscopes	Tool	BinocularLightCompoundMicroscopes	41111709
Chlorine_testers	Tool	SingleGasMonitors	41113117
Digital_pH_meters	Tool	PhMeters	41115603
Dissolved_oxygen_indicators	Tool	DissolvedOxygenMeters	41115611
Grab_samplers	Tool	SoilCoreSamplingApparatus	41113909
Gravitational_field_indicators	Tool	Gravimeters	41113808
Multiparameter_water_probes	Tool	WaterAnalyzers	41113319
Nitrate_meters	Tool	NitriteAnalyzer	41113322
Nitrite_meters	Tool	NitriteAnalyzer	41113322
Plankton_nets	Tool	CommercialFishingNets	21111504
Rain_gauges	Tool	RainfallRecorders	41114405
Seines	Tool	CommercialFishingNets	21111504
Stream_flow_gauges	Tool	OpenStreamCurrentMeters	41114301
Temperature_gauges	Tool	TemperatureGauge	41112222
Total_dissolved_solids_TDS_meters	Tool	WaterSamplers	41104007
Total_stations	Tool	Theodolites	41114204
Turbidimeters	Tool	Turbidimeters	47101516
Water_conductivity_testers	Tool	ConductivityMeters	41115609
Water_flow_meters	Tool	FlowSensors	41111931
Water_quality_test_kits	Tool	WaterAnalyzers	41113319
Credit_card_machines	Tool	Encoders	43211702
Date_stamps	Tool	TimeStampingMachines	44103202
Digital_postal_scales	Tool	PostalScales	41111510
Electronic_cash_registers	Tool	CashRegisters	44101804
Mail_delivery_trucks	Tool	DeliveryTrucks	25101604
Mail_sorting_equipment	Tool	Sorters	44102502
Measuring_tapes	Tool	TapeMeasures	27111801
Point_of_sale_POS_computer_terminals	Tool	PointOfSalePosTerminal	43211505
Postage_canceling_machines	Tool	StampCancelingMachines	44102104
Postage_meters	Tool	PostageMachines	44102101
Postage_validation_imprinters	Tool	PostageMachines	44102101
Time_clocks	Tool	TimeClockMachineAccessories	44103207
Video_monitoring_systems	Tool	VideoMonitors	46171612
Warning_flares	Tool	SignalFlare	39111714
Golf_carts	Tool	GolfCarts	25101904
Handheld_calculators	Tool	PocketCalculator	44101807
Lenel_Onguard	Tool	AccessControlSystems	46171619
Step_ladders	Tool	Ladders	30191501
Video_surveillance_cameras	Tool	DigitalVideoCameras	45121516
Chemical_protective_boots	Tool	HazardousMaterialProtectiveFootwear	46181602
Chemical_protective_clothing	Tool	HazardousMaterialProtectiveApparel	46181509
Emergency_alert_notification_systems	Tool	AutomaticCallDistributorAcd	43221502
Hard_hats	Tool	HardHats	46181701
Protective_hoods	Tool	ProtectiveHood	46181710
Radiation_detectors	Tool	RadiationDetectors	41111929
Airbrushing_devices	Tool	ArtAirbrushes	60121253
Arterial_tubes	Tool	EmbalmingInjectingTubes	42262004
Body_bridges	Tool	AutopsyTables	42261703
Cannula_sets	Tool	Catheters	42293501
Casket_carriages	Tool	CadaverTransferDevices	42261809
Casket_lowering_devices	Tool	CadaverTransferDevices	42261809
Centrifugal_force_pumps	Tool	CentrifugalPumps	40151503
Chemical_pillows	Tool	AbsorbentPillows	47131908
Compaction_tampers	Tool	Tampers	22101507
Cremation_stands	Tool	CadaverCarriers	42261802
Curved_suture_needles	Tool	SutureNeedles	42312206
Dump_trailers	Tool	ContainerTrailers	25181701
Electric_mortuary_aspirators	Tool	MortuaryAspirators	42262104
Embalming_machines	Tool	ChemicalPumps	40151564
Embalming_tables	Tool	AutopsyTables	42261703
Funeral_church_trucks	Tool	CadaverTransferDevices	42261809
Head_blocks	Tool	AutopsyHeadRests	42261604
Hearses	Tool	Limousines	25101506
Hydro-electric_aspirators	Tool	MortuaryAspirators	42262104
Hypodermic_syringes	Tool	MedicalSyringesWithNeedle	42142609
Jugular_drain_tubes	Tool	EmbalmingVeinDrainageTubes	42262002
Ligators	Tool	Forceps	42291802
Local_exhaust_ventilation_LEV_systems	Tool	AirExhausters	40101502
Mausoleum_lifts	Tool	CadaverTransferDevices	42261809
Monument_lifts	Tool	ArticulatingBoomLift	22101803
Mortuary_bier_pins	Tool	Latch	31162407
Mortuary_cots	Tool	CadaverCarriers	42261802
Mortuary_dressing_tables	Tool	AutopsyTables	42261703
Mortuary_lift_systems	Tool	CadaverTransferDevices	42261809
Mortuary_operating_tables	Tool	AutopsyTables	42261703
Mortuary_roller_systems	Tool	ConveyorRoller	24101701
Mortuary_vans	Tool	Vans	25101505
Mouth_formers	Tool	MortuaryPacks	42262102
Needle_injector_guns	Tool	EmbalmingInjectorNeedles	42262007
Nitrile_gloves	Tool	ProtectiveGloves	46181504
Numbering_machines	Tool	NumberingMachines	44102402
Pallbearer_casket_carriages	Tool	CadaverTransferDevices	42261809
Passenger_vehicles	Tool	Cars	25101503
Protective_latex_gloves	Tool	ProtectiveGloves	46181504
Respirators	Tool	Respirators	46182002
Scalpels	Tool	Blades	42261505
Sink_covers	Tool	EmbalmingSinks	42262005
Trocars	Tool	SurgicalTrocarsForGeneralUse	42291635
Vault_lowering_devices	Tool	CadaverTransferDevices	42261809
Viscera_bags	Tool	Containers	42261607
Automated_external_defibrillators_AED	Tool	HardPaddles	42172101
Automatic_blood_pressure_cuffs	Tool	ElectronicBloodPressureUnits	42181602
Body_fat_calipers	Tool	SkinfoldCalipers	42182704
Elliptical_trainers	Tool	CrossTrainers	49201516
Emergency_medical_aid_kits	Tool	MobileMedicalServicesFirstAidKits	42172001
Exercise_treadmills	Tool	Treadmills	49201501
Free_weights	Tool	FitnessWeights	49201606
Height_measurement_rulers	Tool	PatientHeightRulers	42182703
Lower_body_weight_machines	Tool	LowerBodyResistanceMachines	49201603
Manual_blood_pressure_cuffs	Tool	MercuryBloodPressureUnits	42181603
Stationary_exercise_bicycles	Tool	StationaryBicycles	49201503
Upper_body_weight_machines	Tool	UpperBodyResistanceMachines	49201605
Weight_measurement_scales	Tool	BodyweightMeasuringScales	41111508
Payment_processing_terminals	Tool	PointOfSalePosTerminal	43211505
Closed_circuit_television_CCTV_monitoring_systems	Tool	ClosedCircuitTelevisionCctvSystem	46171622
Fire_alarm_monitoring_systems	Tool	FireAlarmControlPanel	46182504
Adjustable_wrenches	Tool	AdjustableWrenches	27111707
Amp_clamp_meters	Tool	Ammeters	41113601
Digital_calipers	Tool	Calipers	41111621
Digital_micrometers	Tool	Micrometers	41111601
Digital_oscilloscopes	Tool	Oscilloscopes	41113638
Fall_arrest_systems	Tool	Belts	46182306
Field_forklifts	Tool	Forklifts	24101603
Hydraulic_torque_machines	Tool	TorqueTools	27112720
Infrared_thermography_cameras	Tool	InfraredImagers	41115321
Lubricant_oil_sampling_kits	Tool	LubricatingOilTestingKit	41113320
Manual_torque_wrenches	Tool	TorqueWrenches	27111715
Megohmmeters	Tool	Megohmmeters	41113628
Phillips_head_screwdrivers	Tool	Screwdrivers	27111701
Recording_anemometers	Tool	Anemometers	41114401
Rigging_equipment	Tool	Slings	24101611
Safety_line_evacuation_kits	Tool	FireEscapeEquipment	46191609
Tower_cranes	Tool	TowerCranes	24101623
Vibration_analyis_equipment	Tool	VibrationTesters	41114624
Voltage_testers	Tool	CurrentMeters	41113637
Barometric_pressure_sensors	Tool	Barometers	41114402
Cup_anemometers	Tool	Anemometers	41114401
Digital_still_cameras	Tool	DigitalCameras	45121504
Digital_video_cameras	Tool	DigitalVideoCameras	45121516
Electronic_temperature_sensors	Tool	TemperatureTransmitters	41112105
Handheld_global_positioning_system_GPS_units	Tool	GlobalPositioningSystemGpsReceiver	52161518
Portable_meteorological_stations	Tool	WeatherStations	41114410
Propeller_anemometers	Tool	Anemometers	41114401
Pyranometers	Tool	SolarRadiationSurfaceObservingApparatus	41114407
Soil_samplers	Tool	SoilCoreSamplingApparatus	41113909
Wind_vanes	Tool	WindSurfaceObservingApparatus	41114409
