child	childCode	parent	parentCode	level
ArtsCraftsNeedleworkSandSupplies	10001683	ArtsCraftsNeedleworkSupplies	70011400	Brick→Class
ArtsCraftsNeedleworkSuppliesAccessories	10008365	ArtsCraftsNeedleworkSupplies	70011400	Brick→Class
ArtsCraftsNeedleworkSuppliesVarietyPacks	10008397	ArtsCraftsNeedleworkSupplies	70011400	Brick→Class
ArtsCraftsNeedleworkTemplates	10001713	ArtsCraftsNeedleworkSupplies	70011400	Brick→Class
ArtsCraftsNeedleworkThreads	10001701	ArtsCraftsNeedleworkSupplies	70011400	Brick→Class
AirbrushesPowered	10001686	ArtsCraftsNeedleworkTools	70011500	Brick→Class
ArtsCraftsNeedleworkNeedles	10001702	ArtsCraftsNeedleworkTools	70011500	Brick→Class
ArtsCraftsNeedleworkToolsReplacementParts	10008399	ArtsCraftsNeedleworkTools	70011500	Brick→Class
ArtsCraftsNeedleworkToolsNonPowered	10008401	ArtsCraftsNeedleworkTools	70011500	Brick→Class
ArtsCraftsNeedleworkToolsVarietyPacks	10008400	ArtsCraftsNeedleworkTools	70011500	Brick→Class
BurningEngravingCraftToolsNonPowered	10001743	ArtsCraftsNeedleworkTools	70011500	Brick→Class
BurningEngravingCraftToolsPowered	10001742	ArtsCraftsNeedleworkTools	70011500	Brick→Class
KilnsPowered	10001694	ArtsCraftsNeedleworkTools	70011500	Brick→Class
MelterNonPowered	10008398	ArtsCraftsNeedleworkTools	70011500	Brick→Class
MelterPowered	10001732	ArtsCraftsNeedleworkTools	70011500	Brick→Class
PaperCraftToolsNonPowered	10001726	ArtsCraftsNeedleworkTools	70011500	Brick→Class
PotteryWheelsNonPowered	10001696	ArtsCraftsNeedleworkTools	70011500	Brick→Class
PotteryWheelsPowered	10001695	ArtsCraftsNeedleworkTools	70011500	Brick→Class
PrintingCraftToolsNonPowered	10001748	ArtsCraftsNeedleworkTools	70011500	Brick→Class
PrintingPressNonPowered	10001750	ArtsCraftsNeedleworkTools	70011500	Brick→Class
PrintingPressPowered	10001749	ArtsCraftsNeedleworkTools	70011500	Brick→Class
SculptorsToolsNonPowered	10001692	ArtsCraftsNeedleworkTools	70011500	Brick→Class
SculptorsToolsPowered	10001693	ArtsCraftsNeedleworkTools	70011500	Brick→Class
SewingKnittingToolsNonPowered	10001706	ArtsCraftsNeedleworkTools	70011500	Brick→Class
SewingKnittingToolsPowered	10001707	ArtsCraftsNeedleworkTools	70011500	Brick→Class
SpinningWeavingToolsNonPowered	10001755	ArtsCraftsNeedleworkTools	70011500	Brick→Class
SpinningWeavingToolsPowered	10001754	ArtsCraftsNeedleworkTools	70011500	Brick→Class
ArtsCraftsNeedleworkVarietyPacks	10001760	ArtsCraftsNeedleworkVarietyPacks	70011300	Brick→Class
PaperCraftCardMakingSupplies	10001730	PaperCardMakingCraftSupplies	70010700	Brick→Class
PaperCraftCardMakingSuppliesVarietyPacks	10001729	PaperCardMakingCraftSupplies	70010700	Brick→Class
AnalogueDigitalConverters	10005726	AudioVisualAccessories	68010700	Brick→Class
AudioHeadsets	10001467	AudioVisualAccessories	68010700	Brick→Class
AudioVisualAccessoriesReplacementParts	10001483	AudioVisualAccessories	68010700	Brick→Class
AudioVisualAccessoriesOther	10001484	AudioVisualAccessories	68010700	Brick→Class
AudioVisualAccessoriesVarietyPacks	10001482	AudioVisualAccessories	68010700	Brick→Class
AudioVisualBagsBoxesCasesWallets	10001478	AudioVisualAccessories	68010700	Brick→Class
AudioVisualCleaningProducts	10001480	AudioVisualAccessories	68010700	Brick→Class
AudioVisualLabellingSystems	10005744	AudioVisualAccessories	68010700	Brick→Class
AudioVisualStandsBrackets	10001477	AudioVisualAccessories	68010700	Brick→Class
ConverterCassettes	10001475	AudioVisualAccessories	68010700	Brick→Class
Megaphones	10005204	AudioVisualAccessories	68010700	Brick→Class
Microphones	10001476	AudioVisualAccessories	68010700	Brick→Class
Mp3DockingStations	10005747	AudioVisualAccessories	68010700	Brick→Class
SignalBoosters	10001468	AudioVisualAccessories	68010700	Brick→Class
SoundActiveEffectLighting	10005809	AudioVisualAccessories	68010700	Brick→Class
SwitchBoxes	10001472	AudioVisualAccessories	68010700	Brick→Class
TelevisionInternetPacks	10001479	AudioVisualAccessories	68010700	Brick→Class
UniversalRemoteControls	10001470	AudioVisualAccessories	68010700	Brick→Class
VibrationAbsorbersDampers	10005746	AudioVisualAccessories	68010700	Brick→Class
VisualDistributionAmplifiers	10005735	AudioVisualAccessories	68010700	Brick→Class
WirelessTelevisionLinks	10001469	AudioVisualAccessories	68010700	Brick→Class
AudioVisualEquipmentVarietyPacks	10001485	AudioVisualEquipmentVarietyPacks	68010800	Brick→Class
HomeAudioAmplifiersPreamplifiers	10001429	HomeAudioEquipment	68010400	Brick→Class
HomeAudioCassetteDecks	10001432	HomeAudioEquipment	68010400	Brick→Class
HomeAudioCdDecks	10001433	HomeAudioEquipment	68010400	Brick→Class
HomeAudioEffectsEquipment	10001443	HomeAudioEquipment	68010400	Brick→Class
HomeAudioEquipmentReplacementPartsAccessories	10001447	HomeAudioEquipment	68010400	Brick→Class
HomeAudioEquipmentOther	10001448	HomeAudioEquipment	68010400	Brick→Class
HomeAudioEquipmentVarietyPacks	10001446	HomeAudioEquipment	68010400	Brick→Class
HomeAudioJukeboxes	10001440	HomeAudioEquipment	68010400	Brick→Class
HomeAudioKaraokeSystems	10001441	HomeAudioEquipment	68010400	Brick→Class
HomeAudioMdDecks	10001434	HomeAudioEquipment	68010400	Brick→Class
HomeAudioReceiversTunersRadios	10001437	HomeAudioEquipment	68010400	Brick→Class
HomeAudioSpeakerSystems	10001436	HomeAudioEquipment	68010400	Brick→Class
HomeAudioSpeakersIndividual	10001435	HomeAudioEquipment	68010400	Brick→Class
HomeAudioVisualMixers	10001442	HomeAudioEquipment	68010400	Brick→Class
HomeStereoSystems	10001430	HomeAudioEquipment	68010400	Brick→Class
HomeTheatreSystems	10001431	HomeAudioEquipment	68010400	Brick→Class
TurntablesCd	10001444	HomeAudioEquipment	68010400	Brick→Class
TurntablesVinyl	10001439	HomeAudioEquipment	68010400	Brick→Class
ClockRadios	10001424	PortableAudioVideo	68010300	Brick→Class
DictationMachines	10001425	PortableAudioVideo	68010300	Brick→Class
PortableAudioCassettePlayers	10001419	PortableAudioVideo	68010300	Brick→Class
PortableAudioVideoReplacementPartsAccessories	10001427	PortableAudioVideo	68010300	Brick→Class
PortableAudioVideoOther	10001428	PortableAudioVideo	68010300	Brick→Class
PortableAudioVideoVarietyPacks	10001426	PortableAudioVideo	68010300	Brick→Class
PortableCdPlayers	10001416	PortableAudioVideo	68010300	Brick→Class
PortableDigitalVideoPlayers	10001421	PortableAudioVideo	68010300	Brick→Class
PortableDvdPlayers	10001420	PortableAudioVideo	68010300	Brick→Class
PortableFmFrequencyModulationTransmitters	10005765	PortableAudioVideo	68010300	Brick→Class
PortableMdPlayers	10001417	PortableAudioVideo	68010300	Brick→Class
PortableMp3Players	10001418	PortableAudioVideo	68010300	Brick→Class
PortablePaPublicAddressMusicSystems	10005807	PortableAudioVideo	68010300	Brick→Class
PortableRadioRecorders	10001423	PortableAudioVideo	68010300	Brick→Class
PortableRadios	10001422	PortableAudioVideo	68010300	Brick→Class
PortableSpeakers	10005710	PortableAudioVideo	68010300	Brick→Class
TelevisionCombinations	10001401	Televisions	68010100	Brick→Class
Televisions	10001400	Televisions	68010100	Brick→Class
TelevisionsHandHeld	10001402	Televisions	68010100	Brick→Class
TelevisionsReplacementPartsAccessories	10001404	Televisions	68010100	Brick→Class
TelevisionsOther	10001405	Televisions	68010100	Brick→Class
TelevisionsVarietyPacks	10001403	Televisions	68010100	Brick→Class
Aerials	10001411	VideoReceivingInstallation	68010900	Brick→Class
AudioVisualReceivers	10005841	VideoReceivingInstallation	68010900	Brick→Class
LowNoiseBlockLnbConverters	10005736	VideoReceivingInstallation	68010900	Brick→Class
SatelliteReceptionAccessories	10005760	VideoReceivingInstallation	68010900	Brick→Class
SatelliteTerrestrialAntennaSystems	10005829	VideoReceivingInstallation	68010900	Brick→Class
SetTopBoxes	10001409	VideoReceivingInstallation	68010900	Brick→Class
VideoReceivingInstallationAccessories	10005738	VideoReceivingInstallation	68010900	Brick→Class
VideoReceivingInstallationVarietyPacks	10005739	VideoReceivingInstallation	68010900	Brick→Class
Audiograms	10005808	VideoRecordingPlayback	68010200	Brick→Class
Camcorders	10001406	VideoRecordingPlayback	68010200	Brick→Class
CombinationPlayersRecorders	10001408	VideoRecordingPlayback	68010200	Brick→Class
DvdPlayersRecorders	10001407	VideoRecordingPlayback	68010200	Brick→Class
MemoryCardRecorders	10005748	VideoRecordingPlayback	68010200	Brick→Class
VideoCassettePlayersRecorders	10001412	VideoRecordingPlayback	68010200	Brick→Class
VideoHardDiscRecorders	10001410	VideoRecordingPlayback	68010200	Brick→Class
VideoRecordingPlaybackReplacementPartsAccessories	10001414	VideoRecordingPlayback	68010200	Brick→Class
VideoRecordingPlaybackVarietyPacks	10001413	VideoRecordingPlayback	68010200	Brick→Class
AudioNonMusicDigital	10006240	PreRecordedOrDigitalContentMedia	68040100	Brick→Class
AudioCassettesPreRecorded	10001464	PreRecordedOrDigitalContentMedia	68040100	Brick→Class
CdMdPreRecorded	10001459	PreRecordedOrDigitalContentMedia	68040100	Brick→Class
DualDiscsPreRecorded	10003718	PreRecordedOrDigitalContentMedia	68040100	Brick→Class
DvdPreRecorded	10001460	PreRecordedOrDigitalContentMedia	68040100	Brick→Class
GraphicsDigital	10006245	PreRecordedOrDigitalContentMedia	68040100	Brick→Class
MoviesDigital	10006241	PreRecordedOrDigitalContentMedia	68040100	Brick→Class
MusicDigital	10006239	PreRecordedOrDigitalContentMedia	68040100	Brick→Class
PreRecordedMediaOther	10001466	PreRecordedOrDigitalContentMedia	68040100	Brick→Class
PreRecordedMediaVarietyPacks	10001465	PreRecordedOrDigitalContentMedia	68040100	Brick→Class
RingTonesDigital	10006243	PreRecordedOrDigitalContentMedia	68040100	Brick→Class
TelevisionShowsDigital	10006244	PreRecordedOrDigitalContentMedia	68040100	Brick→Class
VideoNonMoviesDigital	10006242	PreRecordedOrDigitalContentMedia	68040100	Brick→Class
VideoCassettesPreRecorded	10001463	PreRecordedOrDigitalContentMedia	68040100	Brick→Class
VinylPreRecorded	10001462	PreRecordedOrDigitalContentMedia	68040100	Brick→Class
AudioCassettesRecordable	10001449	RecordableMedia	68040200	Brick→Class
CdMdRecordable	10001450	RecordableMedia	68040200	Brick→Class
DvdRecordable	10001451	RecordableMedia	68040200	Brick→Class
FloppyDiscs	10001456	RecordableMedia	68040200	Brick→Class
MemoryCards	10001452	RecordableMedia	68040200	Brick→Class
RecordableMediaOther	10001458	RecordableMedia	68040200	Brick→Class
RecordableMediaVarietyPacks	10001457	RecordableMedia	68040200	Brick→Class
UsbFlashDrivesThumbDrives	10006398	RecordableMedia	68040200	Brick→Class
VideoCassettesRecordable	10001455	RecordableMedia	68040200	Brick→Class
AudioVisualPhotographyVarietyPacks	10003777	AudioVisualPhotographyVarietyPacks	68050100	Brick→Class
CarAudioReplacementPartsAccessories	10001533	CarAudio	68030200	Brick→Class
CarAudioAerials	10001531	CarAudio	68030200	Brick→Class
CarAudioAmplifiers	10001530	CarAudio	68030200	Brick→Class
CarAudioCassettePlayersChangers	10005205	CarAudio	68030200	Brick→Class
CarAudioCdPlayersChangers	10001527	CarAudio	68030200	Brick→Class
CarAudioHeadUnits	10001525	CarAudio	68030200	Brick→Class
CarAudioMdPlayersChangers	10001528	CarAudio	68030200	Brick→Class
CarAudioOther	10001534	CarAudio	68030200	Brick→Class
CarAudioSpeakers	10001529	CarAudio	68030200	Brick→Class
CarAudioSubwoofers	10005828	CarAudio	68030200	Brick→Class
CarAudioTunersReceivers	10001526	CarAudio	68030200	Brick→Class
CarAudioVarietyPacks	10001532	CarAudio	68030200	Brick→Class
AutomotiveGpsMountsAndCradles	10006403	CarVideoNavigation	68030100	Brick→Class
CarDvdPlayers	10001519	CarVideoNavigation	68030100	Brick→Class
CarGpsAntennae	10005749	CarVideoNavigation	68030100	Brick→Class
CarNavigationEquipment	10001517	CarVideoNavigation	68030100	Brick→Class
CarRadarDetectors	10005728	CarVideoNavigation	68030100	Brick→Class
CarVideoCassettePlayers	10001520	CarVideoNavigation	68030100	Brick→Class
CarVideoMonitors	10001518	CarVideoNavigation	68030100	Brick→Class
CarVideoReceivingEquipment	10001521	CarVideoNavigation	68030100	Brick→Class
CarVideoNavigationReplacementPartsAccessories	10001523	CarVideoNavigation	68030100	Brick→Class
CarVideoNavigationOther	10001524	CarVideoNavigation	68030100	Brick→Class
CarVideoNavigationVarietyPacks	10001522	CarVideoNavigation	68030100	Brick→Class
InCarElectronicsVarietyPacks	10003685	InCarElectronicsVarietyPacks	68030300	Brick→Class
Binoculars	10001499	Optics	68020200	Brick→Class
MagnifyingGlasses	10003776	Optics	68020200	Brick→Class
Microscopes	10001502	Optics	68020200	Brick→Class
MonocularsTelescopes	10001501	Optics	68020200	Brick→Class
OpticsReplacementPartsAccessories	10001505	Optics	68020200	Brick→Class
OpticsOther	10001506	Optics	68020200	Brick→Class
OpticsVarietyPacks	10001504	Optics	68020200	Brick→Class
AnalogueCameras	10001486	Photography	68020100	Brick→Class
CameraFlashAccessories	10005750	Photography	68020100	Brick→Class
CameraFlashes	10001489	Photography	68020100	Brick→Class
DigitalCameras	10001487	Photography	68020100	Brick→Class
DigitalPhotoFrames	10005700	Photography	68020100	Brick→Class
InterchangeableLenses	10001491	Photography	68020100	Brick→Class
MobilePhotoStorage	10005842	Photography	68020100	Brick→Class
PhotographAlbumsReplacementPartsAccessories	10005207	Photography	68020100	Brick→Class
PhotographAlbumsCubes	10001495	Photography	68020100	Brick→Class
PhotographicCameraFilters	10005755	Photography	68020100	Brick→Class
PhotographicFilm	10001490	Photography	68020100	Brick→Class
PhotographicSlideProjectors	10001492	Photography	68020100	Brick→Class
PhotographicSlideStorage	10005752	Photography	68020100	Brick→Class
PhotographicSlides	10001493	Photography	68020100	Brick→Class
PhotographicSlidesReplacementPartsAccessories	10005751	Photography	68020100	Brick→Class
PhotographicStudioFlashGun	10005753	Photography	68020100	Brick→Class
PhotographyReplacementPartsAccessories	10001494	Photography	68020100	Brick→Class
PhotographyOther	10001498	Photography	68020100	Brick→Class
PhotographyVarietyPacks	10001496	Photography	68020100	Brick→Class
PhotographDevelopingChemicals	10001507	PhotographyPrintingDarkRoomEquipment	68020300	Brick→Class
PhotographEnlargers	10001508	PhotographyPrintingDarkRoomEquipment	68020300	Brick→Class
PhotographicPaper	10001510	PhotographyPrintingDarkRoomEquipment	68020300	Brick→Class
PhotographyDarkRoomSafelights	10001512	PhotographyPrintingDarkRoomEquipment	68020300	Brick→Class
PhotographyDarkRoomTanksTraysReels	10001513	PhotographyPrintingDarkRoomEquipment	68020300	Brick→Class
PhotographyDryingEquipment	10001511	PhotographyPrintingDarkRoomEquipment	68020300	Brick→Class
PhotographyPrintingDarkRoomEquipmentReplacementPartsAccessories	10001515	PhotographyPrintingDarkRoomEquipment	68020300	Brick→Class
PhotographyPrintingDarkRoomEquipmentOther	10001516	PhotographyPrintingDarkRoomEquipment	68020300	Brick→Class
PhotographyPrintingDarkRoomEquipmentVarietyPacks	10001514	PhotographyPrintingDarkRoomEquipment	68020300	Brick→Class
PhotographyOpticsVarietyPacks	10003686	PhotographyOpticsVarietyPacks	68020400	Brick→Class
BeautyPersonalCareHygieneVarietyPacks	10000666	BeautyPersonalCareHygieneVarietyPacks	53220100	Brick→Class
BathMassageToning	10000807	BodyMassageToning	53201000	Brick→Class
BodyMassageToningReplacementParts	10000758	BodyMassageToning	53201000	Brick→Class
BodyMassageToningOther	10000760	BodyMassageToning	53201000	Brick→Class
BodyMassageToningVarietyPacks	10000668	BodyMassageToning	53201000	Brick→Class
BodyToningFirmingProductsPowered	10000567	BodyMassageToning	53201000	Brick→Class
PersonalWarmingMassagingNonPowered	10000566	BodyMassageToning	53201000	Brick→Class
PersonalWarmingMassagingPowered	10000759	BodyMassageToning	53201000	Brick→Class
AromatherapyCushions	10000772	Aromatherapy	53161500	Brick→Class
AromatherapyOther	10000779	Aromatherapy	53161500	Brick→Class
AromatherapyVarietyPacks	10000774	Aromatherapy	53161500	Brick→Class
BaseCarrierOils	10000773	Aromatherapy	53161500	Brick→Class
EssentialOils	10000771	Aromatherapy	53161500	Brick→Class
OilDiffusersNonPowered	10000769	Aromatherapy	53161500	Brick→Class
OilDiffusersPowered	10000770	Aromatherapy	53161500	Brick→Class
BreastHipEnhancerPads	10000762	CosmeticMakeupProducts	53161000	Brick→Class
CosmeticMakeupComplexion	10000532	CosmeticMakeupProducts	53161000	Brick→Class
CosmeticMakeupEyes	10000533	CosmeticMakeupProducts	53161000	Brick→Class
CosmeticMakeupLips	10000534	CosmeticMakeupProducts	53161000	Brick→Class
CosmeticMakeupMultizone	10008306	CosmeticMakeupProducts	53161000	Brick→Class
CosmeticMakeupAidsAccessories	10000377	CosmeticMakeupProducts	53161000	Brick→Class
CosmeticMakeupApplicators	10008024	CosmeticMakeupProducts	53161000	Brick→Class
CosmeticMakeupDisplayTest	10006201	CosmeticMakeupProducts	53161000	Brick→Class
CosmeticMakeupPaintsShimmersGlitters	10000761	CosmeticMakeupProducts	53161000	Brick→Class
CosmeticMakeupProductsVarietyPacks	10000669	CosmeticMakeupProducts	53161000	Brick→Class
EyelashesFalse	10000764	CosmeticMakeupProducts	53161000	Brick→Class
SkinLightening	10000486	CosmeticMakeupProducts	53161000	Brick→Class
TattoosStencilsStickOnJewelleryTemporary	10000763	CosmeticMakeupProducts	53161000	Brick→Class
CosmeticsFragrancesVarietyPacks	10000672	CosmeticsFragrancesVarietyPacks	53161400	Brick→Class
Fragrances	10000365	Fragrances	53161300	Brick→Class
CosmeticsNails	10000360	NailCosmeticCareProducts	53161200	Brick→Class
NailCosmeticCareProductsReplacementParts	10000768	NailCosmeticCareProducts	53161200	Brick→Class
NailCosmeticCareProductsOther	10000778	NailCosmeticCareProducts	53161200	Brick→Class
NailCosmeticCareProductsVarietyPacks	10000671	NailCosmeticCareProducts	53161200	Brick→Class
NailsAccessoriesNonPowered	10000385	NailCosmeticCareProducts	53161200	Brick→Class
NailsAccessoriesPowered	10000767	NailCosmeticCareProducts	53161200	Brick→Class
NailsAidsNonPowered	10000358	NailCosmeticCareProducts	53161200	Brick→Class
NailsAidsPowered	10000780	NailCosmeticCareProducts	53161200	Brick→Class
NailsCleansersCosmeticRemovers	10000333	NailCosmeticCareProducts	53161200	Brick→Class
NailsFalse	10000359	NailCosmeticCareProducts	53161200	Brick→Class
NailsTreatments	10000361	NailCosmeticCareProducts	53161200	Brick→Class
HairAccessories	10000379	HairCareProducts	53141100	Brick→Class
HairAidsNonPowered	10000564	HairCareProducts	53141100	Brick→Class
HairAidsPowered	10000828	HairCareProducts	53141100	Brick→Class
HairBrushesAndCombs	10008023	HairCareProducts	53141100	Brick→Class
HairColour	10000345	HairCareProducts	53141100	Brick→Class
HairConditionerTreatment	10000346	HairCareProducts	53141100	Brick→Class
HairFalse	10000343	HairCareProducts	53141100	Brick→Class
HairPerming	10000348	HairCareProducts	53141100	Brick→Class
HairShampoo	10000368	HairCareProducts	53141100	Brick→Class
HairStylingNonPowered	10000381	HairCareProducts	53141100	Brick→Class
HairStylingPowered	10000678	HairCareProducts	53141100	Brick→Class
HairCareProductsReplacementParts	10000833	HairCareProducts	53141100	Brick→Class
HairCareProductsOther	10000834	HairCareProducts	53141100	Brick→Class
HairCareProductsVarietyPacks	10000677	HairCareProducts	53141100	Brick→Class
HairCurlersRollers	10000829	HairCareProducts	53141100	Brick→Class
HairProductsVarietyPacks	10000676	HairProductsVarietyPacks	53141200	Brick→Class
BleachingLighteningProducts	10000329	HairRemovalMaskingProducts	53141000	Brick→Class
DepilationEpilationNonPowered	10000340	HairRemovalMaskingProducts	53141000	Brick→Class
DepilationEpilationPowered	10000830	HairRemovalMaskingProducts	53141000	Brick→Class
HairRemovalCare	10000350	HairRemovalMaskingProducts	53141000	Brick→Class
HairRemovalMaskingProductsReplacementParts	10000832	HairRemovalMaskingProducts	53141000	Brick→Class
HairRemovalMaskingProductsOther	10000835	HairRemovalMaskingProducts	53141000	Brick→Class
HairRemovalMaskingProductsVarietyPacks	10000680	HairRemovalMaskingProducts	53141000	Brick→Class
HairRemovalShavingAccessories	10000349	HairRemovalMaskingProducts	53141000	Brick→Class
MirrorsPersonalCare	10000679	HairRemovalMaskingProducts	53141000	Brick→Class
ShavingBlades	10000369	HairRemovalMaskingProducts	53141000	Brick→Class
ShavingRazorsDisposableNonPowered	10000370	HairRemovalMaskingProducts	53141000	Brick→Class
ShavingRazorsNonDisposableNonPowered	10000730	HairRemovalMaskingProducts	53141000	Brick→Class
ShavingRazorsPowered	10000831	HairRemovalMaskingProducts	53141000	Brick→Class
ShavingPreparations	10000535	HairRemovalMaskingProducts	53141000	Brick→Class
MaternityBelt	10008238	MaternityProducts	53240100	Brick→Class
MaternitySkinCareMoisturingProducts	10008239	MaternityProducts	53240100	Brick→Class
AdultIncontinencePads	10000481	AdultIncontinence	53181300	Brick→Class
AdultIncontinenceSupplies	10000321	AdultIncontinence	53181300	Brick→Class
AdultIncontinenceUnderwearDisposable	10000709	AdultIncontinence	53181300	Brick→Class
AdultIncontinenceUnderwearNonDisposable	10000710	AdultIncontinence	53181300	Brick→Class
AdultIncontinenceOther	10000784	AdultIncontinence	53181300	Brick→Class
AdultIncontinenceVarietyPacks	10000713	AdultIncontinence	53181300	Brick→Class
BabyDiapersDisposable	10000494	BabyDiapersAccessories	53181700	Brick→Class
BabyDiapersNonDisposable	10000728	BabyDiapersAccessories	53181700	Brick→Class
BabyDiapersAccessories	10000496	BabyDiapersAccessories	53181700	Brick→Class
BabyDiapersAccessoriesOther	10006821	BabyDiapersAccessories	53181700	Brick→Class
BabyDiapersAccessoriesVarietyPacks	10006822	BabyDiapersAccessories	53181700	Brick→Class
BabyInsertsPads	10000495	BabyDiapersAccessories	53181700	Brick→Class
ChildIncontinenceDiapersDisposable	10008296	ChildIncontinence	53181800	Brick→Class
ChildIncontinenceDiapersNonDisposable	10008297	ChildIncontinence	53181800	Brick→Class
ChildIncontinenceOther	10008300	ChildIncontinence	53181800	Brick→Class
ChildIncontinencePads	10008295	ChildIncontinence	53181800	Brick→Class
ChildIncontinenceUnderwearDisposable	10008298	ChildIncontinence	53181800	Brick→Class
ChildIncontinenceUnderwearNonDisposable	10008299	ChildIncontinence	53181800	Brick→Class
ChildIncontinenceVarietyPacks	10008301	ChildIncontinence	53181800	Brick→Class
FeminineHygieneAccessories	10000344	FeminineNursingHygiene	53181200	Brick→Class
FeminineHygieneCups	10000482	FeminineNursingHygiene	53181200	Brick→Class
FeminineHygienePantyLiners	10000483	FeminineNursingHygiene	53181200	Brick→Class
FeminineHygieneTampons	10000320	FeminineNursingHygiene	53181200	Brick→Class
FeminineHygieneTowelsPads	10000376	FeminineNursingHygiene	53181200	Brick→Class
FeminineNursingHygieneOther	10000785	FeminineNursingHygiene	53181200	Brick→Class
FeminineNursingHygieneVarietyPacks	10000714	FeminineNursingHygiene	53181200	Brick→Class
NursingHygieneAccessories	10000362	FeminineNursingHygiene	53181200	Brick→Class
AntiperspirantsDeodorants	10000338	GeneralPersonalHygiene	53181100	Brick→Class
CottonWoolProducts	10000335	GeneralPersonalHygiene	53181100	Brick→Class
EarNasalCare	10000341	GeneralPersonalHygiene	53181100	Brick→Class
FacialTissueHandkerchiefsDisposable	10000485	GeneralPersonalHygiene	53181100	Brick→Class
GeneralPersonalHygieneOther	10000786	GeneralPersonalHygiene	53181100	Brick→Class
GeneralPersonalHygieneVarietyPacks	10000715	GeneralPersonalHygiene	53181100	Brick→Class
ToiletPaper	10000375	GeneralPersonalHygiene	53181100	Brick→Class
BreathFresheners	10008369	OralHygiene	53181500	Brick→Class
DentalCleansingToothpaste	10000383	OralHygiene	53181500	Brick→Class
DentalFlossTape	10008377	OralHygiene	53181500	Brick→Class
DentureOrthodonticBrush	10008371	OralHygiene	53181500	Brick→Class
DentureOrthodonticCare	10000336	OralHygiene	53181500	Brick→Class
DentureOrthodonticCleansing	10000337	OralHygiene	53181500	Brick→Class
GumStimulatorMassager	10008378	OralHygiene	53181500	Brick→Class
InterdentalBrush	10008375	OralHygiene	53181500	Brick→Class
MouthwashOralRinses	10000536	OralHygiene	53181500	Brick→Class
OralCareAccessories	10000363	OralHygiene	53181500	Brick→Class
OralCareCentreBrushCleanserStoragePowered	10005839	OralHygiene	53181500	Brick→Class
OralCleanerSystemPowered	10008374	OralHygiene	53181500	Brick→Class
OralHygieneReplacementParts	10000782	OralHygiene	53181500	Brick→Class
OralHygieneOther	10000783	OralHygiene	53181500	Brick→Class
OralHygieneVarietyPacks	10000716	OralHygiene	53181500	Brick→Class
OralIrrigator	10008381	OralHygiene	53181500	Brick→Class
TongueCleaner	10008376	OralHygiene	53181500	Brick→Class
TongueCleansing	10008370	OralHygiene	53181500	Brick→Class
ToothStainRemoversWhitenerNonPowered	10008379	OralHygiene	53181500	Brick→Class
ToothStainRemoversWhitenerPowered	10008380	OralHygiene	53181500	Brick→Class
ToothbrushNonPowered	10008372	OralHygiene	53181500	Brick→Class
ToothbrushPowered	10008373	OralHygiene	53181500	Brick→Class
PersonalHygieneProductsVarietyPacks	10000712	PersonalHygieneProductsVarietyPacks	53181600	Brick→Class
PenetrationAccessoriesNonPowered	10006247	SexualToysAids	53230100	Brick→Class
PenetrationAccessoriesPowered	10006246	SexualToysAids	53230100	Brick→Class
SuctionDevicesNonPowered	10006249	SexualToysAids	53230100	Brick→Class
SuctionDevicesPowered	10006248	SexualToysAids	53230100	Brick→Class
BathAdditives	10000328	BodyWashing	53131300	Brick→Class
BodyWashingOther	10000813	BodyWashing	53131300	Brick→Class
