ns	from	to	predicate	reverse
language	successfully	Manner	hasCategory	categoryOf
language	suddenly	Adverb	instanceOf	hasInstance
language	suddenly	Time	hasCategory	categoryOf
language	sufficiently	Adverb	instanceOf	hasInstance
language	sufficiently	Degree	hasCategory	categoryOf
language	systematically	Adverb	instanceOf	hasInstance
language	systematically	Manner	hasCategory	categoryOf
language	temporarily	Adverb	instanceOf	hasInstance
language	temporarily	Time	hasCategory	categoryOf
language	then	Adverb	instanceOf	hasInstance
language	then	Time	hasCategory	categoryOf
language	thoroughly	Adverb	instanceOf	hasInstance
language	thoroughly	Manner	hasCategory	categoryOf
language	today	Adverb	instanceOf	hasInstance
language	today	Time	hasCategory	categoryOf
language	together	Adverb	instanceOf	hasInstance
language	together	Manner	hasCategory	categoryOf
language	tomorrow	Adverb	instanceOf	hasInstance
language	tomorrow	Time	hasCategory	categoryOf
language	totally	Adverb	instanceOf	hasInstance
language	totally	Degree	hasCategory	categoryOf
language	traditionally	Adverb	instanceOf	hasInstance
language	traditionally	Manner	hasCategory	categoryOf
language	typically	Adverb	instanceOf	hasInstance
language	typically	Frequency	hasCategory	categoryOf
language	ultimately	Adverb	instanceOf	hasInstance
language	ultimately	Time	hasCategory	categoryOf
language	unfortunately	Adverb	instanceOf	hasInstance
language	unfortunately	Certainty	hasCategory	categoryOf
language	usually	Adverb	instanceOf	hasInstance
language	usually	Frequency	hasCategory	categoryOf
language	very	Adverb	instanceOf	hasInstance
language	very	Degree	hasCategory	categoryOf
language	virtually	Adverb	instanceOf	hasInstance
language	virtually	Degree	hasCategory	categoryOf
language	weekly	Adverb	instanceOf	hasInstance
language	weekly	Frequency	hasCategory	categoryOf
language	well	Adverb	instanceOf	hasInstance
language	well	Manner	hasCategory	categoryOf
language	widely	Adverb	instanceOf	hasInstance
language	widely	Degree	hasCategory	categoryOf
language	yesterday	Adverb	instanceOf	hasInstance
language	yesterday	Time	hasCategory	categoryOf
language	about	Preposition	instanceOf	hasInstance
language	about	Location/Topic	hasCategory	categoryOf
language	above	Preposition	instanceOf	hasInstance
language	above	Location/Position	hasCategory	categoryOf
language	across	Preposition	instanceOf	hasInstance
language	across	Location/Movement	hasCategory	categoryOf
language	after	Preposition	instanceOf	hasInstance
language	after	Time	hasCategory	categoryOf
language	against	Preposition	instanceOf	hasInstance
language	against	Position/Opposition	hasCategory	categoryOf
language	along	Preposition	instanceOf	hasInstance
language	along	Location/Movement	hasCategory	categoryOf
language	among	Preposition	instanceOf	hasInstance
language	among	Location/Group	hasCategory	categoryOf
language	around	Preposition	instanceOf	hasInstance
language	around	Location/Position	hasCategory	categoryOf
language	at	Preposition	instanceOf	hasInstance
language	at	Location/Time	hasCategory	categoryOf
language	before	Preposition	instanceOf	hasInstance
language	before	Time/Position	hasCategory	categoryOf
language	behind	Preposition	instanceOf	hasInstance
language	behind	Location/Position	hasCategory	categoryOf
language	below	Preposition	instanceOf	hasInstance
language	below	Location/Position	hasCategory	categoryOf
language	beneath	Preposition	instanceOf	hasInstance
language	beneath	Location/Position	hasCategory	categoryOf
language	beside	Preposition	instanceOf	hasInstance
language	beside	Location/Position	hasCategory	categoryOf
language	between	Preposition	instanceOf	hasInstance
language	between	Location/Position	hasCategory	categoryOf
language	beyond	Preposition	instanceOf	hasInstance
language	beyond	Location/Abstract	hasCategory	categoryOf
language	by	Preposition	instanceOf	hasInstance
language	by	Agent/Location	hasCategory	categoryOf
language	concerning	Preposition	instanceOf	hasInstance
language	concerning	Topic	hasCategory	categoryOf
language	despite	Preposition	instanceOf	hasInstance
language	despite	Concession	hasCategory	categoryOf
language	down	Preposition	instanceOf	hasInstance
language	down	Movement/Direction	hasCategory	categoryOf
language	during	Preposition	instanceOf	hasInstance
language	during	Time	hasCategory	categoryOf
language	except	Preposition	instanceOf	hasInstance
language	except	Exclusion	hasCategory	categoryOf
language	for	Preposition	instanceOf	hasInstance
language	for	Purpose/Recipient	hasCategory	categoryOf
language	from	Preposition	instanceOf	hasInstance
language	from	Origin/Source	hasCategory	categoryOf
language	in	Preposition	instanceOf	hasInstance
language	in	Location/Time	hasCategory	categoryOf
language	inside	Preposition	instanceOf	hasInstance
language	inside	Location/Position	hasCategory	categoryOf
language	into	Preposition	instanceOf	hasInstance
language	into	Movement/Direction	hasCategory	categoryOf
language	near	Preposition	instanceOf	hasInstance
language	near	Location/Position	hasCategory	categoryOf
language	of	Preposition	instanceOf	hasInstance
language	of	Relationship/Possession	hasCategory	categoryOf
language	off	Preposition	instanceOf	hasInstance
language	off	Movement/Separation	hasCategory	categoryOf
language	on	Preposition	instanceOf	hasInstance
language	on	Location/Contact	hasCategory	categoryOf
language	onto	Preposition	instanceOf	hasInstance
language	onto	Movement/Direction	hasCategory	categoryOf
language	out	Preposition	instanceOf	hasInstance
language	out	Movement/Direction	hasCategory	categoryOf
language	outside	Preposition	instanceOf	hasInstance
language	outside	Location/Position	hasCategory	categoryOf
language	over	Preposition	instanceOf	hasInstance
language	over	Location/Position	hasCategory	categoryOf
language	past	Preposition	instanceOf	hasInstance
language	past	Movement/Time	hasCategory	categoryOf
language	regarding	Preposition	instanceOf	hasInstance
language	regarding	Topic	hasCategory	categoryOf
language	round	Preposition	instanceOf	hasInstance
language	round	Location/Position	hasCategory	categoryOf
language	through	Preposition	instanceOf	hasInstance
language	through	Movement/Method	hasCategory	categoryOf
language	throughout	Preposition	instanceOf	hasInstance
language	throughout	Location/Time	hasCategory	categoryOf
language	to	Preposition	instanceOf	hasInstance
language	to	Direction/Recipient	hasCategory	categoryOf
language	toward	Preposition	instanceOf	hasInstance
language	toward	Direction	hasCategory	categoryOf
language	towards	Preposition	instanceOf	hasInstance
language	towards	Direction	hasCategory	categoryOf
language	under	Preposition	instanceOf	hasInstance
language	under	Location/Position	hasCategory	categoryOf
language	underneath	Preposition	instanceOf	hasInstance
language	underneath	Location/Position	hasCategory	categoryOf
language	until	Preposition	instanceOf	hasInstance
language	until	Time	hasCategory	categoryOf
language	unto	Preposition	instanceOf	hasInstance
language	unto	Direction/Time	hasCategory	categoryOf
language	up	Preposition	instanceOf	hasInstance
language	up	Movement/Direction	hasCategory	categoryOf
language	upon	Preposition	instanceOf	hasInstance
language	upon	Location/Condition	hasCategory	categoryOf
language	via	Preposition	instanceOf	hasInstance
language	via	Method/Route	hasCategory	categoryOf
language	with	Preposition	instanceOf	hasInstance
language	with	Association/Instrument	hasCategory	categoryOf
language	within	Preposition	instanceOf	hasInstance
language	within	Location/Limits	hasCategory	categoryOf
language	without	Preposition	instanceOf	hasInstance
language	without	Absence/Lack	hasCategory	categoryOf
language	i	Pronoun	instanceOf	hasInstance
language	i	Personal	hasCategory	categoryOf
language	me	Pronoun	instanceOf	hasInstance
language	me	Personal	hasCategory	categoryOf
language	my	Pronoun	instanceOf	hasInstance
language	my	Personal	hasCategory	categoryOf
language	mine	Pronoun	instanceOf	hasInstance
language	mine	Personal	hasCategory	categoryOf
language	myself	Pronoun	instanceOf	hasInstance
language	myself	Personal	hasCategory	categoryOf
language	we	Pronoun	instanceOf	hasInstance
language	we	Personal	hasCategory	categoryOf
language	us	Pronoun	instanceOf	hasInstance
language	us	Personal	hasCategory	categoryOf
language	our	Pronoun	instanceOf	hasInstance
language	our	Personal	hasCategory	categoryOf
language	ours	Pronoun	instanceOf	hasInstance
language	ours	Personal	hasCategory	categoryOf
language	ourselves	Pronoun	instanceOf	hasInstance
language	ourselves	Personal	hasCategory	categoryOf
language	you	Pronoun	instanceOf	hasInstance
language	you	Personal	hasCategory	categoryOf
language	your	Pronoun	instanceOf	hasInstance
language	your	Personal	hasCategory	categoryOf
language	yours	Pronoun	instanceOf	hasInstance
language	yours	Personal	hasCategory	categoryOf
language	yourself	Pronoun	instanceOf	hasInstance
language	yourself	Personal	hasCategory	categoryOf
language	yourselves	Pronoun	instanceOf	hasInstance
language	yourselves	Personal	hasCategory	categoryOf
language	he	Pronoun	instanceOf	hasInstance
language	he	Personal	hasCategory	categoryOf
language	him	Pronoun	instanceOf	hasInstance
language	him	Personal	hasCategory	categoryOf
language	his	Pronoun	instanceOf	hasInstance
language	his	Personal	hasCategory	categoryOf
language	himself	Pronoun	instanceOf	hasInstance
language	himself	Personal	hasCategory	categoryOf
language	she	Pronoun	instanceOf	hasInstance
language	she	Personal	hasCategory	categoryOf
language	her	Pronoun	instanceOf	hasInstance
language	her	Personal	hasCategory	categoryOf
language	hers	Pronoun	instanceOf	hasInstance
language	hers	Personal	hasCategory	categoryOf
language	herself	Pronoun	instanceOf	hasInstance
language	herself	Personal	hasCategory	categoryOf
language	it	Pronoun	instanceOf	hasInstance
language	it	Personal	hasCategory	categoryOf
language	its	Pronoun	instanceOf	hasInstance
language	its	Personal	hasCategory	categoryOf
language	itself	Pronoun	instanceOf	hasInstance
language	itself	Personal	hasCategory	categoryOf
language	they	Pronoun	instanceOf	hasInstance
language	they	Personal	hasCategory	categoryOf
language	them	Pronoun	instanceOf	hasInstance
language	them	Personal	hasCategory	categoryOf
language	their	Pronoun	instanceOf	hasInstance
language	their	Personal	hasCategory	categoryOf
language	theirs	Pronoun	instanceOf	hasInstance
language	theirs	Personal	hasCategory	categoryOf
language	themselves	Pronoun	instanceOf	hasInstance
language	themselves	Personal	hasCategory	categoryOf
language	this	Pronoun	instanceOf	hasInstance
language	this	Demonstrative	hasCategory	categoryOf
language	that	Pronoun	instanceOf	hasInstance
language	that	Demonstrative	hasCategory	categoryOf
language	these	Pronoun	instanceOf	hasInstance
language	these	Demonstrative	hasCategory	categoryOf
language	those	Pronoun	instanceOf	hasInstance
language	those	Demonstrative	hasCategory	categoryOf
language	who	Pronoun	instanceOf	hasInstance
language	who	Interrogative	hasCategory	categoryOf
language	whom	Pronoun	instanceOf	hasInstance
language	whom	Interrogative	hasCategory	categoryOf
language	whose	Pronoun	instanceOf	hasInstance
language	whose	Interrogative	hasCategory	categoryOf
language	what	Pronoun	instanceOf	hasInstance
language	what	Interrogative	hasCategory	categoryOf
language	which	Pronoun	instanceOf	hasInstance
language	which	Interrogative	hasCategory	categoryOf
language	anyone	Pronoun	instanceOf	hasInstance
language	anyone	Indefinite	hasCategory	categoryOf
language	anybody	Pronoun	instanceOf	hasInstance
language	anybody	Indefinite	hasCategory	categoryOf
language	anything	Pronoun	instanceOf	hasInstance
language	anything	Indefinite	hasCategory	categoryOf
language	everyone	Pronoun	instanceOf	hasInstance
language	everyone	Indefinite	hasCategory	categoryOf
language	everybody	Pronoun	instanceOf	hasInstance
language	everybody	Indefinite	hasCategory	categoryOf
language	everything	Pronoun	instanceOf	hasInstance
language	everything	Indefinite	hasCategory	categoryOf
language	no one	Pronoun	instanceOf	hasInstance
language	no one	Indefinite	hasCategory	categoryOf
language	nobody	Pronoun	instanceOf	hasInstance
language	nobody	Indefinite	hasCategory	categoryOf
language	nothing	Pronoun	instanceOf	hasInstance
language	nothing	Indefinite	hasCategory	categoryOf
language	someone	Pronoun	instanceOf	hasInstance
language	someone	Indefinite	hasCategory	categoryOf
language	somebody	Pronoun	instanceOf	hasInstance
language	somebody	Indefinite	hasCategory	categoryOf
language	something	Pronoun	instanceOf	hasInstance
language	something	Indefinite	hasCategory	categoryOf
language	and	Conjunction	instanceOf	hasInstance
language	and	Coordinating	hasCategory	categoryOf
language	but	Conjunction	instanceOf	hasInstance
language	but	Coordinating	hasCategory	categoryOf
language	or	Conjunction	instanceOf	hasInstance
language	or	Coordinating	hasCategory	categoryOf
language	nor	Conjunction	instanceOf	hasInstance
language	nor	Coordinating	hasCategory	categoryOf
language	for	Conjunction	instanceOf	hasInstance
language	for	Coordinating	hasCategory	categoryOf
language	so	Conjunction	instanceOf	hasInstance
language	so	Coordinating	hasCategory	categoryOf
language	yet	Conjunction	instanceOf	hasInstance
language	yet	Coordinating	hasCategory	categoryOf
language	after	Conjunction	instanceOf	hasInstance
language	after	Subordinating	hasCategory	categoryOf
language	although	Conjunction	instanceOf	hasInstance
language	although	Subordinating	hasCategory	categoryOf
language	as	Conjunction	instanceOf	hasInstance
language	as	Subordinating	hasCategory	categoryOf
language	because	Conjunction	instanceOf	hasInstance
language	because	Subordinating	hasCategory	categoryOf
language	before	Conjunction	instanceOf	hasInstance
language	before	Subordinating	hasCategory	categoryOf
language	if	Conjunction	instanceOf	hasInstance
language	if	Subordinating	hasCategory	categoryOf
language	once	Conjunction	instanceOf	hasInstance
language	once	Subordinating	hasCategory	categoryOf
language	since	Conjunction	instanceOf	hasInstance
language	since	Subordinating	hasCategory	categoryOf
language	than	Conjunction	instanceOf	hasInstance
language	than	Subordinating	hasCategory	categoryOf
language	that	Conjunction	instanceOf	hasInstance
language	that	Subordinating	hasCategory	categoryOf
language	though	Conjunction	instanceOf	hasInstance
language	though	Subordinating	hasCategory	categoryOf
language	till	Conjunction	instanceOf	hasInstance
language	till	Subordinating	hasCategory	categoryOf
language	unless	Conjunction	instanceOf	hasInstance
language	unless	Subordinating	hasCategory	categoryOf
language	until	Conjunction	instanceOf	hasInstance
language	until	Subordinating	hasCategory	categoryOf
language	when	Conjunction	instanceOf	hasInstance
language	when	Subordinating	hasCategory	categoryOf
language	where	Conjunction	instanceOf	hasInstance
language	where	Subordinating	hasCategory	categoryOf
language	whereas	Conjunction	instanceOf	hasInstance
language	whereas	Subordinating	hasCategory	categoryOf
language	wherever	Conjunction	instanceOf	hasInstance
language	wherever	Subordinating	hasCategory	categoryOf
language	whether	Conjunction	instanceOf	hasInstance
language	whether	Subordinating	hasCategory	categoryOf
language	while	Conjunction	instanceOf	hasInstance
language	while	Subordinating	hasCategory	categoryOf
language	both	Conjunction	instanceOf	hasInstance
language	both	Correlative	hasCategory	categoryOf
language	either	Conjunction	instanceOf	hasInstance
language	either	Correlative	hasCategory	categoryOf
language	neither	Conjunction	instanceOf	hasInstance
language	neither	Correlative	hasCategory	categoryOf
language	not	Conjunction	instanceOf	hasInstance
language	not	Correlative	hasCategory	categoryOf
language	a	Determiner	instanceOf	hasInstance
language	a	Article	hasCategory	categoryOf
language	an	Determiner	instanceOf	hasInstance
language	an	Article	hasCategory	categoryOf
language	the	Determiner	instanceOf	hasInstance
language	the	Article	hasCategory	categoryOf
language	all	Determiner	instanceOf	hasInstance
language	all	Quantifier	hasCategory	categoryOf
language	another	Determiner	instanceOf	hasInstance
language	another	Quantifier	hasCategory	categoryOf
language	any	Determiner	instanceOf	hasInstance
language	any	Quantifier	hasCategory	categoryOf
language	both	Determiner	instanceOf	hasInstance
language	both	Quantifier	hasCategory	categoryOf
language	each	Determiner	instanceOf	hasInstance
language	each	Quantifier	hasCategory	categoryOf
language	either	Determiner	instanceOf	hasInstance
language	either	Quantifier	hasCategory	categoryOf
language	enough	Determiner	instanceOf	hasInstance
language	enough	Quantifier	hasCategory	categoryOf
language	every	Determiner	instanceOf	hasInstance
language	every	Quantifier	hasCategory	categoryOf
language	few	Determiner	instanceOf	hasInstance
language	few	Quantifier	hasCategory	categoryOf
language	fewer	Determiner	instanceOf	hasInstance
language	fewer	Quantifier	hasCategory	categoryOf
language	little	Determiner	instanceOf	hasInstance
language	little	Quantifier	hasCategory	categoryOf
language	less	Determiner	instanceOf	hasInstance
language	less	Quantifier	hasCategory	categoryOf
language	many	Determiner	instanceOf	hasInstance
language	many	Quantifier	hasCategory	categoryOf
language	more	Determiner	instanceOf	hasInstance
language	more	Quantifier	hasCategory	categoryOf
language	most	Determiner	instanceOf	hasInstance
language	most	Quantifier	hasCategory	categoryOf
language	much	Determiner	instanceOf	hasInstance
language	much	Quantifier	hasCategory	categoryOf
language	neither	Determiner	instanceOf	hasInstance
language	neither	Quantifier	hasCategory	categoryOf
language	no	Determiner	instanceOf	hasInstance
language	no	Quantifier	hasCategory	categoryOf
language	other	Determiner	instanceOf	hasInstance
language	other	Quantifier	hasCategory	categoryOf
language	several	Determiner	instanceOf	hasInstance
language	several	Quantifier	hasCategory	categoryOf
language	some	Determiner	instanceOf	hasInstance
language	some	Quantifier	hasCategory	categoryOf
language	sufficient	Determiner	instanceOf	hasInstance
language	sufficient	Quantifier	hasCategory	categoryOf
language	this	Determiner	instanceOf	hasInstance
language	this	Demonstrative	hasCategory	categoryOf
language	that	Determiner	instanceOf	hasInstance
language	that	Demonstrative	hasCategory	categoryOf
language	these	Determiner	instanceOf	hasInstance
language	these	Demonstrative	hasCategory	categoryOf
language	those	Determiner	instanceOf	hasInstance
language	those	Demonstrative	hasCategory	categoryOf
language	my	Determiner	instanceOf	hasInstance
language	my	Possessive	hasCategory	categoryOf
language	your	Determiner	instanceOf	hasInstance
language	your	Possessive	hasCategory	categoryOf
language	his	Determiner	instanceOf	hasInstance
language	his	Possessive	hasCategory	categoryOf
language	her	Determiner	instanceOf	hasInstance
language	her	Possessive	hasCategory	categoryOf
language	its	Determiner	instanceOf	hasInstance
language	its	Possessive	hasCategory	categoryOf
language	our	Determiner	instanceOf	hasInstance
language	our	Possessive	hasCategory	categoryOf
language	their	Determiner	instanceOf	hasInstance
language	their	Possessive	hasCategory	categoryOf
language	what	Determiner	instanceOf	hasInstance
language	what	Interrogative	hasCategory	categoryOf
language	which	Determiner	instanceOf	hasInstance
language	which	Interrogative	hasCategory	categoryOf
language	whose	Determiner	instanceOf	hasInstance
language	whose	Interrogative	hasCategory	categoryOf
