ns	from	to	predicate	reverse	dataValue	date
onet.org.ai	https://onet.org.ai/Occupation/11-203200	https://onet.org.ai/Interest/1B1f	alignsWithInterest	interestOfOccupation	4.39	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-203300	https://onet.org.ai/Interest/1B1a	alignsWithInterest	interestOfOccupation	1.00	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-203300	https://onet.org.ai/Interest/1B1b	alignsWithInterest	interestOfOccupation	2.41	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-203300	https://onet.org.ai/Interest/1B1c	alignsWithInterest	interestOfOccupation	2.67	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-203300	https://onet.org.ai/Interest/1B1d	alignsWithInterest	interestOfOccupation	3.75	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-203300	https://onet.org.ai/Interest/1B1e	alignsWithInterest	interestOfOccupation	7.00	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-203300	https://onet.org.ai/Interest/1B1f	alignsWithInterest	interestOfOccupation	4.72	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-301200	https://onet.org.ai/Interest/1B1a	alignsWithInterest	interestOfOccupation	1.59	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-301200	https://onet.org.ai/Interest/1B1b	alignsWithInterest	interestOfOccupation	2.03	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-301200	https://onet.org.ai/Interest/1B1c	alignsWithInterest	interestOfOccupation	1.01	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-301200	https://onet.org.ai/Interest/1B1d	alignsWithInterest	interestOfOccupation	3.71	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-301200	https://onet.org.ai/Interest/1B1e	alignsWithInterest	interestOfOccupation	6.51	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-301200	https://onet.org.ai/Interest/1B1f	alignsWithInterest	interestOfOccupation	6.43	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-301300	https://onet.org.ai/Interest/1B1a	alignsWithInterest	interestOfOccupation	3.93	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-301300	https://onet.org.ai/Interest/1B1b	alignsWithInterest	interestOfOccupation	2.52	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-301300	https://onet.org.ai/Interest/1B1c	alignsWithInterest	interestOfOccupation	1.64	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-301300	https://onet.org.ai/Interest/1B1d	alignsWithInterest	interestOfOccupation	3.59	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-301300	https://onet.org.ai/Interest/1B1e	alignsWithInterest	interestOfOccupation	5.54	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-301300	https://onet.org.ai/Interest/1B1f	alignsWithInterest	interestOfOccupation	5.41	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-301301	https://onet.org.ai/Interest/1B1a	alignsWithInterest	interestOfOccupation	3.40	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-301301	https://onet.org.ai/Interest/1B1b	alignsWithInterest	interestOfOccupation	3.71	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-301301	https://onet.org.ai/Interest/1B1c	alignsWithInterest	interestOfOccupation	1.29	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-301301	https://onet.org.ai/Interest/1B1d	alignsWithInterest	interestOfOccupation	2.75	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-301301	https://onet.org.ai/Interest/1B1e	alignsWithInterest	interestOfOccupation	5.60	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-301301	https://onet.org.ai/Interest/1B1f	alignsWithInterest	interestOfOccupation	5.39	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-302100	https://onet.org.ai/Interest/1B1a	alignsWithInterest	interestOfOccupation	2.56	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-302100	https://onet.org.ai/Interest/1B1b	alignsWithInterest	interestOfOccupation	4.42	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-302100	https://onet.org.ai/Interest/1B1c	alignsWithInterest	interestOfOccupation	1.50	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-302100	https://onet.org.ai/Interest/1B1d	alignsWithInterest	interestOfOccupation	2.41	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-302100	https://onet.org.ai/Interest/1B1e	alignsWithInterest	interestOfOccupation	5.09	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-302100	https://onet.org.ai/Interest/1B1f	alignsWithInterest	interestOfOccupation	5.72	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-303100	https://onet.org.ai/Interest/1B1a	alignsWithInterest	interestOfOccupation	1.22	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-303100	https://onet.org.ai/Interest/1B1b	alignsWithInterest	interestOfOccupation	2.45	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-303100	https://onet.org.ai/Interest/1B1c	alignsWithInterest	interestOfOccupation	1.54	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-303100	https://onet.org.ai/Interest/1B1d	alignsWithInterest	interestOfOccupation	2.93	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-303100	https://onet.org.ai/Interest/1B1e	alignsWithInterest	interestOfOccupation	7.00	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-303100	https://onet.org.ai/Interest/1B1f	alignsWithInterest	interestOfOccupation	5.70	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-303101	https://onet.org.ai/Interest/1B1a	alignsWithInterest	interestOfOccupation	1.00	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-303101	https://onet.org.ai/Interest/1B1b	alignsWithInterest	interestOfOccupation	2.40	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-303101	https://onet.org.ai/Interest/1B1c	alignsWithInterest	interestOfOccupation	1.28	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-303101	https://onet.org.ai/Interest/1B1d	alignsWithInterest	interestOfOccupation	2.70	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-303101	https://onet.org.ai/Interest/1B1e	alignsWithInterest	interestOfOccupation	6.22	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-303101	https://onet.org.ai/Interest/1B1f	alignsWithInterest	interestOfOccupation	6.15	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-303103	https://onet.org.ai/Interest/1B1a	alignsWithInterest	interestOfOccupation	1.66	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-303103	https://onet.org.ai/Interest/1B1b	alignsWithInterest	interestOfOccupation	3.71	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-303103	https://onet.org.ai/Interest/1B1c	alignsWithInterest	interestOfOccupation	1.47	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-303103	https://onet.org.ai/Interest/1B1d	alignsWithInterest	interestOfOccupation	2.56	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-303103	https://onet.org.ai/Interest/1B1e	alignsWithInterest	interestOfOccupation	6.77	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-303103	https://onet.org.ai/Interest/1B1f	alignsWithInterest	interestOfOccupation	5.25	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-305100	https://onet.org.ai/Interest/1B1a	alignsWithInterest	interestOfOccupation	4.23	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-305100	https://onet.org.ai/Interest/1B1b	alignsWithInterest	interestOfOccupation	2.94	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-305100	https://onet.org.ai/Interest/1B1c	alignsWithInterest	interestOfOccupation	1.33	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-305100	https://onet.org.ai/Interest/1B1d	alignsWithInterest	interestOfOccupation	1.83	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-305100	https://onet.org.ai/Interest/1B1e	alignsWithInterest	interestOfOccupation	5.92	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-305100	https://onet.org.ai/Interest/1B1f	alignsWithInterest	interestOfOccupation	5.29	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-305101	https://onet.org.ai/Interest/1B1a	alignsWithInterest	interestOfOccupation	3.60	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-305101	https://onet.org.ai/Interest/1B1b	alignsWithInterest	interestOfOccupation	4.02	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-305101	https://onet.org.ai/Interest/1B1c	alignsWithInterest	interestOfOccupation	1.17	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-305101	https://onet.org.ai/Interest/1B1d	alignsWithInterest	interestOfOccupation	2.07	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-305101	https://onet.org.ai/Interest/1B1e	alignsWithInterest	interestOfOccupation	5.05	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-305101	https://onet.org.ai/Interest/1B1f	alignsWithInterest	interestOfOccupation	5.70	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-305102	https://onet.org.ai/Interest/1B1a	alignsWithInterest	interestOfOccupation	5.35	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-305102	https://onet.org.ai/Interest/1B1b	alignsWithInterest	interestOfOccupation	3.35	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-305102	https://onet.org.ai/Interest/1B1c	alignsWithInterest	interestOfOccupation	1.00	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-305102	https://onet.org.ai/Interest/1B1d	alignsWithInterest	interestOfOccupation	2.07	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-305102	https://onet.org.ai/Interest/1B1e	alignsWithInterest	interestOfOccupation	4.58	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-305102	https://onet.org.ai/Interest/1B1f	alignsWithInterest	interestOfOccupation	4.82	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-305103	https://onet.org.ai/Interest/1B1a	alignsWithInterest	interestOfOccupation	4.59	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-305103	https://onet.org.ai/Interest/1B1b	alignsWithInterest	interestOfOccupation	3.74	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-305103	https://onet.org.ai/Interest/1B1c	alignsWithInterest	interestOfOccupation	1.00	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-305103	https://onet.org.ai/Interest/1B1d	alignsWithInterest	interestOfOccupation	1.83	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-305103	https://onet.org.ai/Interest/1B1e	alignsWithInterest	interestOfOccupation	5.41	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-305103	https://onet.org.ai/Interest/1B1f	alignsWithInterest	interestOfOccupation	5.06	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-305104	https://onet.org.ai/Interest/1B1a	alignsWithInterest	interestOfOccupation	5.12	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-305104	https://onet.org.ai/Interest/1B1b	alignsWithInterest	interestOfOccupation	3.19	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-305104	https://onet.org.ai/Interest/1B1c	alignsWithInterest	interestOfOccupation	1.00	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-305104	https://onet.org.ai/Interest/1B1d	alignsWithInterest	interestOfOccupation	1.72	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-305104	https://onet.org.ai/Interest/1B1e	alignsWithInterest	interestOfOccupation	4.86	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-305104	https://onet.org.ai/Interest/1B1f	alignsWithInterest	interestOfOccupation	5.34	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-305106	https://onet.org.ai/Interest/1B1a	alignsWithInterest	interestOfOccupation	5.37	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-305106	https://onet.org.ai/Interest/1B1b	alignsWithInterest	interestOfOccupation	3.64	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-305106	https://onet.org.ai/Interest/1B1c	alignsWithInterest	interestOfOccupation	1.00	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-305106	https://onet.org.ai/Interest/1B1d	alignsWithInterest	interestOfOccupation	1.83	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-305106	https://onet.org.ai/Interest/1B1e	alignsWithInterest	interestOfOccupation	4.57	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-305106	https://onet.org.ai/Interest/1B1f	alignsWithInterest	interestOfOccupation	5.02	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-306100	https://onet.org.ai/Interest/1B1a	alignsWithInterest	interestOfOccupation	2.04	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-306100	https://onet.org.ai/Interest/1B1b	alignsWithInterest	interestOfOccupation	2.01	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-306100	https://onet.org.ai/Interest/1B1c	alignsWithInterest	interestOfOccupation	1.40	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-306100	https://onet.org.ai/Interest/1B1d	alignsWithInterest	interestOfOccupation	2.77	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-306100	https://onet.org.ai/Interest/1B1e	alignsWithInterest	interestOfOccupation	7.00	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-306100	https://onet.org.ai/Interest/1B1f	alignsWithInterest	interestOfOccupation	5.55	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-307100	https://onet.org.ai/Interest/1B1a	alignsWithInterest	interestOfOccupation	3.60	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-307100	https://onet.org.ai/Interest/1B1b	alignsWithInterest	interestOfOccupation	2.64	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-307100	https://onet.org.ai/Interest/1B1c	alignsWithInterest	interestOfOccupation	1.00	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-307100	https://onet.org.ai/Interest/1B1d	alignsWithInterest	interestOfOccupation	2.39	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-307100	https://onet.org.ai/Interest/1B1e	alignsWithInterest	interestOfOccupation	6.00	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-307100	https://onet.org.ai/Interest/1B1f	alignsWithInterest	interestOfOccupation	5.74	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-307104	https://onet.org.ai/Interest/1B1a	alignsWithInterest	interestOfOccupation	3.42	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-307104	https://onet.org.ai/Interest/1B1b	alignsWithInterest	interestOfOccupation	2.55	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-307104	https://onet.org.ai/Interest/1B1c	alignsWithInterest	interestOfOccupation	1.00	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-307104	https://onet.org.ai/Interest/1B1d	alignsWithInterest	interestOfOccupation	2.05	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-307104	https://onet.org.ai/Interest/1B1e	alignsWithInterest	interestOfOccupation	6.31	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-307104	https://onet.org.ai/Interest/1B1f	alignsWithInterest	interestOfOccupation	5.40	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-311100	https://onet.org.ai/Interest/1B1a	alignsWithInterest	interestOfOccupation	1.00	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-311100	https://onet.org.ai/Interest/1B1b	alignsWithInterest	interestOfOccupation	2.44	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-311100	https://onet.org.ai/Interest/1B1c	alignsWithInterest	interestOfOccupation	1.49	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-311100	https://onet.org.ai/Interest/1B1d	alignsWithInterest	interestOfOccupation	3.69	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-311100	https://onet.org.ai/Interest/1B1e	alignsWithInterest	interestOfOccupation	7.00	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-311100	https://onet.org.ai/Interest/1B1f	alignsWithInterest	interestOfOccupation	5.56	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-312100	https://onet.org.ai/Interest/1B1a	alignsWithInterest	interestOfOccupation	1.09	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-312100	https://onet.org.ai/Interest/1B1b	alignsWithInterest	interestOfOccupation	2.68	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-312100	https://onet.org.ai/Interest/1B1c	alignsWithInterest	interestOfOccupation	1.71	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-312100	https://onet.org.ai/Interest/1B1d	alignsWithInterest	interestOfOccupation	3.88	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-312100	https://onet.org.ai/Interest/1B1e	alignsWithInterest	interestOfOccupation	7.00	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-312100	https://onet.org.ai/Interest/1B1f	alignsWithInterest	interestOfOccupation	5.19	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-313100	https://onet.org.ai/Interest/1B1a	alignsWithInterest	interestOfOccupation	1.95	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-313100	https://onet.org.ai/Interest/1B1b	alignsWithInterest	interestOfOccupation	3.26	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-313100	https://onet.org.ai/Interest/1B1c	alignsWithInterest	interestOfOccupation	2.62	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-313100	https://onet.org.ai/Interest/1B1d	alignsWithInterest	interestOfOccupation	5.54	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-313100	https://onet.org.ai/Interest/1B1e	alignsWithInterest	interestOfOccupation	6.35	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-313100	https://onet.org.ai/Interest/1B1f	alignsWithInterest	interestOfOccupation	3.93	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-901300	https://onet.org.ai/Interest/1B1a	alignsWithInterest	interestOfOccupation	5.16	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-901300	https://onet.org.ai/Interest/1B1b	alignsWithInterest	interestOfOccupation	2.77	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-901300	https://onet.org.ai/Interest/1B1c	alignsWithInterest	interestOfOccupation	1.04	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-901300	https://onet.org.ai/Interest/1B1d	alignsWithInterest	interestOfOccupation	2.63	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-901300	https://onet.org.ai/Interest/1B1e	alignsWithInterest	interestOfOccupation	5.54	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-901300	https://onet.org.ai/Interest/1B1f	alignsWithInterest	interestOfOccupation	4.51	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-902100	https://onet.org.ai/Interest/1B1a	alignsWithInterest	interestOfOccupation	4.69	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-902100	https://onet.org.ai/Interest/1B1b	alignsWithInterest	interestOfOccupation	3.08	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-902100	https://onet.org.ai/Interest/1B1c	alignsWithInterest	interestOfOccupation	1.73	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-902100	https://onet.org.ai/Interest/1B1d	alignsWithInterest	interestOfOccupation	2.34	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-902100	https://onet.org.ai/Interest/1B1e	alignsWithInterest	interestOfOccupation	5.74	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-902100	https://onet.org.ai/Interest/1B1f	alignsWithInterest	interestOfOccupation	4.81	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-903100	https://onet.org.ai/Interest/1B1a	alignsWithInterest	interestOfOccupation	1.08	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-903100	https://onet.org.ai/Interest/1B1b	alignsWithInterest	interestOfOccupation	3.03	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-903100	https://onet.org.ai/Interest/1B1c	alignsWithInterest	interestOfOccupation	2.88	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-903100	https://onet.org.ai/Interest/1B1d	alignsWithInterest	interestOfOccupation	6.60	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-903100	https://onet.org.ai/Interest/1B1e	alignsWithInterest	interestOfOccupation	4.76	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-903100	https://onet.org.ai/Interest/1B1f	alignsWithInterest	interestOfOccupation	4.28	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-903200	https://onet.org.ai/Interest/1B1a	alignsWithInterest	interestOfOccupation	1.18	11/2023
onet.org.ai	https://onet.org.ai/Occupation/11-903200	https://onet.org.ai/Interest/1B1b	alignsWithInterest	interestOfOccupation	3.32	11/2023
