url	ns	type	id	name	description	code	graphdl	predicate	object	preposition	complement	confidence	parentProcess
https://processes.org.ai/Define_strategic_options_to_achieve_the_objectives	processes.org.ai	Process	Define_strategic_options_to_achieve_the_objectives	Define strategic options to achieve the objectives	Expanded from: Define and evaluate strategic options to achieve the objectives		Define.strategic.options.to.objectives	Define	strategic options	to	objectives	1	https://apqc.org.ai/Process/Define_and_evaluate_strategic_options_to_achieve_the_objectives
https://processes.org.ai/evaluate_strategic_options_to_achieve_the_objectives	processes.org.ai	Process	evaluate_strategic_options_to_achieve_the_objectives	evaluate strategic options to achieve the objectives	Expanded from: Define and evaluate strategic options to achieve the objectives		evaluate.strategic.options.to.objectives	evaluate	strategic options	to	objectives	1	https://apqc.org.ai/Process/Define_and_evaluate_strategic_options_to_achieve_the_objectives
https://processes.org.ai/Select_partnerships	processes.org.ai	Process	Select_partnerships	Select partnerships	Expanded from: Select partnerships and relationships to support the extended enterprise		Select.partnerships.to.enterprise	Select	partnerships	to	enterprise	1	https://apqc.org.ai/Process/Select_partnerships_and_relationships_to_support_the_extended_enterprise
https://processes.org.ai/Select_relationships	processes.org.ai	Process	Select_relationships	Select relationships	Expanded from: Select partnerships and relationships to support the extended enterprise		Select.relationships.to.enterprise	Select	relationships	to	enterprise	1	https://apqc.org.ai/Process/Select_partnerships_and_relationships_to_support_the_extended_enterprise
https://processes.org.ai/Assess_impact_of_each_option	processes.org.ai	Process	Assess_impact_of_each_option	Assess impact of each option	Expanded from: Assess and analyze impact of each option		Assess.impact.of.option	Assess	impact	of	option	1	https://apqc.org.ai/Process/Assess_and_analyze_impact_of_each_option
https://processes.org.ai/analyze_impact_of_each_option	processes.org.ai	Process	analyze_impact_of_each_option	analyze impact of each option	Expanded from: Assess and analyze impact of each option		analyze.impact.of.option	analyze	impact	of	option	1	https://apqc.org.ai/Process/Assess_and_analyze_impact_of_each_option
https://processes.org.ai/Develop_innovation_strategy	processes.org.ai	Process	Develop_innovation_strategy	Develop innovation strategy	Expanded from: Develop innovation strategy and framework		Develop.innovation.strategy	Develop	innovation strategy			1	https://apqc.org.ai/Process/Develop_innovation_strategy_and_framework
https://processes.org.ai/Develop_framework	processes.org.ai	Process	Develop_framework	Develop framework	Expanded from: Develop innovation strategy and framework		Develop.framework	Develop	framework			1	https://apqc.org.ai/Process/Develop_innovation_strategy_and_framework
https://processes.org.ai/Coordinate_functional_and_process_strategies	processes.org.ai	Process	Coordinate_functional_and_process_strategies	Coordinate functional and process strategies	Expanded from: Coordinate and align functional and process strategies		Coordinate.functional.and.process.strategies	Coordinate	functional and process strategies			1	https://apqc.org.ai/Process/Coordinate_and_align_functional_and_process_strategies
https://processes.org.ai/align_functional_and_process_strategies	processes.org.ai	Process	align_functional_and_process_strategies	align functional and process strategies	Expanded from: Coordinate and align functional and process strategies		align.functional.and.process.strategies	align	functional and process strategies			1	https://apqc.org.ai/Process/Coordinate_and_align_functional_and_process_strategies
https://processes.org.ai/Evaluate_breadth	processes.org.ai	Process	Evaluate_breadth	Evaluate breadth	Expanded from: Evaluate breadth and depth of organizational structure		Evaluate.breadth.of.organizational.structure	Evaluate	breadth	of	organizational structure	1	https://apqc.org.ai/Process/Evaluate_breadth_and_depth_of_organizational_structure
https://processes.org.ai/Evaluate_depth	processes.org.ai	Process	Evaluate_depth	Evaluate depth	Expanded from: Evaluate breadth and depth of organizational structure		Evaluate.depth.of.organizational.structure	Evaluate	depth	of	organizational structure	1	https://apqc.org.ai/Process/Evaluate_breadth_and_depth_of_organizational_structure
https://processes.org.ai/Develop_role_analysis	processes.org.ai	Process	Develop_role_analysis	Develop role analysis	Expanded from: Develop role analysis and activity diagrams for key processes		Develop.role.analysis.for.key	Develop	role analysis	for	key	1	https://apqc.org.ai/Process/Develop_role_analysis_and_activity_diagrams_for_key_processes
https://processes.org.ai/Develop_activity_diagrams	processes.org.ai	Process	Develop_activity_diagrams	Develop activity diagrams	Expanded from: Develop role analysis and activity diagrams for key processes		Develop.activity.diagrams.for.key	Develop	activity diagrams	for	key	1	https://apqc.org.ai/Process/Develop_role_analysis_and_activity_diagrams_for_key_processes
https://processes.org.ai/Develop_organizational_goals	processes.org.ai	Process	Develop_organizational_goals	Develop organizational goals	Expanded from: Develop and set organizational goals		Develop.organizational.goals	Develop	organizational goals			1	https://apqc.org.ai/Process/Develop_and_set_organizational_goals
https://processes.org.ai/set_organizational_goals	processes.org.ai	Process	set_organizational_goals	set organizational goals	Expanded from: Develop and set organizational goals		set.organizational.goals	set	organizational goals			1	https://apqc.org.ai/Process/Develop_and_set_organizational_goals
https://processes.org.ai/Identify_customer_touchpoints	processes.org.ai	Process	Identify_customer_touchpoints	Identify customer touchpoints	Expanded from: Identify and review customer touchpoints		Identify.customer.touchpoints	Identify	customer touchpoints			1	https://apqc.org.ai/Process/Identify_and_review_customer_touchpoints
https://processes.org.ai/review_customer_touchpoints	processes.org.ai	Process	review_customer_touchpoints	review customer touchpoints	Expanded from: Identify and review customer touchpoints		review.customer.touchpoints	review	customer touchpoints			1	https://apqc.org.ai/Process/Identify_and_review_customer_touchpoints
https://processes.org.ai/Define_personas	processes.org.ai	Process	Define_personas	Define personas	Expanded from: Define and manage personas		Define.personas	Define	personas			1	https://apqc.org.ai/Process/Define_and_manage_personas
https://processes.org.ai/manage_personas	processes.org.ai	Process	manage_personas	manage personas	Expanded from: Define and manage personas		manage.personas	manage	personas			1	https://apqc.org.ai/Process/Define_and_manage_personas
https://processes.org.ai/Communicate_strategies_internally	processes.org.ai	Process	Communicate_strategies_internally	Communicate strategies internally	Expanded from: Communicate strategies internally and externally		Communicate.strategies.internally	Communicate	strategies internally			1	https://apqc.org.ai/Process/Communicate_strategies_internally_and_externally
https://processes.org.ai/Communicate_externally	processes.org.ai	Process	Communicate_externally	Communicate externally	Expanded from: Communicate strategies internally and externally		Communicate.externally	Communicate	externally			1	https://apqc.org.ai/Process/Communicate_strategies_internally_and_externally
https://processes.org.ai/Execute_strategic_initiatives	processes.org.ai	Process	Execute_strategic_initiatives	Execute strategic initiatives	Expanded from: Execute and measure strategic initiatives		Execute.strategic.initiatives	Execute	strategic initiatives			1	https://apqc.org.ai/Process/Execute_and_measure_strategic_initiatives
https://processes.org.ai/measure_strategic_initiatives	processes.org.ai	Process	measure_strategic_initiatives	measure strategic initiatives	Expanded from: Execute and measure strategic initiatives		measure.strategic.initiatives	measure	strategic initiatives			1	https://apqc.org.ai/Process/Execute_and_measure_strategic_initiatives
https://processes.org.ai/Develop_business_models	processes.org.ai	Process	Develop_business_models	Develop business models	Expanded from: Develop and maintain business models		Develop.business.models	Develop	business models			1	https://apqc.org.ai/Process/Develop_and_maintain_business_models
https://processes.org.ai/maintain_business_models	processes.org.ai	Process	maintain_business_models	maintain business models	Expanded from: Develop and maintain business models		maintain.business.models	maintain	business models			1	https://apqc.org.ai/Process/Develop_and_maintain_business_models
https://processes.org.ai/Prioritize_incoming_feedback	processes.org.ai	Process	Prioritize_incoming_feedback	Prioritize incoming feedback	Expanded from: Prioritize and manage incoming feedback		Prioritize.incoming.feedback	Prioritize	incoming feedback			1	https://apqc.org.ai/Process/Prioritize_and_manage_incoming_feedback
https://processes.org.ai/manage_incoming_feedback	processes.org.ai	Process	manage_incoming_feedback	manage incoming feedback	Expanded from: Prioritize and manage incoming feedback		manage.incoming.feedback	manage	incoming feedback			1	https://apqc.org.ai/Process/Prioritize_and_manage_incoming_feedback
https://processes.org.ai/Design_Products_and_Services	processes.org.ai	Process	Design_Products_and_Services	Design Products and Services	Expanded from: Design and Develop Products and Services		Design.Products.and.Services	Design	Products and Services			1	https://apqc.org.ai/Process/Design_and_Develop_Products_and_Services
https://processes.org.ai/Develop_Products_and_Services	processes.org.ai	Process	Develop_Products_and_Services	Develop Products and Services	Expanded from: Design and Develop Products and Services		Develop.Products.and.Services	Develop	Products and Services			1	https://apqc.org.ai/Process/Design_and_Develop_Products_and_Services
https://processes.org.ai/Govern_product_service_development_program	processes.org.ai	Process	Govern_product_service_development_program	Govern product/service development program	Expanded from: Govern and manage product/service development program		Govern.product	Govern	product			1	https://apqc.org.ai/Process/Govern_and_manage_product_service_development_program
https://processes.org.ai/manage_product_service_development_program	processes.org.ai	Process	manage_product_service_development_program	manage product/service development program	Expanded from: Govern and manage product/service development program		manage.product	manage	product			1	https://apqc.org.ai/Process/Govern_and_manage_product_service_development_program
https://processes.org.ai/Manage_product	processes.org.ai	Process	Manage_product	Manage product	Expanded from: Manage product and service portfolio		Manage.product	Manage	product			1	https://apqc.org.ai/Process/Manage_product_and_service_portfolio
https://processes.org.ai/Manage_service_portfolio	processes.org.ai	Process	Manage_service_portfolio	Manage service portfolio	Expanded from: Manage product and service portfolio		Manage.service.portfolio	Manage	service portfolio			1	https://apqc.org.ai/Process/Manage_product_and_service_portfolio
https://processes.org.ai/Prioritize_new_product_service_concepts	processes.org.ai	Process	Prioritize_new_product_service_concepts	Prioritize new product/service concepts	Expanded from: Prioritize and select new product/service concepts		Prioritize.new.product	Prioritize	new product			1	https://apqc.org.ai/Process/Prioritize_and_select_new_product_service_concepts
https://processes.org.ai/select_new_product_service_concepts	processes.org.ai	Process	select_new_product_service_concepts	select new product/service concepts	Expanded from: Prioritize and select new product/service concepts		select.new.product	select	new product			1	https://apqc.org.ai/Process/Prioritize_and_select_new_product_service_concepts
https://processes.org.ai/Plan_cost_and_quality_targets	processes.org.ai	Process	Plan_cost_and_quality_targets	Plan cost and quality targets	Expanded from: Plan and develop cost and quality targets		Plan.cost.and.quality.targets	Plan	cost and quality targets			1	https://apqc.org.ai/Process/Plan_and_develop_cost_and_quality_targets
https://processes.org.ai/develop_cost_and_quality_targets	processes.org.ai	Process	develop_cost_and_quality_targets	develop cost and quality targets	Expanded from: Plan and develop cost and quality targets		develop.cost.and.quality.targets	develop	cost and quality targets			1	https://apqc.org.ai/Process/Plan_and_develop_cost_and_quality_targets
https://processes.org.ai/Manage_product	processes.org.ai	Process	Manage_product	Manage product	Expanded from: Manage product and service life cycle		Manage.product	Manage	product			1	https://apqc.org.ai/Process/Manage_product_and_service_life_cycle
https://processes.org.ai/Manage_service_life_cycle	processes.org.ai	Process	Manage_service_life_cycle	Manage service life cycle	Expanded from: Manage product and service life cycle		Manage.service.life.cycle	Manage	service life cycle			1	https://apqc.org.ai/Process/Manage_product_and_service_life_cycle
https://processes.org.ai/Identify_performance_indicators	processes.org.ai	Process	Identify_performance_indicators	Identify performance indicators	Expanded from: Identify and refine performance indicators		Identify.performance.indicators	Identify	performance indicators			1	https://apqc.org.ai/Process/Identify_and_refine_performance_indicators
https://processes.org.ai/refine_performance_indicators	processes.org.ai	Process	refine_performance_indicators	refine performance indicators	Expanded from: Identify and refine performance indicators		refine.performance.indicators	refine	performance indicators			1	https://apqc.org.ai/Process/Identify_and_refine_performance_indicators
https://processes.org.ai/Apply_data	processes.org.ai	Process	Apply_data	Apply data	Expanded from: Apply data and analytics review to supply chain methodologies		Apply.data.to.SupplyChain.methodologies	Apply	data	to	SupplyChain methodologies	1	https://apqc.org.ai/Process/Apply_data_and_analytics_review_to_supply_chain_methodologies
https://processes.org.ai/Apply_analytics_review	processes.org.ai	Process	Apply_analytics_review	Apply analytics review	Expanded from: Apply data and analytics review to supply chain methodologies		Apply.analytics.review.to.SupplyChain.methodologies	Apply	analytics review	to	SupplyChain methodologies	1	https://apqc.org.ai/Process/Apply_data_and_analytics_review_to_supply_chain_methodologies
https://processes.org.ai/Review_quality	processes.org.ai	Process	Review_quality	Review quality	Expanded from: Review quality and performance of the product		Review.quality.of.product	Review	quality	of	product	1	https://apqc.org.ai/Process/Review_quality_and_performance_of_the_product
https://processes.org.ai/Review_performance	processes.org.ai	Process	Review_performance	Review performance	Expanded from: Review quality and performance of the product		Review.performance.of.product	Review	performance	of	product	1	https://apqc.org.ai/Process/Review_quality_and_performance_of_the_product
https://processes.org.ai/Conduct_mandatory	processes.org.ai	Process	Conduct_mandatory	Conduct mandatory	Expanded from: Conduct mandatory and elective reviews		Conduct.mandatory	Conduct	mandatory			1	https://apqc.org.ai/Process/Conduct_mandatory_and_elective_reviews
https://processes.org.ai/Conduct_elective_reviews	processes.org.ai	Process	Conduct_elective_reviews	Conduct elective reviews	Expanded from: Conduct mandatory and elective reviews		Conduct.elective.reviews	Conduct	elective reviews			1	https://apqc.org.ai/Process/Conduct_mandatory_and_elective_reviews
https://processes.org.ai/Determine_patent	processes.org.ai	Process	Determine_patent	Determine patent	Expanded from: Determine patent and copyright needs		Determine.patent	Determine	patent			1	https://apqc.org.ai/Process/Determine_patent_and_copyright_needs
https://processes.org.ai/Determine_copyright_needs	processes.org.ai	Process	Determine_copyright_needs	Determine copyright needs	Expanded from: Determine patent and copyright needs		Determine.copyright.needs	Determine	copyright needs			1	https://apqc.org.ai/Process/Determine_patent_and_copyright_needs
https://processes.org.ai/Manage_product	processes.org.ai	Process	Manage_product	Manage product	Expanded from: Manage product and service master data		Manage.product	Manage	product			1	https://apqc.org.ai/Process/Manage_product_and_service_master_data
https://processes.org.ai/Manage_service_master_data	processes.org.ai	Process	Manage_service_master_data	Manage service master data	Expanded from: Manage product and service master data		Manage.service.master.data	Manage	service master data			1	https://apqc.org.ai/Process/Manage_product_and_service_master_data
https://processes.org.ai/Develop_quality_inspection_documents	processes.org.ai	Process	Develop_quality_inspection_documents	Develop quality/inspection documents	Expanded from: Develop and maintain quality/inspection documents		Develop.quality	Develop	quality			1	https://apqc.org.ai/Process/Develop_and_maintain_quality_inspection_documents
https://processes.org.ai/maintain_quality_inspection_documents	processes.org.ai	Process	maintain_quality_inspection_documents	maintain quality/inspection documents	Expanded from: Develop and maintain quality/inspection documents		maintain.quality	maintain	quality			1	https://apqc.org.ai/Process/Develop_and_maintain_quality_inspection_documents
https://processes.org.ai/Review_data_access_requests	processes.org.ai	Process	Review_data_access_requests	Review data access requests	Expanded from: Review and approve data access requests		Review.data.access.requests	Review	data access requests			1	https://apqc.org.ai/Process/Review_and_approve_data_access_requests
https://processes.org.ai/approve_data_access_requests	processes.org.ai	Process	approve_data_access_requests	approve data access requests	Expanded from: Review and approve data access requests		approve.data.access.requests	approve	data access requests			1	https://apqc.org.ai/Process/Review_and_approve_data_access_requests
https://processes.org.ai/Generate_new_product_service_ideas	processes.org.ai	Process	Generate_new_product_service_ideas	Generate new product/service ideas	Expanded from: Generate and define new product/service ideas		Generate.new.product	Generate	new product			1	https://apqc.org.ai/Process/Generate_and_define_new_product_service_ideas
https://processes.org.ai/define_new_product_service_ideas	processes.org.ai	Process	define_new_product_service_ideas	define new product/service ideas	Expanded from: Generate and define new product/service ideas		define.new.product	define	new product			1	https://apqc.org.ai/Process/Generate_and_define_new_product_service_ideas
https://processes.org.ai/Develop_products	processes.org.ai	Process	Develop_products	Develop products	Expanded from: Develop products and services		Develop.products	Develop	products			1	https://apqc.org.ai/Process/Develop_products_and_services
https://processes.org.ai/Develop_services	processes.org.ai	Process	Develop_services	Develop services	Expanded from: Develop products and services		Develop.services	Develop	services			1	https://apqc.org.ai/Process/Develop_products_and_services
https://processes.org.ai/Design_and_prototype_products	processes.org.ai	Process	Design_and_prototype_products	Design and prototype products	Expanded from: Design and prototype products and services		Design.and.prototype.products	Design	and prototype products			1	https://apqc.org.ai/Process/Design_and_prototype_products_and_services
https://processes.org.ai/Design_services	processes.org.ai	Process	Design_services	Design services	Expanded from: Design and prototype products and services		Design.services	Design	services			1	https://apqc.org.ai/Process/Design_and_prototype_products_and_services
https://processes.org.ai/Conduct_mandatory	processes.org.ai	Process	Conduct_mandatory	Conduct mandatory	Expanded from: Conduct mandatory and elective external reviews		Conduct.mandatory	Conduct	mandatory			1	https://apqc.org.ai/Process/Conduct_mandatory_and_elective_external_reviews
https://processes.org.ai/Conduct_elective_external_reviews	processes.org.ai	Process	Conduct_elective_external_reviews	Conduct elective external reviews	Expanded from: Conduct mandatory and elective external reviews		Conduct.elective.external.reviews	Conduct	elective external reviews			1	https://apqc.org.ai/Process/Conduct_mandatory_and_elective_external_reviews
https://processes.org.ai/Design_product_data,_design,_and_bill_of_materials	processes.org.ai	Process	Design_product_data,_design,_and_bill_of_materials	Design product data, design, and bill of materials	Expanded from: Design and manage product data, design, and bill of materials		Design.product.data	Design	product data			1	https://apqc.org.ai/Process/Design_and_manage_product_data,_design,_and_bill_of_materials
https://processes.org.ai/manage_product_data,_design,_and_bill_of_materials	processes.org.ai	Process	manage_product_data,_design,_and_bill_of_materials	manage product data, design, and bill of materials	Expanded from: Design and manage product data, design, and bill of materials		manage.product.data	manage	product data			1	https://apqc.org.ai/Process/Design_and_manage_product_data,_design,_and_bill_of_materials
https://processes.org.ai/Revise_business_case	processes.org.ai	Process	Revise_business_case	Revise business case	Expanded from: Revise business case and make go/no go decision		Revise.business.case	Revise	business case			1	https://apqc.org.ai/Process/Revise_business_case_and_make_go_no_go_decision
https://processes.org.ai/Revise_make_go	processes.org.ai	Process	Revise_make_go	Revise make go	Expanded from: Revise business case and make go/no go decision		Revise.make.go	Revise	make go			1	https://apqc.org.ai/Process/Revise_business_case_and_make_go_no_go_decision
https://processes.org.ai/Develop_prototype_production_and_or_service_delivery_process	processes.org.ai	Process	Develop_prototype_production_and_or_service_delivery_process	Develop prototype production and/or service delivery process	Expanded from: Develop and test prototype production and/or service delivery process		Develop.prototype.production.and	Develop	prototype production and			1	https://apqc.org.ai/Process/Develop_and_test_prototype_production_and_or_service_delivery_process
https://processes.org.ai/test_prototype_production_and_or_service_delivery_process	processes.org.ai	Process	test_prototype_production_and_or_service_delivery_process	test prototype production and/or service delivery process	Expanded from: Develop and test prototype production and/or service delivery process		test.prototype.production.and	test	prototype production and			1	https://apqc.org.ai/Process/Develop_and_test_prototype_production_and_or_service_delivery_process
https://processes.org.ai/Eliminate_quality	processes.org.ai	Process	Eliminate_quality	Eliminate quality	Expanded from: Eliminate quality and reliability problems		Eliminate.quality	Eliminate	quality			1	https://apqc.org.ai/Process/Eliminate_quality_and_reliability_problems
https://processes.org.ai/Eliminate_reliability_problems	processes.org.ai	Process	Eliminate_reliability_problems	Eliminate reliability problems	Expanded from: Eliminate quality and reliability problems		Eliminate.reliability.problems	Eliminate	reliability problems			1	https://apqc.org.ai/Process/Eliminate_quality_and_reliability_problems
https://processes.org.ai/Develop_final_product	processes.org.ai	Process	Develop_final_product	Develop final product	Expanded from: Develop final product and manufacturing costs		Develop.final.product	Develop	final product			1	https://apqc.org.ai/Process/Develop_final_product_and_manufacturing_costs
https://processes.org.ai/Develop_manufacturing_costs	processes.org.ai	Process	Develop_manufacturing_costs	Develop manufacturing costs	Expanded from: Develop final product and manufacturing costs		Develop.manufacturing.costs	Develop	manufacturing costs			1	https://apqc.org.ai/Process/Develop_final_product_and_manufacturing_costs
https://processes.org.ai/Conduct_clinical	processes.org.ai	Process	Conduct_clinical	Conduct clinical	Expanded from: Conduct clinical and product claims testing		Conduct.clinical	Conduct	clinical			1	https://apqc.org.ai/Process/Conduct_clinical_and_product_claims_testing
https://processes.org.ai/Conduct_product_claims_testing	processes.org.ai	Process	Conduct_product_claims_testing	Conduct product claims testing	Expanded from: Conduct clinical and product claims testing		Conduct.product.claims.testing	Conduct	product claims testing			1	https://apqc.org.ai/Process/Conduct_clinical_and_product_claims_testing
https://processes.org.ai/Design_necessary_materials_and_equipment	processes.org.ai	Process	Design_necessary_materials_and_equipment	Design necessary materials and equipment	Expanded from: Design and obtain necessary materials and equipment		Design.necessary.materials.and.equipment	Design	necessary materials and equipment			1	https://apqc.org.ai/Process/Design_and_obtain_necessary_materials_and_equipment
https://processes.org.ai/obtain_necessary_materials_and_equipment	processes.org.ai	Process	obtain_necessary_materials_and_equipment	obtain necessary materials and equipment	Expanded from: Design and obtain necessary materials and equipment		obtain.necessary.materials.and.equipment	obtain	necessary materials and equipment			1	https://apqc.org.ai/Process/Design_and_obtain_necessary_materials_and_equipment
https://processes.org.ai/Install_production_process_or_methodology	processes.org.ai	Process	Install_production_process_or_methodology	Install production process or methodology	Expanded from: Install and validate production process or methodology		Install.production.process.or.methodology	Install	production process or methodology			1	https://apqc.org.ai/Process/Install_and_validate_production_process_or_methodology
https://processes.org.ai/validate_production_process_or_methodology	processes.org.ai	Process	validate_production_process_or_methodology	validate production process or methodology	Expanded from: Install and validate production process or methodology		validate.production.process.or.methodology	validate	production process or methodology			1	https://apqc.org.ai/Process/Install_and_validate_production_process_or_methodology
https://processes.org.ai/Identify_licensing	processes.org.ai	Process	Identify_licensing	Identify licensing	Expanded from: Identify licensing and co-branding opportunities		Identify.licensing	Identify	licensing			1	https://apqc.org.ai/Process/Identify_licensing_and_co-branding_opportunities
https://processes.org.ai/Identify_co	processes.org.ai	Process	Identify_co	Identify co	Expanded from: Identify licensing and co-branding opportunities		Identify.co	Identify	co			1	https://apqc.org.ai/Process/Identify_licensing_and_co-branding_opportunities
https://processes.org.ai/Disseminate_new_item	processes.org.ai	Process	Disseminate_new_item	Disseminate new item	Expanded from: Disseminate new item and price information		Disseminate.new.item	Disseminate	new item			1	https://apqc.org.ai/Process/Disseminate_new_item_and_price_information
https://processes.org.ai/Disseminate_price_information	processes.org.ai	Process	Disseminate_price_information	Disseminate price information	Expanded from: Disseminate new item and price information		Disseminate.price.information	Disseminate	price information			1	https://apqc.org.ai/Process/Disseminate_new_item_and_price_information
https://processes.org.ai/Manage_questions	processes.org.ai	Process	Manage_questions	Manage questions	Expanded from: Manage questions and issues associated with product introduction		Manage.questions.with.product.introduction	Manage	questions	with	product introduction	1	https://apqc.org.ai/Process/Manage_questions_and_issues_associated_with_product_introduction
https://processes.org.ai/Manage_issues_associated	processes.org.ai	Process	Manage_issues_associated	Manage issues associated	Expanded from: Manage questions and issues associated with product introduction		Manage.issues.associated.with.product.introduction	Manage	issues associated	with	product introduction	1	https://apqc.org.ai/Process/Manage_questions_and_issues_associated_with_product_introduction
https://processes.org.ai/Support_changes_to_product_manufacturing_and_service_delivery_process	processes.org.ai	Process	Support_changes_to_product_manufacturing_and_service_delivery_process	Support changes to product manufacturing and service delivery process	Expanded from: Support and implement changes to product manufacturing and service delivery process		Support.changes.to.product.ServiceDelivery	Support	changes	to	product ServiceDelivery	1	https://apqc.org.ai/Process/Support_and_implement_changes_to_product_manufacturing_and_service_delivery_process
