url	ns	type	id	name	description	code	sourceUrl	graphdl	predicate	object	preposition	complement	confidence
https://occupations.org.ai/School_Psychologists	occupations.org.ai	Occupation	School_Psychologists	School Psychologists		19-3034.00	https://www.onetonline.org/link/summary/19-3034.00						1
https://occupations.org.ai/Psychologists,_All_Other	occupations.org.ai	Occupation	Psychologists,_All_Other	Psychologists, All Other		19-3039.00	https://www.onetonline.org/link/summary/19-3039.00						1
https://occupations.org.ai/Neuropsychologists	occupations.org.ai	Occupation	Neuropsychologists	Neuropsychologists		19-3039.02	https://www.onetonline.org/link/summary/19-3039.02						1
https://occupations.org.ai/Clinical_Neuropsychologists	occupations.org.ai	Occupation	Clinical_Neuropsychologists	Clinical Neuropsychologists		19-3039.03	https://www.onetonline.org/link/summary/19-3039.03						1
https://occupations.org.ai/Sociologists	occupations.org.ai	Occupation	Sociologists	Sociologists		19-3041.00	https://www.onetonline.org/link/summary/19-3041.00						1
https://occupations.org.ai/Urban_and_Regional_Planners	occupations.org.ai	Occupation	Urban_and_Regional_Planners	Urban and Regional Planners		19-3051.00	https://www.onetonline.org/link/summary/19-3051.00						1
https://occupations.org.ai/Anthropologists_and_Archeologists	occupations.org.ai	Occupation	Anthropologists_and_Archeologists	Anthropologists and Archeologists		19-3091.00	https://www.onetonline.org/link/summary/19-3091.00						1
https://occupations.org.ai/Geographers	occupations.org.ai	Occupation	Geographers	Geographers		19-3092.00	https://www.onetonline.org/link/summary/19-3092.00						1
https://occupations.org.ai/Historians	occupations.org.ai	Occupation	Historians	Historians		19-3093.00	https://www.onetonline.org/link/summary/19-3093.00						1
https://occupations.org.ai/Political_Scientists	occupations.org.ai	Occupation	Political_Scientists	Political Scientists		19-3094.00	https://www.onetonline.org/link/summary/19-3094.00						1
https://occupations.org.ai/Social_Scientists_and_Related_Workers,_All_Other	occupations.org.ai	Occupation	Social_Scientists_and_Related_Workers,_All_Other	Social Scientists and Related Workers, All Other		19-3099.00	https://www.onetonline.org/link/summary/19-3099.00	Related.Workers	Related	Workers			1
https://occupations.org.ai/Transportation_Planners	occupations.org.ai	Occupation	Transportation_Planners	Transportation Planners		19-3099.01	https://www.onetonline.org/link/summary/19-3099.01						1
https://occupations.org.ai/Agricultural_Technicians	occupations.org.ai	Occupation	Agricultural_Technicians	Agricultural Technicians		19-4012.00	https://www.onetonline.org/link/summary/19-4012.00						1
https://occupations.org.ai/Precision_Agriculture_Technicians	occupations.org.ai	Occupation	Precision_Agriculture_Technicians	Precision Agriculture Technicians		19-4012.01	https://www.onetonline.org/link/summary/19-4012.01						1
https://occupations.org.ai/Food_Science_Technicians	occupations.org.ai	Occupation	Food_Science_Technicians	Food Science Technicians		19-4013.00	https://www.onetonline.org/link/summary/19-4013.00						1
https://occupations.org.ai/Biological_Technicians	occupations.org.ai	Occupation	Biological_Technicians	Biological Technicians		19-4021.00	https://www.onetonline.org/link/summary/19-4021.00						1
https://occupations.org.ai/Chemical_Technicians	occupations.org.ai	Occupation	Chemical_Technicians	Chemical Technicians		19-4031.00	https://www.onetonline.org/link/summary/19-4031.00						1
https://occupations.org.ai/Environmental_Science_and_Protection_Technicians,_Including_Health	occupations.org.ai	Occupation	Environmental_Science_and_Protection_Technicians,_Including_Health	Environmental Science and Protection Technicians, Including Health		19-4042.00	https://www.onetonline.org/link/summary/19-4042.00	Including.Health	Including	Health			1
https://occupations.org.ai/Geological_Technicians,_Except_Hydrologic_Technicians	occupations.org.ai	Occupation	Geological_Technicians,_Except_Hydrologic_Technicians	Geological Technicians, Except Hydrologic Technicians		19-4043.00	https://www.onetonline.org/link/summary/19-4043.00						1
https://occupations.org.ai/Hydrologic_Technicians	occupations.org.ai	Occupation	Hydrologic_Technicians	Hydrologic Technicians		19-4044.00	https://www.onetonline.org/link/summary/19-4044.00						1
https://occupations.org.ai/Nuclear_Technicians	occupations.org.ai	Occupation	Nuclear_Technicians	Nuclear Technicians		19-4051.00	https://www.onetonline.org/link/summary/19-4051.00						1
https://occupations.org.ai/Nuclear_Monitoring_Technicians	occupations.org.ai	Occupation	Nuclear_Monitoring_Technicians	Nuclear Monitoring Technicians		19-4051.02	https://www.onetonline.org/link/summary/19-4051.02	Monitoring.Technicians	Monitoring	Technicians			1
https://occupations.org.ai/Social_Science_Research_Assistants	occupations.org.ai	Occupation	Social_Science_Research_Assistants	Social Science Research Assistants		19-4061.00	https://www.onetonline.org/link/summary/19-4061.00	Research.Assistants	Research	Assistants			1
https://occupations.org.ai/Forest_and_Conservation_Technicians	occupations.org.ai	Occupation	Forest_and_Conservation_Technicians	Forest and Conservation Technicians		19-4071.00	https://www.onetonline.org/link/summary/19-4071.00						1
https://occupations.org.ai/Forensic_Science_Technicians	occupations.org.ai	Occupation	Forensic_Science_Technicians	Forensic Science Technicians		19-4092.00	https://www.onetonline.org/link/summary/19-4092.00						1
https://occupations.org.ai/Life,_Physical,_and_Social_Science_Technicians,_All_Other	occupations.org.ai	Occupation	Life,_Physical,_and_Social_Science_Technicians,_All_Other	Life, Physical, and Social Science Technicians, All Other		19-4099.00	https://www.onetonline.org/link/summary/19-4099.00						1
https://occupations.org.ai/Quality_Control_Analysts	occupations.org.ai	Occupation	Quality_Control_Analysts	Quality Control Analysts		19-4099.01	https://www.onetonline.org/link/summary/19-4099.01						1
https://occupations.org.ai/Remote_Sensing_Technicians	occupations.org.ai	Occupation	Remote_Sensing_Technicians	Remote Sensing Technicians		19-4099.03	https://www.onetonline.org/link/summary/19-4099.03						1
https://occupations.org.ai/Occupational_Health_and_Safety_Specialists	occupations.org.ai	Occupation	Occupational_Health_and_Safety_Specialists	Occupational Health and Safety Specialists		19-5011.00	https://www.onetonline.org/link/summary/19-5011.00						1
https://occupations.org.ai/Occupational_Health_and_Safety_Technicians	occupations.org.ai	Occupation	Occupational_Health_and_Safety_Technicians	Occupational Health and Safety Technicians		19-5012.00	https://www.onetonline.org/link/summary/19-5012.00						1
https://occupations.org.ai/Substance_Abuse_and_Behavioral_Disorder_Counselors	occupations.org.ai	Occupation	Substance_Abuse_and_Behavioral_Disorder_Counselors	Substance Abuse and Behavioral Disorder Counselors		21-1011.00	https://www.onetonline.org/link/summary/21-1011.00						1
https://occupations.org.ai/Educational,_Guidance,_and_Career_Counselors_and_Advisors	occupations.org.ai	Occupation	Educational,_Guidance,_and_Career_Counselors_and_Advisors	Educational, Guidance, and Career Counselors and Advisors		21-1012.00	https://www.onetonline.org/link/summary/21-1012.00						1
https://occupations.org.ai/Marriage_and_Family_Therapists	occupations.org.ai	Occupation	Marriage_and_Family_Therapists	Marriage and Family Therapists		21-1013.00	https://www.onetonline.org/link/summary/21-1013.00						1
https://occupations.org.ai/Mental_Health_Counselors	occupations.org.ai	Occupation	Mental_Health_Counselors	Mental Health Counselors		21-1014.00	https://www.onetonline.org/link/summary/21-1014.00						1
https://occupations.org.ai/Rehabilitation_Counselors	occupations.org.ai	Occupation	Rehabilitation_Counselors	Rehabilitation Counselors		21-1015.00	https://www.onetonline.org/link/summary/21-1015.00						1
https://occupations.org.ai/Counselors,_All_Other	occupations.org.ai	Occupation	Counselors,_All_Other	Counselors, All Other		21-1019.00	https://www.onetonline.org/link/summary/21-1019.00						1
https://occupations.org.ai/Child,_Family,_and_School_Social_Workers	occupations.org.ai	Occupation	Child,_Family,_and_School_Social_Workers	Child, Family, and School Social Workers		21-1021.00	https://www.onetonline.org/link/summary/21-1021.00						1
https://occupations.org.ai/Healthcare_Social_Workers	occupations.org.ai	Occupation	Healthcare_Social_Workers	Healthcare Social Workers		21-1022.00	https://www.onetonline.org/link/summary/21-1022.00						1
https://occupations.org.ai/Mental_Health_and_Substance_Abuse_Social_Workers	occupations.org.ai	Occupation	Mental_Health_and_Substance_Abuse_Social_Workers	Mental Health and Substance Abuse Social Workers		21-1023.00	https://www.onetonline.org/link/summary/21-1023.00						1
https://occupations.org.ai/Social_Workers,_All_Other	occupations.org.ai	Occupation	Social_Workers,_All_Other	Social Workers, All Other		21-1029.00	https://www.onetonline.org/link/summary/21-1029.00						1
https://occupations.org.ai/Health_Education_Specialists	occupations.org.ai	Occupation	Health_Education_Specialists	Health Education Specialists		21-1091.00	https://www.onetonline.org/link/summary/21-1091.00						1
https://occupations.org.ai/Probation_Officers_and_Correctional_Treatment_Specialists	occupations.org.ai	Occupation	Probation_Officers_and_Correctional_Treatment_Specialists	Probation Officers and Correctional Treatment Specialists		21-1092.00	https://www.onetonline.org/link/summary/21-1092.00						1
https://occupations.org.ai/Social_and_Human_Service_Assistants	occupations.org.ai	Occupation	Social_and_Human_Service_Assistants	Social and Human Service Assistants		21-1093.00	https://www.onetonline.org/link/summary/21-1093.00	Service.Assistants	Service	Assistants			1
https://occupations.org.ai/Community_Health_Workers	occupations.org.ai	Occupation	Community_Health_Workers	Community Health Workers		21-1094.00	https://www.onetonline.org/link/summary/21-1094.00						1
https://occupations.org.ai/Community_and_Social_Service_Specialists,_All_Other	occupations.org.ai	Occupation	Community_and_Social_Service_Specialists,_All_Other	Community and Social Service Specialists, All Other		21-1099.00	https://www.onetonline.org/link/summary/21-1099.00	Service.Specialists	Service	Specialists			1
https://occupations.org.ai/Clergy	occupations.org.ai	Occupation	Clergy	Clergy		21-2011.00	https://www.onetonline.org/link/summary/21-2011.00						1
https://occupations.org.ai/Directors,_Religious_Activities_and_Education	occupations.org.ai	Occupation	Directors,_Religious_Activities_and_Education	Directors, Religious Activities and Education		21-2021.00	https://www.onetonline.org/link/summary/21-2021.00						1
https://occupations.org.ai/Religious_Workers,_All_Other	occupations.org.ai	Occupation	Religious_Workers,_All_Other	Religious Workers, All Other		21-2099.00	https://www.onetonline.org/link/summary/21-2099.00						1
https://occupations.org.ai/Lawyers	occupations.org.ai	Occupation	Lawyers	Lawyers		23-1011.00	https://www.onetonline.org/link/summary/23-1011.00						1
https://occupations.org.ai/Judicial_Law_Clerks	occupations.org.ai	Occupation	Judicial_Law_Clerks	Judicial Law Clerks		23-1012.00	https://www.onetonline.org/link/summary/23-1012.00						1
https://occupations.org.ai/Administrative_Law_Judges,_Adjudicators,_and_Hearing_Officers	occupations.org.ai	Occupation	Administrative_Law_Judges,_Adjudicators,_and_Hearing_Officers	Administrative Law Judges, Adjudicators, and Hearing Officers		23-1021.00	https://www.onetonline.org/link/summary/23-1021.00						1
https://occupations.org.ai/Arbitrators,_Mediators,_and_Conciliators	occupations.org.ai	Occupation	Arbitrators,_Mediators,_and_Conciliators	Arbitrators, Mediators, and Conciliators		23-1022.00	https://www.onetonline.org/link/summary/23-1022.00						1
https://occupations.org.ai/Judges,_Magistrate_Judges,_and_Magistrates	occupations.org.ai	Occupation	Judges,_Magistrate_Judges,_and_Magistrates	Judges, Magistrate Judges, and Magistrates		23-1023.00	https://www.onetonline.org/link/summary/23-1023.00						1
https://occupations.org.ai/Paralegals_and_Legal_Assistants	occupations.org.ai	Occupation	Paralegals_and_Legal_Assistants	Paralegals and Legal Assistants		23-2011.00	https://www.onetonline.org/link/summary/23-2011.00						1
https://occupations.org.ai/Title_Examiners,_Abstractors,_and_Searchers	occupations.org.ai	Occupation	Title_Examiners,_Abstractors,_and_Searchers	Title Examiners, Abstractors, and Searchers		23-2093.00	https://www.onetonline.org/link/summary/23-2093.00						1
https://occupations.org.ai/Legal_Support_Workers,_All_Other	occupations.org.ai	Occupation	Legal_Support_Workers,_All_Other	Legal Support Workers, All Other		23-2099.00	https://www.onetonline.org/link/summary/23-2099.00	Support.Workers	Support	Workers			1
https://occupations.org.ai/Business_Teachers,_Postsecondary	occupations.org.ai	Occupation	Business_Teachers,_Postsecondary	Business Teachers, Postsecondary		25-1011.00	https://www.onetonline.org/link/summary/25-1011.00						1
https://occupations.org.ai/Computer_Science_Teachers,_Postsecondary	occupations.org.ai	Occupation	Computer_Science_Teachers,_Postsecondary	Computer Science Teachers, Postsecondary		25-1021.00	https://www.onetonline.org/link/summary/25-1021.00						1
https://occupations.org.ai/Mathematical_Science_Teachers,_Postsecondary	occupations.org.ai	Occupation	Mathematical_Science_Teachers,_Postsecondary	Mathematical Science Teachers, Postsecondary		25-1022.00	https://www.onetonline.org/link/summary/25-1022.00						1
https://occupations.org.ai/Architecture_Teachers,_Postsecondary	occupations.org.ai	Occupation	Architecture_Teachers,_Postsecondary	Architecture Teachers, Postsecondary		25-1031.00	https://www.onetonline.org/link/summary/25-1031.00						1
https://occupations.org.ai/Engineering_Teachers,_Postsecondary	occupations.org.ai	Occupation	Engineering_Teachers,_Postsecondary	Engineering Teachers, Postsecondary		25-1032.00	https://www.onetonline.org/link/summary/25-1032.00						1
https://occupations.org.ai/Agricultural_Sciences_Teachers,_Postsecondary	occupations.org.ai	Occupation	Agricultural_Sciences_Teachers,_Postsecondary	Agricultural Sciences Teachers, Postsecondary		25-1041.00	https://www.onetonline.org/link/summary/25-1041.00						1
https://occupations.org.ai/Biological_Science_Teachers,_Postsecondary	occupations.org.ai	Occupation	Biological_Science_Teachers,_Postsecondary	Biological Science Teachers, Postsecondary		25-1042.00	https://www.onetonline.org/link/summary/25-1042.00						1
https://occupations.org.ai/Forestry_and_Conservation_Science_Teachers,_Postsecondary	occupations.org.ai	Occupation	Forestry_and_Conservation_Science_Teachers,_Postsecondary	Forestry and Conservation Science Teachers, Postsecondary		25-1043.00	https://www.onetonline.org/link/summary/25-1043.00						1
https://occupations.org.ai/Atmospheric,_Earth,_Marine,_and_Space_Sciences_Teachers,_Postsecondary	occupations.org.ai	Occupation	Atmospheric,_Earth,_Marine,_and_Space_Sciences_Teachers,_Postsecondary	Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary		25-1051.00	https://www.onetonline.org/link/summary/25-1051.00						1
https://occupations.org.ai/Chemistry_Teachers,_Postsecondary	occupations.org.ai	Occupation	Chemistry_Teachers,_Postsecondary	Chemistry Teachers, Postsecondary		25-1052.00	https://www.onetonline.org/link/summary/25-1052.00						1
https://occupations.org.ai/Environmental_Science_Teachers,_Postsecondary	occupations.org.ai	Occupation	Environmental_Science_Teachers,_Postsecondary	Environmental Science Teachers, Postsecondary		25-1053.00	https://www.onetonline.org/link/summary/25-1053.00						1
https://occupations.org.ai/Physics_Teachers,_Postsecondary	occupations.org.ai	Occupation	Physics_Teachers,_Postsecondary	Physics Teachers, Postsecondary		25-1054.00	https://www.onetonline.org/link/summary/25-1054.00						1
https://occupations.org.ai/Anthropology_and_Archeology_Teachers,_Postsecondary	occupations.org.ai	Occupation	Anthropology_and_Archeology_Teachers,_Postsecondary	Anthropology and Archeology Teachers, Postsecondary		25-1061.00	https://www.onetonline.org/link/summary/25-1061.00						1
https://occupations.org.ai/Area,_Ethnic,_and_Cultural_Studies_Teachers,_Postsecondary	occupations.org.ai	Occupation	Area,_Ethnic,_and_Cultural_Studies_Teachers,_Postsecondary	Area, Ethnic, and Cultural Studies Teachers, Postsecondary		25-1062.00	https://www.onetonline.org/link/summary/25-1062.00						1
https://occupations.org.ai/Economics_Teachers,_Postsecondary	occupations.org.ai	Occupation	Economics_Teachers,_Postsecondary	Economics Teachers, Postsecondary		25-1063.00	https://www.onetonline.org/link/summary/25-1063.00						1
https://occupations.org.ai/Geography_Teachers,_Postsecondary	occupations.org.ai	Occupation	Geography_Teachers,_Postsecondary	Geography Teachers, Postsecondary		25-1064.00	https://www.onetonline.org/link/summary/25-1064.00						1
https://occupations.org.ai/Political_Science_Teachers,_Postsecondary	occupations.org.ai	Occupation	Political_Science_Teachers,_Postsecondary	Political Science Teachers, Postsecondary		25-1065.00	https://www.onetonline.org/link/summary/25-1065.00						1
https://occupations.org.ai/Psychology_Teachers,_Postsecondary	occupations.org.ai	Occupation	Psychology_Teachers,_Postsecondary	Psychology Teachers, Postsecondary		25-1066.00	https://www.onetonline.org/link/summary/25-1066.00						1
https://occupations.org.ai/Sociology_Teachers,_Postsecondary	occupations.org.ai	Occupation	Sociology_Teachers,_Postsecondary	Sociology Teachers, Postsecondary		25-1067.00	https://www.onetonline.org/link/summary/25-1067.00						1
https://occupations.org.ai/Social_Sciences_Teachers,_Postsecondary,_All_Other	occupations.org.ai	Occupation	Social_Sciences_Teachers,_Postsecondary,_All_Other	Social Sciences Teachers, Postsecondary, All Other		25-1069.00	https://www.onetonline.org/link/summary/25-1069.00						1
https://occupations.org.ai/Health_Specialties_Teachers,_Postsecondary	occupations.org.ai	Occupation	Health_Specialties_Teachers,_Postsecondary	Health Specialties Teachers, Postsecondary		25-1071.00	https://www.onetonline.org/link/summary/25-1071.00						1
https://occupations.org.ai/Nursing_Instructors_and_Teachers,_Postsecondary	occupations.org.ai	Occupation	Nursing_Instructors_and_Teachers,_Postsecondary	Nursing Instructors and Teachers, Postsecondary		25-1072.00	https://www.onetonline.org/link/summary/25-1072.00						1
https://occupations.org.ai/Education_Teachers,_Postsecondary	occupations.org.ai	Occupation	Education_Teachers,_Postsecondary	Education Teachers, Postsecondary		25-1081.00	https://www.onetonline.org/link/summary/25-1081.00						1
https://occupations.org.ai/Library_Science_Teachers,_Postsecondary	occupations.org.ai	Occupation	Library_Science_Teachers,_Postsecondary	Library Science Teachers, Postsecondary		25-1082.00	https://www.onetonline.org/link/summary/25-1082.00						1
https://occupations.org.ai/Criminal_Justice_and_Law_Enforcement_Teachers,_Postsecondary	occupations.org.ai	Occupation	Criminal_Justice_and_Law_Enforcement_Teachers,_Postsecondary	Criminal Justice and Law Enforcement Teachers, Postsecondary		25-1111.00	https://www.onetonline.org/link/summary/25-1111.00						1
https://occupations.org.ai/Law_Teachers,_Postsecondary	occupations.org.ai	Occupation	Law_Teachers,_Postsecondary	Law Teachers, Postsecondary		25-1112.00	https://www.onetonline.org/link/summary/25-1112.00						1
https://occupations.org.ai/Social_Work_Teachers,_Postsecondary	occupations.org.ai	Occupation	Social_Work_Teachers,_Postsecondary	Social Work Teachers, Postsecondary		25-1113.00	https://www.onetonline.org/link/summary/25-1113.00	Work.Teachers	Work	Teachers			1
https://occupations.org.ai/Art,_Drama,_and_Music_Teachers,_Postsecondary	occupations.org.ai	Occupation	Art,_Drama,_and_Music_Teachers,_Postsecondary	Art, Drama, and Music Teachers, Postsecondary		25-1121.00	https://www.onetonline.org/link/summary/25-1121.00						1
https://occupations.org.ai/Communications_Teachers,_Postsecondary	occupations.org.ai	Occupation	Communications_Teachers,_Postsecondary	Communications Teachers, Postsecondary		25-1122.00	https://www.onetonline.org/link/summary/25-1122.00						1
https://occupations.org.ai/English_Language_and_Literature_Teachers,_Postsecondary	occupations.org.ai	Occupation	English_Language_and_Literature_Teachers,_Postsecondary	English Language and Literature Teachers, Postsecondary		25-1123.00	https://www.onetonline.org/link/summary/25-1123.00						1
https://occupations.org.ai/Foreign_Language_and_Literature_Teachers,_Postsecondary	occupations.org.ai	Occupation	Foreign_Language_and_Literature_Teachers,_Postsecondary	Foreign Language and Literature Teachers, Postsecondary		25-1124.00	https://www.onetonline.org/link/summary/25-1124.00						1
https://occupations.org.ai/History_Teachers,_Postsecondary	occupations.org.ai	Occupation	History_Teachers,_Postsecondary	History Teachers, Postsecondary		25-1125.00	https://www.onetonline.org/link/summary/25-1125.00						1
https://occupations.org.ai/Philosophy_and_Religion_Teachers,_Postsecondary	occupations.org.ai	Occupation	Philosophy_and_Religion_Teachers,_Postsecondary	Philosophy and Religion Teachers, Postsecondary		25-1126.00	https://www.onetonline.org/link/summary/25-1126.00						1
https://occupations.org.ai/Family_and_Consumer_Sciences_Teachers,_Postsecondary	occupations.org.ai	Occupation	Family_and_Consumer_Sciences_Teachers,_Postsecondary	Family and Consumer Sciences Teachers, Postsecondary		25-1192.00	https://www.onetonline.org/link/summary/25-1192.00						1
https://occupations.org.ai/Recreation_and_Fitness_Studies_Teachers,_Postsecondary	occupations.org.ai	Occupation	Recreation_and_Fitness_Studies_Teachers,_Postsecondary	Recreation and Fitness Studies Teachers, Postsecondary		25-1193.00	https://www.onetonline.org/link/summary/25-1193.00						1
https://occupations.org.ai/Career_Technical_Education_Teachers,_Postsecondary	occupations.org.ai	Occupation	Career_Technical_Education_Teachers,_Postsecondary	Career/Technical Education Teachers, Postsecondary		25-1194.00	https://www.onetonline.org/link/summary/25-1194.00						1
https://occupations.org.ai/Postsecondary_Teachers,_All_Other	occupations.org.ai	Occupation	Postsecondary_Teachers,_All_Other	Postsecondary Teachers, All Other		25-1199.00	https://www.onetonline.org/link/summary/25-1199.00						1
https://occupations.org.ai/Preschool_Teachers,_Except_Special_Education	occupations.org.ai	Occupation	Preschool_Teachers,_Except_Special_Education	Preschool Teachers, Except Special Education		25-2011.00	https://www.onetonline.org/link/summary/25-2011.00						1
https://occupations.org.ai/Kindergarten_Teachers,_Except_Special_Education	occupations.org.ai	Occupation	Kindergarten_Teachers,_Except_Special_Education	Kindergarten Teachers, Except Special Education		25-2012.00	https://www.onetonline.org/link/summary/25-2012.00						1
https://occupations.org.ai/Elementary_School_Teachers,_Except_Special_Education	occupations.org.ai	Occupation	Elementary_School_Teachers,_Except_Special_Education	Elementary School Teachers, Except Special Education		25-2021.00	https://www.onetonline.org/link/summary/25-2021.00						1
https://occupations.org.ai/Middle_School_Teachers,_Except_Special_and_Career_Technical_Education	occupations.org.ai	Occupation	Middle_School_Teachers,_Except_Special_and_Career_Technical_Education	Middle School Teachers, Except Special and Career/Technical Education		25-2022.00	https://www.onetonline.org/link/summary/25-2022.00						1
https://occupations.org.ai/Career_Technical_Education_Teachers,_Middle_School	occupations.org.ai	Occupation	Career_Technical_Education_Teachers,_Middle_School	Career/Technical Education Teachers, Middle School		25-2023.00	https://www.onetonline.org/link/summary/25-2023.00						1
https://occupations.org.ai/Secondary_School_Teachers,_Except_Special_and_Career_Technical_Education	occupations.org.ai	Occupation	Secondary_School_Teachers,_Except_Special_and_Career_Technical_Education	Secondary School Teachers, Except Special and Career/Technical Education		25-2031.00	https://www.onetonline.org/link/summary/25-2031.00						1
https://occupations.org.ai/Career_Technical_Education_Teachers,_Secondary_School	occupations.org.ai	Occupation	Career_Technical_Education_Teachers,_Secondary_School	Career/Technical Education Teachers, Secondary School		25-2032.00	https://www.onetonline.org/link/summary/25-2032.00						1
https://occupations.org.ai/Special_Education_Teachers,_Preschool	occupations.org.ai	Occupation	Special_Education_Teachers,_Preschool	Special Education Teachers, Preschool		25-2051.00	https://www.onetonline.org/link/summary/25-2051.00						1
https://occupations.org.ai/Special_Education_Teachers,_Kindergarten	occupations.org.ai	Occupation	Special_Education_Teachers,_Kindergarten	Special Education Teachers, Kindergarten		25-2055.00	https://www.onetonline.org/link/summary/25-2055.00						1
https://occupations.org.ai/Special_Education_Teachers,_Elementary_School	occupations.org.ai	Occupation	Special_Education_Teachers,_Elementary_School	Special Education Teachers, Elementary School		25-2056.00	https://www.onetonline.org/link/summary/25-2056.00						1
https://occupations.org.ai/Special_Education_Teachers,_Middle_School	occupations.org.ai	Occupation	Special_Education_Teachers,_Middle_School	Special Education Teachers, Middle School		25-2057.00	https://www.onetonline.org/link/summary/25-2057.00						1
https://occupations.org.ai/Special_Education_Teachers,_Secondary_School	occupations.org.ai	Occupation	Special_Education_Teachers,_Secondary_School	Special Education Teachers, Secondary School		25-2058.00	https://www.onetonline.org/link/summary/25-2058.00						1
https://occupations.org.ai/Special_Education_Teachers,_All_Other	occupations.org.ai	Occupation	Special_Education_Teachers,_All_Other	Special Education Teachers, All Other		25-2059.00	https://www.onetonline.org/link/summary/25-2059.00						1
https://occupations.org.ai/Adapted_Physical_Education_Specialists	occupations.org.ai	Occupation	Adapted_Physical_Education_Specialists	Adapted Physical Education Specialists		25-2059.01	https://www.onetonline.org/link/summary/25-2059.01	Adapted.Physical.Education.Specialists	Adapted	Physical Education Specialists			1
https://occupations.org.ai/Adult_Basic_Education,_Adult_Secondary_Education,_and_English_as_a_Second_Language_Instructors	occupations.org.ai	Occupation	Adult_Basic_Education,_Adult_Secondary_Education,_and_English_as_a_Second_Language_Instructors	Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors		25-3011.00	https://www.onetonline.org/link/summary/25-3011.00						1
https://occupations.org.ai/Self-Enrichment_Teachers	occupations.org.ai	Occupation	Self-Enrichment_Teachers	Self-Enrichment Teachers		25-3021.00	https://www.onetonline.org/link/summary/25-3021.00						1
https://occupations.org.ai/Substitute_Teachers,_Short-Term	occupations.org.ai	Occupation	Substitute_Teachers,_Short-Term	Substitute Teachers, Short-Term		25-3031.00	https://www.onetonline.org/link/summary/25-3031.00						1
https://occupations.org.ai/Tutors	occupations.org.ai	Occupation	Tutors	Tutors		25-3041.00	https://www.onetonline.org/link/summary/25-3041.00						1
https://occupations.org.ai/Teachers_and_Instructors,_All_Other	occupations.org.ai	Occupation	Teachers_and_Instructors,_All_Other	Teachers and Instructors, All Other		25-3099.00	https://www.onetonline.org/link/summary/25-3099.00						1
https://occupations.org.ai/Archivists	occupations.org.ai	Occupation	Archivists	Archivists		25-4011.00	https://www.onetonline.org/link/summary/25-4011.00						1
https://occupations.org.ai/Curators	occupations.org.ai	Occupation	Curators	Curators		25-4012.00	https://www.onetonline.org/link/summary/25-4012.00						1
https://occupations.org.ai/Museum_Technicians_and_Conservators	occupations.org.ai	Occupation	Museum_Technicians_and_Conservators	Museum Technicians and Conservators		25-4013.00	https://www.onetonline.org/link/summary/25-4013.00						1
https://occupations.org.ai/Librarians_and_Media_Collections_Specialists	occupations.org.ai	Occupation	Librarians_and_Media_Collections_Specialists	Librarians and Media Collections Specialists		25-4022.00	https://www.onetonline.org/link/summary/25-4022.00						1
https://occupations.org.ai/Library_Technicians	occupations.org.ai	Occupation	Library_Technicians	Library Technicians		25-4031.00	https://www.onetonline.org/link/summary/25-4031.00						1
https://occupations.org.ai/Farm_and_Home_Management_Educators	occupations.org.ai	Occupation	Farm_and_Home_Management_Educators	Farm and Home Management Educators		25-9021.00	https://www.onetonline.org/link/summary/25-9021.00						1
https://occupations.org.ai/Instructional_Coordinators	occupations.org.ai	Occupation	Instructional_Coordinators	Instructional Coordinators		25-9031.00	https://www.onetonline.org/link/summary/25-9031.00						1
https://occupations.org.ai/Teaching_Assistants,_Preschool,_Elementary,_Middle,_and_Secondary_School,_Except_Special_Education	occupations.org.ai	Occupation	Teaching_Assistants,_Preschool,_Elementary,_Middle,_and_Secondary_School,_Except_Special_Education	Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education		25-9042.00	https://www.onetonline.org/link/summary/25-9042.00	Teaching.Assistants	Teaching	Assistants			1
https://occupations.org.ai/Teaching_Assistants,_Special_Education	occupations.org.ai	Occupation	Teaching_Assistants,_Special_Education	Teaching Assistants, Special Education		25-9043.00	https://www.onetonline.org/link/summary/25-9043.00	Teaching.Assistants	Teaching	Assistants			1
https://occupations.org.ai/Teaching_Assistants,_Postsecondary	occupations.org.ai	Occupation	Teaching_Assistants,_Postsecondary	Teaching Assistants, Postsecondary		25-9044.00	https://www.onetonline.org/link/summary/25-9044.00	Teaching.Assistants	Teaching	Assistants			1
https://occupations.org.ai/Teaching_Assistants,_All_Other	occupations.org.ai	Occupation	Teaching_Assistants,_All_Other	Teaching Assistants, All Other		25-9049.00	https://www.onetonline.org/link/summary/25-9049.00	Teaching.Assistants	Teaching	Assistants			1
https://occupations.org.ai/Educational_Instruction_and_Library_Workers,_All_Other	occupations.org.ai	Occupation	Educational_Instruction_and_Library_Workers,_All_Other	Educational Instruction and Library Workers, All Other		25-9099.00	https://www.onetonline.org/link/summary/25-9099.00						1
https://occupations.org.ai/Art_Directors	occupations.org.ai	Occupation	Art_Directors	Art Directors		27-1011.00	https://www.onetonline.org/link/summary/27-1011.00						1
https://occupations.org.ai/Craft_Artists	occupations.org.ai	Occupation	Craft_Artists	Craft Artists		27-1012.00	https://www.onetonline.org/link/summary/27-1012.00	Craft.Artists	Craft	Artists			1
