knowledgeId	occupationId
Administration_and_Management	Aviation_Inspectors
Administration_and_Management	Avionics_Technicians
Administration_and_Management	Baggage_Porters_and_Bellhops
Administration_and_Management	Bailiffs
Administration_and_Management	Bakers
Administration_and_Management	Barbers
Administration_and_Management	Baristas
Administration_and_Management	Bartenders
Administration_and_Management	Bicycle_Repairers
Administration_and_Management	Bill_and_Account_Collectors
Administration_and_Management	Billing_and_Posting_Clerks
Administration_and_Management	Biochemists_and_Biophysicists
Administration_and_Management	Bioengineers_and_Biomedical_Engineers
Administration_and_Management	Biofuels_Biodiesel_Technology_and_Product_Development_Managers
Administration_and_Management	Biofuels_Processing_Technicians
Administration_and_Management	Biofuels_Production_Managers
Administration_and_Management	Bioinformatics_Scientists
Administration_and_Management	Bioinformatics_Technicians
Administration_and_Management	Biological_Science_Teachers,_Postsecondary
Administration_and_Management	Biological_Technicians
Administration_and_Management	Biologists
Administration_and_Management	Biomass_Plant_Technicians
Administration_and_Management	Biomass_Power_Plant_Managers
Administration_and_Management	Biostatisticians
Administration_and_Management	Boilermakers
Administration_and_Management	Bookkeeping,_Accounting,_and_Auditing_Clerks
Administration_and_Management	Brickmasons_and_Blockmasons
Administration_and_Management	Bridge_and_Lock_Tenders
Administration_and_Management	Broadcast_Announcers_and_Radio_Disc_Jockeys
Administration_and_Management	Broadcast_Technicians
Administration_and_Management	Brokerage_Clerks
Administration_and_Management	Brownfield_Redevelopment_Specialists_and_Site_Managers
Administration_and_Management	Budget_Analysts
Administration_and_Management	Bus_and_Truck_Mechanics_and_Diesel_Engine_Specialists
Administration_and_Management	Bus_Drivers,_School
Administration_and_Management	Bus_Drivers,_Transit_and_Intercity
Administration_and_Management	Business_Continuity_Planners
Administration_and_Management	Business_Intelligence_Analysts
Administration_and_Management	Business_Teachers,_Postsecondary
Administration_and_Management	Butchers_and_Meat_Cutters
Administration_and_Management	Buyers_and_Purchasing_Agents,_Farm_Products
Administration_and_Management	Cabinetmakers_and_Bench_Carpenters
Administration_and_Management	Camera_and_Photographic_Equipment_Repairers
Administration_and_Management	Camera_Operators,_Television,_Video,_and_Film
Administration_and_Management	Captains,_Mates,_and_Pilots_of_Water_Vessels
Administration_and_Management	Cardiovascular_Technologists_and_Technicians
Administration_and_Management	Career_Technical_Education_Teachers,_Middle_School
Administration_and_Management	Career_Technical_Education_Teachers,_Postsecondary
Administration_and_Management	Career_Technical_Education_Teachers,_Secondary_School
Administration_and_Management	Cargo_and_Freight_Agents
Administration_and_Management	Carpenters
Administration_and_Management	Carpet_Installers
Administration_and_Management	Cartographers_and_Photogrammetrists
Administration_and_Management	Cashiers
Administration_and_Management	Cement_Masons_and_Concrete_Finishers
Administration_and_Management	Chefs_and_Head_Cooks
Administration_and_Management	Chemical_Engineers
Administration_and_Management	Chemical_Equipment_Operators_and_Tenders
Administration_and_Management	Chemical_Plant_and_System_Operators
Administration_and_Management	Chemical_Technicians
Administration_and_Management	Chemistry_Teachers,_Postsecondary
Administration_and_Management	Chemists
Administration_and_Management	Chief_Executives
Administration_and_Management	Chief_Sustainability_Officers
Administration_and_Management	Child,_Family,_and_School_Social_Workers
Administration_and_Management	Childcare_Workers
Administration_and_Management	Chiropractors
Administration_and_Management	Choreographers
Administration_and_Management	Civil_Engineering_Technologists_and_Technicians
Administration_and_Management	Civil_Engineers
Administration_and_Management	Claims_Adjusters,_Examiners,_and_Investigators
Administration_and_Management	Cleaners_of_Vehicles_and_Equipment
Administration_and_Management	Cleaning,_Washing,_and_Metal_Pickling_Equipment_Operators_and_Tenders
Administration_and_Management	Clergy
Administration_and_Management	Climate_Change_Policy_Analysts
Administration_and_Management	Clinical_and_Counseling_Psychologists
Administration_and_Management	Clinical_Data_Managers
Administration_and_Management	Clinical_Neuropsychologists
Administration_and_Management	Clinical_Nurse_Specialists
Administration_and_Management	Clinical_Research_Coordinators
Administration_and_Management	Coaches_and_Scouts
Administration_and_Management	Coating,_Painting,_and_Spraying_Machine_Setters,_Operators,_and_Tenders
Administration_and_Management	Coil_Winders,_Tapers,_and_Finishers
Administration_and_Management	Coin,_Vending,_and_Amusement_Machine_Servicers_and_Repairers
Administration_and_Management	Commercial_and_Industrial_Designers
Administration_and_Management	Commercial_Divers
Administration_and_Management	Commercial_Pilots
Administration_and_Management	Communications_Teachers,_Postsecondary
Administration_and_Management	Community_Health_Workers
Administration_and_Management	Compensation_and_Benefits_Managers
Administration_and_Management	Compensation,_Benefits,_and_Job_Analysis_Specialists
Administration_and_Management	Compliance_Managers
Administration_and_Management	Compliance_Officers
Administration_and_Management	Computer_and_Information_Research_Scientists
Administration_and_Management	Computer_and_Information_Systems_Managers
Administration_and_Management	Computer_Hardware_Engineers
Administration_and_Management	Computer_Network_Architects
Administration_and_Management	Computer_Network_Support_Specialists
Administration_and_Management	Computer_Numerically_Controlled_Tool_Operators
Administration_and_Management	Computer_Numerically_Controlled_Tool_Programmers
Administration_and_Management	Computer_Programmers
Administration_and_Management	Computer_Science_Teachers,_Postsecondary
Administration_and_Management	Computer_Systems_Analysts
Administration_and_Management	Computer_Systems_Engineers_Architects
Administration_and_Management	Computer_User_Support_Specialists
Administration_and_Management	Computer,_Automated_Teller,_and_Office_Machine_Repairers
Administration_and_Management	Concierges
Administration_and_Management	Conservation_Scientists
Administration_and_Management	Construction_and_Building_Inspectors
Administration_and_Management	Construction_Laborers
Administration_and_Management	Construction_Managers
Administration_and_Management	Continuous_Mining_Machine_Operators
Administration_and_Management	Control_and_Valve_Installers_and_Repairers,_Except_Mechanical_Door
Administration_and_Management	Conveyor_Operators_and_Tenders
Administration_and_Management	Cooks,_Fast_Food
Administration_and_Management	Cooks,_Institution_and_Cafeteria
Administration_and_Management	Cooks,_Private_Household
Administration_and_Management	Cooks,_Restaurant
Administration_and_Management	Cooks,_Short_Order
Administration_and_Management	Cooling_and_Freezing_Equipment_Operators_and_Tenders
Administration_and_Management	Coroners
Administration_and_Management	Correctional_Officers_and_Jailers
Administration_and_Management	Correspondence_Clerks
Administration_and_Management	Cost_Estimators
Administration_and_Management	Costume_Attendants
Administration_and_Management	Counter_and_Rental_Clerks
Administration_and_Management	Couriers_and_Messengers
Administration_and_Management	Court_Reporters_and_Simultaneous_Captioners
Administration_and_Management	Court,_Municipal,_and_License_Clerks
Administration_and_Management	Craft_Artists
Administration_and_Management	Crane_and_Tower_Operators
Administration_and_Management	Credit_Analysts
Administration_and_Management	Credit_Authorizers,_Checkers,_and_Clerks
Administration_and_Management	Credit_Counselors
Administration_and_Management	Criminal_Justice_and_Law_Enforcement_Teachers,_Postsecondary
Administration_and_Management	Critical_Care_Nurses
Administration_and_Management	Crossing_Guards_and_Flaggers
Administration_and_Management	Crushing,_Grinding,_and_Polishing_Machine_Setters,_Operators,_and_Tenders
Administration_and_Management	Curators
Administration_and_Management	Customer_Service_Representatives
Administration_and_Management	Customs_and_Border_Protection_Officers
Administration_and_Management	Customs_Brokers
Administration_and_Management	Cutters_and_Trimmers,_Hand
Administration_and_Management	Cutting_and_Slicing_Machine_Setters,_Operators,_and_Tenders
Administration_and_Management	Cutting,_Punching,_and_Press_Machine_Setters,_Operators,_and_Tenders,_Metal_and_Plastic
Administration_and_Management	Cytogenetic_Technologists
Administration_and_Management	Cytotechnologists
Administration_and_Management	Dancers
Administration_and_Management	Data_Entry_Keyers
Administration_and_Management	Data_Warehousing_Specialists
Administration_and_Management	Database_Administrators
Administration_and_Management	Database_Architects
Administration_and_Management	Demonstrators_and_Product_Promoters
Administration_and_Management	Dental_Assistants
Administration_and_Management	Dental_Hygienists
Administration_and_Management	Dental_Laboratory_Technicians
Administration_and_Management	Dentists,_General
Administration_and_Management	Dermatologists
Administration_and_Management	Derrick_Operators,_Oil_and_Gas
Administration_and_Management	Desktop_Publishers
Administration_and_Management	Detectives_and_Criminal_Investigators
Administration_and_Management	Diagnostic_Medical_Sonographers
Administration_and_Management	Dietetic_Technicians
Administration_and_Management	Dietitians_and_Nutritionists
Administration_and_Management	Dining_Room_and_Cafeteria_Attendants_and_Bartender_Helpers
Administration_and_Management	Directors,_Religious_Activities_and_Education
Administration_and_Management	Dishwashers
Administration_and_Management	Dispatchers,_Except_Police,_Fire,_and_Ambulance
Administration_and_Management	Document_Management_Specialists
Administration_and_Management	Door-to-Door_Sales_Workers,_News_and_Street_Vendors,_and_Related_Workers
Administration_and_Management	Dredge_Operators
Administration_and_Management	Drilling_and_Boring_Machine_Tool_Setters,_Operators,_and_Tenders,_Metal_and_Plastic
Administration_and_Management	Driver_Sales_Workers
Administration_and_Management	Drywall_and_Ceiling_Tile_Installers
Administration_and_Management	Earth_Drillers,_Except_Oil_and_Gas
Administration_and_Management	Economics_Teachers,_Postsecondary
Administration_and_Management	Economists
Administration_and_Management	Editors
Administration_and_Management	Education_Administrators,_Kindergarten_through_Secondary
Administration_and_Management	Education_Administrators,_Postsecondary
Administration_and_Management	Education_and_Childcare_Administrators,_Preschool_and_Daycare
Administration_and_Management	Education_Teachers,_Postsecondary
Administration_and_Management	Educational,_Guidance,_and_Career_Counselors_and_Advisors
Administration_and_Management	Electric_Motor,_Power_Tool,_and_Related_Repairers
Administration_and_Management	Electrical_and_Electronic_Engineering_Technologists_and_Technicians
Administration_and_Management	Electrical_and_Electronic_Equipment_Assemblers
Administration_and_Management	Electrical_and_Electronics_Drafters
Administration_and_Management	Electrical_and_Electronics_Installers_and_Repairers,_Transportation_Equipment
Administration_and_Management	Electrical_and_Electronics_Repairers,_Commercial_and_Industrial_Equipment
Administration_and_Management	Electrical_and_Electronics_Repairers,_Powerhouse,_Substation,_and_Relay
Administration_and_Management	Electrical_Engineers
Administration_and_Management	Electrical_Power-Line_Installers_and_Repairers
Administration_and_Management	Electricians
Administration_and_Management	Electro-Mechanical_and_Mechatronics_Technologists_and_Technicians
Administration_and_Management	Electromechanical_Equipment_Assemblers
Administration_and_Management	Electronic_Equipment_Installers_and_Repairers,_Motor_Vehicles
Administration_and_Management	Electronics_Engineers,_Except_Computer
Administration_and_Management	Elementary_School_Teachers,_Except_Special_Education
Administration_and_Management	Elevator_and_Escalator_Installers_and_Repairers
Administration_and_Management	Eligibility_Interviewers,_Government_Programs
Administration_and_Management	Embalmers
Administration_and_Management	Emergency_Management_Directors
Administration_and_Management	Emergency_Medicine_Physicians
Administration_and_Management	Endoscopy_Technicians
Administration_and_Management	Energy_Auditors
Administration_and_Management	Energy_Engineers,_Except_Wind_and_Solar
Administration_and_Management	Engine_and_Other_Machine_Assemblers
Administration_and_Management	Engineering_Teachers,_Postsecondary
Administration_and_Management	English_Language_and_Literature_Teachers,_Postsecondary
Administration_and_Management	Entertainment_and_Recreation_Managers,_Except_Gambling
Administration_and_Management	Environmental_Compliance_Inspectors
Administration_and_Management	Environmental_Economists
Administration_and_Management	Environmental_Engineering_Technologists_and_Technicians
Administration_and_Management	Environmental_Engineers
Administration_and_Management	Environmental_Restoration_Planners
Administration_and_Management	Environmental_Science_and_Protection_Technicians,_Including_Health
Administration_and_Management	Environmental_Science_Teachers,_Postsecondary
Administration_and_Management	Environmental_Scientists_and_Specialists,_Including_Health
Administration_and_Management	Epidemiologists
Administration_and_Management	Equal_Opportunity_Representatives_and_Officers
Administration_and_Management	Etchers_and_Engravers
Administration_and_Management	Excavating_and_Loading_Machine_and_Dragline_Operators,_Surface_Mining
Administration_and_Management	Executive_Secretaries_and_Executive_Administrative_Assistants
Administration_and_Management	Exercise_Physiologists
Administration_and_Management	Exercise_Trainers_and_Group_Fitness_Instructors
Administration_and_Management	Explosives_Workers,_Ordnance_Handling_Experts,_and_Blasters
Administration_and_Management	Extruding_and_Drawing_Machine_Setters,_Operators,_and_Tenders,_Metal_and_Plastic
Administration_and_Management	Extruding_and_Forming_Machine_Setters,_Operators,_and_Tenders,_Synthetic_and_Glass_Fibers
Administration_and_Management	Extruding,_Forming,_Pressing,_and_Compacting_Machine_Setters,_Operators,_and_Tenders
Administration_and_Management	Fabric_and_Apparel_Patternmakers
Administration_and_Management	Facilities_Managers
Administration_and_Management	Fallers
Administration_and_Management	Family_and_Consumer_Sciences_Teachers,_Postsecondary
Administration_and_Management	Family_Medicine_Physicians
Administration_and_Management	Farm_and_Home_Management_Educators
Administration_and_Management	Farm_Equipment_Mechanics_and_Service_Technicians
Administration_and_Management	Farm_Labor_Contractors
Administration_and_Management	Farmers,_Ranchers,_and_Other_Agricultural_Managers
Administration_and_Management	Farmworkers_and_Laborers,_Crop,_Nursery,_and_Greenhouse
Administration_and_Management	Farmworkers,_Farm,_Ranch,_and_Aquacultural_Animals
Administration_and_Management	Fashion_Designers
Administration_and_Management	Fast_Food_and_Counter_Workers
Administration_and_Management	Fence_Erectors
Administration_and_Management	Fiberglass_Laminators_and_Fabricators
Administration_and_Management	File_Clerks
Administration_and_Management	Film_and_Video_Editors
Administration_and_Management	Financial_Examiners
Administration_and_Management	Financial_Managers
Administration_and_Management	Financial_Quantitative_Analysts
Administration_and_Management	Fine_Artists,_Including_Painters,_Sculptors,_and_Illustrators
Administration_and_Management	Fire_Inspectors_and_Investigators
Administration_and_Management	Fire-Prevention_and_Protection_Engineers
Administration_and_Management	Firefighters
Administration_and_Management	First-Line_Supervisors_of_Construction_Trades_and_Extraction_Workers
Administration_and_Management	First-Line_Supervisors_of_Correctional_Officers
Administration_and_Management	First-Line_Supervisors_of_Farming,_Fishing,_and_Forestry_Workers
Administration_and_Management	First-Line_Supervisors_of_Firefighting_and_Prevention_Workers
Administration_and_Management	First-Line_Supervisors_of_Food_Preparation_and_Serving_Workers
Administration_and_Management	First-Line_Supervisors_of_Gambling_Services_Workers
Administration_and_Management	First-Line_Supervisors_of_Helpers,_Laborers,_and_Material_Movers,_Hand
Administration_and_Management	First-Line_Supervisors_of_Housekeeping_and_Janitorial_Workers
Administration_and_Management	First-Line_Supervisors_of_Landscaping,_Lawn_Service,_and_Groundskeeping_Workers
Administration_and_Management	First-Line_Supervisors_of_Material-Moving_Machine_and_Vehicle_Operators
Administration_and_Management	First-Line_Supervisors_of_Mechanics,_Installers,_and_Repairers
Administration_and_Management	First-Line_Supervisors_of_Non-Retail_Sales_Workers
Administration_and_Management	First-Line_Supervisors_of_Office_and_Administrative_Support_Workers
Administration_and_Management	First-Line_Supervisors_of_Personal_Service_Workers
Administration_and_Management	First-Line_Supervisors_of_Police_and_Detectives
Administration_and_Management	First-Line_Supervisors_of_Production_and_Operating_Workers
Administration_and_Management	First-Line_Supervisors_of_Retail_Sales_Workers
Administration_and_Management	First-Line_Supervisors_of_Security_Workers
Administration_and_Management	Fish_and_Game_Wardens
Administration_and_Management	Fishing_and_Hunting_Workers
Administration_and_Management	Fitness_and_Wellness_Coordinators
Administration_and_Management	Flight_Attendants
Administration_and_Management	Floor_Layers,_Except_Carpet,_Wood,_and_Hard_Tiles
Administration_and_Management	Floor_Sanders_and_Finishers
Administration_and_Management	Floral_Designers
Administration_and_Management	Food_and_Tobacco_Roasting,_Baking,_and_Drying_Machine_Operators_and_Tenders
Administration_and_Management	Food_Batchmakers
Administration_and_Management	Food_Cooking_Machine_Operators_and_Tenders
Administration_and_Management	Food_Preparation_Workers
Administration_and_Management	Food_Science_Technicians
Administration_and_Management	Food_Scientists_and_Technologists
Administration_and_Management	Food_Servers,_Nonrestaurant
Administration_and_Management	Food_Service_Managers
Administration_and_Management	Foreign_Language_and_Literature_Teachers,_Postsecondary
Administration_and_Management	Forensic_Science_Technicians
Administration_and_Management	Forest_and_Conservation_Technicians
Administration_and_Management	Forest_and_Conservation_Workers
Administration_and_Management	Forest_Fire_Inspectors_and_Prevention_Specialists
Administration_and_Management	Foresters
Administration_and_Management	Forestry_and_Conservation_Science_Teachers,_Postsecondary
Administration_and_Management	Forging_Machine_Setters,_Operators,_and_Tenders,_Metal_and_Plastic
Administration_and_Management	Foundry_Mold_and_Coremakers
Administration_and_Management	Fraud_Examiners,_Investigators_and_Analysts
Administration_and_Management	Freight_Forwarders
Administration_and_Management	Fuel_Cell_Engineers
Administration_and_Management	Fundraisers
Administration_and_Management	Fundraising_Managers
Administration_and_Management	Funeral_Attendants
Administration_and_Management	Funeral_Home_Managers
Administration_and_Management	Furnace,_Kiln,_Oven,_Drier,_and_Kettle_Operators_and_Tenders
Administration_and_Management	Furniture_Finishers
Administration_and_Management	Gambling_and_Sports_Book_Writers_and_Runners
Administration_and_Management	Gambling_Cage_Workers
Administration_and_Management	Gambling_Change_Persons_and_Booth_Cashiers
Administration_and_Management	Gambling_Dealers
Administration_and_Management	Gambling_Managers
Administration_and_Management	Gambling_Surveillance_Officers_and_Gambling_Investigators
Administration_and_Management	Gas_Compressor_and_Gas_Pumping_Station_Operators
Administration_and_Management	Gas_Plant_Operators
Administration_and_Management	Gem_and_Diamond_Workers
Administration_and_Management	General_and_Operations_Managers
Administration_and_Management	General_Internal_Medicine_Physicians
Administration_and_Management	Genetic_Counselors
Administration_and_Management	Geneticists
Administration_and_Management	Geodetic_Surveyors
Administration_and_Management	Geographers
Administration_and_Management	Geographic_Information_Systems_Technologists_and_Technicians
Administration_and_Management	Geography_Teachers,_Postsecondary
Administration_and_Management	Geological_Technicians,_Except_Hydrologic_Technicians
Administration_and_Management	Geoscientists,_Except_Hydrologists_and_Geographers
Administration_and_Management	Geothermal_Production_Managers
Administration_and_Management	Geothermal_Technicians
Administration_and_Management	Glass_Blowers,_Molders,_Benders,_and_Finishers
Administration_and_Management	Glaziers
Administration_and_Management	Government_Property_Inspectors_and_Investigators
Administration_and_Management	Graders_and_Sorters,_Agricultural_Products
Administration_and_Management	Graphic_Designers
Administration_and_Management	Grinding_and_Polishing_Workers,_Hand
Administration_and_Management	Grinding,_Lapping,_Polishing,_and_Buffing_Machine_Tool_Setters,_Operators,_and_Tenders,_Metal_and_Plastic
Administration_and_Management	Hairdressers,_Hairstylists,_and_Cosmetologists
Administration_and_Management	Hazardous_Materials_Removal_Workers
Administration_and_Management	Health_and_Safety_Engineers,_Except_Mining_Safety_Engineers_and_Inspectors
Administration_and_Management	Health_Education_Specialists
Administration_and_Management	Health_Informatics_Specialists
Administration_and_Management	Health_Specialties_Teachers,_Postsecondary
Administration_and_Management	Healthcare_Social_Workers
Administration_and_Management	Hearing_Aid_Specialists
Administration_and_Management	Heat_Treating_Equipment_Setters,_Operators,_and_Tenders,_Metal_and_Plastic
Administration_and_Management	Heating,_Air_Conditioning,_and_Refrigeration_Mechanics_and_Installers
Administration_and_Management	Heavy_and_Tractor-Trailer_Truck_Drivers
Administration_and_Management	Helpers--Brickmasons,_Blockmasons,_Stonemasons,_and_Tile_and_Marble_Setters
Administration_and_Management	Helpers--Carpenters
Administration_and_Management	Helpers--Electricians
Administration_and_Management	Helpers--Extraction_Workers
Administration_and_Management	Helpers--Installation,_Maintenance,_and_Repair_Workers
Administration_and_Management	Helpers--Painters,_Paperhangers,_Plasterers,_and_Stucco_Masons
Administration_and_Management	Helpers--Pipelayers,_Plumbers,_Pipefitters,_and_Steamfitters
Administration_and_Management	Helpers--Production_Workers
Administration_and_Management	Helpers--Roofers
Administration_and_Management	Highway_Maintenance_Workers
Administration_and_Management	Histology_Technicians
Administration_and_Management	Historians
Administration_and_Management	History_Teachers,_Postsecondary
Administration_and_Management	Histotechnologists
Administration_and_Management	Hoist_and_Winch_Operators
Administration_and_Management	Home_Appliance_Repairers
Administration_and_Management	Home_Health_Aides
Administration_and_Management	Hospitalists
Administration_and_Management	Hosts_and_Hostesses,_Restaurant,_Lounge,_and_Coffee_Shop
Administration_and_Management	Hotel,_Motel,_and_Resort_Desk_Clerks
Administration_and_Management	Human_Factors_Engineers_and_Ergonomists
Administration_and_Management	Human_Resources_Assistants,_Except_Payroll_and_Timekeeping
Administration_and_Management	Human_Resources_Managers
Administration_and_Management	Human_Resources_Specialists
Administration_and_Management	Hydroelectric_Plant_Technicians
Administration_and_Management	Hydroelectric_Production_Managers
Administration_and_Management	Hydrologists
Administration_and_Management	Industrial_Ecologists
Administration_and_Management	Industrial_Engineering_Technologists_and_Technicians
Administration_and_Management	Industrial_Engineers
Administration_and_Management	Industrial_Machinery_Mechanics
Administration_and_Management	Industrial_Production_Managers
Administration_and_Management	Industrial_Truck_and_Tractor_Operators
Administration_and_Management	Industrial-Organizational_Psychologists
Administration_and_Management	Information_Security_Analysts
Administration_and_Management	Information_Security_Engineers
Administration_and_Management	Information_Technology_Project_Managers
Administration_and_Management	Inspectors,_Testers,_Sorters,_Samplers,_and_Weighers
Administration_and_Management	Instructional_Coordinators
Administration_and_Management	Insulation_Workers,_Floor,_Ceiling,_and_Wall
Administration_and_Management	Insulation_Workers,_Mechanical
Administration_and_Management	Insurance_Appraisers,_Auto_Damage
Administration_and_Management	Insurance_Claims_and_Policy_Processing_Clerks
Administration_and_Management	Insurance_Sales_Agents
Administration_and_Management	Insurance_Underwriters
Administration_and_Management	Intelligence_Analysts
Administration_and_Management	Interior_Designers
Administration_and_Management	Interpreters_and_Translators
Administration_and_Management	Interviewers,_Except_Eligibility_and_Loan
Administration_and_Management	Investment_Fund_Managers
Administration_and_Management	Janitors_and_Cleaners,_Except_Maids_and_Housekeeping_Cleaners
Administration_and_Management	Jewelers_and_Precious_Stone_and_Metal_Workers
Administration_and_Management	Judges,_Magistrate_Judges,_and_Magistrates
Administration_and_Management	Judicial_Law_Clerks
Administration_and_Management	Kindergarten_Teachers,_Except_Special_Education
Administration_and_Management	Labor_Relations_Specialists
Administration_and_Management	Laborers_and_Freight,_Stock,_and_Material_Movers,_Hand
Administration_and_Management	Landscape_Architects
Administration_and_Management	Landscaping_and_Groundskeeping_Workers
Administration_and_Management	Lathe_and_Turning_Machine_Tool_Setters,_Operators,_and_Tenders,_Metal_and_Plastic
Administration_and_Management	Laundry_and_Dry-Cleaning_Workers
Administration_and_Management	Law_Teachers,_Postsecondary
Administration_and_Management	Lawyers
Administration_and_Management	Layout_Workers,_Metal_and_Plastic
Administration_and_Management	Legal_Secretaries_and_Administrative_Assistants
Administration_and_Management	Librarians_and_Media_Collections_Specialists
Administration_and_Management	Library_Assistants,_Clerical
Administration_and_Management	Library_Science_Teachers,_Postsecondary
Administration_and_Management	Library_Technicians
Administration_and_Management	Licensed_Practical_and_Licensed_Vocational_Nurses
Administration_and_Management	Lifeguards,_Ski_Patrol,_and_Other_Recreational_Protective_Service_Workers
Administration_and_Management	Light_Truck_Drivers
Administration_and_Management	Loading_and_Moving_Machine_Operators,_Underground_Mining
Administration_and_Management	Loan_Interviewers_and_Clerks
Administration_and_Management	Loan_Officers
Administration_and_Management	Locker_Room,_Coatroom,_and_Dressing_Room_Attendants
Administration_and_Management	Locksmiths_and_Safe_Repairers
Administration_and_Management	Locomotive_Engineers
Administration_and_Management	Lodging_Managers
Administration_and_Management	Log_Graders_and_Scalers
Administration_and_Management	Logging_Equipment_Operators
Administration_and_Management	Logisticians
Administration_and_Management	Logistics_Analysts
Administration_and_Management	Logistics_Engineers
Administration_and_Management	Loss_Prevention_Managers
Administration_and_Management	Low_Vision_Therapists,_Orientation_and_Mobility_Specialists,_and_Vision_Rehabilitation_Therapists
Administration_and_Management	Machine_Feeders_and_Offbearers
Administration_and_Management	Machinists
Administration_and_Management	Magnetic_Resonance_Imaging_Technologists
Administration_and_Management	Maids_and_Housekeeping_Cleaners
Administration_and_Management	Mail_Clerks_and_Mail_Machine_Operators,_Except_Postal_Service
Administration_and_Management	Maintenance_and_Repair_Workers,_General
Administration_and_Management	Maintenance_Workers,_Machinery
Administration_and_Management	Makeup_Artists,_Theatrical_and_Performance
Administration_and_Management	Management_Analysts
Administration_and_Management	Manicurists_and_Pedicurists
Administration_and_Management	Manufactured_Building_and_Mobile_Home_Installers
Administration_and_Management	Manufacturing_Engineers
Administration_and_Management	Marine_Engineers_and_Naval_Architects
Administration_and_Management	Market_Research_Analysts_and_Marketing_Specialists
Administration_and_Management	Marketing_Managers
Administration_and_Management	Marriage_and_Family_Therapists
Administration_and_Management	Massage_Therapists
Administration_and_Management	Materials_Engineers
Administration_and_Management	Materials_Scientists
Administration_and_Management	Mathematical_Science_Teachers,_Postsecondary
Administration_and_Management	Mathematicians
Administration_and_Management	Meat,_Poultry,_and_Fish_Cutters_and_Trimmers
Administration_and_Management	Mechanical_Door_Repairers
Administration_and_Management	Mechanical_Drafters
Administration_and_Management	Mechanical_Engineering_Technologists_and_Technicians
Administration_and_Management	Mechanical_Engineers
