url	ns	type	id	name	singular	plural	usageCount	digital
https://language.org.ai/Noun/Adaptive	language.org.ai	LanguageNoun	Adaptive	Adaptive	adaptive		252	
https://language.org.ai/Noun/Add	language.org.ai	LanguageNoun	Add	Add	add		1	
https://language.org.ai/Noun/Addressing	language.org.ai	LanguageNoun	Addressing	Addressing	Addressing		1	
https://language.org.ai/Noun/Adenoid	language.org.ai	LanguageNoun	Adenoid	Adenoid	adenoid	adenoids	15	
https://language.org.ai/Noun/Adhesion	language.org.ai	LanguageNoun	Adhesion	Adhesion.	adhesion.		1	
https://language.org.ai/Noun/Adhesiv	language.org.ai	LanguageNoun	Adhesiv	Adhesiv	Adhesiv	Adhesives	1	
https://language.org.ai/Noun/Adjusted	language.org.ai	LanguageNoun	Adjusted	Adjusted	adjusted		1	
https://language.org.ai/Noun/Adjustment	language.org.ai	LanguageNoun	Adjustment	Adjustment	adjustment		1	
https://language.org.ai/Noun/Adjustments	language.org.ai	LanguageNoun	Adjustments	Adjustments.	adjustments.		1	
https://language.org.ai/Noun/Administrative	language.org.ai	LanguageNoun	Administrative	Administrative	Administrative		1	
https://language.org.ai/Noun/Admission	language.org.ai	LanguageNoun	Admission	Admission	Admission	Admissions	3	
https://language.org.ai/Noun/Adnexa	language.org.ai	LanguageNoun	Adnexa	Adnexa	adnexa		1	
https://language.org.ai/Noun/Adoption	language.org.ai	LanguageNoun	Adoption	Adoption	Adoption		1	
https://language.org.ai/Noun/Adult	language.org.ai	LanguageNoun	Adult	Adult	adult	adults	3	
https://language.org.ai/Noun/Advertising	language.org.ai	LanguageNoun	Advertising	Advertising	Advertising		2	
https://language.org.ai/Noun/Advice	language.org.ai	LanguageNoun	Advice	Advice	advice		1	
https://language.org.ai/Noun/Advocacy	language.org.ai	LanguageNoun	Advocacy	Advocacy	Advocacy		1	
https://language.org.ai/Noun/Aerodrome	language.org.ai	LanguageNoun	Aerodrome	Aerodrome	Aerodrome		1	
https://language.org.ai/Noun/Aeronautical	language.org.ai	LanguageNoun	Aeronautical	Aeronautical	aeronautical		1	
https://language.org.ai/Noun/Aesthetic	language.org.ai	LanguageNoun	Aesthetic	Aesthetic	aesthetic		1	
https://language.org.ai/Noun/Afforestation	language.org.ai	LanguageNoun	Afforestation	Afforestation	Afforestation		1	
https://language.org.ai/Noun/Aflatoxin	language.org.ai	LanguageNoun	Aflatoxin	Aflatoxin	aflatoxin		2	
https://language.org.ai/Noun/AfterCataract	language.org.ai	LanguageNoun	AfterCataract	After-cataract	after-cataract		1	
https://language.org.ai/Noun/Agency	language.org.ai	LanguageNoun	Agency	Agency	agency		1	
https://language.org.ai/Noun/Agenesi	language.org.ai	LanguageNoun	Agenesi	Agenesi	agenesi	agenesis	2	
https://language.org.ai/Noun/Aggregat	language.org.ai	LanguageNoun	Aggregat	Aggregat	aggregat	aggregates	1	
https://language.org.ai/Noun/Aging	language.org.ai	LanguageNoun	Aging	Aging	Aging		1	
https://language.org.ai/Noun/Agitation	language.org.ai	LanguageNoun	Agitation	Agitation	agitation		1	
https://language.org.ai/Noun/Agnosia	language.org.ai	LanguageNoun	Agnosia	Agnosia	agnosia		1	
https://language.org.ai/Noun/Agoraphobia	language.org.ai	LanguageNoun	Agoraphobia	Agoraphobia	agoraphobia		1	
https://language.org.ai/Noun/Agranulocytosi	language.org.ai	LanguageNoun	Agranulocytosi	Agranulocytosi	agranulocytosi	agranulocytosis	1	
https://language.org.ai/Noun/Agrarian	language.org.ai	LanguageNoun	Agrarian	Agrarian	Agrarian		1	
https://language.org.ai/Noun/Agricultural	language.org.ai	LanguageNoun	Agricultural	Agricultural	agricultural		7	
https://language.org.ai/Noun/Agriculture	language.org.ai	LanguageNoun	Agriculture	Agriculture	agriculture		4	
https://language.org.ai/Noun/Aid	language.org.ai	LanguageNoun	Aid	Aid	Aid	Aids	1	
https://language.org.ai/Noun/Ainhum	language.org.ai	LanguageNoun	Ainhum	Ainhum	ainhum		1	
https://language.org.ai/Noun/Air	language.org.ai	LanguageNoun	Air	Air	Air		17	
https://language.org.ai/Noun/AirConditioner	language.org.ai	LanguageNoun	AirConditioner	Air-conditioner	air-conditioner		1	
https://language.org.ai/Noun/Aircraft	language.org.ai	LanguageNoun	Aircraft	Aircraft	aircraft		16	
https://language.org.ai/Noun/Airfare	language.org.ai	LanguageNoun	Airfare	Airfare	airfare		1	
https://language.org.ai/Noun/Airfield	language.org.ai	LanguageNoun	Airfield	Airfield	Airfield		1	
https://language.org.ai/Noun/Airfram	language.org.ai	LanguageNoun	Airfram	Airfram	airfram	airframes	1	
https://language.org.ai/Noun/Airlin	language.org.ai	LanguageNoun	Airlin	Airlin	airlin	airlines	1	
https://language.org.ai/Noun/Airline	language.org.ai	LanguageNoun	Airline	Airline	Airline		1	
https://language.org.ai/Noun/Airpark	language.org.ai	LanguageNoun	Airpark	Airpark	Airpark		1	
https://language.org.ai/Noun/Airport	language.org.ai	LanguageNoun	Airport	Airport	Airport		5	
https://language.org.ai/Noun/Alarm	language.org.ai	LanguageNoun	Alarm	Alarm	Alarm		1	
https://language.org.ai/Noun/Albinism	language.org.ai	LanguageNoun	Albinism	Albinism	albinism		1	
https://language.org.ai/Noun/Albumin	language.org.ai	LanguageNoun	Albumin	Albumin	albumin		1	
https://language.org.ai/Noun/Alcohol	language.org.ai	LanguageNoun	Alcohol	Alcohol	alcohol		1	
https://language.org.ai/Noun/Alcoholism	language.org.ai	LanguageNoun	Alcoholism	Alcoholism	Alcoholism		2	
https://language.org.ai/Noun/Alexia	language.org.ai	LanguageNoun	Alexia	Alexia	alexia		1	
https://language.org.ai/Noun/ALGOL	language.org.ai	LanguageNoun	ALGOL	ALGOL	ALGOL		1	
https://language.org.ai/Noun/Algoneurodystrophy	language.org.ai	LanguageNoun	Algoneurodystrophy	Algoneurodystrophy	algoneurodystrophy		1	
https://language.org.ai/Noun/Algorithm	language.org.ai	LanguageNoun	Algorithm	Algorithm	algorithm	algorithms	1	
https://language.org.ai/Noun/Aligning	language.org.ai	LanguageNoun	Aligning	Aligning	aligning		1	
https://language.org.ai/Noun/Alignment	language.org.ai	LanguageNoun	Alignment	Alignment	alignment		1	
https://language.org.ai/Noun/Aliphatic	language.org.ai	LanguageNoun	Aliphatic	Aliphatic	aliphatic		2	
https://language.org.ai/Noun/AlkNegative	language.org.ai	LanguageNoun	AlkNegative	Alk-negative	alk-negative		1	
https://language.org.ai/Noun/AlkPositive	language.org.ai	LanguageNoun	AlkPositive	Alk-positive	alk-positive		1	
https://language.org.ai/Noun/Alkali	language.org.ai	LanguageNoun	Alkali	Alkali	Alkali	Alkalis	1	
https://language.org.ai/Noun/Alkalinity	language.org.ai	LanguageNoun	Alkalinity	Alkalinity	alkalinity		2	
https://language.org.ai/Noun/Alkalosi	language.org.ai	LanguageNoun	Alkalosi	Alkalosi	alkalosi	alkalosis	1	
https://language.org.ai/Noun/All	language.org.ai	LanguageNoun	All	All	all		90	
https://language.org.ai/Noun/Allergic	language.org.ai	LanguageNoun	Allergic	Allergic	allergic		1	
https://language.org.ai/Noun/Allergy	language.org.ai	LanguageNoun	Allergy	Allergy	Allergy	Allergies	3	
https://language.org.ai/Noun/Allescheriasi	language.org.ai	LanguageNoun	Allescheriasi	Allescheriasi	allescheriasi	allescheriasis	1	
https://language.org.ai/Noun/Allied	language.org.ai	LanguageNoun	Allied	Allied	allied		1	
https://language.org.ai/Noun/Alligator	language.org.ai	LanguageNoun	Alligator	Alligator	alligator		1	
https://language.org.ai/Noun/Allogeneic	language.org.ai	LanguageNoun	Allogeneic	Allogeneic	allogeneic		44	
https://language.org.ai/Noun/Alopecia	language.org.ai	LanguageNoun	Alopecia	Alopecia	alopecia		1	
https://language.org.ai/Noun/Alphafetoprotein	language.org.ai	LanguageNoun	Alphafetoprotein	Alphafetoprotein	alphafetoprotein		1	
https://language.org.ai/Noun/Alteration	language.org.ai	LanguageNoun	Alteration	Alteration	Alteration		1	
https://language.org.ai/Noun/Altering	language.org.ai	LanguageNoun	Altering	Altering	altering		1	
https://language.org.ai/Noun/Altitude	language.org.ai	LanguageNoun	Altitude	Altitude	altitude		1	
https://language.org.ai/Noun/Aluminosi	language.org.ai	LanguageNoun	Aluminosi	Aluminosi	aluminosi	aluminosis	1	
https://language.org.ai/Noun/Aluminum	language.org.ai	LanguageNoun	Aluminum	Aluminum	aluminum		8	
https://language.org.ai/Noun/Alveolar	language.org.ai	LanguageNoun	Alveolar	Alveolar	alveolar		1	
https://language.org.ai/Noun/Ambassador	language.org.ai	LanguageNoun	Ambassador	Ambassador	Ambassador	Ambassadors	1	
https://language.org.ai/Noun/Ambulance	language.org.ai	LanguageNoun	Ambulance	Ambulance	Ambulance		2	
https://language.org.ai/Noun/Aminoglycosid	language.org.ai	LanguageNoun	Aminoglycosid	Aminoglycosid	aminoglycosid	aminoglycosides	1	
https://language.org.ai/Noun/Aml	language.org.ai	LanguageNoun	Aml	Aml	aml		1	
https://language.org.ai/Noun/Ammunition	language.org.ai	LanguageNoun	Ammunition	Ammunition.	ammunition.		1	
https://language.org.ai/Noun/Amusement	language.org.ai	LanguageNoun	Amusement	Amusement	Amusement		1	
https://language.org.ai/Noun/Amyelia	language.org.ai	LanguageNoun	Amyelia	Amyelia	amyelia		1	
https://language.org.ai/Noun/AN	language.org.ai	LanguageNoun	AN	AN	AN	ANS	2	
https://language.org.ai/Noun/Anaesthesia	language.org.ai	LanguageNoun	Anaesthesia	Anaesthesia	anaesthesia		1	
https://language.org.ai/Noun/Analeptic	language.org.ai	LanguageNoun	Analeptic	Analeptic	analeptic	analeptics	1	
https://language.org.ai/Noun/Analgesic	language.org.ai	LanguageNoun	Analgesic	Analgesic	analgesic	analgesics	103	
https://language.org.ai/Noun/Analog	language.org.ai	LanguageNoun	Analog	Analog	Analog		1	
https://language.org.ai/Noun/Analysi	language.org.ai	LanguageNoun	Analysi	Analysi	Analysi	Analysis	11	
https://language.org.ai/Noun/Analysis	language.org.ai	LanguageNoun	Analysis	Analysis.	analysis.		1	
https://language.org.ai/Noun/Analytic	language.org.ai	LanguageNoun	Analytic	Analytic	analytic	analytics	1	
https://language.org.ai/Noun/Analytical	language.org.ai	LanguageNoun	Analytical	Analytical	analytical		1	
https://language.org.ai/Noun/Analyz	language.org.ai	LanguageNoun	Analyz	Analyz	analyz	analyzes	2	
https://language.org.ai/Noun/Analyze	language.org.ai	LanguageNoun	Analyze	Analyze	analyze		1	
https://language.org.ai/Noun/Analyzer	language.org.ai	LanguageNoun	Analyzer	Analyzer	analyzer	analyzers	1	
https://language.org.ai/Noun/Analyzing	language.org.ai	LanguageNoun	Analyzing	Analyzing	analyzing		1	
https://language.org.ai/Noun/Anarthria	language.org.ai	LanguageNoun	Anarthria	Anarthria	anarthria		1	
https://language.org.ai/Noun/Anchor	language.org.ai	LanguageNoun	Anchor	Anchor	anchor	anchors	1	
https://language.org.ai/Noun/Anchors	language.org.ai	LanguageNoun	Anchors	Anchors.	anchors.		1	
https://language.org.ai/Noun/Ancylostomiasi	language.org.ai	LanguageNoun	Ancylostomiasi	Ancylostomiasi	ancylostomiasi	ancylostomiasis	1	
https://language.org.ai/Noun/And	language.org.ai	LanguageNoun	And	And	and		5	
https://language.org.ai/Noun/Androgen	language.org.ai	LanguageNoun	Androgen	Androgen	androgen	androgens	1	
https://language.org.ai/Noun/Anencephaly	language.org.ai	LanguageNoun	Anencephaly	Anencephaly	anencephaly		1	
https://language.org.ai/Noun/Anesthesiology	language.org.ai	LanguageNoun	Anesthesiology	Anesthesiology	Anesthesiology		2	
https://language.org.ai/Noun/Aneurysm	language.org.ai	LanguageNoun	Aneurysm	Aneurysm	aneurysm		1	
https://language.org.ai/Noun/Anger	language.org.ai	LanguageNoun	Anger	Anger	anger		1	
https://language.org.ai/Noun/Anhidrosi	language.org.ai	LanguageNoun	Anhidrosi	Anhidrosi	anhidrosi	anhidrosis	1	
https://language.org.ai/Noun/Anhidrotic	language.org.ai	LanguageNoun	Anhidrotic	Anhidrotic	anhidrotic		1	
https://language.org.ai/Noun/Anhydrotic	language.org.ai	LanguageNoun	Anhydrotic	Anhydrotic	anhydrotic		1	
https://language.org.ai/Noun/Animal	language.org.ai	LanguageNoun	Animal	Animal	animal		10	
https://language.org.ai/Noun/Anisakiasi	language.org.ai	LanguageNoun	Anisakiasi	Anisakiasi	anisakiasi	anisakiasis	1	
https://language.org.ai/Noun/Aniseikonia	language.org.ai	LanguageNoun	Aniseikonia	Aniseikonia	aniseikonia		1	
https://language.org.ai/Noun/Anisometropia	language.org.ai	LanguageNoun	Anisometropia	Anisometropia	anisometropia		1	
https://language.org.ai/Noun/Ankle	language.org.ai	LanguageNoun	Ankle	Ankle	ankle		25	
https://language.org.ai/Noun/Ankyloglossia	language.org.ai	LanguageNoun	Ankyloglossia	Ankyloglossia	ankyloglossia		1	
https://language.org.ai/Noun/Annealing	language.org.ai	LanguageNoun	Annealing	Annealing	Annealing		1	
https://language.org.ai/Noun/Annuity	language.org.ai	LanguageNoun	Annuity	Annuity	annuity		1	
https://language.org.ai/Noun/Anodontia	language.org.ai	LanguageNoun	Anodontia	Anodontia	anodontia		1	
https://language.org.ai/Noun/Anonychia	language.org.ai	LanguageNoun	Anonychia	Anonychia	anonychia		1	
https://language.org.ai/Noun/Anorectic	language.org.ai	LanguageNoun	Anorectic	Anorectic	anorectic	anorectics	1	
https://language.org.ai/Noun/Anorexia	language.org.ai	LanguageNoun	Anorexia	Anorexia	anorexia		1	
https://language.org.ai/Noun/Anosmia	language.org.ai	LanguageNoun	Anosmia	Anosmia	anosmia		1	
https://language.org.ai/Noun/Antabuse	language.org.ai	LanguageNoun	Antabuse	Antabuse	antabuse		2	
https://language.org.ai/Noun/Antacid	language.org.ai	LanguageNoun	Antacid	Antacid	antacid	antacids	1	
https://language.org.ai/Noun/Antarctic	language.org.ai	LanguageNoun	Antarctic	Antarctic	Antarctic		1	
https://language.org.ai/Noun/Antenna	language.org.ai	LanguageNoun	Antenna	Antenna	antenna	antennas	1	
https://language.org.ai/Noun/Anthelminthic	language.org.ai	LanguageNoun	Anthelminthic	Anthelminthic	anthelminthic	anthelminthics	1	
https://language.org.ai/Noun/Anthracite	language.org.ai	LanguageNoun	Anthracite	Anthracite	Anthracite		1	
https://language.org.ai/Noun/AntiInfective	language.org.ai	LanguageNoun	AntiInfective	Anti-infective	anti-infective		4	
https://language.org.ai/Noun/Antiallergic	language.org.ai	LanguageNoun	Antiallergic	Antiallergic	antiallergic		1	
https://language.org.ai/Noun/Antiandrogen	language.org.ai	LanguageNoun	Antiandrogen	Antiandrogen	antiandrogen	antiandrogens	4	
https://language.org.ai/Noun/Antiasthmatic	language.org.ai	LanguageNoun	Antiasthmatic	Antiasthmatic	antiasthmatic	antiasthmatics	1	
https://language.org.ai/Noun/Anticholinergic	language.org.ai	LanguageNoun	Anticholinergic	Anticholinergic	anticholinergic	anticholinergics	1	
https://language.org.ai/Noun/Anticoagulant	language.org.ai	LanguageNoun	Anticoagulant	Anticoagulant	anticoagulant	anticoagulants	1	
https://language.org.ai/Noun/Antidot	language.org.ai	LanguageNoun	Antidot	Antidot	antidot	antidotes	1	
https://language.org.ai/Noun/Antiestrogen	language.org.ai	LanguageNoun	Antiestrogen	Antiestrogen	antiestrogen	antiestrogens	4	
https://language.org.ai/Noun/Antigonadotrophin	language.org.ai	LanguageNoun	Antigonadotrophin	Antigonadotrophin	antigonadotrophin	antigonadotrophins	1	
https://language.org.ai/Noun/Antihyperlipidaemic	language.org.ai	LanguageNoun	Antihyperlipidaemic	Antihyperlipidaemic	antihyperlipidaemic		1	
https://language.org.ai/Noun/Antimalarial	language.org.ai	LanguageNoun	Antimalarial	Antimalarial	antimalarial	antimalarials	1	
https://language.org.ai/Noun/Antimuscarinic	language.org.ai	LanguageNoun	Antimuscarinic	Antimuscarinic	antimuscarinic	antimuscarinics	1	
https://language.org.ai/Noun/Antimuscarinics	language.org.ai	LanguageNoun	Antimuscarinics	Antimuscarinics]	antimuscarinics]		2	
https://language.org.ai/Noun/Antiparasitic	language.org.ai	LanguageNoun	Antiparasitic	Antiparasitic	antiparasitic	antiparasitics	4	
https://language.org.ai/Noun/Antiparkinsonism	language.org.ai	LanguageNoun	Antiparkinsonism	Antiparkinsonism	antiparkinsonism		3	
https://language.org.ai/Noun/Antipruritic	language.org.ai	LanguageNoun	Antipruritic	Antipruritic	antipruritic	antipruritics	1	
https://language.org.ai/Noun/Antipsychotic	language.org.ai	LanguageNoun	Antipsychotic	Antipsychotic	antipsychotic	antipsychotics	1	
https://language.org.ai/Noun/Antipyretic	language.org.ai	LanguageNoun	Antipyretic	Antipyretic	antipyretic	antipyretics	6	
https://language.org.ai/Noun/Antiqu	language.org.ai	LanguageNoun	Antiqu	Antiqu	Antiqu	Antiques	1	
https://language.org.ai/Noun/Antirheumatic	language.org.ai	LanguageNoun	Antirheumatic	Antirheumatic	antirheumatic		3	
https://language.org.ai/Noun/Antitussiv	language.org.ai	LanguageNoun	Antitussiv	Antitussiv	antitussiv	antitussives	1	
https://language.org.ai/Noun/Anu	language.org.ai	LanguageNoun	Anu	Anu	anu	anus	67	
https://language.org.ai/Noun/Anxiou	language.org.ai	LanguageNoun	Anxiou	Anxiou	anxiou	anxious	1	
https://language.org.ai/Noun/Any	language.org.ai	LanguageNoun	Any	Any	Any		1	
https://language.org.ai/Noun/Aorta	language.org.ai	LanguageNoun	Aorta	Aorta	aorta		20	
https://language.org.ai/Noun/Aortic	language.org.ai	LanguageNoun	Aortic	Aortic	aortic		3	
https://language.org.ai/Noun/Apartment	language.org.ai	LanguageNoun	Apartment	Apartment	apartment		1	
https://language.org.ai/Noun/Apathy	language.org.ai	LanguageNoun	Apathy	Apathy	apathy		1	
https://language.org.ai/Noun/Aphakia	language.org.ai	LanguageNoun	Aphakia	Aphakia	aphakia		1	
https://language.org.ai/Noun/Aphasia	language.org.ai	LanguageNoun	Aphasia	Aphasia	aphasia		1	
https://language.org.ai/Noun/Aphonia	language.org.ai	LanguageNoun	Aphonia	Aphonia	aphonia		1	
https://language.org.ai/Noun/Apiculture	language.org.ai	LanguageNoun	Apiculture	Apiculture	Apiculture		1	
https://language.org.ai/Noun/Aplasia	language.org.ai	LanguageNoun	Aplasia	Aplasia	aplasia		3	
https://language.org.ai/Noun/Apparel	language.org.ai	LanguageNoun	Apparel	Apparel	apparel		1	
https://language.org.ai/Noun/Appendix	language.org.ai	LanguageNoun	Appendix	Appendix	appendix		32	
https://language.org.ai/Noun/Applianc	language.org.ai	LanguageNoun	Applianc	Applianc	applianc	appliances	2	
https://language.org.ai/Noun/Application	language.org.ai	LanguageNoun	Application	Application	Application		3	
https://language.org.ai/Noun/Approach	language.org.ai	LanguageNoun	Approach	Approach	approach		2	
https://language.org.ai/Noun/Apraxia	language.org.ai	LanguageNoun	Apraxia	Apraxia	apraxia		1	
https://language.org.ai/Noun/Apron	language.org.ai	LanguageNoun	Apron	Apron	apron	aprons	1	
https://language.org.ai/Noun/APU	language.org.ai	LanguageNoun	APU	APU	APU		1	
https://language.org.ai/Noun/Arbitration	language.org.ai	LanguageNoun	Arbitration	Arbitration	arbitration		2	
https://language.org.ai/Noun/Arborist	language.org.ai	LanguageNoun	Arborist	Arborist	Arborist		1	
https://language.org.ai/Noun/Arcade	language.org.ai	LanguageNoun	Arcade	Arcade	arcade		1	
https://language.org.ai/Noun/Archaeological	language.org.ai	LanguageNoun	Archaeological	Archaeological	Archaeological		1	
https://language.org.ai/Noun/Archaeology	language.org.ai	LanguageNoun	Archaeology	Archaeology	archaeology		2	
https://language.org.ai/Noun/Archaic	language.org.ai	LanguageNoun	Archaic	Archaic	Archaic		1	
https://language.org.ai/Noun/Architectural	language.org.ai	LanguageNoun	Architectural	Architectural	Architectural		2	
https://language.org.ai/Noun/Architecture	language.org.ai	LanguageNoun	Architecture	Architecture	architecture		2	
https://language.org.ai/Noun/Area	language.org.ai	LanguageNoun	Area	Area.	area.		1	
https://language.org.ai/Noun/Arena	language.org.ai	LanguageNoun	Arena	Arena	Arena	Arenas	1	
https://language.org.ai/Noun/Areola	language.org.ai	LanguageNoun	Areola	Areola	areola		1	
https://language.org.ai/Noun/Argon	language.org.ai	LanguageNoun	Argon	Argon	Argon		1	
https://language.org.ai/Noun/Arhinencephaly	language.org.ai	LanguageNoun	Arhinencephaly	Arhinencephaly	arhinencephaly		1	
https://language.org.ai/Noun/Arm	language.org.ai	LanguageNoun	Arm	Arm	arm		3	
https://language.org.ai/Noun/Armoury	language.org.ai	LanguageNoun	Armoury	Armoury	Armoury	Armouries	1	
https://language.org.ai/Noun/Art	language.org.ai	LanguageNoun	Art	Art	Art	Arts	4	
https://language.org.ai/Noun/Artery	language.org.ai	LanguageNoun	Artery	Artery	artery		3	
https://language.org.ai/Noun/Arthrodesi	language.org.ai	LanguageNoun	Arthrodesi	Arthrodesi	arthrodesi	arthrodesis	1	
https://language.org.ai/Noun/Artist	language.org.ai	LanguageNoun	Artist	Artist	artist	artists	2	
https://language.org.ai/Noun/Artists	language.org.ai	LanguageNoun	Artists	Artists'	Artists'		1	
https://language.org.ai/Noun/Artwork	language.org.ai	LanguageNoun	Artwork	Artwork	Artwork		1	
https://language.org.ai/Noun/Asbesto	language.org.ai	LanguageNoun	Asbesto	Asbesto	asbesto	asbestos	1	
https://language.org.ai/Noun/Ascariasi	language.org.ai	LanguageNoun	Ascariasi	Ascariasi	ascariasi	ascariasis	1	
https://language.org.ai/Noun/Asphalt	language.org.ai	LanguageNoun	Asphalt	Asphalt	asphalt		1	
https://language.org.ai/Noun/Asphyxia	language.org.ai	LanguageNoun	Asphyxia	Asphyxia	asphyxia		1	
https://language.org.ai/Noun/Assemble	language.org.ai	LanguageNoun	Assemble	Assemble	assemble		1	
https://language.org.ai/Noun/Assembler	language.org.ai	LanguageNoun	Assembler	Assembler	Assembler		1	
https://language.org.ai/Noun/Assessment	language.org.ai	LanguageNoun	Assessment	Assessment	assessment		5	
