url	ns	type	id	code	name	description	appCount	digital
https://searches.org.ai/Search/FindAssistant	searches.org.ai	Search	FindAssistant	find_assistant	find_assistant	Finds an assistant by name.	1	1.00
https://searches.org.ai/Search/FindFile	searches.org.ai	Search	FindFile	find_file	find_file	Finds a file by filename.	1	1.00
https://searches.org.ai/Search/SearchEmbeddings	searches.org.ai	Search	SearchEmbeddings	search_embeddings	search_embeddings	This best matches a query string (like "big animal") to a list of document strings (like "mouse", "cat", "buffalo", and "blue whale").	1	1.00
https://searches.org.ai/Search/SearchEmbeddingsV2	searches.org.ai	Search	SearchEmbeddingsV2	search_embeddings_v2	search_embeddings_v2	This best matches a query string (like "big animal") to a list of document strings (like "mouse", "cat", "buffalo", and "blue whale").	1	1.00
https://searches.org.ai/Search/AccountBalance	searches.org.ai	Search	AccountBalance	account_balance	account_balance	Finds the account balance for your stripe account	1	1.00
https://searches.org.ai/Search/FindAccount	searches.org.ai	Search	FindAccount	find_account	find_account	Finds a Stripe account by its ID.	1	1.00
https://searches.org.ai/Search/FindCharge	searches.org.ai	Search	FindCharge	find_charge	find_charge	Finds an existing charge by its Stripe ID.	1	1.00
https://searches.org.ai/Search/FindInvoice	searches.org.ai	Search	FindInvoice	find_invoice	find_invoice	Finds an existing invoice by its Stripe ID.	1	1.00
https://searches.org.ai/Search/FindPayment	searches.org.ai	Search	FindPayment	find_payment	find_payment	Finds an existing payment intent by its Stripe ID.	1	1.00
https://searches.org.ai/Search/FindSubscription	searches.org.ai	Search	FindSubscription	find_subscription	find_subscription	Finds an existing subscription.	1	1.00
https://searches.org.ai/Search/LookupResponses	searches.org.ai	Search	LookupResponses	lookup_responses	lookup_responses	Looks up responses for a given criteria.	1	1.00
https://searches.org.ai/Search/Findmanyrecords	searches.org.ai	Search	Findmanyrecords	findmanyrecords	findManyRecords	Return up to 100 records as line items.	1	1.00
https://searches.org.ai/Search/Findrecord	searches.org.ai	Search	Findrecord	findrecord	findRecord	Find a record in a table.	1	1.00
https://searches.org.ai/Search/Findrecordbyid	searches.org.ai	Search	Findrecordbyid	findrecordbyid	findRecordById	Find a specific record using its unique ID.	1	1.00
https://searches.org.ai/Search/Findtable	searches.org.ai	Search	Findtable	findtable	findTable	Find tables by searching for a keyword in table name or description.	1	1.00
https://searches.org.ai/Search/Findtablebyid	searches.org.ai	Search	Findtablebyid	findtablebyid	findTableById	Find a specific table using its unique ID.	1	1.00
https://searches.org.ai/Search/FindBase	searches.org.ai	Search	FindBase	find_base	find_base	Find bases by searching for a keyword in the base name. Only works with 5000 or fewer bases in the account.	1	1.00
https://searches.org.ai/Search/GetBaseSchema	searches.org.ai	Search	GetBaseSchema	get_base_schema	get_base_schema	Retrieve the complete schema for a base, including all tables and their field definitions.	1	1.00
https://searches.org.ai/Search/FindEvent	searches.org.ai	Search	FindEvent	find_event	find_event	Finds an event based on UUID.	1	1.00
https://searches.org.ai/Search/FindUser	searches.org.ai	Search	FindUser	find_user	find_user	Searches for a User by name or email.	1	1.00
https://searches.org.ai/Search/ActionByID	searches.org.ai	Search	ActionByID	action_by_id	action_by_id	Finds a specific Trello action using its ID. This provides direct access to action details for agentic use cases.	1	1.00
https://searches.org.ai/Search/BoardByID	searches.org.ai	Search	BoardByID	board_by_id	board_by_id	Finds a specific board using its ID. This provides direct access to board details for agentic use cases.	1	1.00
https://searches.org.ai/Search/BoardLabel	searches.org.ai	Search	BoardLabel	board_label	board_label	Finds a label on a particular board by name.	1	1.00
https://searches.org.ai/Search/BoardList	searches.org.ai	Search	BoardList	board_list	board_list	Finds a list on a particular board by name.	1	1.00
https://searches.org.ai/Search/CardAttachmentsByID	searches.org.ai	Search	CardAttachmentsByID	card_attachments_by_id	card_attachments_by_id	Finds all attachments for a specific card using its ID. This provides direct access to card attachments for agentic use cases, improving performance by separating attachment fetching from the main card search.	1	1.00
https://searches.org.ai/Search/CardByID	searches.org.ai	Search	CardByID	card_by_id	card_by_id	Finds a specific card using its ID. This provides direct access to card details with comments for agentic use cases, without the overhead of attachment processing.	1	1.00
https://searches.org.ai/Search/Checklist	searches.org.ai	Search	Checklist	checklist	checklist	Finds a checklist on a particular board or card by name.	1	1.00
https://searches.org.ai/Search/ChecklistByID	searches.org.ai	Search	ChecklistByID	checklist_by_id	checklist_by_id	Finds a specific checklist using its ID. This provides direct access to checklist details for agentic use cases.	1	1.00
https://searches.org.ai/Search/ChecklistItem	searches.org.ai	Search	ChecklistItem	checklist_item	checklist_item	Finds a checklist item on a particular checklist by name.	1	1.00
https://searches.org.ai/Search/ChecklistItemByID	searches.org.ai	Search	ChecklistItemByID	checklist_item_by_id	checklist_item_by_id	Finds a specific checklist item using its checklist ID and checklist item ID. This provides direct access to checklist item details for agentic use cases.	1	1.00
https://searches.org.ai/Search/LabelByID	searches.org.ai	Search	LabelByID	label_by_id	label_by_id	Finds a specific label using its ID. This provides direct access to label details for agentic use cases.	1	1.00
https://searches.org.ai/Search/ListByID	searches.org.ai	Search	ListByID	list_by_id	list_by_id	Finds a specific list using its ID. This provides direct access to list details for agentic use cases.	1	1.00
https://searches.org.ai/Search/MemberByID	searches.org.ai	Search	MemberByID	member_by_id	member_by_id	Finds a specific member using their ID. This provides direct access to member details for agentic use cases.	1	1.00
https://searches.org.ai/Search/OrganizationBoard	searches.org.ai	Search	OrganizationBoard	organization_board	organization_board	Finds a board in your Trello organization by name.	1	1.00
https://searches.org.ai/Search/OrganizationByID	searches.org.ai	Search	OrganizationByID	organization_by_id	organization_by_id	Finds a specific organization using its ID. This provides direct access to organization details for agentic use cases.	1	1.00
https://searches.org.ai/Search/OrganizationCard	searches.org.ai	Search	OrganizationCard	organization_card	organization_card	Finds a card in your Trello organization by name, given a specified board and list. Does not search archived cards.	1	1.00
https://searches.org.ai/Search/OrganizationCardCustomQuery	searches.org.ai	Search	OrganizationCardCustomQuery	organization_card_custom_query	organization_card_custom_query	Search for cards using a custom Trello query string.	1	1.00
https://searches.org.ai/Search/OrganizationCardV2	searches.org.ai	Search	OrganizationCardV2	organization_card_v2	organization_card_v2	Search for cards using structured search fields.	1	1.00
https://searches.org.ai/Search/OrganizationMember	searches.org.ai	Search	OrganizationMember	organization_member	organization_member	Finds a member in your Trello organization by name.	1	1.00
https://searches.org.ai/Search/FindChannel	searches.org.ai	Search	FindChannel	find_channel	find_channel	Find an existing channel by name.	1	1.00
https://searches.org.ai/Search/Document	searches.org.ai	Search	Document	document	document	Search for a specific document by name.	1	1.00
https://searches.org.ai/Search/GetDocumentContent	searches.org.ai	Search	GetDocumentContent	get_document_content	get_document_content	Retrieves the full content and metadata of a Google Doc by ID.	1	1.00
https://searches.org.ai/Search/FindRecord	searches.org.ai	Search	FindRecord	find_record	find_record	Finds records based on a search value.	1	1.00
https://searches.org.ai/Search/FindRecords	searches.org.ai	Search	FindRecords	find_records	find_records	Finds records based on a search value. Returns up to 1000 records.	1	1.00
https://searches.org.ai/Search/FindTable	searches.org.ai	Search	FindTable	find_table	find_table	Finds a table based on an exact match.	1	1.00
https://searches.org.ai/Search/GetSummaryFormulaValues	searches.org.ai	Search	GetSummaryFormulaValues	get_summary_formula_values	get_summary_formula_values	Gets all calculated Summary Formula values for a Table.	1	1.00
https://searches.org.ai/Search/CustomSoqlQuery	searches.org.ai	Search	CustomSoqlQuery	custom_soql_query	custom_soql_query	Execute custom SOQL SELECT queries with support for full query control and guided aggregate functions (COUNT, SUM, AVG, MAX, MIN).	1	1.00
https://searches.org.ai/Search/FindChildRecords	searches.org.ai	Search	FindChildRecords	find_child_records	find_child_records	Finds Child Records for a given Parent ID, and returns the Child records as line-items.	1	1.00
https://searches.org.ai/Search/FindChildRecordsV2	searches.org.ai	Search	FindChildRecordsV2	find_child_records_v2	find_child_records_v2	Finds Child Records for a given Parent ID.	1	1.00
https://searches.org.ai/Search/FindRecordsByQuery	searches.org.ai	Search	FindRecordsByQuery	find_records_by_query	find_records_by_query	Finds one or more records of a Salesforce object using a Salesforce Object Query (SOQL) WHERE clause (with line item support).	1	1.00
https://searches.org.ai/Search/FindRecordsByQueryV2	searches.org.ai	Search	FindRecordsByQueryV2	find_records_by_query_v2	find_records_by_query_v2	Finds records of a Salesforce object using a Salesforce Object Query (SOQL) WHERE clause.	1	1.00
https://searches.org.ai/Search/FindRecordsV2	searches.org.ai	Search	FindRecordsV2	find_records_v2	find_records_v2	Finds records of a specified Salesforce object by a field and value you choose (with line-item support).	1	1.00
https://searches.org.ai/Search/FindRecordByQuery	searches.org.ai	Search	FindRecordByQuery	find_record_by_query	find_record_by_query	Finds a record of a Salesforce object using a Salesforce Object Query (SOQL) WHERE clause.	1	1.00
https://searches.org.ai/Search/GetRecordAttachments	searches.org.ai	Search	GetRecordAttachments	get_record_attachments	get_record_attachments	Gets all notes and attachments for a record.	1	1.00
https://searches.org.ai/Search/FindItem	searches.org.ai	Search	FindItem	find_item	find_item	Find an Item in a Collection.	1	1.00
https://searches.org.ai/Search/FindLiveItem	searches.org.ai	Search	FindLiveItem	find_live_item	find_live_item	Find a Live Item in a Collection.	1	1.00
https://searches.org.ai/Search/FindAllTasksFromProject	searches.org.ai	Search	FindAllTasksFromProject	find_all_tasks_from_project	find_all_tasks_from_project	Searches for all tasks in a specific project with optional filters. Returns tasks as line items, up to 500 tasks.	1	1.00
https://searches.org.ai/Search/FindAllTasksFromProjectV2	searches.org.ai	Search	FindAllTasksFromProjectV2	find_all_tasks_from_project_v2	find_all_tasks_from_project_v2	Searches for all tasks in a specific project with optional filters. Returns tasks as line items, up to 500 tasks.	1	1.00
https://searches.org.ai/Search/FindProject	searches.org.ai	Search	FindProject	find_project	find_project	Finds an existing project.	1	1.00
https://searches.org.ai/Search/FindProjectV2	searches.org.ai	Search	FindProjectV2	find_project_v2	find_project_v2	Finds an existing project with enhanced filtering and search capabilities.	1	1.00
https://searches.org.ai/Search/FindSection	searches.org.ai	Search	FindSection	find_section	find_section	Finds an existing section within a workspace project.	1	1.00
https://searches.org.ai/Search/FindTask2	searches.org.ai	Search	FindTask2	find_task_2	find_task_2	Finds an existing task within a workspace project(s).	1	1.00
https://searches.org.ai/Search/FindTaskAttachments	searches.org.ai	Search	FindTaskAttachments	find_task_attachments	find_task_attachments	Finds all attachments for a specific task by its ID.	1	1.00
https://searches.org.ai/Search/FindTaskComments	searches.org.ai	Search	FindTaskComments	find_task_comments	find_task_comments	Finds comments for a specific task.	1	1.00
https://searches.org.ai/Search/FindTaskID	searches.org.ai	Search	FindTaskID	find_task_id	find_task_id	Finds an existing task by its ID.	1	1.00
https://searches.org.ai/Search/FindTaskInWorkspace	searches.org.ai	Search	FindTaskInWorkspace	find_task_in_workspace	find_task_in_workspace	Finds a task in a workspace. Supports custom fields. Available only to premium Asana users.	1	1.00
https://searches.org.ai/Search/FindTaskInWorkspaceV2	searches.org.ai	Search	FindTaskInWorkspaceV2	find_task_in_workspace_v2	find_task_in_workspace_v2	Searches for tasks in a workspace using Asana's search API. Returns multiple results as returned by the API. Supports custom fields and advanced filtering. Available only to premium Asana users.	1	1.00
https://searches.org.ai/Search/FindTaskV3	searches.org.ai	Search	FindTaskV3	find_task_v3	find_task_v3	Finds an existing task within a workspace project(s).	1	1.00
https://searches.org.ai/Search/FindUserV2	searches.org.ai	Search	FindUserV2	find_user_v2	find_user_v2	Finds an existing user of your Asana account with enhanced search capabilities.	1	1.00
https://searches.org.ai/Search/FindItems	searches.org.ai	Search	FindItems	find_items	find_items	Find items that match a specific value in a column	1	1.00
https://searches.org.ai/Search/FindItemsByColumnValue	searches.org.ai	Search	FindItemsByColumnValue	find_items_by_column_value	find_items_by_column_value	Find all items that match a specific value in a selected column	1	1.00
https://searches.org.ai/Search/FindItemByColumnValue	searches.org.ai	Search	FindItemByColumnValue	find_item_by_column_value	find_item_by_column_value	The column that you want to search for a specific value	1	1.00
https://searches.org.ai/Search/FindSubitems	searches.org.ai	Search	FindSubitems	find_subitems	find_subitems	Finds the subitems of a specific item on the board	1	1.00
https://searches.org.ai/Search/FindUserByName	searches.org.ai	Search	FindUserByName	find_user_by_name	find_user_by_name	Search for a user by name using exact matching	1	1.00
https://searches.org.ai/Search/GetBoardValues	searches.org.ai	Search	GetBoardValues	get_board_values	get_board_values	Returns the data for a all columns in the specific board	1	1.00
https://searches.org.ai/Search/GetColumnValues	searches.org.ai	Search	GetColumnValues	get_column_values	get_column_values	Returns the data for a specific column in the board	1	1.00
https://searches.org.ai/Search/GetFileValue	searches.org.ai	Search	GetFileValue	get_file_value	get_file_value	Returns the data for a specific file column in the board	1	1.00
https://searches.org.ai/Search/GetGroupName	searches.org.ai	Search	GetGroupName	get_group_name	get_group_name	Returns the group name for a specific board	1	1.00
https://searches.org.ai/Search/GetSubitemValues	searches.org.ai	Search	GetSubitemValues	get_subitem_values	get_subitem_values	Returns the subitems for a specific item in the board	1	1.00
https://searches.org.ai/Search/GetUserDetails	searches.org.ai	Search	GetUserDetails	get_user_details	get_user_details	Returns the details for a specific user	1	1.00
https://searches.org.ai/Search/FindContactTask	searches.org.ai	Search	FindContactTask	find_contact_task	find_contact_task	Finds a contact task.	1	1.00
https://searches.org.ai/Search/FindDealOwner	searches.org.ai	Search	FindDealOwner	find_deal_owner	find_deal_owner	Looks for a Deal and if found, returns the User that owns the Deal	1	1.00
https://searches.org.ai/Search/FindDealTask	searches.org.ai	Search	FindDealTask	find_deal_task	find_deal_task	Finds a deal task.	1	1.00
https://searches.org.ai/Search/Whatsapptemplatesearch	searches.org.ai	Search	Whatsapptemplatesearch	whatsapptemplatesearch	whatsappTemplateSearch	Search for a WhatsApp Template to use.	1	1.00
https://searches.org.ai/Search/Customfields	searches.org.ai	Search	Customfields	customfields	customFields	View the Custom Fields available on tasks in a specific Team / Space / Folder / List.	1	1.00
https://searches.org.ai/Search/Findtask	searches.org.ai	Search	Findtask	findtask	findTask	Find the most recent task created in Workspace/Space/Folder/List.	1	1.00
https://searches.org.ai/Search/Findtaskarray	searches.org.ai	Search	Findtaskarray	findtaskarray	findTaskArray	Finds a list of all tasks created in Workspace/Space/Folder/List. Supports Custom Fields.	1	1.00
https://searches.org.ai/Search/Findtaskbyid	searches.org.ai	Search	Findtaskbyid	findtaskbyid	findTaskById	Find an existing task by its ID.	1	1.00
https://searches.org.ai/Search/Finduser	searches.org.ai	Search	Finduser	finduser	findUser	Find an existing user by their name or their email.	1	1.00
https://searches.org.ai/Search/Searchdocs	searches.org.ai	Search	Searchdocs	searchdocs	searchDocs	Search for documents by location.	1	1.00
https://searches.org.ai/Search/Customer	searches.org.ai	Search	Customer	customer	customer	Finds a customer by name or email.	1	1.00
https://searches.org.ai/Search/FindCustomerV2	searches.org.ai	Search	FindCustomerV2	find_customer_v2	find_customer_v2	Finds customers by email or a search query across multiple fields.	1	1.00
https://searches.org.ai/Search/FindOrder	searches.org.ai	Search	FindOrder	find_order	find_order	Finds an existing order.	1	1.00
https://searches.org.ai/Search/FindOrderV2	searches.org.ai	Search	FindOrderV2	find_order_v2	find_order_v2	Finds an existing order.	1	1.00
https://searches.org.ai/Search/GetFulfillmentOrdersByOrderID	searches.org.ai	Search	GetFulfillmentOrdersByOrderID	get_fulfillment_orders_by_order_id	get_fulfillment_orders_by_order_id	Gets all fulfillment orders for a given order ID.	1	1.00
https://searches.org.ai/Search/GetOrderByID	searches.org.ai	Search	GetOrderByID	get_order_by_id	get_order_by_id	Looks up an existing order by ID.	1	1.00
https://searches.org.ai/Search/GetOrderByIDV2	searches.org.ai	Search	GetOrderByIDV2	get_order_by_id_v2	get_order_by_id_v2	Looks up an existing order by ID.	1	1.00
https://searches.org.ai/Search/Metafields	searches.org.ai	Search	Metafields	metafields	metafields	Searches for Metafields data for a given resource (example order Metafields).	1	1.00
https://searches.org.ai/Search/MetafieldsV2	searches.org.ai	Search	MetafieldsV2	metafields_v2	metafields_v2	Searches for Metafields data for a given resource (example order Metafields).	1	1.00
https://searches.org.ai/Search/OrderTransactions	searches.org.ai	Search	OrderTransactions	order_transactions	order_transactions	Finds the Transactions associated to an Order.	1	1.00
https://searches.org.ai/Search/Products	searches.org.ai	Search	Products	products	products	Finds multiple Products by IDs. Returned as line items.	1	1.00
https://searches.org.ai/Search/ProductsByTitleLineItems	searches.org.ai	Search	ProductsByTitleLineItems	products_by_title_line_items	products_by_title_line_items	Finds a list of products by searching the titles.	1	1.00
https://searches.org.ai/Search/ProductsByTitleLineItemsV2	searches.org.ai	Search	ProductsByTitleLineItemsV2	products_by_title_line_items_v2	products_by_title_line_items_v2	Finds products by searching the titles. Returns individual products.	1	1.00
https://searches.org.ai/Search/ProductsV2	searches.org.ai	Search	ProductsV2	products_v2	products_v2	Finds products by IDs. Returns individual products.	1	1.00
