url	ns	type	id	code	name	description	career_cluster_id	career_cluster_name	soc_count	cip_count	description
https://education.org/SubCluster/LearnerSupport&CommunityEngagement	education.org.ai	SubCluster	LearnerSupport&CommunityEngagement	education/learner-support-community-engagement	Learner Support & Community Engagement		education	Education	16	136	Learner Support & Community Engagement sub-cluster within Education
https://education.org/SubCluster/Teaching,Training,&Facilitation	education.org.ai	SubCluster	Teaching,Training,&Facilitation	education/teaching-training-facilitation	Teaching, Training, & Facilitation		education	Education	65	1300	Teaching, Training, & Facilitation sub-cluster within Education
https://education.org/SubCluster/Clean&AlternativeEnergy	education.org.ai	SubCluster	Clean&AlternativeEnergy	energy-natural-resources/clean-alternative-energy	Clean & Alternative Energy		energy-natural-resources	Energy & Natural Resources	13	17	Clean & Alternative Energy sub-cluster within Energy & Natural Resources
https://education.org/SubCluster/Conservation&LandManagement	education.org.ai	SubCluster	Conservation&LandManagement	energy-natural-resources/conservation-land-management	Conservation & Land Management		energy-natural-resources	Energy & Natural Resources	18	107	Conservation & Land Management sub-cluster within Energy & Natural Resources
https://education.org/SubCluster/EcologicalResearch&Development	education.org.ai	SubCluster	EcologicalResearch&Development	energy-natural-resources/ecological-research-development	Ecological Research & Development		energy-natural-resources	Energy & Natural Resources	25	167	Ecological Research & Development sub-cluster within Energy & Natural Resources
https://education.org/SubCluster/EnvironmentalProtection	education.org.ai	SubCluster	EnvironmentalProtection	energy-natural-resources/environmental-protection	Environmental Protection		energy-natural-resources	Energy & Natural Resources	9	10	Environmental Protection sub-cluster within Energy & Natural Resources
https://education.org/SubCluster/ResourceExtraction	education.org.ai	SubCluster	ResourceExtraction	energy-natural-resources/resource-extraction	Resource Extraction		energy-natural-resources	Energy & Natural Resources	35	44	Resource Extraction sub-cluster within Energy & Natural Resources
https://education.org/SubCluster/Utilities	education.org.ai	SubCluster	Utilities	energy-natural-resources/utilities	Utilities		energy-natural-resources	Energy & Natural Resources	28	32	Utilities sub-cluster within Energy & Natural Resources
https://education.org/SubCluster/Accounting	education.org.ai	SubCluster	Accounting	financial-services/accounting	Accounting		financial-services	Financial Services	7	13	Accounting sub-cluster within Financial Services
https://education.org/SubCluster/Banking&Credit	education.org.ai	SubCluster	Banking&Credit	financial-services/banking-credit	Banking & Credit		financial-services	Financial Services	7	10	Banking & Credit sub-cluster within Financial Services
https://education.org/SubCluster/FinancialStrategy&Investments	education.org.ai	SubCluster	FinancialStrategy&Investments	financial-services/financial-strategy-investments	Financial Strategy & Investments		financial-services	Financial Services	14	40	Financial Strategy & Investments sub-cluster within Financial Services
https://education.org/SubCluster/Insurance	education.org.ai	SubCluster	Insurance	financial-services/insurance	Insurance		financial-services	Financial Services	12	26	Insurance sub-cluster within Financial Services
https://education.org/SubCluster/RealEstate	education.org.ai	SubCluster	RealEstate	financial-services/real-estate	Real Estate		financial-services	Financial Services	4	10	Real Estate sub-cluster within Financial Services
https://education.org/SubCluster/Behavioral&MentalHealth	education.org.ai	SubCluster	Behavioral&MentalHealth	healthcare-human-services/behavioral-mental-health	Behavioral & Mental Health		healthcare-human-services	Healthcare & Human Services	13	63	Behavioral & Mental Health sub-cluster within Healthcare & Human Services
https://education.org/SubCluster/BiotechnologyResearch&Development	education.org.ai	SubCluster	BiotechnologyResearch&Development	healthcare-human-services/biotechnology-research-development	Biotechnology Research & Development		healthcare-human-services	Healthcare & Human Services	13	280	Biotechnology Research & Development sub-cluster within Healthcare & Human Services
https://education.org/SubCluster/Community&SocialServices	education.org.ai	SubCluster	Community&SocialServices	healthcare-human-services/community-social-services	Community & Social Services		healthcare-human-services	Healthcare & Human Services	16	68	Community & Social Services sub-cluster within Healthcare & Human Services
https://education.org/SubCluster/HealthData&Administration	education.org.ai	SubCluster	HealthData&Administration	healthcare-human-services/health-data-administration	Health Data & Administration		healthcare-human-services	Healthcare & Human Services	12	54	Health Data & Administration sub-cluster within Healthcare & Human Services
https://education.org/SubCluster/PersonalCareServices	education.org.ai	SubCluster	PersonalCareServices	healthcare-human-services/personal-care-services	Personal Care Services		healthcare-human-services	Healthcare & Human Services	17	35	Personal Care Services sub-cluster within Healthcare & Human Services
https://education.org/SubCluster/PhysicalHealth	education.org.ai	SubCluster	PhysicalHealth	healthcare-human-services/physical-health	Physical Health		healthcare-human-services	Healthcare & Human Services	87	473	Physical Health sub-cluster within Healthcare & Human Services
https://education.org/SubCluster/Accommodations	education.org.ai	SubCluster	Accommodations	hospitality-events-tourism/accommodations	Accommodations		hospitality-events-tourism	Hospitality, Events, & Tourism	7	11	Accommodations sub-cluster within Hospitality, Events, & Tourism
https://education.org/SubCluster/Conferences&Events	education.org.ai	SubCluster	Conferences&Events	hospitality-events-tourism/conferences-events	Conferences & Events		hospitality-events-tourism	Hospitality, Events, & Tourism	3	12	Conferences & Events sub-cluster within Hospitality, Events, & Tourism
https://education.org/SubCluster/Culinary&FoodServices	education.org.ai	SubCluster	Culinary&FoodServices	hospitality-events-tourism/culinary-food-services	Culinary & Food Services		hospitality-events-tourism	Hospitality, Events, & Tourism	18	18	Culinary & Food Services sub-cluster within Hospitality, Events, & Tourism
https://education.org/SubCluster/Travel&Leisure	education.org.ai	SubCluster	Travel&Leisure	hospitality-events-tourism/travel-leisure	Travel & Leisure		hospitality-events-tourism	Hospitality, Events, & Tourism	23	28	Travel & Leisure sub-cluster within Hospitality, Events, & Tourism
https://education.org/SubCluster/BusinessInformationManagement	education.org.ai	SubCluster	BusinessInformationManagement	management-entrepreneurship/business-information-management	Business Information Management		management-entrepreneurship	Management & Entrepreneurship	8	52	Business Information Management sub-cluster within Management & Entrepreneurship
https://education.org/SubCluster/Entrepreneurship&SmallBusiness	education.org.ai	SubCluster	Entrepreneurship&SmallBusiness	management-entrepreneurship/entrepreneurship-small-business	Entrepreneurship & Small Business		management-entrepreneurship	Management & Entrepreneurship	22	18	Entrepreneurship & Small Business sub-cluster within Management & Entrepreneurship
https://education.org/SubCluster/Leadership&Operations	education.org.ai	SubCluster	Leadership&Operations	management-entrepreneurship/leadership-operations	Leadership & Operations		management-entrepreneurship	Management & Entrepreneurship	32	200	Leadership & Operations sub-cluster within Management & Entrepreneurship
https://education.org/SubCluster/ProjectManagement	education.org.ai	SubCluster	ProjectManagement	management-entrepreneurship/project-management	Project Management		management-entrepreneurship	Management & Entrepreneurship	1	6	Project Management sub-cluster within Management & Entrepreneurship
https://education.org/SubCluster/Regulation	education.org.ai	SubCluster	Regulation	management-entrepreneurship/regulation	Regulation		management-entrepreneurship	Management & Entrepreneurship	5	17	Regulation sub-cluster within Management & Entrepreneurship
https://education.org/SubCluster/MarketResearch,Analytics,&Ethics	education.org.ai	SubCluster	MarketResearch,Analytics,&Ethics	marketing-sales/market-research-analytics-ethics	Market Research, Analytics, & Ethics		marketing-sales	Marketing & Sales	5	30	Market Research, Analytics, & Ethics sub-cluster within Marketing & Sales
https://education.org/SubCluster/Marketing&Advertising	education.org.ai	SubCluster	Marketing&Advertising	marketing-sales/marketing-advertising	Marketing & Advertising		marketing-sales	Marketing & Sales	4	14	Marketing & Advertising sub-cluster within Marketing & Sales
https://education.org/SubCluster/Retail&CustomerExperience	education.org.ai	SubCluster	Retail&CustomerExperience	marketing-sales/retail-customer-experience	Retail & Customer Experience		marketing-sales	Marketing & Sales	10	18	Retail & Customer Experience sub-cluster within Marketing & Sales
https://education.org/SubCluster/StrategicSales	education.org.ai	SubCluster	StrategicSales	marketing-sales/strategic-sales	Strategic Sales		marketing-sales	Marketing & Sales	8	13	Strategic Sales sub-cluster within Marketing & Sales
https://education.org/SubCluster/EmergencyResponse	education.org.ai	SubCluster	EmergencyResponse	public-service-safety/emergency-response	Emergency Response		public-service-safety	Public Service & Safety	6	22	Emergency Response sub-cluster within Public Service & Safety
https://education.org/SubCluster/JudicialSystems	education.org.ai	SubCluster	JudicialSystems	public-service-safety/judicial-systems	Judicial Systems		public-service-safety	Public Service & Safety	11	42	Judicial Systems sub-cluster within Public Service & Safety
https://education.org/SubCluster/Local,State,&FederalServices	education.org.ai	SubCluster	Local,State,&FederalServices	public-service-safety/local-state-federal-services	Local, State, & Federal Services		public-service-safety	Public Service & Safety	50	138	Local, State, & Federal Services sub-cluster within Public Service & Safety
https://education.org/SubCluster/Military&NationalSecurity	education.org.ai	SubCluster	Military&NationalSecurity	public-service-safety/military-national-security	Military & National Security		public-service-safety	Public Service & Safety	31	56	Military & National Security sub-cluster within Public Service & Safety
https://education.org/SubCluster/PublicSafety	education.org.ai	SubCluster	PublicSafety	public-service-safety/public-safety	Public Safety		public-service-safety	Public Service & Safety	26	49	Public Safety sub-cluster within Public Service & Safety
https://education.org/SubCluster/Air&SpaceTransportation	education.org.ai	SubCluster	Air&SpaceTransportation	supply-chain-transportation/air-space-transportation	Air & Space Transportation		supply-chain-transportation	Supply Chain & Transportation	12	19	Air & Space Transportation sub-cluster within Supply Chain & Transportation
https://education.org/SubCluster/Ground&RailTransportation	education.org.ai	SubCluster	Ground&RailTransportation	supply-chain-transportation/ground-rail-transportation	Ground & Rail Transportation		supply-chain-transportation	Supply Chain & Transportation	21	9	Ground & Rail Transportation sub-cluster within Supply Chain & Transportation
https://education.org/SubCluster/Maintenance&Repair	education.org.ai	SubCluster	Maintenance&Repair	supply-chain-transportation/maintenance-repair	Maintenance & Repair		supply-chain-transportation	Supply Chain & Transportation	28	27	Maintenance & Repair sub-cluster within Supply Chain & Transportation
https://education.org/SubCluster/MarineTransportation	education.org.ai	SubCluster	MarineTransportation	supply-chain-transportation/marine-transportation	Marine Transportation		supply-chain-transportation	Supply Chain & Transportation	8	7	Marine Transportation sub-cluster within Supply Chain & Transportation
https://education.org/SubCluster/Planning&Logistics	education.org.ai	SubCluster	Planning&Logistics	supply-chain-transportation/planning-logistics	Planning & Logistics		supply-chain-transportation	Supply Chain & Transportation	8	13	Planning & Logistics sub-cluster within Supply Chain & Transportation
https://education.org/SubCluster/Purchasing&Warehousing	education.org.ai	SubCluster	Purchasing&Warehousing	supply-chain-transportation/purchasing-warehousing	Purchasing & Warehousing		supply-chain-transportation	Supply Chain & Transportation	11	9	Purchasing & Warehousing sub-cluster within Supply Chain & Transportation
